id,ufcstats_id,sherdog_id,bestfightodds_id,ufc_id,wikipedia_url,name,event_order
91651-ufc-fight-night,be5aab761c40ef35,94044,ufc-fight-night-213-2606,ufc-fight-night-october-29-2022,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Kattar_vs._Allen,UFC Fight Night: Kattar vs. Allen,625
91921-ufc-fight-night,756f45905fb20cb5,94043,ufc-fight-night-214ting-championship-2612,ufc-fight-night-november-05-2022,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rodriguez_vs._Lemos,UFC Fight Night: Rodriguez vs. Lemos,626
91828-ufc-281,b3b6e80b7d5f8f0d,94041,ufc-281-2529,ufc-281,https://en.wikipedia.org/wiki/UFC_281,UFC 281: Adesanya vs. Pereira,627
91976-ufc-fight-night,012fc7cd0779c09a,94045,ufc-fight-night-215-2633,ufc-fight-night-november-19-2022,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Spivak,UFC Fight Night: Nzechukwu vs. Cuțelaba,628
91801-ufc-fight-night,b23388ff8ac6637b,94046,ufc-fight-night-214-2607,ufc-fight-night-december-03-2022,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Thompson_vs._Holland,UFC Fight Night: Thompson vs. Holland,629
92214-ufc-282,f65a0eb902f9476b,94042,ufc-282-2621,ufc-282,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 282: Błachowicz vs. Ankalaev,630
92365-ufc-fight-night,56ec58954158966a,94047,ufc-fight-night-217-2632,ufc-fight-night-december-17-2022,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Cannonier vs. Strickland,631
93279-ufc-fight-night,2e2cdb6e9eb84bb9,94946,ufc-fight-night-218-2666,ufc-fight-night-january-14-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Imavov_vs._Gastelum,UFC Fight Night: Strickland vs. Imavov,632
92055-ufc-283,5717efc6f271cd52,94331,ufc-283-2635,ufc-283,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 283: Teixeira vs. Hill,633
93977-ufc-fight-night,d26394fc0e8e880a,95166,ufc-fight-night-lewis-vs-spivak-2747,ufc-fight-night-february-04-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lewis_vs._Spivak,UFC Fight Night: Lewis vs. Spivac,634
93764-ufc-284,01dd4cdc2446f665,95031,ufc-284-makhachev-vs-volkanovski-2710,ufc-284,https://en.wikipedia.org/wiki/UFC_284,UFC 284: Makhachev vs. Volkanovski,635
94589-ufc-fight-night,f21a3d68fb9df387,95326,ufc-fight-night-219-2700,ufc-fight-night-february-18-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Andrade_vs._Blanchfield,UFC Fight Night: Andrade vs. Blanchfield,636
95023-ufc-fight-night,806975e1b4f47b27,95560,ufc-fight-night-220-2709,ufc-fight-night-february-25-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Krylov_vs._Spann,UFC Fight Night: Muniz vs. Allen,637
94418-ufc-285,1ccff7f0cfdf85eb,95232,ufc-285-2738,ufc-285,https://en.wikipedia.org/wiki/UFC_285,UFC 285: Jones vs. Gane,638
95455-ufc-fight-night-smith-vs-hill,35080a7f406f9ab3,95615,ufc-fight-night-221-2719,ufc-fight-night-march-11-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Yan_vs._Dvalishvili,UFC Fight Night: Yan vs. Dvalishvili,639
95408-ufc-286,e4bb7e483c4ad318,95795,ufc-286-2746,ufc-286,https://en.wikipedia.org/wiki/UFC_286,UFC 286: Edwards vs. Usman 3,640
96078-ufc-fight-night,aec273fcb765330d,95704,ufc-fight-night-222-2724,ufc-fight-night-march-25-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Vera vs. Sandhagen,641
96871-ufc-287,3dc3022232b79c7a,96031,ufc-287-2760,ufc-287,https://en.wikipedia.org/wiki/UFC_287,UFC 287: Pereira vs Adesanya 2,642
97461-ufc-fight-night,15b1b21cd743d652,96235,ufc-fight-night-holloway-vs-allen-2796,ufc-fight-night-april-15-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Holloway vs. Allen,643
97433-ufc-fight-night,6fb1ba67bef41b37,96236,ufc-fight-night-223-2770,ufc-fight-night-april-22-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Pavlovich vs. Blaydes,644
97740-ufc-fight-night,51b1e2fd9872005b,96350,ufc-fight-night-224-2776,ufc-fight-night-april-29-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Song_vs._Simón,UFC Fight Night: Song vs. Simón,645
97782-ufc-fight-night,3c6976f8182d9527,96351,ufc-fight-night-225-2777,ufc-288,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 288: Sterling vs. Cejudo,646
98223-ufc-fight-night,901cddcbfa079097,96527,ufc-fight-night-smith-vs-walker-2850,ufc-fight-night-may-13-2023,https://en.wikipedia.org/wiki/UFC_on_ABC:_Rozenstruik_vs._Almeida,UFC on ABC 4: Rozenstruik vs. Almeida,647
98571-ufc-fight-night,6f812143641ceff8,96689,ufc-fight-night-226-2807,ufc-fight-night-may-20-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Dern vs. Hill,648
99119-ufc-fight-night,7abe471b61725980,96960,ufc-on-espn-hermansson-vs-allen-2870,ufc-fight-night-june-03-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Kara-France vs. Albazi,649
99346-ufc-289,b6c6d1731ff00eeb,97020,ufc-289-2830,ufc-289,https://en.wikipedia.org/wiki/UFC_289,UFC 289: Nunes vs. Aldana,650
99705-ufc-fight-night,b9415726dc3ec526,97116,ufc-fight-night-227-2849,ufc-fight-night-june-17-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Vettori vs. Cannonier,651
99780-ufc-fight-night,a780d16cf7eed44d,97149,ufc-fight-night-228-2848,ufc-fight-night-june-24-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC on ABC 5: Emmett vs. Topuria,652
100452-ufc-fight-night,e9e1acc96536bb4f,97462,ufc-fight-night-strickland-vs-magomedov-2871,ufc-fight-night-july-01-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Strickland vs. Magomedov,653
98868-ufc-290,6085ceb59087514b,96757,ufc-2921,ufc-290,https://en.wikipedia.org/wiki/UFC_290,UFC 290: Volkanovski vs. Rodriguez,654
100553-ufc-fight-night,c9885b1b7c7055a0,97533,ufc-fight-night-225-2891,ufc-fight-night-july-15-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Holm_vs._Bueno_Silva,UFC Fight Night: Holm vs. Bueno Silva,655
99813-ufc-fight-night,1174782eacde9b0c,97203,ufc-292-2886,ufc-fight-night-july-22-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Aspinall_vs._Tybura,UFC Fight Night: Aspinall vs. Tybura,656
101214-ufc-291,ccd58ff71e260ed5,97463,ufc-291-2900,ufc-291,https://en.wikipedia.org/wiki/UFC_291,UFC 291: Poirier vs. Gaethje 2,657
101342-ufc-fight-night,6f81b6de2557739a,97864,ufc-fight-night-sandhagen-vs-nurmagomedov-2936,ufc-fight-night-august-05-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Sandhagen vs. Font,658
101163-ufc-fight-night,d2fa318f34d0aadc,97766,ufc-fight-night-226-2905,ufc-fight-night-august-12-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Luque vs. Dos Anjos,659
101022-ufc-292,2719f300b0439039,97584,ufc-292-sterling-vs-o-malley-2899,ufc-292,https://en.wikipedia.org/wiki/UFC_292,UFC 292: Sterling vs. O'Malley,660
101389-ufc-fight-night,89a407032911e27e,98155,ufc-on-espn-holloway-vs-the-korean-zombie-2935,ufc-fight-night-august-26-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Holloway vs. Korean Zombie,661
102007-ufc-fight-night,ef61d9f5176b3200,98110,ufc-on-espn-gane-vs-spivak-2934,ufc-fight-night-september-02-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Gane vs. Spivac,662
101315-ufc-293,ece280745f8727b8,98049,ufc-293-3009,ufc-293,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 293: Adesanya vs. Strickland,663
101864-ufc-fight-night,8fa2b06572365321,98051,ufc-3020,ufc-fight-night-september-16-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Grasso vs. Shevchenko 2,664
101865-ufc-fight-night,c945adc22c2bfe8f,98052,ufc-on-espn-53-2967,ufc-fight-night-september-23-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Fiziev_vs._Gamrot,UFC Fight Night: Fiziev vs. Gamrot,665
101866-ufc-fight-night,c8a49ff2acb6f3c5,98053,ufc-fight-night-3043,ufc-fight-night-october-07-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Dawson_vs._Green,UFC Fight Night: Dawson vs. Green,666
103212-ufc-fight-night,f3a078277b3b8ff4,98595,ufc-fight-night-3052,ufc-fight-night-october-14-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Yusuff vs. Barboza,667
99416-ufc-294,13a0fb8fbdafb54f,97019,ufc-294-2908,ufc-294,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 294: Makhachev vs. Volkanovski 2,668
101863-ufc-fight-night,7c4ec656d8fcb867,98060,ufc-2988,ufc-fight-night-november-04-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Almeida vs. Lewis,669
102959-ufc-295-jones-vs-miocic,5a558ba1ff5e9121,98494,ufc-3004,ufc-295,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 295: Procházka vs. Pereira,670
101867-ufc-fight-night,3feed7d02711d8b7,98054,ufc-3105,ufc-fight-night-november-18-2023,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Allen_vs._Craig,UFC Fight Night: Allen vs. Craig,671
104486-ufc-fight-night,53e4e21f4c688801,99135,ufc-fight-night-3107,ufc-fight-night-december-02-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Dariush vs. Tsarukyan,672
105194-ufc-fight-night,5ef0088c1b19beeb,99468,ufc-3133,ufc-fight-night-december-09-2023,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Song vs. Gutierrez,673
101868-ufc,a8e8587a06e73c87,98050,ufc-3053,ufc-296,https://en.wikipedia.org/wiki/UFC_296,UFC 296: Edwards vs. Covington,674
105485-ufc-fight-night,010986ee359fb863,99605,ufc-3123,ufc-fight-night-january-13-2024,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Ankalaev_vs._Walker_2,UFC Fight Night: Ankalaev vs. Walker 2,675
105840-ufc-297,bd85ca0bb4f26cfc,99740,ufc-297-3106,ufc-297,https://en.wikipedia.org/wiki/UFC_297,UFC 297: Strickland vs. Du Plessis,676
106801-ufc-fight-night,cce79e827569f26e,100145,ufc-fight-night-3160,ufc-fight-night-february-03-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Dolidze vs. Imavov,677
107367-ufc-fight-night,eaea0fc7b76525a8,100402,ufc-3163,ufc-fight-night-february-10-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Hermansson vs. Pyfer,678
107060-ufc-298,dab0e6cb8c932162,100286,ufc-298-3112,ufc-298,https://en.wikipedia.org/wiki/UFC_298,UFC 298: Volkanovski vs. Topuria,679
107471-ufc-fight-night,902ab9197b83d0db,100468,ufc-3162,ufc-fight-night-february-24-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Moreno vs. Royval 2,680
106064-ufc-fight-night,e4a9dbade7c7e1a7,100072,ufc-3193,ufc-fight-night-march-02-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Rozenstruik vs. Gaziev,681
107061-ufc-299,a9df5ae20a97b090,100287,ufc-299-3155,ufc-299,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 299: O'Malley vs. Vera 2,682
108288-ufc-fight-night,c398235fcaf8d71d,100734,ufc-3206,ufc-fight-night-march-16-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Tuivasa vs. Tybura,683
108462-ufc-fight-night,79ff6545b0abc685,100735,ufc-3174,ufc-fight-night-march-23-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Ribas vs. Namajunas,684
107896-ufc-fight-night,dba230fe33011201,100718,ufc-3173,ufc-fight-night-march-30-2024,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Blanchfield_vs._Fiorot,UFC Fight Night: Blanchfield vs. Fiorot,685
108721-ufc-fight-night,899eaba48fa864a6,100903,ufc-3230,ufc-fight-night-april-06-2024,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Allen_vs._Curtis_2,UFC Fight Night: Allen vs. Curtis 2,686
108579-ufc-300,6750e338922a099d,100836,ufc-300-3205,ufc-300,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 300: Pereira vs. Hill,687
109627-ufc-fight-night,a16ce18149021139,101241,ufc-3252,ufc-fight-night-april-27-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Nicolau vs. Perez,688
109604-ufc-fight-night,981ab7a0576f76a0,101242,ufc-3271,ufc-301,https://en.wikipedia.org/wiki/UFC_301,UFC 301: Pantoja vs. Erceg,689
110365-ufc-fight-night,5dfe71ade71f3a4b,101616,ufc-3238,ufc-fight-night-may-11-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Lewis vs. Nascimento,690
110359-ufc-fight-night,46baf0f57edfa4df,101602,ufc-3290,ufc-fight-night-may-18-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Barboza vs. Murphy,691
110366-ufc-302,6e4acc2c115215b5,101617,ufc-3270,ufc-302,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 302: Makhachev vs. Poirier,692
111458-ufc-fight-night,cba3a2dfbc06ce79,102220,ufc-fight-night-3313,ufc-fight-night-june-08-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Cannonier vs. Imavov,693
111669-ufc-fight-night,9c5828c6fd9dc948,102196,ufc-3318,ufc-fight-night-june-15-2024,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Perez_vs._Taira,UFC Fight Night: Perez vs. Taira,694
109963-ufc-fight-night,b12a1d19ee383b7c,101352,ufc-3277,ufc-fight-night-june-22-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Whittaker vs. Aliskerov,695
109011-ufc,f3743d8ef5dde970,101573,ufc-303-3283,ufc-303,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 303: Pereira vs. Procházka 2,696
111798-ufc-fight-night,66e0a70352fef46a,102307,ufc-fight-night-3363,ufc-fight-night-july-13-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Namajunas vs. Cortez,697
112783-ufc-fight-night,c11036da9162cb5f,102684,ufc-fight-night-3372,ufc-fight-night-july-20-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Lemos vs. Jandiroba,698
112936-ufc-304,026b4f7049085842,102683,ufc-3307,ufc-304,https://en.wikipedia.org/wiki/UFC_304,UFC 304: Edwards vs. Muhammad 2,699
111167-ufc-fight-night,fe435e440b5de0ff,101959,ufc-3320,ufc-fight-night-august-03-2024,https://en.wikipedia.org/wiki/UFC_on_ABC:_Sandhagen_vs._Nurmagomedov,UFC Fight Night: Sandhagen vs. Nurmagomedov,700
112784-ufc-fight-night,2c733e059462c1dc,102682,ufc-3406,ufc-fight-night-august-10-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Tybura vs. Spivac 2,701
111885-ufc-305,32ba186f4b0e3267,102302,ufc-3350,ufc-305,https://en.wikipedia.org/wiki/UFC_305,UFC 305: Du Plessis vs. Adesanya,702
114902-ufc-fight-night,be8ad887e4d674b0,103286,ufc-3414,ufc-fight-night-august-24-2024,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Cannonier_vs._Borralho,UFC Fight Night: Cannonier vs. Borralho,703
114678-ufc-fight-night,ee0b69e307c857e5,103192,ufc-3362,ufc-fight-night-september-07-2024,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Burns_vs._Brady,UFC Fight Night: Burns vs. Brady,704
110826-ufc-306,0c01568b1ac77bff,100837,ufc-3371,riyadh-season-noche-ufc,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 306: O'Malley vs. Dvalishvili,705
111674-ufc-fight-night,079488710f012779,102194,ufc-3427,ufc-fight-night-september-28-2024,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moicano_vs._Saint_Denis,UFC Fight Night: Moicano vs. Saint-Denis,706
116146-ufc-307,eee8efec7b951d84,103193,ufc-3433,ufc-307,https://en.wikipedia.org/wiki/UFC_307,UFC 307: Pereira vs. Rountree,707
115961-ufc-fight-night,5bdcbd8dd681a257,103715,ufc-3500,ufc-fight-night-october-12-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Royval vs. Taira,708
116368-ufc-fight-night,6a0047ac8c99fece,103837,ufc-3513,ufc-fight-night-october-19-2024,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hernandez_vs._Pereira,UFC Fight Night: Pereira vs. Hernandez,709
112501-ufc-308,221b2a3070c7ce3e,102482,ufc-3412,ufc-308,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 308: Topuria vs. Holloway,710
116421-ufc-fight-night,3ab0df1ddd5f1dc2,103864,ufc-fight-night-3450,ufc-fight-night-november-02-2024,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Moreno_vs._Albazi,UFC Fight Night: Moreno vs. Albazi,711
116440-ufc-fight-night,585f9ffdb0cd0466,103893,ufc-fight-night-3531,ufc-fight-night-november-09-2024,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC Fight Night: Magny vs. Prates,712
116669-ufc-309,daff32bc96d1eabf,103896,ufc-3476,ufc-309,https://en.wikipedia.org/wiki/UFC_309,UFC 309: Jones vs. Miocic,713
116899-ufc-fight-night,e955046551f8c7dd,104112,ufc-3549,ufc-fight-night-november-23-2024,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Yan_vs._Figueiredo,UFC Fight Night: Yan vs. Figueiredo,714
116766-ufc-310,ad23903ef3af7406,103714,ufc-3522,ufc-310,https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship,UFC 310: Pantoja vs. Asakura,715
116905-ufc-fight-night,72c9c2eadfc3277e,104113,ufc-fight-night-3544,ufc-fight-night-december-14-2024,https://en.wikipedia.org/wiki/UFC_on_ESPN:_Covington_vs._Buckley,UFC Fight Night: Covington vs. Buckley,716
