cutoff_year,best_params,log_loss
2018,"{""k"": 23, ""C"": 0.43781979859113435}",0.6044469041143493
2019,"{""k"": 16, ""C"": 0.05318696391543496}",0.6097096132670629
2020,"{""k"": 17, ""C"": 6.282790205875499}",0.6071312230887251
2021,"{""k"": 73, ""C"": 0.09041440960525633}",0.6078166923985302
2022,"{""k"": 80, ""C"": 0.023570319045734756}",0.604554749684963
2023,"{""k"": 61, ""C"": 0.04135728265130006}",0.6041024520504332
