cutoff_year,best_params,log_loss
2016,"{""k"": 80, ""C"": 0.0016701568859774257}",0.6267569595089901
2017,"{""k"": 86, ""C"": 0.002450592899224685}",0.6253096462883522
2018,"{""k"": 66, ""C"": 0.00887832127529899}",0.6238202466031499
2019,"{""k"": 82, ""C"": 0.023951763764335016}",0.6263716344168787
2020,"{""k"": 100, ""C"": 0.0028131445985822576}",0.6261223522511642
2021,"{""k"": 100, ""C"": 0.005015808642088828}",0.6267597711818279
2022,"{""k"": 88, ""C"": 0.016392523857725917}",0.6247482613464529
2023,"{""k"": 75, ""C"": 0.06067002333589058}",0.6209469056771357
