event_id,description,is_not,betsite,odds
1013,Exactly eight fights end in KO/TKO,0,5Dimes,9150
1013,Exactly eight fights end in KO/TKO,0,SportBet,9150
1013,Exactly eight fights end in KO/TKO,1,5Dimes,-25600
1013,Exactly eight fights end in KO/TKO,1,SportBet,-25600
1013,Exactly eight fights go the distance,0,5Dimes,568
1013,Exactly eight fights go the distance,0,SportBet,568
1013,Exactly eight fights go the distance,1,5Dimes,-835
1013,Exactly eight fights go the distance,1,SportBet,-835
1013,Exactly eleven fights go the distance,0,5Dimes,18500
1013,Exactly eleven fights go the distance,0,SportBet,18500
1013,Exactly eleven fights go the distance,1,5Dimes,-55500
1013,Exactly eleven fights go the distance,1,SportBet,-55500
1013,Exactly five fights end in KO/TKO,0,5Dimes,442
1013,Exactly five fights end in KO/TKO,0,SportBet,442
1013,Exactly five fights end in KO/TKO,1,5Dimes,-583
1013,Exactly five fights end in KO/TKO,1,SportBet,-583
1013,Exactly five fights end in submission,0,5Dimes,2925
1013,Exactly five fights end in submission,0,SportBet,2925
1013,Exactly five fights end in submission,1,5Dimes,-6700
1013,Exactly five fights end in submission,1,SportBet,-6700
1013,Exactly five fights go the distance,0,5Dimes,373
1013,Exactly five fights go the distance,0,SportBet,373
1013,Exactly five fights go the distance,1,5Dimes,-468
1013,Exactly five fights go the distance,1,SportBet,-468
1013,Exactly four fights end in KO/TKO,0,5Dimes,281
1013,Exactly four fights end in KO/TKO,0,SportBet,281
1013,Exactly four fights end in KO/TKO,1,5Dimes,-341
1013,Exactly four fights end in KO/TKO,1,SportBet,-341
1013,Exactly four fights end in submission,0,5Dimes,981
1013,Exactly four fights end in submission,0,SportBet,981
1013,Exactly four fights end in submission,1,5Dimes,-1481
1013,Exactly four fights end in submission,1,SportBet,-1481
1013,Exactly four fights go the distance,0,5Dimes,613
1013,Exactly four fights go the distance,0,SportBet,613
1013,Exactly four fights go the distance,1,5Dimes,-925
1013,Exactly four fights go the distance,1,SportBet,-925
1013,Exactly nine fights go the distance,0,5Dimes,1304
1013,Exactly nine fights go the distance,0,SportBet,1304
1013,Exactly nine fights go the distance,1,5Dimes,-2170
1013,Exactly nine fights go the distance,1,SportBet,-2170
1013,Exactly one fight ends in KO/TKO,0,5Dimes,1160
1013,Exactly one fight ends in KO/TKO,0,SportBet,1160
1013,Exactly one fight ends in KO/TKO,1,5Dimes,-1820
1013,Exactly one fight ends in KO/TKO,1,SportBet,-1820
1013,Exactly one fight ends in submission,0,5Dimes,227
1013,Exactly one fight ends in submission,0,SportBet,227
1013,Exactly one fight ends in submission,1,5Dimes,-267
1013,Exactly one fight ends in submission,1,SportBet,-267
1013,Exactly one fight goes the distance,0,5Dimes,22000
1013,Exactly one fight goes the distance,0,SportBet,22000
1013,Exactly one fight goes the distance,1,5Dimes,-66000
1013,Exactly one fight goes the distance,1,SportBet,-66000
1013,Exactly seven fights end in KO/TKO,0,5Dimes,2550
1013,Exactly seven fights end in KO/TKO,0,SportBet,2550
1013,Exactly seven fights end in KO/TKO,1,5Dimes,-5200
1013,Exactly seven fights end in KO/TKO,1,SportBet,-5200
1013,Exactly seven fights go the distance,0,5Dimes,354
1013,Exactly seven fights go the distance,0,SportBet,354
1013,Exactly seven fights go the distance,1,5Dimes,-444
1013,Exactly seven fights go the distance,1,SportBet,-444
1013,Exactly six fights end in KO/TKO,0,5Dimes,952
1013,Exactly six fights end in KO/TKO,0,SportBet,952
1013,Exactly six fights end in KO/TKO,1,5Dimes,-1452
1013,Exactly six fights end in KO/TKO,1,SportBet,-1452
1013,Exactly six fights end in submission,0,5Dimes,12800
1013,Exactly six fights end in submission,0,SportBet,12800
1013,Exactly six fights end in submission,1,5Dimes,-38400
1013,Exactly six fights end in submission,1,SportBet,-38400
1013,Exactly six fights go the distance,0,5Dimes,304
1013,Exactly six fights go the distance,0,SportBet,304
1013,Exactly six fights go the distance,1,5Dimes,-364
1013,Exactly six fights go the distance,1,SportBet,-364
1013,Exactly ten fights go the distance,0,5Dimes,3675
1013,Exactly ten fights go the distance,0,SportBet,3675
1013,Exactly ten fights go the distance,1,5Dimes,-8850
1013,Exactly ten fights go the distance,1,SportBet,-8850
1013,Exactly three fights end in KO/TKO,0,5Dimes,274
1013,Exactly three fights end in KO/TKO,0,SportBet,274
1013,Exactly three fights end in KO/TKO,1,5Dimes,-334
1013,Exactly three fights end in KO/TKO,1,SportBet,-334
1013,Exactly three fights end in submission,0,5Dimes,383
1013,Exactly three fights end in submission,0,SportBet,383
1013,Exactly three fights end in submission,1,5Dimes,-480
1013,Exactly three fights end in submission,1,SportBet,-480
1013,Exactly three fights go the distance,0,5Dimes,1406
1013,Exactly three fights go the distance,0,SportBet,1406
1013,Exactly three fights go the distance,1,5Dimes,-2530
1013,Exactly three fights go the distance,1,SportBet,-2530
1013,Exactly two fights end in KO/TKO,0,5Dimes,441
1013,Exactly two fights end in KO/TKO,0,SportBet,441
1013,Exactly two fights end in KO/TKO,1,5Dimes,-581
1013,Exactly two fights end in KO/TKO,1,SportBet,-581
1013,Exactly two fights end in submission,0,5Dimes,207
1013,Exactly two fights end in submission,0,SportBet,207
1013,Exactly two fights end in submission,1,5Dimes,-247
1013,Exactly two fights end in submission,1,SportBet,-247
1013,Exactly two fights go the distance,0,5Dimes,4200
1013,Exactly two fights go the distance,0,SportBet,4200
1013,Exactly two fights go the distance,1,5Dimes,-10400
1013,Exactly two fights go the distance,1,SportBet,-10400
1013,No fights end in KO/TKO,0,5Dimes,5425
1013,No fights end in KO/TKO,0,SportBet,5425
1013,No fights end in KO/TKO,1,5Dimes,-13350
1013,No fights end in KO/TKO,1,SportBet,-13350
1013,No fights end in submission,0,5Dimes,596
1013,No fights end in submission,0,SportBet,596
1013,No fights end in submission,1,5Dimes,-891
1013,No fights end in submission,1,SportBet,-891
1013,Over 1.5 fights end in KO/TKO,0,5Dimes,-1515
1013,Over 1.5 fights end in KO/TKO,0,SportBet,-1515
1013,Over 1.5 fights end in submission,0,5Dimes,-156
1013,Over 1.5 fights end in submission,0,SportBet,-156
1013,Over 10.5 fights go the distance,0,5Dimes,17200
1013,Over 10.5 fights go the distance,0,SportBet,17200
1013,Over 2.5 fights end in KO/TKO,0,5Dimes,-352
1013,Over 2.5 fights end in KO/TKO,0,SportBet,-352
1013,Over 2.5 fights end in submission,0,5Dimes,227
1013,Over 2.5 fights end in submission,0,SportBet,227
1013,Over 2.5 fights go the distance,0,5Dimes,-8700
1013,Over 2.5 fights go the distance,0,SportBet,-8700
1013,Over 3.5 fights end in KO/TKO,0,5Dimes,-116
1013,Over 3.5 fights end in KO/TKO,0,SportBet,-116
1013,Over 3.5 fights end in submission,0,5Dimes,700
1013,Over 3.5 fights end in submission,0,SportBet,700
1013,Over 3.5 fights go the distance,0,5Dimes,-1773
1013,Over 3.5 fights go the distance,0,SportBet,-1773
1013,Over 4.5 fights end in KO/TKO,0,5Dimes,245
1013,Over 4.5 fights end in KO/TKO,0,SportBet,245
1013,Over 4.5 fights end in submission,0,5Dimes,2575
1013,Over 4.5 fights end in submission,0,SportBet,2575
1013,Over 4.5 fights go the distance,0,5Dimes,-510
1013,Over 4.5 fights go the distance,0,SportBet,-510
1013,Over 5.5 fights end in KO/TKO,0,5Dimes,647
1013,Over 5.5 fights end in KO/TKO,0,SportBet,647
1013,Over 5.5 fights end in submission,0,5Dimes,11200
1013,Over 5.5 fights end in submission,0,SportBet,11200
1013,Over 5.5 fights go the distance,0,5Dimes,-180
1013,Over 5.5 fights go the distance,0,SportBet,-180
1013,Over 6.5 fights end in KO/TKO,0,5Dimes,2020
1013,Over 6.5 fights end in KO/TKO,0,SportBet,2020
1013,Over 6.5 fights go the distance,0,5Dimes,141
1013,Over 6.5 fights go the distance,0,SportBet,141
1013,Over 7.5 fights end in KO/TKO,0,5Dimes,8100
1013,Over 7.5 fights end in KO/TKO,0,SportBet,8100
1013,Over 7.5 fights go the distance,0,5Dimes,360
1013,Over 7.5 fights go the distance,0,SportBet,360
1013,Over 8.5 fights go the distance,0,5Dimes,1013
1013,Over 8.5 fights go the distance,0,SportBet,1013
1013,Over 9.5 fights go the distance,0,5Dimes,3175
1013,Over 9.5 fights go the distance,0,SportBet,3175
1013,Under 1.5 fights end in KO/TKO,0,5Dimes,1008
1013,Under 1.5 fights end in KO/TKO,0,SportBet,1008
1013,Under 1.5 fights end in submission,0,5Dimes,136
1013,Under 1.5 fights end in submission,0,SportBet,136
1013,Under 10.5 fights go the distance,0,5Dimes,-51600
1013,Under 10.5 fights go the distance,0,SportBet,-51600
1013,Under 2.5 fights end in KO/TKO,0,5Dimes,292
1013,Under 2.5 fights end in KO/TKO,0,SportBet,292
1013,Under 2.5 fights end in submission,0,5Dimes,-267
1013,Under 2.5 fights end in submission,0,SportBet,-267
1013,Under 2.5 fights go the distance,0,5Dimes,3600
1013,Under 2.5 fights go the distance,0,SportBet,3600
1013,Under 3.5 fights end in KO/TKO,0,5Dimes,-104
1013,Under 3.5 fights end in KO/TKO,0,SportBet,-104
1013,Under 3.5 fights end in submission,0,5Dimes,-1100
1013,Under 3.5 fights end in submission,0,SportBet,-1100
1013,Under 3.5 fights go the distance,0,5Dimes,1137
1013,Under 3.5 fights go the distance,0,SportBet,1137
1013,Under 4.5 fights end in KO/TKO,0,5Dimes,-290
1013,Under 4.5 fights end in KO/TKO,0,SportBet,-290
1013,Under 4.5 fights end in submission,0,5Dimes,-5300
1013,Under 4.5 fights end in submission,0,SportBet,-5300
1013,Under 4.5 fights go the distance,0,5Dimes,405
1013,Under 4.5 fights go the distance,0,SportBet,405
1013,Under 5.5 fights end in KO/TKO,0,5Dimes,-993
1013,Under 5.5 fights end in KO/TKO,0,SportBet,-993
1013,Under 5.5 fights end in submission,0,5Dimes,-33600
1013,Under 5.5 fights end in submission,0,SportBet,-33600
1013,Under 5.5 fights go the distance,0,5Dimes,158
1013,Under 5.5 fights go the distance,0,SportBet,158
1013,Under 6.5 fights end in KO/TKO,0,5Dimes,-4035
1013,Under 6.5 fights end in KO/TKO,0,SportBet,-4035
1013,Under 6.5 fights go the distance,0,5Dimes,-161
1013,Under 6.5 fights go the distance,0,SportBet,-161
1013,Under 7.5 fights end in KO/TKO,0,5Dimes,-21700
1013,Under 7.5 fights end in KO/TKO,0,SportBet,-21700
1013,Under 7.5 fights go the distance,0,5Dimes,-450
1013,Under 7.5 fights go the distance,0,SportBet,-450
1013,Under 8.5 fights go the distance,0,5Dimes,-1525
1013,Under 8.5 fights go the distance,0,SportBet,-1525
1013,Under 9.5 fights go the distance,0,5Dimes,-7350
1013,Under 9.5 fights go the distance,0,SportBet,-7350
1023,Exactly eight fights end in KO/TKO,0,5Dimes,8675
1023,Exactly eight fights end in KO/TKO,0,SportBet,8675
1023,Exactly eight fights end in KO/TKO,1,5Dimes,-23700
1023,Exactly eight fights end in KO/TKO,1,SportBet,-23700
1023,Exactly eight fights go the distance,0,5Dimes,493
1023,Exactly eight fights go the distance,0,SportBet,493
1023,Exactly eight fights go the distance,1,5Dimes,-685
1023,Exactly eight fights go the distance,1,SportBet,-685
1023,Exactly eleven fights go the distance,0,5Dimes,8325
1023,Exactly eleven fights go the distance,0,SportBet,8325
1023,Exactly eleven fights go the distance,1,5Dimes,-22300
1023,Exactly eleven fights go the distance,1,SportBet,-22300
1023,Exactly five fights end in KO/TKO,0,5Dimes,463
1023,Exactly five fights end in KO/TKO,0,SportBet,463
1023,Exactly five fights end in KO/TKO,1,5Dimes,-625
1023,Exactly five fights end in KO/TKO,1,SportBet,-625
1023,Exactly five fights go the distance,0,5Dimes,424
1023,Exactly five fights go the distance,0,SportBet,424
1023,Exactly five fights go the distance,1,5Dimes,-547
1023,Exactly five fights go the distance,1,SportBet,-547
1023,Exactly four fights end in KO/TKO,0,5Dimes,297
1023,Exactly four fights end in KO/TKO,0,SportBet,297
1023,Exactly four fights end in KO/TKO,1,5Dimes,-357
1023,Exactly four fights end in KO/TKO,1,SportBet,-357
1023,Exactly four fights go the distance,0,5Dimes,723
1023,Exactly four fights go the distance,0,SportBet,723
1023,Exactly four fights go the distance,1,5Dimes,-1130
1023,Exactly four fights go the distance,1,SportBet,-1130
1023,Exactly nine fights end in KO/TKO,0,5Dimes,47800
1023,Exactly nine fights end in KO/TKO,0,SportBet,47800
1023,Exactly nine fights end in KO/TKO,1,5Dimes,-143400
1023,Exactly nine fights end in KO/TKO,1,SportBet,-143400
1023,Exactly nine fights go the distance,0,5Dimes,1000
1023,Exactly nine fights go the distance,0,SportBet,1000
1023,Exactly nine fights go the distance,1,5Dimes,-1500
1023,Exactly nine fights go the distance,1,SportBet,-1500
1023,Exactly one fight ends in KO/TKO,0,5Dimes,1028
1023,Exactly one fight ends in KO/TKO,0,SportBet,1028
1023,Exactly one fight ends in KO/TKO,1,5Dimes,-1555
1023,Exactly one fight ends in KO/TKO,1,SportBet,-1555
1023,Exactly one fight goes the distance,0,5Dimes,28400
1023,Exactly one fight goes the distance,0,SportBet,28400
1023,Exactly one fight goes the distance,1,5Dimes,-85200
1023,Exactly one fight goes the distance,1,SportBet,-85200
1023,Exactly seven fights end in KO/TKO,0,5Dimes,2550
1023,Exactly seven fights end in KO/TKO,0,SportBet,2550
1023,Exactly seven fights end in KO/TKO,1,5Dimes,-5200
1023,Exactly seven fights end in KO/TKO,1,SportBet,-5200
1023,Exactly seven fights go the distance,0,5Dimes,340
1023,Exactly seven fights go the distance,0,SportBet,340
1023,Exactly seven fights go the distance,1,5Dimes,-425
1023,Exactly seven fights go the distance,1,SportBet,-425
1023,Exactly six fights end in KO/TKO,0,5Dimes,1006
1023,Exactly six fights end in KO/TKO,0,SportBet,1006
1023,Exactly six fights end in KO/TKO,1,5Dimes,-1511
1023,Exactly six fights end in KO/TKO,1,SportBet,-1511
1023,Exactly six fights go the distance,0,5Dimes,321
1023,Exactly six fights go the distance,0,SportBet,321
1023,Exactly six fights go the distance,1,5Dimes,-391
1023,Exactly six fights go the distance,1,SportBet,-391
1023,Exactly ten fights go the distance,0,5Dimes,2425
1023,Exactly ten fights go the distance,0,SportBet,2425
1023,Exactly ten fights go the distance,1,5Dimes,-4850
1023,Exactly ten fights go the distance,1,SportBet,-4850
1023,Exactly three fights end in KO/TKO,0,5Dimes,275
1023,Exactly three fights end in KO/TKO,0,SportBet,275
1023,Exactly three fights end in KO/TKO,1,5Dimes,-335
1023,Exactly three fights end in KO/TKO,1,SportBet,-335
1023,Exactly three fights go the distance,0,5Dimes,1625
1023,Exactly three fights go the distance,0,SportBet,1625
1023,Exactly three fights go the distance,1,5Dimes,-3250
1023,Exactly three fights go the distance,1,SportBet,-3250
1023,Exactly two fights end in KO/TKO,0,5Dimes,421
1023,Exactly two fights end in KO/TKO,0,SportBet,421
1023,Exactly two fights end in KO/TKO,1,5Dimes,-537
1023,Exactly two fights end in KO/TKO,1,SportBet,-537
1023,Exactly two fights go the distance,0,5Dimes,5325
1023,Exactly two fights go the distance,0,SportBet,5325
1023,Exactly two fights go the distance,1,5Dimes,-13150
1023,Exactly two fights go the distance,1,SportBet,-13150
1023,No fights end in KO/TKO,0,5Dimes,4200
1023,No fights end in KO/TKO,0,SportBet,4200
1023,No fights end in KO/TKO,1,5Dimes,-10400
1023,No fights end in KO/TKO,1,SportBet,-10400
1023,Over 1.5 fights end in KO/TKO,0,5Dimes,-1296
1023,Over 1.5 fights end in KO/TKO,0,SportBet,-1296
1023,Over 1.5 fights end in submission,0,5Dimes,-431
1023,Over 1.5 fights end in submission,0,SportBet,-431
1023,Over 1.5 fights go the distance,0,5Dimes,-79200
1023,Over 1.5 fights go the distance,0,SportBet,-79200
1023,Over 10.5 fights go the distance,0,5Dimes,7300
1023,Over 10.5 fights go the distance,0,SportBet,7300
1023,Over 11.5 fights go the distance,0,5Dimes,49900
1023,Over 11.5 fights go the distance,0,SportBet,49900
1023,Over 2.5 fights end in KO/TKO,0,5Dimes,-317
1023,Over 2.5 fights end in KO/TKO,0,SportBet,-317
1023,Over 2.5 fights end in submission,0,5Dimes,-122
1023,Over 2.5 fights end in submission,0,SportBet,-122
1023,Over 2.5 fights go the distance,0,5Dimes,-11100
1023,Over 2.5 fights go the distance,0,SportBet,-11100
1023,Over 3.5 fights end in KO/TKO,0,5Dimes,-108
1023,Over 3.5 fights end in KO/TKO,0,SportBet,-108
1023,Over 3.5 fights end in submission,0,5Dimes,248
1023,Over 3.5 fights end in submission,0,SportBet,248
1023,Over 3.5 fights go the distance,0,5Dimes,-2295
1023,Over 3.5 fights go the distance,0,SportBet,-2295
1023,Over 4.5 fights end in KO/TKO,0,5Dimes,255
1023,Over 4.5 fights end in KO/TKO,0,SportBet,255
1023,Over 4.5 fights end in submission,0,5Dimes,682
1023,Over 4.5 fights end in submission,0,SportBet,682
1023,Over 4.5 fights go the distance,0,5Dimes,-660
1023,Over 4.5 fights go the distance,0,SportBet,-660
1023,Over 5.5 fights end in KO/TKO,0,5Dimes,662
1023,Over 5.5 fights end in KO/TKO,0,SportBet,662
1023,Over 5.5 fights end in submission,0,5Dimes,2218
1023,Over 5.5 fights end in submission,0,SportBet,2218
1023,Over 5.5 fights go the distance,0,5Dimes,-232
1023,Over 5.5 fights go the distance,0,SportBet,-232
1023,Over 6.5 fights end in KO/TKO,0,5Dimes,1985
1023,Over 6.5 fights end in KO/TKO,0,SportBet,1985
1023,Over 6.5 fights end in submission,0,5Dimes,8725
1023,Over 6.5 fights end in submission,0,SportBet,8725
1023,Over 6.5 fights go the distance,0,5Dimes,107
1023,Over 6.5 fights go the distance,0,SportBet,107
1023,Over 7.5 fights end in KO/TKO,0,5Dimes,7425
1023,Over 7.5 fights end in KO/TKO,0,SportBet,7425
1023,Over 7.5 fights go the distance,0,5Dimes,265
1023,Over 7.5 fights go the distance,0,SportBet,265
1023,Over 8.5 fights end in KO/TKO,0,5Dimes,42700
1023,Over 8.5 fights end in KO/TKO,0,SportBet,42700
1023,Over 8.5 fights go the distance,0,5Dimes,649
1023,Over 8.5 fights go the distance,0,SportBet,649
1023,Over 9.5 fights go the distance,0,5Dimes,1880
1023,Over 9.5 fights go the distance,0,SportBet,1880
1023,Under 1.5 fights end in KO/TKO,0,5Dimes,846
1023,Under 1.5 fights end in KO/TKO,0,SportBet,846
1023,Under 1.5 fights end in submission,0,5Dimes,346
1023,Under 1.5 fights end in submission,0,SportBet,346
1023,Under 1.5 fights go the distance,0,5Dimes,26400
1023,Under 1.5 fights go the distance,0,SportBet,26400
1023,Under 10.5 fights go the distance,0,5Dimes,-19200
1023,Under 10.5 fights go the distance,0,SportBet,-19200
1023,Under 11.5 fights go the distance,0,5Dimes,-149700
1023,Under 11.5 fights go the distance,0,SportBet,-149700
1023,Under 2.5 fights end in KO/TKO,0,5Dimes,259
1023,Under 2.5 fights end in KO/TKO,0,SportBet,259
1023,Under 2.5 fights end in submission,0,5Dimes,102
1023,Under 2.5 fights end in submission,0,SportBet,102
1023,Under 2.5 fights go the distance,0,5Dimes,4550
1023,Under 2.5 fights go the distance,0,SportBet,4550
1023,Under 3.5 fights end in KO/TKO,0,5Dimes,-112
1023,Under 3.5 fights end in KO/TKO,0,SportBet,-112
1023,Under 3.5 fights end in submission,0,5Dimes,-295
1023,Under 3.5 fights end in submission,0,SportBet,-295
1023,Under 3.5 fights go the distance,0,5Dimes,1349
1023,Under 3.5 fights go the distance,0,SportBet,1349
1023,Under 4.5 fights end in KO/TKO,0,5Dimes,-310
1023,Under 4.5 fights end in KO/TKO,0,SportBet,-310
1023,Under 4.5 fights end in submission,0,5Dimes,-1063
1023,Under 4.5 fights end in submission,0,SportBet,-1063
1023,Under 4.5 fights go the distance,0,5Dimes,480
1023,Under 4.5 fights go the distance,0,SportBet,480
1023,Under 5.5 fights end in KO/TKO,0,5Dimes,-1023
1023,Under 5.5 fights end in KO/TKO,0,SportBet,-1023
1023,Under 5.5 fights end in submission,0,5Dimes,-4430
1023,Under 5.5 fights end in submission,0,SportBet,-4430
1023,Under 5.5 fights go the distance,0,5Dimes,192
1023,Under 5.5 fights go the distance,0,SportBet,192
1023,Under 6.5 fights end in KO/TKO,0,5Dimes,-3970
1023,Under 6.5 fights end in KO/TKO,0,SportBet,-3970
1023,Under 6.5 fights end in submission,0,5Dimes,-23900
1023,Under 6.5 fights end in submission,0,SportBet,-23900
1023,Under 6.5 fights go the distance,0,5Dimes,-127
1023,Under 6.5 fights go the distance,0,SportBet,-127
1023,Under 7.5 fights end in KO/TKO,0,5Dimes,-19700
1023,Under 7.5 fights end in KO/TKO,0,SportBet,-19700
1023,Under 7.5 fights go the distance,0,5Dimes,-325
1023,Under 7.5 fights go the distance,0,SportBet,-325
1023,Under 8.5 fights end in KO/TKO,0,5Dimes,-128100
1023,Under 8.5 fights end in KO/TKO,0,SportBet,-128100
1023,Under 8.5 fights go the distance,0,5Dimes,-997
1023,Under 8.5 fights go the distance,0,SportBet,-997
1023,Under 9.5 fights go the distance,0,5Dimes,-3760
1023,Under 9.5 fights go the distance,0,SportBet,-3760
1005,Exactly eight fights end in KO/TKO,0,5Dimes,10500
1005,Exactly eight fights end in KO/TKO,0,SportBet,10500
1005,Exactly eight fights end in KO/TKO,1,5Dimes,-31500
1005,Exactly eight fights end in KO/TKO,1,SportBet,-31500
1005,Exactly eight fights go the distance,0,5Dimes,422
1005,Exactly eight fights go the distance,0,SportBet,422
1005,Exactly eight fights go the distance,1,5Dimes,-540
1005,Exactly eight fights go the distance,1,SportBet,-540
1005,Exactly eleven fights go the distance,0,5Dimes,5300
1005,Exactly eleven fights go the distance,0,SportBet,5300
1005,Exactly eleven fights go the distance,1,5Dimes,-13100
1005,Exactly eleven fights go the distance,1,SportBet,-13100
1005,Exactly five fights end in KO/TKO,0,5Dimes,485
1005,Exactly five fights end in KO/TKO,0,SportBet,485
1005,Exactly five fights end in KO/TKO,1,5Dimes,-670
1005,Exactly five fights end in KO/TKO,1,SportBet,-670
1005,Exactly five fights end in submission,0,5Dimes,1330
1005,Exactly five fights end in submission,0,SportBet,1330
1005,Exactly five fights end in submission,1,5Dimes,-2237
1005,Exactly five fights end in submission,1,SportBet,-2237
1005,Exactly five fights go the distance,0,5Dimes,497
1005,Exactly five fights go the distance,0,SportBet,497
1005,Exactly five fights go the distance,1,5Dimes,-693
1005,Exactly five fights go the distance,1,SportBet,-693
1005,Exactly four fights end in KO/TKO,0,5Dimes,298
1005,Exactly four fights end in KO/TKO,0,SportBet,298
1005,Exactly four fights end in KO/TKO,1,5Dimes,-358
1005,Exactly four fights end in KO/TKO,1,SportBet,-358
1005,Exactly four fights end in submission,0,5Dimes,527
1005,Exactly four fights end in submission,0,SportBet,527
1005,Exactly four fights end in submission,1,5Dimes,-753
1005,Exactly four fights end in submission,1,SportBet,-753
1005,Exactly four fights go the distance,0,5Dimes,1016
1005,Exactly four fights go the distance,0,SportBet,1016
1005,Exactly four fights go the distance,1,5Dimes,-1531
1005,Exactly four fights go the distance,1,SportBet,-1531
1005,Exactly nine fights go the distance,0,5Dimes,714
1005,Exactly nine fights go the distance,0,SportBet,714
1005,Exactly nine fights go the distance,1,5Dimes,-1117
1005,Exactly nine fights go the distance,1,SportBet,-1117
1005,Exactly one fight ends in KO/TKO,0,5Dimes,963
1005,Exactly one fight ends in KO/TKO,0,SportBet,963
1005,Exactly one fight ends in KO/TKO,1,5Dimes,-1463
1005,Exactly one fight ends in KO/TKO,1,SportBet,-1463
1005,Exactly one fight ends in submission,0,5Dimes,350
1005,Exactly one fight ends in submission,0,SportBet,350
1005,Exactly one fight ends in submission,1,5Dimes,-440
1005,Exactly one fight ends in submission,1,SportBet,-440
1005,Exactly seven fights end in KO/TKO,0,5Dimes,2875
1005,Exactly seven fights end in KO/TKO,0,SportBet,2875
1005,Exactly seven fights end in KO/TKO,1,5Dimes,-6500
1005,Exactly seven fights end in KO/TKO,1,SportBet,-6500
1005,Exactly seven fights end in submission,0,5Dimes,16200
1005,Exactly seven fights end in submission,0,SportBet,16200
1005,Exactly seven fights end in submission,1,5Dimes,-48600
1005,Exactly seven fights end in submission,1,SportBet,-48600
1005,Exactly seven fights go the distance,0,5Dimes,320
1005,Exactly seven fights go the distance,0,SportBet,320
1005,Exactly seven fights go the distance,1,5Dimes,-390
1005,Exactly seven fights go the distance,1,SportBet,-390
1005,Exactly six fights end in KO/TKO,0,5Dimes,1112
1005,Exactly six fights end in KO/TKO,0,SportBet,1112
1005,Exactly six fights end in KO/TKO,1,5Dimes,-1723
1005,Exactly six fights end in KO/TKO,1,SportBet,-1723
1005,Exactly six fights end in submission,0,5Dimes,3825
1005,Exactly six fights end in submission,0,SportBet,3825
1005,Exactly six fights end in submission,1,5Dimes,-9300
1005,Exactly six fights end in submission,1,SportBet,-9300
1005,Exactly six fights go the distance,0,5Dimes,341
1005,Exactly six fights go the distance,0,SportBet,341
1005,Exactly six fights go the distance,1,5Dimes,-426
1005,Exactly six fights go the distance,1,SportBet,-426
1005,Exactly ten fights go the distance,0,5Dimes,1610
1005,Exactly ten fights go the distance,0,SportBet,1610
1005,Exactly ten fights go the distance,1,5Dimes,-3220
1005,Exactly ten fights go the distance,1,SportBet,-3220
1005,Exactly three fights end in KO/TKO,0,5Dimes,263
1005,Exactly three fights end in KO/TKO,0,SportBet,263
1005,Exactly three fights end in KO/TKO,1,5Dimes,-323
1005,Exactly three fights end in KO/TKO,1,SportBet,-323
1005,Exactly three fights end in submission,0,5Dimes,285
1005,Exactly three fights end in submission,0,SportBet,285
1005,Exactly three fights end in submission,1,5Dimes,-345
1005,Exactly three fights end in submission,1,SportBet,-345
1005,Exactly three fights go the distance,0,5Dimes,2485
1005,Exactly three fights go the distance,0,SportBet,2485
1005,Exactly three fights go the distance,1,5Dimes,-4970
1005,Exactly three fights go the distance,1,SportBet,-4970
1005,Exactly twelve fights go the distance,0,5Dimes,28600
1005,Exactly twelve fights go the distance,0,SportBet,28600
1005,Exactly twelve fights go the distance,1,5Dimes,-85800
1005,Exactly twelve fights go the distance,1,SportBet,-85800
1005,Exactly two fights end in KO/TKO,0,5Dimes,400
1005,Exactly two fights end in KO/TKO,0,SportBet,400
1005,Exactly two fights end in KO/TKO,1,5Dimes,-500
1005,Exactly two fights end in KO/TKO,1,SportBet,-500
1005,Exactly two fights end in submission,0,5Dimes,230
1005,Exactly two fights end in submission,0,SportBet,230
1005,Exactly two fights end in submission,1,5Dimes,-270
1005,Exactly two fights end in submission,1,SportBet,-270
1005,Exactly two fights go the distance,0,5Dimes,8525
1005,Exactly two fights go the distance,0,SportBet,8525
1005,Exactly two fights go the distance,1,5Dimes,-23100
1005,Exactly two fights go the distance,1,SportBet,-23100
1005,No fights end in KO/TKO,0,5Dimes,3975
1005,No fights end in KO/TKO,0,SportBet,3975
1005,No fights end in KO/TKO,1,5Dimes,-9900
1005,No fights end in KO/TKO,1,SportBet,-9900
1005,No fights end in submission,0,5Dimes,1131
1005,No fights end in submission,0,SportBet,1131
1005,No fights end in submission,1,5Dimes,-1761
1005,No fights end in submission,1,SportBet,-1761
1005,Over 1.5 fights end in KO/TKO,0,5Dimes,-1224
1005,Over 1.5 fights end in KO/TKO,0,SportBet,-1224
1005,Over 1.5 fights end in submission,0,5Dimes,-300
1005,Over 1.5 fights end in submission,0,SportBet,-300
1005,Over 10.5 fights go the distance,0,5Dimes,4550
1005,Over 10.5 fights go the distance,0,SportBet,4550
1005,Over 11.5 fights go the distance,0,5Dimes,26600
1005,Over 11.5 fights go the distance,0,SportBet,26600
1005,Over 2.5 fights end in KO/TKO,0,5Dimes,-290
1005,Over 2.5 fights end in KO/TKO,0,SportBet,-290
1005,Over 2.5 fights end in submission,0,5Dimes,113
1005,Over 2.5 fights end in submission,0,SportBet,113
1005,Over 2.5 fights go the distance,0,5Dimes,-19900
1005,Over 2.5 fights go the distance,0,SportBet,-19900
