ufcstats_id,bestfightodds_id,betmma_id,espn_id,fightmatrix_id,fightoddsio_id,mmadecisions_id,sherdog_id,tapology_id
3623bd267a2eef2e,3775,463,3017276,33845,RmlnaHRlck5vZGU6MTIwNw==,2243,15937,7989-yaotzin-meza
36541f1e6c5d4955,9155,1831,4379362,148645,RmlnaHRlck5vZGU6Mjk3MTg=,5258,200603,106437-viviane-araujo-vivi
36549928f90f1d36,5290,56,3154228,124604,RmlnaHRlck5vZGU6NjE3Mw==,3239,152627,67614-jose-alberto-quinones-el-teco
365fee2da473b177,135,249,2335663,35529,RmlnaHRlck5vZGU6MTM=,347,17662,anthony-johnson-rumble
369e1ce458ef50a6,4879,85,2976990,76198,RmlnaHRlck5vZGU6NjIwMw==,2985,74434,25817-ruslan-magomedov
369ea36e450ae62a,11514,3340,4894791,198468,RmlnaHRlck5vZGU6MzM4MjE=,6150,302783,198212-armen-petrosyan
36a432f22144843e,556,,2335731,3444,RmlnaHRlck5vZGU6MTA4NQ==,,23219,neil-grove-goliath
36b8f265bcd1b7a4,8265,1610,3077822,61970,RmlnaHRlck5vZGU6NTQyNw==,5803,60755,30204-abusupiyan-magomedov-abus
36df8e119aec6175,1228,430,2519810,34420,RmlnaHRlck5vZGU6MTEzOQ==,1147,16524,sarah-kaufman
36e78278a77006d4,13028,4139,5044438,86840,RmlnaHRlck5vZGU6MzU4MjA=,,84660,14969-connor-matthews
36fbaa49a09ff997,4289,832,3052685,60964,RmlnaHRlck5vZGU6NTgwMw==,2693,59769,19478-brian-houston-b-hue
37098a6e6c27fb66,6316,1559,4349153,137086,RmlnaHRlck5vZGU6ODg4Nw==,3815,177019,91401-vince-morales
3738e68d2261e60f,487,470,2354269,268,RmlnaHRlck5vZGU6MTA=,244,270,andrei-arlovski-the-pitbull
3753714927f18437,7764,6131,4330061,98177,RmlnaHRlck5vZGU6MjQwNTE=,4600,104821,66362-mohammad-yahya
3795fca327cbcf23,610,,2335645,13080,RmlnaHRlck5vZGU6NzY2,,7110,antonio-mendes-samuray
37b1696e6d115957,998,,2335686,9658,RmlnaHRlck5vZGU6NjI4,641,3669,roli-delgado-the-crazy-cuban
37c5366d18ed6c05,7881,1581,4354423,144362,RmlnaHRlck5vZGU6MjQ0NDA=,4620,191653,66843-roosevelt-roberts
37cc294027f55e4d,4395,1499,3938715,40269,RmlnaHRlck5vZGU6MTQ3MQ==,,41861,18506-austin-springer
37d5b176d438d2a5,7389,1237,4236954,114628,RmlnaHRlck5vZGU6MjA1ODM=,4525,132605,45190-karl-robinson
37d752ec41ed84bb,7507,3198,4348793,151843,RmlnaHRlck5vZGU6MjE3NDE=,6077,207835,114735-maria-oliveira
37e03538c960bac6,7351,802,3088664,64316,RmlnaHRlck5vZGU6MzU0OQ==,,63045,39663-abdul-kerim-edilov
37ed1ab2f8b819f4,9517,2087,4575873,173748,RmlnaHRlck5vZGU6MzMzNjE=,5435,252693,146061-brad-riddell-quake
37f560436d745c18,9314,2552,3897242,99626,RmlnaHRlck5vZGU6MzM5OTY=,6139,103887,36808-nikolas-palhares
388abbf8832b5adf,,,2431254,12580,RmlnaHRlck5vZGU6NzEz,431,6606,jeff-joslin-the-inferno
38b50fd1e1b5b656,801,,2335528,3549,RmlnaHRlck5vZGU6NTY4,639,23326,razak-al-hassan-razor
38c5817ade8a8014,13235,4299,5132151,211581,RmlnaHRlck5vZGU6MzA4MTk=,6493,331333,201648-ivana-siric
38c626ca912c7bac,4762,1962,3077807,56962,RmlnaHRlck5vZGU6NTk0NA==,2869,56139,18899-damir-hadzovic
38c7f72747f4f712,7784,1367,4089026,157339,RmlnaHRlck5vZGU6MTU5Mzg=,4576,219015,73142-gillian-robertson
38ed5a2299230227,6228,955,3972436,87768,RmlnaHRlck5vZGU6ODczMQ==,,85664,72481-filip-pejic
3920d0cc288f9b0d,15049,5043,5123216,214622,RmlnaHRlck5vZGU6NTAxNTk=,6402,337565,230239-francisco-prado
39330403ad27c2bb,4858,502,3074969,71144,RmlnaHRlck5vZGU6Mjc4MA==,2951,69607,19595-patrick-williams
394f55ebca199124,637,,2335786,1337,RmlnaHRlck5vZGU6ODQ2,389,1351,ivan-salaverry
3956bdc8ab2e54b3,8412,1525,4355238,88229,RmlnaHRlck5vZGU6MjczNTc=,4816,86098,32107-john-gunther
396fe87b84ac2e1c,9433,2063,4576101,152749,RmlnaHRlck5vZGU6MjQxNDk=,5371,209721,84753-lerone-murphy
3974fa35c917af1d,1130,47,2504178,18194,RmlnaHRlck5vZGU6MTE1MQ==,882,32051,ricardo-lamas-the-bully
399afbabc02376b5,8930,2235,4010976,66532,RmlnaHRlck5vZGU6NzQ2MQ==,,65231,23273-tom-aspinall
39cc64bf0a269db9,4907,509,3105013,55379,RmlnaHRlck5vZGU6NDA5OA==,2988,54620,13904-Niklas-Backstrom
39d91e95949de3d9,7052,1696,3923488,150016,RmlnaHRlck5vZGU6Nzc4MQ==,4255,203909,37314-felicia-spencer
3a12a2f096a6d975,4041,88,3083828,61671,RmlnaHRlck5vZGU6MzM5Ng==,3010,60454,21951-rogelio-narvaez
3a24769a4855040a,934,,2504555,6164,RmlnaHRlck5vZGU6MTIzNA==,874,25981,diego-nunes-the-gun
3a314d9fa7c6825d,5418,329,3090893,89825,RmlnaHRlck5vZGU6NjA4Ng==,2810,87981,38718-douglas-dsilva
3a46b268013afede,5910,2850,3943695,100357,RmlnaHRlck5vZGU6ODE2MA==,4671,108999,35757-kevin-holland
3a524c6700addc24,1410,241,3074140,45386,RmlnaHRlck5vZGU6MjEzMQ==,1839,45607,tateki-matsuda
3a8176e15b9887c1,2309,467,2553993,45135,RmlnaHRlck5vZGU6MTM5NA==,1341,42804,chris-weidman
3aa794cbe1e3484b,5023,86,3114203,77501,RmlnaHRlck5vZGU6NjA5Ng==,3255,75537,40014-joshua-copeland
3ae10ac4df3df05c,974,,2504616,35019,RmlnaHRlck5vZGU6MTE1Nw==,701,17139,jesse-lennox-the-ox
3b0a516d2921e0d6,9468,2047,4389093,87131,RmlnaHRlck5vZGU6Mjk0ODc=,5351,85013,17399-danaa-batgerel
3b9f723e2720a238,1839,841,2504955,3279,RmlnaHRlck5vZGU6OTcy,,23052,roger-bowling-relentless
3ba3b5cc94498437,793,,2519775,26794,RmlnaHRlck5vZGU6ODIw,,14891,johnny-rees-the-hater-hurter
3bad7ef643840f67,69,280,2335676,10903,RmlnaHRlck5vZGU6NzI4,336,4923,joe-lauzon-j-lau
3bb2dc8e87b10a46,5347,1551,3161786,74514,RmlnaHRlck5vZGU6ODMwNw==,3343,72910,33906-david-zawada
3bbcd63a016d9715,1439,,2556274,5715,RmlnaHRlck5vZGU6MjY=,,25531,cameron-dollar-money-man
3be081c29bf734d9,510,572,2354524,418,RmlnaHRlck5vZGU6MTA3OA==,756,425,takanori-gomi-the-fireball-kid
3be16d817b36098b,17653,7033,5207629,245606,RmlnaHRlck5vZGU6NjE2Mzg=,,390131,303469-dong-hoon-choi
3c0437fbeda06962,995,603,2335801,34311,RmlnaHRlck5vZGU6ODM3,644,16415,george-roop
3c241737a6069b9f,310,,2335751,924,RmlnaHRlck5vZGU6MTEzOA==,660,935,denis-kang-super-korean
3c26c420584d912d,8154,2449,4374742,182944,RmlnaHRlck5vZGU6MjQ4OTE=,6110,271495,166556-hailey-cowan
3c48019bc387b80c,406,,2500148,14810,RmlnaHRlck5vZGU6NzY5,,8845,billy-miles
3c5005b66696d790,6198,2296,4058830,130182,RmlnaHRlck5vZGU6ODcwOA==,3720,143479,52881-anthony-ivy
3c660c90d48fc80d,374,725,2492785,2809,RmlnaHRlck5vZGU6MTE0Mg==,1045,2830,tim-kennedy
3c6976f8182d9527,1559,248,2500771,6345,RmlnaHRlck5vZGU6MTA4OA==,719,26162,alexander-gustafsson-the-mauler
3c8a5200436e19f3,11217,4217,5077399,205062,RmlnaHRlck5vZGU6NDY5NDM=,6359,317055,112520-cameron-saaiman
3c921b1a30fdcbdd,1778,695,2512983,19662,RmlnaHRlck5vZGU6MTI4MQ==,1678,33532,mike-ricci
3cf18e01cb6cbde3,8746,1709,4405109,161961,RmlnaHRlck5vZGU6Mjk0MDM=,4972,228263,130802-sumidaerji
3cf66c62d9069f43,7065,1130,4040197,128294,RmlnaHRlck5vZGU6ODExMg==,4229,159569,90345-lucie-pudilova
3d074044a33825e7,7724,1605,4297311,137675,RmlnaHRlck5vZGU6MjM2NTc=,5761,178855,129794-ramiz-brahimaj
3d5b1ce6097dbb49,5296,851,3892370,128683,RmlnaHRlck5vZGU6NjkwOA==,3742,160663,71792-augusto-mendes-tanquinho
3d6749c4267da18f,4939,140,3106617,96428,RmlnaHRlck5vZGU6NjA5NA==,3008,101411,37708-joanna-jedrzejczyk
3da19339ee7051d5,,,2951317,148,RmlnaHRlck5vZGU6NDUw,,150,justin-martin
3dc3022232b79c7a,333,,2501511,35588,RmlnaHRlck5vZGU6MTA2NA==,,17723,brian-foster
3dd92ff9fb0412b3,4254,606,3044633,83304,RmlnaHRlck5vZGU6OTUx,2585,81198,31434-ali-bagautinov
3dd949593346dbc3,2558,1427,3156514,48156,RmlnaHRlck5vZGU6MzcwOA==,2929,47948,13906-Craig-White
3df5493bb279226f,7335,1198,4233196,135315,RmlnaHRlck5vZGU6MTk5OTQ=,4408,173973,87845-amanda-lemos-amandinha
3e03cec9767d37e6,,,2951230,107,RmlnaHRlck5vZGU6NDE0,,109,he-man-gipson
3e514f437c51ce0a,,,2473328,162,RmlnaHRlck5vZGU6NTM3,,164,steven-graham
3e61082025db8137,4690,535,2537055,50812,RmlnaHRlck5vZGU6MzUzNw==,2815,47066,yosdenis-cedeno-pink-panther
3e708ce33b6b18e6,9804,3230,4252258,88997,RmlnaHRlck5vZGU6MTE2ODU=,,86938,18297-victor-martinez
3e8118c1ab52f211,17649,3985,4410698,136454,RmlnaHRlck5vZGU6Mjk4NDU=,5518,175999,165168-george-tokkos
3eb4dc9a7d4ac906,13314,3530,4337435,163994,RmlnaHRlck5vZGU6MjYxNjI=,6112,232645,138183-ramona-pascual
3ec1e4ba98c9c85a,5188,1019,2514776,43824,RmlnaHRlck5vZGU6NjUxMw==,3160,43874,13454-johnny-cottrell
3ecd936bd8814108,3549,340,2987934,20059,RmlnaHRlck5vZGU6MTQxNQ==,2444,33932,cat-zingano-alpha
3f11b5d4bd76a6d9,2004,819,2506570,16486,RmlnaHRlck5vZGU6MTU4MQ==,1562,30320,damian-grabowski-polish-pitbull
3f11fd1751fa83b1,15076,3993,4894925,161954,RmlnaHRlck5vZGU6Mjk4MDc=,6394,228277,130355-zha-yi
3f1d23b01c552a13,5242,560,3890654,66290,RmlnaHRlck5vZGU6NzMwNw==,3522,64989,36132-michael-graves
3f24c96753dbd9f9,,,2951149,119,RmlnaHRlck5vZGU6NTI2,,121,scott-bessac
3f4c3bc822bea45d,7705,4104,4751726,159738,RmlnaHRlck5vZGU6MzA1MjM=,6314,224241,113003-melissa-martinez
3f52ce18fb98008f,3381,254,2615078,43421,RmlnaHRlck5vZGU6MTAxNA==,2157,22641,14731-akira-corassani
3f56b99447f00607,3337,275,3104555,57384,RmlnaHRlck5vZGU6NDExNw==,2362,56615,27720-paul-redmond-redser
3f7c14c7eca7195d,338,354,2487721,22211,RmlnaHRlck5vZGU6MTIyNg==,734,10249,roy-nelson-big-country
3f7dab21b6c971bc,4595,1931,4029284,91614,RmlnaHRlck5vZGU6NTkzNw==,5311,91563,26358-dequan-townsend
3fa7688bfe48a493,9313,1938,4565904,163287,RmlnaHRlck5vZGU6MzAzMzc=,,227513,137641-yoshinori-horie
3fa97913cfd205d3,14121,4110,5074121,155102,RmlnaHRlck5vZGU6MzA2MTc=,6362,214613,125815-alessandro-costa
3fed746acfd026dd,,,2558003,171,RmlnaHRlck5vZGU6NTQ2,,173,todd-butler
40093d1d2d78394e,5175,242,3153125,72603,RmlnaHRlck5vZGU6MzQ1OQ==,3152,71116,33009-charles-rosa
404ecb2700844072,5094,948,3073380,77395,RmlnaHRlck5vZGU6NjgyMA==,4247,75456,21841-deanna-bennett
40a456a25d52ee65,15153,5367,5125178,137613,RmlnaHRlck5vZGU6NTA0MzQ=,6471,178707,81901-rolando-bedoya
40a604761ca7d64d,116,,2335704,1287,RmlnaHRlck5vZGU6ODk2,309,1301,din-thomas-dinyero
40cb680ae1cd331f,13793,4085,5063403,196975,RmlnaHRlck5vZGU6MzA0ODY=,6301,299051,207769-yasmine-jauregui
40d8b74488743800,10271,1608,4377048,137560,RmlnaHRlck5vZGU6MjgxNDI=,5675,177995,137973-carlton-minus-the-gentleman-fighter
40f3cb27fc7305a1,12770,4069,4963269,104488,RmlnaHRlck5vZGU6NDY2MTM=,6405,117729,52251-themba-takura-gorimbo
40ff198adda94b9f,4705,453,3091102,77545,RmlnaHRlck5vZGU6NjE4Nw==,2823,75370,mark-eddiva
4100c7a09497ad41,7757,1701,4289517,182334,RmlnaHRlck5vZGU6MjUyNjU=,4588,270021,166442-kay-hansen
411539901068522f,3801,1136,3041444,68326,RmlnaHRlck5vZGU6MjUxNw==,4182,66876,20241-jodie-esquibel
411d012af19ecb59,2895,,2614777,32546,RmlnaHRlck5vZGU6MTY0,1873,40205,17229-chris-spang-the-kiss
4123fd4dcc1fe937,,,2497962,528,RmlnaHRlck5vZGU6ODk0,,536,david-terrell-the-soul-assassin
4126a78111c0855a,12570,3265,4835137,142194,RmlnaHRlck5vZGU6Mzk0MjQ=,6186,188043,107316-caio-borralho-cara-de-kombi
4130a743d9d22163,165,962,2335486,22914,RmlnaHRlck5vZGU6NTgy,385,10967,alan-belcher-the-talent
4144798612ef96e5,8418,1561,4354318,171163,RmlnaHRlck5vZGU6MjczNDk=,4994,247691,142325-edmen-shahbazyan
4148802ae4a50768,9200,3267,4863327,167076,RmlnaHRlck5vZGU6MzA0OTM=,6317,238903,156784-daniel-olvera-zellhuber-zellhuber
41498c2d1a87b154,9676,2428,4688449,215994,RmlnaHRlck5vZGU6MzMxODY=,6069,341317,77516-ziko-lazishvili
41cc71cbf210e0fe,8178,3812,5027356,182057,RmlnaHRlck5vZGU6MjU0ODc=,,269917,114216-hyder-amil
41e77dc504a192c6,,,2558124,285,RmlnaHRlck5vZGU6MzU5,,287,chris-condo
41e83a89929d1327,12427,1819,4873640,103055,RmlnaHRlck5vZGU6MzYxODM=,6132,114657,151690-jailton-junior-malhadinho
41f90012b86a11bf,8534,1973,4393207,168942,RmlnaHRlck5vZGU6MjgzMzc=,5337,242953,148375-rafael-gigante
42078a86d3dd037b,484,,2354319,34748,RmlnaHRlck5vZGU6OTI5,,16858,rob-yundt
4234f0097c83fa62,5587,1101,3676024,145206,RmlnaHRlck5vZGU6NjI5OA==,4123,193533,56532-sajara-eubanks
427b5953ac8e3a27,213,363,2335778,26541,RmlnaHRlck5vZGU6NzUy,552,14637,demian-maia
429e7d3725852ce9,,,2335697,19,RmlnaHRlck5vZGU6NTE2,7,19,royce-gracie
42a7e90605df3c8a,5593,462,3728368,90532,RmlnaHRlck5vZGU6NjE0OQ==,3446,86920,55941-damian-stasiak
42ac4020cba261ad,13592,3769,5077789,175252,RmlnaHRlck5vZGU6Mjg0ODg=,6540,250567,152507-caolan-loughran
4304992c2acc187b,325,,2354258,9485,RmlnaHRlck5vZGU6MTI0OQ==,883,3496,bart-palaszewski-bartimus
4333a8e70a672eb7,7832,2339,4024488,136848,RmlnaHRlck5vZGU6MjQ0MzE=,4613,176193,78298-brogan-walker-killer-bee
43563a32c3f10e95,1030,787,2335519,2172,RmlnaHRlck5vZGU6MTAzMg==,768,2191,cyrille-diabate-the-snake
43612456979e5d5e,,,2556804,24011,RmlnaHRlck5vZGU6NjAx,427,12079,steve-byrnes
436f970c9ea9169c,5295,57,3032218,5917,RmlnaHRlck5vZGU6NjE1OA==,3236,25733,27087-gabriel-benitez-moggly
43a59ce3bb40449e,4118,1697,3027998,73109,RmlnaHRlck5vZGU6MjUyNQ==,4243,71390,25717-mizuki-inoue
440c9dbab63528fb,,,2951251,128,RmlnaHRlck5vZGU6NDk3,,130,paul-herrera
4417980b3e798abf,2310,,2553994,6784,RmlnaHRlck5vZGU6MTA0Mg==,1340,26602,reuben-duran
441eacbe20e0e80b,4014,1152,3900464,89398,RmlnaHRlck5vZGU6MTQ2OA==,2408,87303,44468-augusto-sakai
44260175069b6276,37,,2335885,226,RmlnaHRlck5vZGU6MjIw,200,228,jens-pulver-little-evil
442c9011034ae1fd,8934,2641,4738092,181716,RmlnaHRlck5vZGU6MjkzNzY=,5109,268923,171377-ian-garry
443f60bec7c3c3d5,4478,1054,3264073,107816,RmlnaHRlck5vZGU6Mjg0,3178,109357,31081-michael-mcbride
44470bfd9483c7ad,1357,376,2500402,34699,RmlnaHRlck5vZGU6NDcwOQ==,2780,16806,katsunori-kikuno
445a98acb8985970,844,,2431256,367,RmlnaHRlck5vZGU6OTEx,,370,falaniko-vitale-niko
4461d7e47375a895,13311,3707,4917772,193867,RmlnaHRlck5vZGU6NDMwOTU=,6222,293975,145595-tatsuro-taira
447f9858ae78f921,7701,1348,3132513,113393,RmlnaHRlck5vZGU6MTU3OTA=,4558,129929,44727-muslim-salikhov
4498b382c65a7faa,1646,847,2504943,14751,RmlnaHRlck5vZGU6NDE3Mg==,1287,8785,roxanne-modafferi-the-happy-warrior
449c890bd90f3374,6565,1024,2972878,28411,RmlnaHRlck5vZGU6MTA2NzE=,3922,35409,10702-hector-alex-sandoval
44aa652b181bcf68,,,2488869,255,RmlnaHRlck5vZGU6NDY5,,257,marcelo-aguiar
44bc27bfa76dcd9e,3487,783,2975070,29792,RmlnaHRlck5vZGU6MTA2Mw==,2174,37684,15720-renee-forte
44f9c777fed7ca03,,,2558138,209,RmlnaHRlck5vZGU6NDAx,,211,frank-caracci
45230be0641f3f53,5291,499,3155423,101662,RmlnaHRlck5vZGU6ODE=,3240,111777,70997-leonardo-morales-chimmy
453ee00c3e1ae9dd,,,2501661,2270,RmlnaHRlck5vZGU6NjQ5,,2290,ron-faircloth
4565d435005319c0,,,2559187,35,RmlnaHRlck5vZGU6NDg2,,35,minoki-ichihara
459e4dc69ec669b2,5779,1026,3722431,35998,RmlnaHRlck5vZGU6Nzc3MA==,3925,18136,46288-jason-novelli
45bc8f98d62bd096,6,,2501376,11902,RmlnaHRlck5vZGU6ODE2,378,5925,jordan-radev
45e738622ea2c02c,4975,2326,3112007,72008,RmlnaHRlck5vZGU6NjQyMw==,3022,70605,45318-timur-valiev
45f0cc9d18f35137,4725,1669,3961293,60931,RmlnaHRlck5vZGU6NjQ3NA==,2838,59736,34369-chris-gutierrez
45f7cb591c3ab00b,8521,1631,4295192,111825,RmlnaHRlck5vZGU6MTU0Mzg=,5452,126971,32242-sean-brady
4604ab1de9058474,,,2558097,278,RmlnaHRlck5vZGU6NDc4,,280,mark-robinson-white-rhino
4638cc6479cc0afe,5319,351,3157919,32698,RmlnaHRlck5vZGU6NjEwMg==,3397,40356,41835-massio-fullen
4665cbf36b08193b,5381,1036,4022255,126402,RmlnaHRlck5vZGU6NjMzMQ==,3270,155641,54222-chris-avila
4665f9f909cd7214,5076,605,3132040,47254,RmlnaHRlck5vZGU6NjIwNw==,3094,47183,18127-shinsho-anzai-animal
4679a38cced7c64a,,,2951493,169,RmlnaHRlck5vZGU6NTY0,125,171,yuri-vaulin
4682bc59d5f55145,9342,1963,4566991,165393,RmlnaHRlck5vZGU6MTE4MzM=,5453,235563,103506-sean-woodson
4690d47bf725fd98,7382,1314,4239077,22873,RmlnaHRlck5vZGU6MjA1MTg=,,10925,5892-gokin-saki
46a2f24feb258ae0,4946,437,2970382,42639,RmlnaHRlck5vZGU6NjEyMw==,3012,21851,10584-valerie-letourneau
46baf0f57edfa4df,1231,631,2504046,39008,RmlnaHRlck5vZGU6OTYz,745,21219,joey-beltran-mexicutioner
46c8ec317aff28ac,1498,,2335742,21,RmlnaHRlck5vZGU6NDk2,,21,patrick-smith-pat
46d0a888d87d91ac,3986,1491,3094635,56759,RmlnaHRlck5vZGU6Njg0NA==,2882,55936,33946-abu-azaitar
46e0d677f91bacc0,5373,1462,4010864,134710,RmlnaHRlck5vZGU6MzAxMQ==,5389,172691,46875-miles-johns
46e2011d92463b7e,12679,3352,5074120,202353,RmlnaHRlck5vZGU6MzY2NjI=,6275,310239,184677-oumar-sy
46e2ca71fd5089cb,771,,2431259,24617,RmlnaHRlck5vZGU6NTc0,618,12692,reese-andy-riptide
46f11d15c0134fe3,,,2951179,62,RmlnaHRlck5vZGU6NDY2,,62,larry-cureton
46fd223e3ced39b3,2037,881,2527758,51777,RmlnaHRlck5vZGU6MTAxNg==,1263,51228,ryan-couture
470fedbc8563ac47,4266,401,3042167,54977,RmlnaHRlck5vZGU6MTI0Mg==,2624,54303,20049-daniel-omielanczuk
4729c93ba705a3bf,6784,2488,4425962,62348,RmlnaHRlck5vZGU6NzIyOQ==,,61160,69153-kiefer-crosbie
472f6f6e6d962f40,3348,1357,2989130,39899,RmlnaHRlck5vZGU6MjUyMw==,4167,41484,barb-honchak-little-warrior
473ce3aa581251a2,629,,2354205,22584,RmlnaHRlck5vZGU6Njgz,632,10629,dan-hardy-the-outlaw
476414d2f18cd059,70,,2410614,1317,RmlnaHRlck5vZGU6OTE2,,1331,andy-wang
476fe566d2df676e,7865,1933,4279621,124397,RmlnaHRlck5vZGU6OTIxMw==,3870,152163,85433-modestas-bukauskas
4798e823ada58fe9,6622,1052,4044708,138382,RmlnaHRlck5vZGU6MTExMjA=,3942,180217,82229-veronica-macedo
47b63240018d5d86,3803,215,3032973,70692,RmlnaHRlck5vZGU6MjU0NA==,3263,69083,39227-rose-namajunas-the-riveter
47b9e0e7703a4868,99,382,2500857,13658,RmlnaHRlck5vZGU6MTE4Nw==,994,7688,jorge-masvidal-gamebred
47cd337b86b1af92,4213,1058,3088241,95899,RmlnaHRlck5vZGU6MzI3,3973,100359,24278-zak-ottow
480779d7f9a424d3,13140,3580,4914573,195651,RmlnaHRlck5vZGU6NDM1NjM=,,297155,194524-mairon-santos
480b702debcb5433,999,,2335788,40854,RmlnaHRlck5vZGU6MTAxOA==,666,42310,dan-cramer-pretty-boy
4834ff149dc9542a,255,,2501541,1340,RmlnaHRlck5vZGU6MTQxMA==,1212,1354,norifumi-yamamoto-kid
483a953b18d73bb3,8232,1719,4400662,171913,RmlnaHRlck5vZGU6MTcxNTI=,4757,248699,152086-deron-winn
484acc7b0f856ce9,408,141,2335820,22301,RmlnaHRlck5vZGU6ODUz,566,10339,ben-saunders-killa-b
48812daf291a4e23,14501,4414,5088891,214054,RmlnaHRlck5vZGU6NDg1MTI=,6375,336923,218144-matheus-mendonca-bocao
48a9a128784d53d1,15109,5061,5110006,161774,RmlnaHRlck5vZGU6NTAyNjA=,6399,224229,131388-elvis-brenner
48d1f690b763934c,106,849,2335796,10097,RmlnaHRlck5vZGU6ODc0,472,4112,chael-sonnen
48e093ea1f43a053,1129,421,2447635,24006,RmlnaHRlck5vZGU6MTIxNA==,891,12074,takeya-mizugaki
48e96d9cea6d4ab0,3069,891,2611955,42891,RmlnaHRlck5vZGU6MTAxMA==,1962,22105,19200-josh-clopton-the-gentleman
4908c5ee68a50ee5,677,,2335606,23393,RmlnaHRlck5vZGU6NzAz,405,11453,brad-imes-the-hillbilly-heartthrob
492b202d2064e7a9,348,43,2354533,14357,RmlnaHRlck5vZGU6OTE5,403,8390,fabricio-werdum-vai-cavalo
4948e412fa6ab67d,16593,6181,5159959,176137,RmlnaHRlck5vZGU6NDk0NTg=,6565,258909,160741-ravena-oliveira-kenoudy
494b0bfdbac74502,5046,444,3089918,53388,RmlnaHRlck5vZGU6NjE0Mw==,3098,52633,25435-brendan-oreilly
49590e0508b2c19f,,,2951297,28,RmlnaHRlck5vZGU6Mzc3,,28,david-levicki
4959f10a62f3fec3,10252,2383,4683396,124454,RmlnaHRlck5vZGU6MjUwNjI=,4750,152049,59694-cheyanne-vlismas
497ba5b12a4bfc47,857,,2335532,1911,RmlnaHRlck5vZGU6NTkz,627,1927,jason-brilz-the-hitman
4985113c0928aa62,,,2951291,147,RmlnaHRlck5vZGU6NDIy,,149,jackie-lee
49858bf46dabf6fb,3262,434,2596595,6444,RmlnaHRlck5vZGU6MTk5OQ==,2035,26261,16241-nordine-taleb
49a74b9fb2e45fdf,2894,271,2989848,25968,RmlnaHRlck5vZGU6NDA4OA==,2429,14062,17184-neil-seery
49b130de1da2e1bf,6469,2020,3115959,84579,RmlnaHRlck5vZGU6OTEyOQ==,5695,82261,19950-sarah-alpar-too-sweet
49d2a08964c5eb11,10851,5799,4422103,136158,RmlnaHRlck5vZGU6MTkzNTY=,6494,175547,89891-nursultan-ruziboev-black
49e49b54e5901d0d,3077,900,2612668,29575,RmlnaHRlck5vZGU6MTIwNg==,,37421,19628-eddie-mendez
49e96ff8ab781589,6826,1089,4071969,121824,RmlnaHRlck5vZGU6MTI4ODg=,4058,146831,55878-tyson-pedro
49edd0d90f60fb7d,13392,6087,4379328,153604,RmlnaHRlck5vZGU6MjU0NDY=,6607,210539,119779-brendson-ribeiro-zyzz
49ee5024966efc0d,10094,2301,4683892,98164,RmlnaHRlck5vZGU6MzQ2OTk=,5647,104851,26813-mounir-lazzez
49efbdc6c9f650c4,,,2502140,22460,RmlnaHRlck5vZGU6NzI3,,10502,icho-larenas
49f4b511932f71e9,4906,149,3102615,54450,RmlnaHRlck5vZGU6NjA4NQ==,2981,53778,35899-david-michaud
49f78022126bf4a4,5990,678,3952890,89081,RmlnaHRlck5vZGU6ODQ0OQ==,,87012,65336-cesar-arzamendia-goku
4a01dc8376736ef5,,,2500453,228,RmlnaHRlck5vZGU6NDQy,,230,john-lewis
4a043165cf47cab2,9219,2926,4851339,161268,RmlnaHRlck5vZGU6Mzg1MDk=,,227427,87976-juancamilo-ronderos
4a1329cc8eb0928a,1007,540,2504574,28845,RmlnaHRlck5vZGU6OTY4,1845,36618,maximo-blanco-maxi
4a28cb716c19157a,3092,295,2615077,60803,RmlnaHRlck5vZGU6MTM2MQ==,1988,59608,16753-stephen-thompson-wonderboy
4a57ebb14315b251,4653,217,3031587,77228,RmlnaHRlck5vZGU6NjE5NQ==,3262,75417,20984-randa-markos
4aa58269d0664b5b,10268,2375,4688408,173080,RmlnaHRlck5vZGU6MjczNjg=,5676,251541,98220-matthew-semelsberger
4ac1ecf8ce59ef23,3736,409,3011425,59082,RmlnaHRlck5vZGU6NjA5Mg==,3014,58213,14566-Jason-Saggo
4ae4049426e0161d,4910,246,3096066,102559,RmlnaHRlck5vZGU6NjEzNA==,3043,113687,54500-alexis-dufresne
4b1d46a1b5c0fd11,4701,699,3091100,34600,RmlnaHRlck5vZGU6NjEzMA==,3095,16705,17041-alberto-mina
4b4753d19489297f,1751,14,2500118,21467,RmlnaHRlck5vZGU6ODA1,423,9491,anthony-perosh-the-hippo
4b47e71384a9522f,3125,176,2500946,23221,RmlnaHRlck5vZGU6MTE5OQ==,1992,11281,3224-tim-means-the-dirty-bird
4b4fc3ddc307bc73,,,2431321,1752,RmlnaHRlck5vZGU6OTMw,548,1767,james-zikic-the-messenger
4b8fb0453a596b8e,762,52,2492784,36030,RmlnaHRlck5vZGU6MTY5OA==,1727,18168,hector-urbina-el-toro
4b93a88f3b1de35b,1665,66,2504988,51329,RmlnaHRlck5vZGU6MTk0Ng==,1290,50829,mike-chandler
4ba8d454f762005d,1075,578,2512055,17952,RmlnaHRlck5vZGU6MTAyMQ==,1277,31808,zak-cummings
4bcb6eb12b4ad4aa,1480,179,2557028,24921,RmlnaHRlck5vZGU6NjEyNQ==,2996,13004,11126-vitor-miranda
4bd6b4800070b069,1903,311,2514827,47300,RmlnaHRlck5vZGU6MTU0NA==,1646,47227,chas-skelly
