ufcstats_id,bestfightodds_id,betmma_id,espn_id,fightmatrix_id,fightoddsio_id,mmadecisions_id,sherdog_id,tapology_id,wikipedia_id
e670f8cc2969a789,,,400254794,6590,RXZlbnROb2RlOjIyNw==,50,1863,ufc-45-revolution,50
94609dd91731d428,,,400254744,6830,RXZlbnROb2RlOjIzMA==,51,1943,ufc-46-supernatural,51
e8fb8e53bc2e29d6,,,400254696,7364,RXZlbnROb2RlOjIzNA==,52,2121,ufc-47-its-on,52
429e7d3725852ce9,,,400254626,7610,RXZlbnROb2RlOjIzOQ==,53,2203,ufc-48-payback,53
b4bc2e3353a770b5,,,400254578,8201,RXZlbnROb2RlOjI0NA==,54,2400,ufc-49-unfinished-business,54
ce783bf73b5131f9,,,400254525,8537,RXZlbnROb2RlOjI0OA==,55,2512,ufc-50-the-war-of-04,55
85d905f7c4f5a1af,,,400254447,9071,RXZlbnROb2RlOjI1Mw==,56,2690,ufc-51-super-saturday,56
fbbde91f7bc2d3c5,,,400254386,9914,RXZlbnROb2RlOjI1OA==,57,2971,the-ultimate-fighter-1-finale,57
c933d423ebdbbbdb,,,400254377,9791,RXZlbnROb2RlOjI1OQ==,58,2930,ufc-52-couture-vs-liddell-2,58
d3711d3784b76255,,,400254327,10163,RXZlbnROb2RlOjI2NQ==,59,3054,ufc-53-heavy-hitters,59
3f24c96753dbd9f9,,,400254263,10301,RXZlbnROb2RlOjI3MA==,60,3100,ufc-fight-night-1,60
669a3cb6e394f515,,,400254255,10280,RXZlbnROb2RlOjI3Mg==,61,3093,ufc-54-boiling-point,61
efaf544314bb5c2e,,,400254204,10766,RXZlbnROb2RlOjI3OA==,62,3255,ufc-fight-night-2,62
271fe91f4ba9d2c5,,,400254203,10751,RXZlbnROb2RlOjI3OQ==,63,3250,ufc-55-fury,63
31ceaf0e670c1578,,,400254173,11126,RXZlbnROb2RlOjI4Mg==,64,3375,the-ultimate-fighter-2-finale,64
c7e9d15cfce52f1d,,,400254160,10985,RXZlbnROb2RlOjI4Mw==,65,3328,ufc-56-full-force,65
2ee09ec2a0695eb9,,,400254102,11459,RXZlbnROb2RlOjI4OA==,66,3486,ufc-fight-night-3,66
977081bc01197656,,,400254090,11525,RXZlbnROb2RlOjI4OQ==,67,3508,ufc-57-liddell-vs-couture-3,67
0e9869d712e81f8f,,,400254052,11537,RXZlbnROb2RlOjI5Mg==,68,3512,ufc-58-usa-vs-canada,68
b361180739bed4b0,,,400254010,11996,RXZlbnROb2RlOjMwMA==,69,3665,ufc-fight-night-4,69
03688dc3c3af3ac1,,,400253995,11732,RXZlbnROb2RlOjMwMg==,70,3577,ufc-59-reality-check,70
a54a35a670d8e852,,,400253940,11999,RXZlbnROb2RlOjMwOQ==,71,3666,ufc-60-hughes-vs-gracie,71
1dab0d1d81dd06db,,,400253907,12857,RXZlbnROb2RlOjMxNQ==,72,3952,the-ultimate-fighter-3-finale,72
445a98acb8985970,,,400253904,12446,RXZlbnROb2RlOjMxNg==,73,3815,ufc-fight-night-5-leben-vs-silva,73
f70144caea5c4c80,,,400253893,12731,RXZlbnROb2RlOjMxOA==,74,3910,ufc-61-bitter-rivals,74
46c8ec317aff28ac,,,400253844,13079,RXZlbnROb2RlOjMyMg==,75,4026,ufc-fight-night-6-sanchez-vs-parisyan,75
f717b6002486f73f,,,400253830,13082,RXZlbnROb2RlOjMyNA==,76,4027,ufc-62-liddell-vs-sobral,76
13e62d766b709aa6,,,400253794,13283,RXZlbnROb2RlOjMzMA==,77,4094,ufc-63-hughes-vs-penn,77
577ec7e108b94be3,,,400253768,13337,RXZlbnROb2RlOjMzMg==,78,4112,ufc-the-final-chapter-ortiz-vs-shamrock-3,78
13b2f59210dda9cc,,,400253761,13544,RXZlbnROb2RlOjMzNA==,79,4181,ufc-64-unstoppable,79
baf942f4bcb09894,,,400253716,13943,RXZlbnROb2RlOjMzOQ==,80,4314,the-ultimate-fighter-4-finale,80
3fed746acfd026dd,,,400253705,13940,RXZlbnROb2RlOjM0MA==,81,4313,ufc-65-bad-intentions,81
21b8a0f5c231096f,,,400253667,14879,RXZlbnROb2RlOjM0NA==,82,4626,ufc-fight-night-7-sanchez-vs-riggs,82
ee5df903f80c6816,,,400253658,13937,RXZlbnROb2RlOjM0Ng==,83,4312,ufc-66-liddell-vs-ortiz-2,83
13c4313ed0f744f3,,,400253642,14993,RXZlbnROb2RlOjM1MA==,84,4664,ufc-fight-night-8-evans-vs-salmon,84
63b65af1c5cb02cb,,,400253629,13934,RXZlbnROb2RlOjM1NA==,85,4311,ufc-67-all-or-nothing,85
de3ed2e152520c8d,,,400253598,14987,RXZlbnROb2RlOjM1OA==,86,4662,ufc-68-uprising,86
a6c2f5381d575920,,,400253549,15047,RXZlbnROb2RlOjM2Mw==,87,4682,ufc-fight-night-9-stevenson-vs-guillard,87
c1684f00c626f4c0,,,400253544,14990,RXZlbnROb2RlOjM2NQ==,88,4663,ufc-69-shootout,88
4604ab1de9058474,,,400253525,15587,RXZlbnROb2RlOjM2OQ==,89,4862,ufc-70-nations-collide,89
2e04a3b4a2011b97,,,400253468,15980,RXZlbnROb2RlOjM3Mw==,90,4993,ufc-71-liddell-vs-jackson,90
304fcd812f12c589,,,400253440,16682,RXZlbnROb2RlOjM3Ng==,91,5227,ufc-fight-night-10-stout-vs-fisher,91
5ca158b1cc9cb242,2,,400253437,16253,RXZlbnROb2RlOjM3OA==,92,5084,ufc-72-victory,92
e7ec11096eac0282,3,,400253426,15044,RXZlbnROb2RlOjM4MQ==,,4681,the-ultimate-fighter-5-finale,93
2a6f8136da1e52c0,1,,400253410,16475,RXZlbnROb2RlOjM4Mg==,94,5158,ufc-73-stacked,94
a5c53b3ddb31cc7d,7,,400253356,16892,RXZlbnROb2RlOjM4OA==,95,5297,ufc-74-respect,95
0aa92558424ced9e,6,,400253344,16895,RXZlbnROb2RlOjM5MA==,96,5298,ufc-75-champion-vs-champion,96
f341f9551ba744e2,13,,400253331,17363,RXZlbnROb2RlOjM5MQ==,97,5454,ufc-fight-night-11-thomas-vs-florian,97
bad28b7b34f334de,12,,400253326,17252,RXZlbnROb2RlOjM5NA==,98,5417,ufc-76-knockout,98
91181b29be041f1c,10,,400253284,17447,RXZlbnROb2RlOjM5Nw==,99,5482,ufc-77-hostile-territory,99
1d147d4163a6989b,14,,400253246,18125,RXZlbnROb2RlOjQwMQ==,100,5708,ufc-78-validation,100
df85d6ec3493d120,8,,400253208,17378,RXZlbnROb2RlOjQwNQ==,102,5459,the-ultimate-fighter-6-finale,101
7269329bd87eb479,22,,400253184,17375,RXZlbnROb2RlOjQwOA==,101,5458,ufc-79-nemesis,102
a24e080000fa7a35,27,,400253172,18947,RXZlbnROb2RlOjQwOQ==,103,5982,ufc-80-rapid-fire,103
33e33d51f289d2a1,36,,400253169,19538,RXZlbnROb2RlOjQxMA==,104,6179,ufc-fight-night-12-swick-vs-burkman,104
597db668b01c442c,28,,400253152,19115,RXZlbnROb2RlOjQxMg==,105,6038,ufc-81-breaking-point,105
598a58db87b890ee,30,,400253127,19118,RXZlbnROb2RlOjQxNw==,106,6039,ufc-82-pride-of-a-champion,106
b9e871af730f826c,44,,400253084,20657,RXZlbnROb2RlOjQyNA==,107,6552,ufc-fight-night-13-florian-vs-lauzon,107
ad047e3073a775f3,40,,400253059,20018,RXZlbnROb2RlOjQyNw==,108,6339,ufc-83-serra-vs-st-pierre-2,108
2549d63da9c456cb,47,,400253007,20183,RXZlbnROb2RlOjQzMg==,109,6394,ufc-84-ill-will,109
2efbc83a6b9b7f86,46,,400252989,21335,RXZlbnROb2RlOjQzNA==,110,6778,ufc-85-bedlam,110
2299605af59fd309,70,,400252973,21863,RXZlbnROb2RlOjQzNw==,111,6954,the-ultimate-fighter-7-finale,111
bf12aca029bfcc47,53,,400252959,22064,RXZlbnROb2RlOjQ0MA==,112,7021,ufc-86-jackson-vs-griffin,112
46f11d15c0134fe3,83,,400252944,24506,RXZlbnROb2RlOjQ0Mw==,113,7835,ufc-fight-night-14-silva-vs-irvin,113
19ffeb5e3fffd6d5,57,,400252922,21338,RXZlbnROb2RlOjQ0Nw==,114,6779,ufc-87-seek-and-destroy,114
0db70ca89e1c7374,80,,400252900,24512,RXZlbnROb2RlOjQ0OQ==,115,7837,ufc-88-breakthrough,115
279093302a6f44b3,84,,400252886,24749,RXZlbnROb2RlOjQ1Mg==,116,7916,ufc-fight-night-15,116
312f47c3d2f83ffa,86,,400252845,25211,RXZlbnROb2RlOjQ1OA==,117,8070,ufc-89-bisping-vs-leben,117
c670aa48827d6be6,92,,400252841,25565,RXZlbnROb2RlOjQ1OQ==,118,8188,ufc-90-silva-vs-cote,118
a2b06ca02bca14c0,98,,400252817,26219,RXZlbnROb2RlOjQ2MQ==,119,8406,ufc-91-couture-vs-lesnar,119
30cd319d39ee689b,111,,400252781,27173,RXZlbnROb2RlOjQ2Ng==,120,8724,ufc-fight-night-16-fight-for-the-troops,120
ea398c802d9998ee,120,,400252776,27296,RXZlbnROb2RlOjQ2Nw==,121,8765,the-ultimate-fighter-8-finale,121
23ab42947c1990e3,95,,400252765,27197,RXZlbnROb2RlOjQ2OQ==,122,8732,ufc-92-the-ultimate-2008,122
68c6cd5287b473a7,105,,400252754,27593,RXZlbnROb2RlOjQ3MA==,123,8864,ufc-93-franklin-vs-henderson,123
2a542ee8a8b83559,107,,400252738,26396,RXZlbnROb2RlOjQ3NA==,124,8465,ufc-94-st-pierre-vs-penn-2,124
d1759b2b7be9be56,123,,400252730,28922,RXZlbnROb2RlOjQ3NQ==,125,9307,ufc-fight-night-17-lauzon-vs-stephens,125
7d21de9c6d7c98b2,121,,400252716,28751,RXZlbnROb2RlOjQ3OA==,126,9250,ufc-95-sanchez-vs-stevenson,126
29b5791e51e7e832,125,,400252704,29282,RXZlbnROb2RlOjQ4MA==,127,9427,ufc-96-jackson-vs-jardine,127
04d5718ed2661e8c,129,,400252671,29345,RXZlbnROb2RlOjQ4Mw==,128,9448,ufc-fight-night-18-condit-vs-kampmann,128
1652f3213655b935,126,,400252645,29297,RXZlbnROb2RlOjQ4Nw==,129,9432,ufc-97-redemption,129
c4b6099f0d25f75e,132,,400252596,29588,RXZlbnROb2RlOjQ5Mg==,130,9529,ufc-98-evans-vs-machida,130
cb6783c39c01d896,136,,400252570,28892,RXZlbnROb2RlOjQ5Ng==,131,9297,ufc-99-the-comeback,131
4908c5ee68a50ee5,147,,400252563,30254,RXZlbnROb2RlOjQ5OA==,132,9751,the-ultimate-fighter-9-finale,132
0ee783aa00e468f0,137,,400252542,29705,RXZlbnROb2RlOjUwMA==,133,9568,ufc-100,133
48d1f690b763934c,145,,400252521,30776,RXZlbnROb2RlOjUwMg==,134,9925,ufc-101-declaration,134
c6a33ff198aaaeeb,156,,400252496,31442,RXZlbnROb2RlOjUwNQ==,135,10147,ufc-102-couture-vs-nogueira,135
a8ea84cbe1655f0a,148,,400252480,32330,RXZlbnROb2RlOjUwNw==,136,10443,ufc-fight-night-19-diaz-vs-guillard,136
896c322f56b8be5a,168,,400252474,32333,RXZlbnROb2RlOjUwOA==,137,10444,ufc-103-franklin-vs-belfort,137
7c0847d3854a95f2,185,,400252438,32000,RXZlbnROb2RlOjUxNA==,138,10333,ufc-104-machida-vs-shogun,138
fa8b9e6b0c2269f8,201,,400252410,34157,RXZlbnROb2RlOjUxOQ==,139,11052,ufc-105-couture-vs-vera,139
84a067c46306a737,209,,400252394,34160,RXZlbnROb2RlOjUyMg==,140,11053,ufc-106-ortiz-vs-griffin-2,140
91d73ee59347ac16,210,,400252380,34163,RXZlbnROb2RlOjUyNA==,141,11054,the-ultimate-fighter-10-finale,141
821cd80aab70d5f9,189,,400252372,34355,RXZlbnROb2RlOjUyNQ==,142,11118,ufc-107-penn-vs-sanchez,142
a6d8bfe9e0c8153b,219,,400252360,35414,RXZlbnROb2RlOjUyOQ==,143,11471,ufc-108-evans-vs-silva,143
58bc81376286b3d3,224,,400252355,35852,RXZlbnROb2RlOjUzMQ==,144,11617,ufc-fight-night-20-maynard-vs-diaz,144
15edcf67ccf5be84,226,,400252334,36224,RXZlbnROb2RlOjUzMw==,145,11741,ufc-109-relentless,145
49efbdc6c9f650c4,225,,400252325,36377,RXZlbnROb2RlOjUzNQ==,146,11792,ufc-110-nogueira-vs-velasquez,146
3795fca327cbcf23,242,,400252285,38168,RXZlbnROb2RlOjU0MQ==,147,12389,ufc-on-versus-1-vera-vs-jones,147
c80095f6092271a7,236,,400252279,37394,RXZlbnROb2RlOjU0NA==,148,12131,ufc-111-st-pierre-vs-hardy,148
3ed134d85dfbd7b4,246,,400252276,38423,RXZlbnROb2RlOjU0Ng==,149,12474,ufc-fight-night-21-florian-vs-gomi,149
24b033b3daf1c9df,245,,400252266,37553,RXZlbnROb2RlOjU0Nw==,150,12184,ufc-112-invincible,150
d0c29452d3272603,247,,400252239,38171,RXZlbnROb2RlOjU1MQ==,152,12390,ufc-113-machida-vs-shogun-2,151
bfc2fc38a0e20211,256,,400252217,38339,RXZlbnROb2RlOjU1OA==,153,12446,ufc-114-jackson-vs-evans,152
cfb65863d5099327,255,,400252205,38342,RXZlbnROb2RlOjU1OQ==,155,12447,ufc-115-liddell-vs-franklin,153
9bcf8603ceb25680,262,,400252196,39692,RXZlbnROb2RlOjU2Mg==,156,12897,the-ultimate-fighter-11-finale,154
140745cbbcb023ac,265,,400252182,39296,RXZlbnROb2RlOjU2NQ==,157,12765,ufc-116-lesnar-vs-carwin,155
f12f979b657ab876,281,,400252163,40883,RXZlbnROb2RlOjU3MQ==,158,13294,ufc-on-versus-2-jones-vs-matyushenko,156
2f3f12002564bb55,276,,400252160,40931,RXZlbnROb2RlOjU3Mg==,159,13310,ufc-117-silva-vs-sonnen,157
054defd5420a551f,278,,400252141,41141,RXZlbnROb2RlOjU3Nw==,186,13380,ufc-118-edgar-vs-penn-2,158
acff437707625fc7,295,,400252125,43073,RXZlbnROb2RlOjU3OQ==,188,14024,ufc-fight-night-22,159
ad32471f01e7b1a5,296,,400252117,42197,RXZlbnROb2RlOjU4Mg==,189,13732,ufc-119-mir-vs-cro-cop,160
d512d9f204059f57,294,,400252099,43076,RXZlbnROb2RlOjU4Nw==,216,14025,ufc-120-bisping-vs-akiyama,161
afdb76fbd86f6d11,308,,400252093,43118,RXZlbnROb2RlOjU4OQ==,217,14039,ufc-121-lesnar-vs-velasquez,162
0ff11cc094e887bc,323,,400252074,44291,RXZlbnROb2RlOjU5NA==,219,14430,ufc-122-marquardt-vs-okami,163
dd992d569aaebee6,317,,400252069,44588,RXZlbnROb2RlOjU5Ng==,220,14529,ufc-123-rampage-vs-machida,164
5d7bdab5e03e3216,330,,400252061,44387,RXZlbnROb2RlOjU5OQ==,221,14462,the-ultimate-fighter-12-finale,165
132f860d02953f4c,313,,400252051,44513,RXZlbnROb2RlOjYwMQ==,223,14504,ufc-124-st-pierre-vs-koscheck-2,166
d1152823307d7e7c,332,,400252043,44591,RXZlbnROb2RlOjYwMw==,225,14530,ufc-125-resolution,167
282fa667ff9c51ed,342,,400252037,46361,RXZlbnROb2RlOjYwNQ==,228,15120,ufc-fight-night-23-fight-for-the-troops-2,168
65ddc8a9ac4e8531,338,,400252023,46313,RXZlbnROb2RlOjYwOQ==,241,15104,ufc-126-silva-vs-belfort,169
88a9bc81271ccd89,344,,400252013,46607,RXZlbnROb2RlOjYxNw==,244,15202,ufc-127-penn-vs-fitch,170
a54fc2d6fc224dc3,351,,400252010,47315,RXZlbnROb2RlOjYxOA==,245,15438,ufc-on-versus-3-sanchez-vs-kampmann,171
1411c630ba711b64,346,,400251999,47450,RXZlbnROb2RlOjYyMQ==,247,15483,ufc-128-shogun-vs-jones,172
8a59d346dc976a10,354,,400251993,47678,RXZlbnROb2RlOjYyMw==,248,15559,ufc-fight-night-24,173
2db7fa8db6bc9632,352,,400251959,47282,RXZlbnROb2RlOjYyOQ==,276,15427,ufc-129-st-pierre-vs-shields,174
b732b326c362fb62,357,,400251939,48056,RXZlbnROb2RlOjYzNg==,295,15685,ufc-130-edgar-vs-maynard-3,175
3ba3b5cc94498437,362,,400251935,48434,RXZlbnROb2RlOjYzOA==,296,15811,the-ultimate-fighter-13-finale,176
aac5ac38148f0528,358,,400251927,48161,RXZlbnROb2RlOjY0MA==,297,15720,ufc-131-lesnar-vs-dos-santos,177
d023ae89a2a4a41e,379,,400251919,49928,RXZlbnROb2RlOjY0NA==,301,16309,ufc-on-versus-4-marquardt-vs-johnson,178
83fd97284f4bb4a4,381,,400251918,50486,RXZlbnROb2RlOjY0NQ==,302,16495,ufc-132-cruz-vs-faber-ii,179
f1f9e48a0d150757,390,,400251899,51362,RXZlbnROb2RlOjY1NQ==,306,16787,ufc-133,180
4c8d6fde2dde07c4,399,,400251895,51902,RXZlbnROb2RlOjY1OA==,308,16967,ufc-on-versus-5,181
18968f97ad34f15c,389,,400251887,47363,RXZlbnROb2RlOjY1OQ==,310,15454,ufc-134-silva-vs-okami,182
1ffc38f67785797b,406,,400251873,51137,RXZlbnROb2RlOjY2NA==,313,16712,ufc-fight-night-25-battle-on-the-bayou,183
73ef22f25d0f70e2,417,,400251868,52130,RXZlbnROb2RlOjY2OA==,317,17043,9686-ufc-135,184
44f9c777fed7ca03,429,,400251865,54368,RXZlbnROb2RlOjY3MA==,318,17789,10195-ufc-on-versus-6,185
7d5b12de1625984e,423,,400251859,53174,RXZlbnROb2RlOjY3Mg==,321,17391,9765-ufc-136,186
8788beb528894f33,410,,400251839,53132,RXZlbnROb2RlOjY3Ng==,325,17377,9660-ufc-137-st-pierre-vs-diaz,187
e780ccc79a209985,430,,400251835,54473,RXZlbnROb2RlOjY3Nw==,326,17824,10235-ufc-138,188
1c061eb6e29eaa0a,442,,400251828,55604,RXZlbnROb2RlOjY3OA==,327,18201,10569-ufc-on-fox-1,189
0ec821423baa26bd,424,,400251824,53654,RXZlbnROb2RlOjY4MA==,331,17551,9822-ufc-138,190
1f5f75658551f2d3,469,,400251809,53273,RXZlbnROb2RlOjY4Mg==,333,17424,9770-the-ultimate-fighter-14-finale,191
6d7886b094b471ac,451,,400251804,52823,RXZlbnROb2RlOjY4NA==,334,17274,10374-ufc-140,192
91720876db0ee468,452,,400251796,56039,RXZlbnROb2RlOjY4OQ==,336,18346,10738-ufc-141,193
18524b46c570730b,474,,400251791,57704,RXZlbnROb2RlOjY5Mg==,338,18901,11196-ufc-142,194
4d74641fac830182,479,,400251790,58205,RXZlbnROb2RlOjY5Mw==,339,19068,11366-ufc-on-fx-1,195
c3c23c99477c041b,482,,400251786,58118,RXZlbnROb2RlOjY5Ng==,340,19039,11400-ufc-on-fox-2,196
df2cf66d8c0123db,478,,400251782,57836,RXZlbnROb2RlOjY5Nw==,341,18945,11221-ufc-143,197
0a97691039c4bbfb,485,,400251775,58562,RXZlbnROb2RlOjcwMA==,342,19187,11618-ufc-on-fuel-tv-1,198
8377c5572cb356f3,477,,400251770,56042,RXZlbnROb2RlOjcwNg==,343,18347,11293-ufc-144,199
b5ea750025697880,487,,400251768,59138,RXZlbnROb2RlOjcwOQ==,344,19379,11619-ufc-on-fx-2,200
21f2974fd08085e3,493,,400251750,60572,RXZlbnROb2RlOjcxOA==,352,19857,12026-ufc-on-fuel-tv-2,201
155bfc7ed36622df,490,,400251748,61094,RXZlbnROb2RlOjcxOQ==,354,20031,11785-ufc-145,202
5898357a45a73674,496,,400251744,61118,RXZlbnROb2RlOjcyMg==,356,20039,12189-ufc-on-fox,203
8caca5857ce0e30b,499,,400251742,61610,RXZlbnROb2RlOjcyNA==,358,20203,12320-ufc-on-fx-3,204
4985113c0928aa62,502,,400251741,62060,RXZlbnROb2RlOjcyOA==,362,20353,12168-ufc-146,205
96087e90d900f0ef,524,,400257696,58976,RXZlbnROb2RlOjcyOQ==,363,19325,13061-the-ultimate-fighter-15-finale,206
49590e0508b2c19f,522,,400257697,64112,RXZlbnROb2RlOjczMQ==,364,21037,12575-ufc-on-fx-3,207
505934897b8b4824,521,,400251737,62156,RXZlbnROb2RlOjczNA==,366,20385,13105-ufc-on-fx-4,208
3da19339ee7051d5,517,,400251739,59348,RXZlbnROb2RlOjczNQ==,367,19449,12573-ufc-147,209
e8efeb9cf33b1941,506,,400251738,62066,RXZlbnROb2RlOjczOA==,368,20355,12574-ufc-148,210
d3b5ad3b15a64a18,545,,400262137,66176,RXZlbnROb2RlOjczOQ==,369,21725,13665-ufc-on-fuel-tv-4-munoz-vs-weidman,211
abbc4fc02e0d84b3,527,,400257698,63464,RXZlbnROb2RlOjc0Mw==,372,20821,12776-ufc-149,212
f62850b3c7480db9,546,,400251736,61244,RXZlbnROb2RlOjc0Ng==,373,20081,12572-ufc-on-fox-4,213
3c48019bc387b80c,547,,400262716,67040,RXZlbnROb2RlOjc0OA==,374,22013,13684-ufc-150,214
53e533db1b8e9712,561,,400275301,64136,RXZlbnROb2RlOjc1Nw==,377,21045,13140-ufc-152,215
6cbb7661c3258617,569,,400268321,69176,RXZlbnROb2RlOjc1OQ==,380,22725,14292-ufc-153,216
6a0b80a24f22e152,579,,400279401,68624,RXZlbnROb2RlOjc2MQ==,382,22541,14104-ufc-on-fx-5,217
96d173b7f92aa520,571,,400273781,71582,RXZlbnROb2RlOjc2NQ==,384,23527,14431-ufc-153,218
319fa1bd3176bded,582,,400288381,71312,RXZlbnROb2RlOjc3MQ==,389,23437,14619-ufc-on-fuel-tv-6,219
d41937647eae9a34,565,,400285141,64142,RXZlbnROb2RlOjc3Mw==,391,21047,13141-ufc-154,220
d1e6a6536ee62517,584,,400400161,70508,RXZlbnROb2RlOjc3OA==,394,23169,14399-ufc-on-fox-5,221
