ufcstats_id,bestfightodds_id,betmma_id,espn_id,fightmatrix_id,fightoddsio_id,mmadecisions_id,sherdog_id,tapology_id,wikipedia_id
e8c170a64dc920ac,594,,400403561,75122,RXZlbnROb2RlOjc4MA==,396,24707,15726-ufc-on-fx-6,222
c6da1c24fe473418,602,,400401884,75158,RXZlbnROb2RlOjc4MQ==,397,24719,15480-the-ultimate-fighter-16-finale,223
c6e6926a81adcd00,585,,400288401,73556,RXZlbnROb2RlOjc4Mg==,398,24185,15171-ufc-155-dos-santos-vs-velasquez-2,224
56f4b81ec4db61af,612,,400429388,79406,RXZlbnROb2RlOjc4OQ==,404,26135,16549-ufc-156,225
738acab0c6934dd8,613,,400431620,79598,RXZlbnROb2RlOjc5MA==,406,26199,16667-ufc-on-fox-6,226
601cf40c09090853,611,,400429387,79298,RXZlbnROb2RlOjc5Mg==,408,26099,16542-ufc-157,227
4679a38cced7c64a,632,,400432943,80378,RXZlbnROb2RlOjc5NA==,411,26459,16679-ufc-on-fuel-tv-7,228
09c44b317c98bf96,618,,400432942,80144,RXZlbnROb2RlOjc5Ng==,413,26381,16791-ufc-157,229
83c6c3e0f8bde8ee,625,,400437518,80000,RXZlbnROb2RlOjgwMA==,415,26333,16905-ufc-on-fuel-tv-8,230
f1b2a4365799c48b,627,,400437516,82220,RXZlbnROb2RlOjgwMw==,418,27073,17129-ufc-158,231
6291ac0a3726732f,636,,400443735,83768,RXZlbnROb2RlOjgwOA==,424,27589,17537-ufc-on-fuel-tv-9-gustafsson-vs-mousasi,232
ce47f49e5c386a9c,656,,400442350,85070,RXZlbnROb2RlOjgxMQ==,426,28023,17421-the-ultimate-fighter-17-finale,233
aa79d5399571068e,634,227,400432946,79640,RXZlbnROb2RlOjgxMw==,427,26213,16680-ufc-on-fox-7,234
ea0ad155451ed1f5,633,173,400426609,78476,RXZlbnROb2RlOjgxNA==,428,25825,16681-ufc-jones-vs-sonnen,235
030f08370fd1c2bb,648,151,400446583,85646,RXZlbnROb2RlOjgxOA==,431,28215,17761-ufc-on-fx-8-belfort-vs-rockhold,236
3c241737a6069b9f,647,150,400446258,85154,RXZlbnROb2RlOjgyMA==,432,28051,17601-ufc,237
7865707fd684d77b,668,147,400443591,79304,RXZlbnROb2RlOjgyNQ==,434,26101,17915-ufc-on-fx-9-nogueira-vs-werdum,238
8fd1f27e86661ede,660,146,400449281,86372,RXZlbnROb2RlOjgyOA==,436,28457,17939-ufc-161,239
e0b74df14f52cd15,661,145,400449280,86378,RXZlbnROb2RlOjgzMg==,438,28459,17854-ufc-162-silva-vs-weidman,240
5330fe7e4c3af81c,674,144,400432947,79646,RXZlbnROb2RlOjgzNw==,441,26215,16682-ufc-on-fox-8,241
ebc5af72ad5a28cb,683,143,400445287,85046,RXZlbnROb2RlOjgzOA==,443,28015,17693-ufc-aldo-vs-pettis,242
cf1a88371c8cb690,685,142,400449036,90386,RXZlbnROb2RlOjg0MQ==,445,29795,18384-ufc-on-fox-sports-1,243
e5c38954c006f15c,692,141,400465576,91634,RXZlbnROb2RlOjg0NA==,447,30211,19033-ufc-on-fox-sports-1-2,244
980b4e712489098e,691,140,400458296,87104,RXZlbnROb2RlOjg0Nw==,448,28701,18192-ufc-164,245
b23fca14c7b79935,705,139,400475434,91640,RXZlbnROb2RlOjg0OA==,449,30213,18971-ufc-on-fox-sports-1-2,246
df5a77121ba84a5d,697,138,400465974,91748,RXZlbnROb2RlOjg1NQ==,455,30249,19128-ufc-165,247
43612456979e5d5e,713,137,400490714,96608,RXZlbnROb2RlOjkyOQ==,459,31869,19846-ufc-on-fox-sports-1,248
eae4aec1a5a8ff01,698,136,400472016,93440,RXZlbnROb2RlOjg2Mg==,462,30813,19525-ufc-166-velasquez-vs-dos-santos-3,249
60884f31ead1609c,712,135,400483973,95114,RXZlbnROb2RlOjg2Ng==,465,31371,19801-ufc-on-fox-sports-1-bisping-vs-munoz,250
35dc6220b113b7ec,726,116,400478714,97232,RXZlbnROb2RlOjg2Nw==,468,32077,19692-ufc-fight-for-the-troops,251
5d7c18191b8aa432,725,115,400492654,97202,RXZlbnROb2RlOjg2OA==,470,32067,20217-ufc,252
28f3c2258a1d8874,699,114,400472017,93446,RXZlbnROb2RlOjg3MQ==,472,30815,19524-ufc-167-st-pierre-vs-hendricks,253
9a967e8e43dcef63,720,113,400490715,97976,RXZlbnROb2RlOjg3Mg==,474,32325,20173-the-ultimate-fighter-18-finale,254
ee457ef1e1c326c1,728,112,400495574,97880,RXZlbnROb2RlOjg3NA==,475,32293,20537-ufc-fight-night-hunt-vs-bigfoot,255
480b702debcb5433,729,111,400432948,79652,RXZlbnROb2RlOjg3Ng==,479,26217,16683-ufc-on-fox-9,256
83d0de122f2f9664,706,110,400477454,94772,RXZlbnROb2RlOjg3OA==,480,31257,19667-ufc-168-rousey-vs-tate-2,257
e5c9de15bb58b1c6,761,109,400513115,99998,RXZlbnROb2RlOjg4MA==,482,32999,20473-ufc-singapore,258
30a09e43f15f1d75,762,108,400517543,102788,RXZlbnROb2RlOjk1NQ==,483,33929,21505-ufc-fight-night-35,259
a8d521d913df4e31,777,107,400514854,101006,RXZlbnROb2RlOjkzOA==,485,33335,21248-ufc-on-fox-10,260
fc31f896cde2bc2e,737,106,400478716,99320,RXZlbnROb2RlOjkzMw==,486,32773,20975-ufc-169-jones-vs-teixeira,261
51b0bb73a1da34bc,758,105,400516084,101570,RXZlbnROb2RlOjg4MQ==,488,33523,20593-ufc-fight-night,262
3138fab619faf4d1,756,104,400514855,101012,RXZlbnROb2RlOjkzOQ==,489,33337,21249-ufc-170,263
a26198ba5093147e,778,127,400528294,105458,RXZlbnROb2RlOjEwMDk=,491,34819,22007-the-ultimate-fighter-china-1-finale,264
ebc1f40e00e0c481,751,99,400515114,101150,RXZlbnROb2RlOjk0MA==,494,33383,21272-ufc-fight-night-gustafsson-vs-nogueira,265
179f1948dc234f1f,771,98,400517714,102848,RXZlbnROb2RlOjk1Nw==,496,33949,21513-ufc-171,266
d5f820c11a121050,784,97,400531694,106898,RXZlbnROb2RlOjEwMTg=,499,35299,22108-ufc-fight-night,267
d632d156c0549e07,790,96,400532917,108008,RXZlbnROb2RlOjEwMzA=,504,35669,22403-ufc-fight-night-39-nogueira-vs-nelson,268
f9f07bb5a43535ed,806,95,400529094,107510,RXZlbnROb2RlOjEwMzI=,507,35503,22061-tuf-nations-finale-canada-vs-australia,269
a421465acbe59c77,779,94,400529894,106322,RXZlbnROb2RlOjEwMzU=,510,35107,22127-ufc-on-fox-11,270
4f2fcbefb668689d,772,93,400529374,104204,RXZlbnROb2RlOjEwMzc=,511,34401,21832-ufc-172-jones-vs-teixeira,271
579fcdfcabd23a7b,794,92,400539354,109256,RXZlbnROb2RlOjEwNDQ=,515,36085,22778-ufc-fight-night,272
9ca265dfe8323db3,786,91,400533294,107852,RXZlbnROb2RlOjEwNDg=,517,35617,22469-ufc-173-weidman-vs-belfort,273
b757c73f443d4fca,799,89,400543514,110282,RXZlbnROb2RlOjE0ODI=,518,36427,23130-ufc-fight-night,274
59aaf2730b84698a,812,90,400537811,108866,RXZlbnROb2RlOjEwNTA=,519,35955,22697-ufc-fight-night,275
1fcfc3709fe58151,822,88,400547234,111134,RXZlbnROb2RlOjEwNTc=,522,36711,23441-ufc-fight-night-henderson-vs-khabilov,276
5b5307450405abf0,807,87,400534690,107516,RXZlbnROb2RlOjEwNTk=,523,35505,22389-ufc-174,277
ac9521250dc1a14c,823,86,400546894,112328,RXZlbnROb2RlOjEwNjI=,525,37109,23781-ufc-fight-night-45-te-huna-vs-marquardt,278
c0ed7b208197e8de,800,85,400551477,111194,RXZlbnROb2RlOjE0Nzc=,526,36731,23349-ufc-fight-night,279
53adf5b845d91e4a,805,84,400548474,111206,RXZlbnROb2RlOjEwNjQ=,528,36735,23324-ufc-175,280
1c5879330d42255f,832,83,400546414,111212,RXZlbnROb2RlOjEwNjU=,529,36737,23323-the-ultimate-fighter-19-finale,281
79ded75550efc139,826,82,400553594,113078,RXZlbnROb2RlOjEwNjg=,530,37359,23965-ufc-fight-night,282
073eee4e62f0d988,827,81,400543515,110276,RXZlbnROb2RlOjEwNjk=,531,36425,23131-ufc-fight-night,283
05fbfe628658c538,829,79,400549884,114158,RXZlbnROb2RlOjEwNzM=,533,37719,23617-ufc-on-fox-12,284
fd7acf42bd6e7e95,845,78,400557554,114182,RXZlbnROb2RlOjEwNzg=,535,37727,24351-ufc-fight-night-47,285
770b9d4813c25902,835,77,400553614,114224,RXZlbnROb2RlOjE0NzY=,539,37741,23028-ufc-fight-night,286
063649e21bc9d6d5,846,76,400543516,113084,RXZlbnROb2RlOjEwODM=,538,37361,23966-ufc-fight-night,287
269d103c96a4c3a5,849,75,400559634,115034,RXZlbnROb2RlOjEwODY=,540,38011,24694-ufc-177-jones-vs-gustafsson-2,288
9bcfb40dbcd50568,851,74,400560734,116294,RXZlbnROb2RlOjEwODg=,542,38431,24825-ufc-fight-night-50,289
a71feb7ea7592a71,850,73,400557634,114230,RXZlbnROb2RlOjEwOTY=,545,37743,24352-ufc-fight-night,290
2dea80c069847321,847,72,400543518,114236,RXZlbnROb2RlOjEwOTg=,548,37745,23029-ufc,291
3bb030257966b022,836,71,400534691,107522,RXZlbnROb2RlOjExMDM=,550,35507,22390-ufc-178,292
8dc4f34c1f50d00d,860,69,400534692,114242,RXZlbnROb2RlOjE0NzU=,552,37747,23133-ufc-fight-night,293
0313bf497de9c470,861,70,400543519,107528,RXZlbnROb2RlOjExMDY=,553,35509,22391-ufc-fight-night,294
53f02bbc41d99432,855,68,400557635,114248,RXZlbnROb2RlOjExMTQ=,558,37749,24353-ufc-179,295
371a1c91b24dec2b,894,1,400582487,122018,RXZlbnROb2RlOjExMjE=,,40339,26376-ufc-fight-night-55,296
6ca68b636fbc1f18,893,2,400582010,121670,RXZlbnROb2RlOjExMjM=,561,40223,25633-ufc-fight-night,297
59851163aaf1aed8,824,3,400555416,113648,RXZlbnROb2RlOjExMjc=,565,37549,24140-ufc-180-velasquez-vs-werdum,298
155a02a8b4311057,892,5,400543520,120746,RXZlbnROb2RlOjExMjk=,566,39915,23135-ufc-fight-night,299
dfdd0c5dd0d4bc23,853,6,400534693,107534,RXZlbnROb2RlOjExMzY=,567,35511,22392-ufc-181,300
222d6b547de2e035,912,7,400580047,123038,RXZlbnROb2RlOjExMzc=,568,40679,26091-the-ultimate-fighter-20-finale,301
d4a12dfa4067742f,879,9,400567339,117518,RXZlbnROb2RlOjExNDA=,569,38839,24669-ufc-on-fox-13,302
4e5bbc4566049cbf,880,10,400584827,122840,RXZlbnROb2RlOjExNDM=,571,40613,25634-ufc-fight-night,303
a72d260b436924c4,864,11,400567345,117524,RXZlbnROb2RlOjExNDQ=,572,38841,23598-ufc-182-pettis-vs-melendez,304
f9aa6376ae16bfb4,895,12,400603615,126320,RXZlbnROb2RlOjExNDg=,587,41773,27634-ufc-fight-night,305
706404da0775dcbc,906,13,400606927,127370,RXZlbnROb2RlOjExNTE=,588,42123,27583-ufc-on-fox-14-gustafsson-vs-evans,306
43563a32c3f10e95,856,14,400575214,118874,RXZlbnROb2RlOjExNTI=,589,39291,25716-ufc-183-silva-vs-diaz,307
f9c7fe2682af3802,915,15,400605907,127196,RXZlbnROb2RlOjk2Mw==,592,42065,28035-ufc-fight-night-60,308
0577808d22dfe79c,923,16,400607583,117530,RXZlbnROb2RlOjk2NA==,594,38843,28054-ufc-fight-night-61,309
ad4e9055bf8cd04d,896,17,400603616,126680,RXZlbnROb2RlOjk2NQ==,596,41893,27642-ufc-184-weidman-vs-belfort,310
f54200f1dfb9b5d4,925,18,400607612,127550,RXZlbnROb2RlOjk2Nw==,597,42183,28236-ufc-185,311
fa534853eb195270,934,19,400607614,127556,RXZlbnROb2RlOjk2OA==,598,42185,28237-ufc-fight-night-62,312
16d09e800ad7ec79,932,20,400607615,127562,RXZlbnROb2RlOjk2OQ==,601,42187,28238-ufc-fight-night-64,313
5de61b03868035ff,936,21,400607616,127568,RXZlbnROb2RlOjk3MA==,604,42189,28239-ufc-fight-night-65,314
bc7cf284c1c2f16e,927,22,400607617,127574,RXZlbnROb2RlOjk3MQ==,605,42191,28240-ufc-fight-night-66,315
997b4f52f76a0b53,929,23,400607618,127580,RXZlbnROb2RlOjk3Mg==,606,42193,28241-ufc-186,316
8a1b4330c7957961,950,24,400762976,127586,RXZlbnROb2RlOjEyMDA=,624,42195,30291-ufc-fight-night-65-hunt-vs-miocic,317
b1605ea39fba6af6,946,25,400607619,127592,RXZlbnROb2RlOjk3NA==,626,42197,29712-ufc-fight-night,318
4f7e290e71d60f87,945,26,400607621,127598,RXZlbnROb2RlOjk3NQ==,627,42199,29455-ufc-187-aldo-vs-mcgregor,319
aae0897825336b1a,957,27,400607622,127604,RXZlbnROb2RlOjk3Ng==,629,42201,30066-ufc-fight-night-67,320
06dc1a58663579d2,947,28,400607623,127610,RXZlbnROb2RlOjk3Nw==,631,42203,30065-ufc-fight-night-68-cormier-vs-bader,321
a58114c6dd0add64,930,29,400607624,127616,RXZlbnROb2RlOjk3OA==,632,42205,29313-ufc-188-velasquez-vs-werdum,322
194fc025f9355db6,964,30,400607625,127622,RXZlbnROb2RlOjk3OQ==,634,42207,29537-ufc-fight-night,323
86e388ed20761ad9,973,31,400607626,127628,RXZlbnROb2RlOjk4MA==,636,42209,30909-ufc-fight-night-70,324
3be081c29bf734d9,942,32,400590887,127634,RXZlbnROb2RlOjk4MQ==,637,42211,26946-ufc-189,325
a890f9a791ed615d,971,33,400791347,127640,RXZlbnROb2RlOjk4Mg==,638,42213,31723-ufc-fight-night-71,326
36877f0e62b25b96,965,34,400607628,127646,RXZlbnROb2RlOjk4Mw==,639,42215,31105-ufc-fight-night,327
ef7fa30364cbe7f2,975,35,400607629,127652,RXZlbnROb2RlOjk4NA==,641,42217,29538-ufc-fight-night,328
0c3838c8f7c620c2,967,36,400607630,127658,RXZlbnROb2RlOjk4NQ==,642,42219,29323-ufc-on-fox-16,329
a9c45a8b21eabadc,960,37,400607631,127664,RXZlbnROb2RlOjk4Ng==,643,42221,31250-ufc-190-rousey-vs-correia,330
b71667c778b6d9e5,979,38,400607632,127670,RXZlbnROb2RlOjk4Nw==,645,42223,31106-ufc-fight-night,331
2ce6541127b0e232,984,39,400607633,127676,RXZlbnROb2RlOjk4OA==,646,42225,33357-ufc-fight-night-74-holloway-vs-oliveira,332
82f5c81f4e3c3eb5,992,42,400607635,127688,RXZlbnROb2RlOjk5MA==,648,42229,33167-ufc-191,333
a4dd5c9a75763295,1003,40,400796284,138542,RXZlbnROb2RlOjk5Mg==,653,45847,32823-ufc-fight-night-78-nelson-vs-barnett,334
119ebea97e914dcf,990,44,400607638,127706,RXZlbnROb2RlOjk5Mw==,654,42235,31112-ufc-192,335
f3155a94ca420126,976,45,400817781,142322,RXZlbnROb2RlOjEyMTQ=,657,47107,33860-ufc,336
5345f86680378fc1,997,46,400607639,127712,RXZlbnROb2RlOjk5NA==,661,42237,34071-ufc-fight-night,337
8d04923f2db59b7f,1002,47,400765682,127718,RXZlbnROb2RlOjk5NQ==,662,42239,30831-ufc-193,338
243b07fc65ccbb16,999,48,400607641,127724,RXZlbnROb2RlOjk5Ng==,665,42241,34434-ufc-fight-night,339
4d636c3aa1105950,1013,49,400607642,127730,RXZlbnROb2RlOjk5Nw==,667,42243,32865-ufc-fight-night-83,340
dd39f1ca787a3d9d,1023,55,400835547,144008,RXZlbnROb2RlOjEyNzg=,671,47669,35219-ufc-fight-night-80,341
20fbff570c678e1c,1011,54,400830847,143318,RXZlbnROb2RlOjEyMzY=,672,47439,34765-the-ultimate-fighter-22-finale,342
354808cf38d9d73c,1005,50,400607644,127736,RXZlbnROb2RlOjk5OQ==,673,42245,34444-ufc-195-aldo-vs-mcgregor,343
80d918336163b80c,1008,51,400607645,127748,RXZlbnROb2RlOjEwMDA=,674,42249,34696-ufc-on-fox-17,344
380e8b023290d091,1012,52,400832048,143396,RXZlbnROb2RlOjEyMzk=,676,47465,34862-ufc-195-rousey-vs-holm,345
c6becb722706c7d8,1022,61,400838669,144350,RXZlbnROb2RlOjEyODA=,677,47783,35374-ufc-fight-night-pettis-vs-alvarez,346
b3fb8d2293e17a59,1038,66,400841529,144800,RXZlbnROb2RlOjEyODI=,680,47933,35501-ufc-on-fox-18,347
de99da2c0d18d34a,1056,100,400841527,144788,RXZlbnROb2RlOjEyODM=,681,47929,36542-ufc-196,348
d56bb6dff2ae77eb,1057,101,400841530,144806,RXZlbnROb2RlOjEyODQ=,684,47935,35520-ufc-fight-night-82,349
39c568f8c579913e,1052,102,400841334,144812,RXZlbnROb2RlOjEyODY=,686,47937,35496-ufc-fight-night,350
db1f2ed63b54b9a7,1060,119,400841528,144794,RXZlbnROb2RlOjEyODc=,689,47931,36627-ufc-197,351
e60201cfab7d656d,1062,120,400841531,144818,RXZlbnROb2RlOjEzNDc=,691,47939,36756-ufc-fight-night,352
4887e5bc4dbb73ff,1077,124,400859828,151886,RXZlbnROb2RlOjEzODI=,693,50295,37670-ufc-fight-night-85,353
e7e970d508529bf3,1073,123,400864325,151784,RXZlbnROb2RlOjE0MDA=,696,50261,38076-ufc-on-fox-19,354
3d481aa374c954a1,1080,126,400866708,152456,RXZlbnROb2RlOjEyOTI=,698,50485,36847-ufc-198,355
a314687f372b2cec,1088,165,400859829,152864,RXZlbnROb2RlOjEzODM=,699,50621,37671-ufc-fight-night,356
a4bf17bd3ba3423b,1070,121,400861388,151652,RXZlbnROb2RlOjEzOTE=,701,50217,37906-ufc-fight-night-87-jacare-vs-belfort,357
990060b2a68a7b82,1104,170,400869909,153824,RXZlbnROb2RlOjE0MTk=,704,50941,38669-ufc-fight-night-88,358
ff4c3ab594c7fac3,1081,166,400869908,153812,RXZlbnROb2RlOjE0MjA=,705,50937,38668-ufc-199-rockhold-vs-weidman-2,359
563d051c9e769b24,1098,167,400869990,153818,RXZlbnROb2RlOjE0MjE=,710,50939,38667-ufc-fight-night,360
45a2ba3ef82b9700,1118,176,400874810,153830,RXZlbnROb2RlOjE0MjI=,712,50943,38670-ufc-fight-night,361
cd42bbe8887bba90,1067,125,400860810,151226,RXZlbnROb2RlOjEzOTM=,714,50075,37873-the-ultimate-fighter-22-finale,362
aa5b4eff51bdc7d1,1102,171,400818923,142856,RXZlbnROb2RlOjEzNzg=,715,47285,35220-ufc-200,363
5e7a28f20927d64a,1120,180,400874870,156524,RXZlbnROb2RlOjE0NDA=,716,51841,39393-ufc-fight-night-91,364
8a028648f3f0761d,1114,177,400873536,155690,RXZlbnROb2RlOjE0MzE=,719,51563,39076-ufc-on-fox-20,365
72cbe507644a587c,1129,181,400876134,157598,RXZlbnROb2RlOjE0NDQ=,721,52199,39712-ufc-201,366
232c582f29f8f65e,1146,190,400880606,159554,RXZlbnROb2RlOjE0NTg=,722,52851,40152-ufc-fight-night-92,367
5da4e8dc02e50ac0,1143,184,400879557,158702,RXZlbnROb2RlOjE0NDc=,723,52567,39739-ufc-202,368
cfbccfed4e4796fe,1150,191,400882509,159836,RXZlbnROb2RlOjE0NjA=,725,52945,40403-ufc-on-fox-21,369
2b4faacc16d66898,1139,186,400876250,157556,RXZlbnROb2RlOjE0NDU=,726,52185,39753-ufc-fight-night,370
2dc7f1762dc0a7ef,1138,185,400877534,158696,RXZlbnROb2RlOjE0NTc=,727,52565,40102-ufc-203-miocic-vs-overeem,371
d6455cb4bee503ce,1160,194,400893902,161918,RXZlbnROb2RlOjE0Nzg=,730,53639,40816-ufc-fight-night-94,372
e18012194473e8b0,1167,192,400893903,161924,RXZlbnROb2RlOjE0Nzk=,731,53641,40418-ufc-fight-night,373
a196332ee4aa8a82,1165,196,400896610,163268,RXZlbnROb2RlOjE0ODU=,733,54089,40949-ufc-fight-night,374
154a6b3ffae264cd,1168,197,400899015,164144,RXZlbnROb2RlOjE0NzQ=,735,54381,40792-ufc-204,375
6083f497c22cc075,1164,199,400897711,155960,RXZlbnROb2RlOjE0MzQ=,740,51653,41075-ufc-fight-night,376
4956f60b7fa57c1a,1188,203,400896159,157748,RXZlbnROb2RlOjE0NDM=,743,52249,39362-ufc,377
6810d8d2dd557cf9,1184,204,400901153,165980,RXZlbnROb2RlOjE0OTU=,744,54983,41367-ufc-fight-night,378
5cde96e0a1a1fffe,1185,212,400901154,165950,RXZlbnROb2RlOjE1MDk=,745,54993,41368-ufc-fight-night,379
73e09f837f3b5ecc,1191,205,400901155,165986,RXZlbnROb2RlOjE1MDg=,748,54995,41369-ufc-fight-night,380
bd4389b71fdc0ce2,1135,206,400876600,165992,RXZlbnROb2RlOjE0OTc=,752,54997,41342-the-ultimate-fighter-24-finale,381
7139cd2ae4bf6a29,1203,209,400901156,165998,RXZlbnROb2RlOjE0OTg=,753,54999,41370-ufc-fight-night,382
6e3282d57d2467a0,1204,207,400901157,166004,RXZlbnROb2RlOjE0OTk=,755,55001,41371-ufc-206,383
32541eb5d12668b4,1207,210,400901158,166010,RXZlbnROb2RlOjE1MDA=,757,55003,41372-ufc-fight-night,384
4b2390cfaceb91d8,1210,208,400901159,166016,RXZlbnROb2RlOjE1MDE=,758,55005,41373-ufc-207,385
46effbd1135423c5,1219,217,400925481,169718,RXZlbnROb2RlOjE1Mjg=,763,56239,42582-ufc-fight-night,386
4512e46543b960ad,1225,220,400925921,169736,RXZlbnROb2RlOjE1MzA=,766,56245,42697-ufc-on-fox-23,387
6a8a06b542e1516d,1226,221,400925601,169742,RXZlbnROb2RlOjE1MzE=,769,56247,42635-ufc,388
865aa315ea62c511,1229,219,400925788,169748,RXZlbnROb2RlOjE1MzI=,771,56249,42698-ufc-209,389
b4ad3a06ee4d660c,1228,226,400925785,169754,RXZlbnROb2RlOjE1MzM=,774,56251,42677-ufc-fight-night,390
20e403a1acfef130,1234,223,400925922,169766,RXZlbnROb2RlOjE1MzU=,777,56255,42699-ufc-210,391
47b7e4e60813b7b2,1231,224,400929017,169772,RXZlbnROb2RlOjE1MzY=,779,56257,42700-ufc-fight-night,392
c0231720fe516994,1246,225,400925786,169778,RXZlbnROb2RlOjE1Mzc=,780,56259,42681-ufc,393
e7bfdb5e0112891e,1248,231,400928881,173594,RXZlbnROb2RlOjE1OTk=,793,57531,43812-ufc-210,394
ed069a95aaaf4f56,1259,235,400942606,174914,RXZlbnROb2RlOjE2MDM=,795,57971,43966-ufc-fight-night,395
bc7f7f0ba3db74d2,1258,234,400942607,174908,RXZlbnROb2RlOjE2MTg=,797,57969,44240-ufc-fight-night-108,396
5df10509264586e5,1252,233,400941268,174470,RXZlbnROb2RlOjE2MDQ=,799,57823,43945-ufc-211,397
1c7cce2f5c17160d,1265,237,400944776,176216,RXZlbnROb2RlOjE2MjI=,806,58405,44414-ufc-fight-night,398
1507214bbc7a79e2,1257,236,400942508,174980,RXZlbnROb2RlOjE2MDg=,808,57993,44080-ufc-212,399
90e7447d8b7f3f35,1275,241,400947466,176234,RXZlbnROb2RlOjE2MzA=,809,58411,44562-ufc-fight-night-110,400
353de740bb6c7e75,1277,243,400944285,175724,RXZlbnROb2RlOjE2MjM=,811,58241,44376-ufc-fight-night,401
99bf06f20491cb54,1276,240,400948306,177542,RXZlbnROb2RlOjE2NDU=,819,58847,44840-ufc-fight-night-112,402
23bd78c3f89bdb54,1289,251,400951439,178022,RXZlbnROb2RlOjE2MTA=,823,59007,44082-the-ultimate-fighter-25-finale,403
686cccbf1a4de453,1282,246,400949108,178034,RXZlbnROb2RlOjE2MTE=,824,59011,44083-ufc-213,404
d7907a9a968e4d29,1293,250,400947050,177248,RXZlbnROb2RlOjE2MzE=,826,58749,44634-ufc-fight-night,405
9f3d6ddef3d3cccc,1292,252,400949207,179516,RXZlbnROb2RlOjE2NDk=,828,59505,44942-ufc-fight-night,406
ff9578cdbfabd323,1303,254,400925787,174476,RXZlbnROb2RlOjE2MjQ=,829,57825,44395-ufc-214,407
f4a031ac205ac580,1307,262,400953601,181088,RXZlbnROb2RlOjE2NzE=,830,60029,45713-ufc-fight-night,408
a3244e3238541482,1310,263,400947051,177254,RXZlbnROb2RlOjE2Mzg=,834,58751,44728-ufc-fight-night,409
d86e913c548c07c2,1308,264,400952466,180278,RXZlbnROb2RlOjE2MTM=,835,59759,44084-ufc-216,410
1979c80150f630c4,1343,273,400970916,186986,RXZlbnROb2RlOjE5MDc=,836,61995,46943-ufc-fight-night-116,411
9211aae062b799d6,1332,274,400964019,181340,RXZlbnROb2RlOjE2NzM=,839,60113,45800-ufc-fight-night,412
cc5834a495d1ea08,1341,275,400972121,186950,RXZlbnROb2RlOjE5MDg=,842,61983,46805-ufc-216,413
d6b68eaf4b68b160,1356,280,400972122,177260,RXZlbnROb2RlOjE2Mzk=,845,58753,44729-ufc-fight-night,414
a7724f51e32e763e,1352,281,400972116,186992,RXZlbnROb2RlOjE5MDk=,848,61997,47279-ufc-fight-night-119,415
a25b71fe5e31fa97,1348,279,400972115,186968,RXZlbnROb2RlOjE5MTA=,850,61989,46980-ufc,416
d856a0080ac09ed7,1353,285,400972117,188948,RXZlbnROb2RlOjE5MTE=,852,62649,47253-ufc-fight-night,417
caced97768818230,1354,286,400972118,186956,RXZlbnROb2RlOjE5MTI=,854,61985,46847-ufc-fight-night,418
e7bc606d269896aa,1363,295,400972114,187004,RXZlbnROb2RlOjE5MTM=,855,62001,47252-ufc-fight-night,419
30e8b4505f5ccf92,1364,303,400972134,186962,RXZlbnROb2RlOjE5MTQ=,858,61987,47254-the-ultimate-fighter-26-finale,420
9e30f69cc0869301,1368,301,400972119,186974,RXZlbnROb2RlOjE5MTU=,859,61991,47255-ufc-218,421
bcd124bcd3d5be46,1386,302,400985822,188870,RXZlbnROb2RlOjE5MzA=,861,62623,47256-ufc-fight-night,422
eaa0a728cc91ef60,1365,299,400972123,188864,RXZlbnROb2RlOjE5MzE=,864,62621,47257-ufc-fight-night,423
04076783ca83d6ae,1387,294,400972120,186980,RXZlbnROb2RlOjE2MTQ=,866,61993,47258-ufc-219,424
fc1868f56d3036eb,1408,304,400999549,192296,RXZlbnROb2RlOjE5OTE=,868,63765,48676-ufc,425
02177caefe7c07d4,1406,305,400999430,192290,RXZlbnROb2RlOjE5OTI=,870,63763,48687-ufc-220,426
602bb270f2bdbf02,1413,306,400999869,192908,RXZlbnROb2RlOjE5OTY=,872,63969,49007-ufc-fight-night-125,427
7cf20446453f852b,1418,312,400999366,192302,RXZlbnROb2RlOjE5OTM=,873,63767,48880-ufc-fight-night-125,428
15515e797aedc137,1411,311,400999582,192308,RXZlbnROb2RlOjE5OTQ=,874,63769,48688-ufc-221,429
d181689653115b6a,1412,320,400999870,192914,RXZlbnROb2RlOjE5OTc=,876,63971,49027-ufc-fight-night-127,430
daa89f01e1c0f42a,1425,319,400999871,192920,RXZlbnROb2RlOjE5OTg=,877,63973,49028-ufc-fight-night-128,431
7929be8290289a47,1422,321,400999550,192314,RXZlbnROb2RlOjE5OTU=,880,63771,48689-ufc-222,432
eed2b71d77d95416,1423,322,400999627,192926,RXZlbnROb2RlOjE5OTk=,883,63975,49029-ufc-fight-night-129,433
49e7e05f902479ca,1444,323,401012186,196874,RXZlbnROb2RlOjIwNDg=,887,65291,50149-ufc-223,434
620be7e0712d431b,1446,326,401011307,196982,RXZlbnROb2RlOjIwNTU=,890,65327,50283-ufc-fight-night,435
ad99fa5325519169,1455,328,401017343,197162,RXZlbnROb2RlOjIwNzY=,891,65387,50670-ufc-fight-night,436
67ec58d7cf599835,1453,332,401017344,197258,RXZlbnROb2RlOjIwNzg=,896,65419,50243-ufc-224,437
3144121470023e9a,1468,336,401021503,197744,RXZlbnROb2RlOjIwOTE=,897,65581,50992-ufc-fight-night,438
