fighter_id,bout_id,gym_id,gym_name,gym_purpose
140732-mayra-bueno-silva-sheetara,760559-ufc-fight-night-holly-the-preacher-s-daughter-holm-vs-mayra-sheetara-bueno-silva,3435-chute-boxe-diego-lima,Chute Boxe Diego Lima,
46690-jafel-cavalcante-filho,773899-ufc-fight-night-jafel-pastor-filho-vs-daniel-barez,53-nova-unio,Nova União,
67170-daniel-barez,773899-ufc-fight-night-jafel-pastor-filho-vs-daniel-barez,10760-fight4life-home,Fight4Life Home,Primary
67170-daniel-barez,773899-ufc-fight-night-jafel-pastor-filho-vs-daniel-barez,804-entram-gym,Entram Gym,Other
117583-bruna-brasil,768674-ufc-fight-night-bruna-the-special-one-brasil-vs-shauna-mama-b-bannon,10799-mma-013,Insanis MMA 013,
209968-shauna-bannon,768674-ufc-fight-night-bruna-the-special-one-brasil-vs-shauna-mama-b-bannon,6173-straight-blast-gym-dublin-24,Holohan Martial Arts,
164201-yanal-ashmoz-red-fox,757986-ufc-fight-night-chris-the-problem-duncan-vs-yanal-red-fox-ashmouz,5936-danny-hazan-academy,Danny Hazan Academy,Other
164201-yanal-ashmoz-red-fox,757986-ufc-fight-night-chris-the-problem-duncan-vs-yanal-red-fox-ashmouz,1587-k-dojo-warrior-tribe,K-Dojo Warrior Tribe,Primary
68484-chris-duncan,757986-ufc-fight-night-chris-the-problem-duncan-vs-yanal-red-fox-ashmouz,7678-mxp-fitness,MXP Fitness,Other
68484-chris-duncan,757986-ufc-fight-night-chris-the-problem-duncan-vs-yanal-red-fox-ashmouz,29-american-top-team,American Top Team,Primary
36969-pannie-kianzad,760095-ufc-fight-night-ketlen-fenomeno-vieira-vs-pannie-banzai-kianzad,5239-arte-suave,Arte Suave,
99972-ketlen-vieira-fenomeno,760095-ufc-fight-night-ketlen-fenomeno-vieira-vs-pannie-banzai-kianzad,3482-nova-unio-manaus,Nova União Manaus,
34702-makhmud-muradov,761637-ufc-fight-night-bryan-bam-bam-barberena-vs-makhmud-muradov,6016-monster-gym,Monster Gym,Primary
34702-makhmud-muradov,761637-ufc-fight-night-bryan-bam-bam-barberena-vs-makhmud-muradov,8-ankos-zapasy-pozna,Ankos MMA Poznań,Other
16876-bryan-barberena,761637-ufc-fight-night-bryan-bam-bam-barberena-vs-makhmud-muradov,193-mma-lab,MMA Lab,Primary
16876-bryan-barberena,761637-ufc-fight-night-bryan-bam-bam-barberena-vs-makhmud-muradov,6464-gym-o,Gym-O,Other
124944-michael-parkin,756792-ufc-fight-night-michael-parkin-vs-jamal-the-stormtrooper-pogues,2207-the-dungeon-bjj,The Dungeon BJJ,Primary
124944-michael-parkin,756792-ufc-fight-night-michael-parkin-vs-jamal-the-stormtrooper-pogues,555-team-fish-tank,TFT MMA 'Team Fish Tank',Other
60287-jamal-pogues,756792-ufc-fight-night-michael-parkin-vs-jamal-the-stormtrooper-pogues,841-joe-stevensons-cobra-kai,Joe Stevenson's Cobra Kai,
66513-marc-diakiese,757868-ufc-fight-night-marc-bonecrusher-diakiese-vs-joel-el-fenomeno-alvarez,8486-great-britain-top-team,Great Britain Top Team,
99713-johnny-parsons,759412-ufc-fight-night-danny-hot-chocolate-roberts-vs-jonny-the-sluggernaut-parsons,730-syndicate-mma,Syndicate MMA,
15517-danny-roberts,759412-ufc-fight-night-danny-hot-chocolate-roberts-vs-jonny-the-sluggernaut-parsons,31-blackzilians,Blackzilians Performance Institute,
92877-daniel-marcos,757328-ufc-fight-night-dangerous-davey-grant-vs-daniel-soncora-marcos,1988-los-perros-sarnosos,Los Perros Sarnosos,
18815-david-grant,757328-ufc-fight-night-dangerous-davey-grant-vs-daniel-soncora-marcos,568-sixth-sense-mma,SBG South Shields,Other
18815-david-grant,757328-ufc-fight-night-dangerous-davey-grant-vs-daniel-soncora-marcos,7900-sbg-bishop-auckland,SBG Bishop Auckland,Primary
101823-joshua-culibao,760377-ufc-fight-night-the-miracle-lerone-murphy-vs-joshua-kuya-culibao,4943-igor-mma,Igor MMA Academy,
84753-lerone-murphy,760377-ufc-fight-night-the-miracle-lerone-murphy-vs-joshua-kuya-culibao,3322-all-powers-gym,Manchester Top Team,
119061-fares-ziam,757329-ufc-fight-night-jai-the-black-country-banger-herbert-vs-fares-smile-killer-ziam,9248-sanford-mma,Kill Cliff FC,
70002-jai-herbert,757329-ufc-fight-night-jai-the-black-country-banger-herbert-vs-fares-smile-killer-ziam,5894-team-renegade-bjj,Team Renegade BJJ,
25338-paul-craig,761908-ufc-fight-night-andre-sergipano-muniz-vs-paul-bearjew-craig,3245-scottish-hit-squad,Scottish Hit Squad,
38116-andr-muniz-sergipano,761908-ufc-fight-night-andre-sergipano-muniz-vs-paul-bearjew-craig,2401-tata-fight-team-montes-claros,Tata Fight Team Montes Claros,
11328-andre-fili-dre-duke,760526-ufc-fight-night-nathaniel-the-prospect-wood-vs-andre-touchy-fili,108-team-alpha-male,Team Alpha Male,
27454-nathaniel-wood,760526-ufc-fight-night-nathaniel-the-prospect-wood-vs-andre-touchy-fili,8486-great-britain-top-team,Great Britain Top Team,
54390-julia-stoliarenko,755926-ufc-fight-night-molly-meatball-mccann-vs-julija-stoliarenko,5973-fighter-house,Fighter House,
57976-molly-mccann,755926-ufc-fight-night-molly-meatball-mccann-vs-julija-stoliarenko,3263-next-generation-mma-liverpool,Next Generation MMA Liverpool,
34449-marcin-tybura-tybur,760388-ufc-fight-night-tom-aspinall-vs-marcin-tybur-tybura,142-s4-fight-team,S4 Fight Club,Other
34449-marcin-tybura-tybur,760388-ufc-fight-night-tom-aspinall-vs-marcin-tybur-tybura,1220-united-gym,United Gym,Primary
23273-tom-aspinall,760388-ufc-fight-night-tom-aspinall-vs-marcin-tybur-tybura,5035-team-kaobon-liverpool,Team Kaobon Liverpool,
128371-priscila-cachoeira,778577-ufc-291-miranda-fear-the-maverick-vs-priscila-zombie-girl-cachoeira,181-mma-masters,MMA MASTERS,
116637-miranda-maverick,778577-ufc-291-miranda-fear-the-maverick-vs-priscila-zombie-girl-cachoeira,611-elevation-fight-team,Elevation Fight Team,
175629-uros-medic,776648-ufc-291-matthew-semi-the-jedi-semelsberger-vs-uros-the-doctor-medic,7293-anchorage-brazilian-jiu-jitsu,Anchorage Brazilian Jiu Jitsu,
98220-matthew-semelsberger,776648-ufc-291-matthew-semi-the-jedi-semelsberger-vs-uros-the-doctor-medic,1560-crazy-88-brazilian-jiu-jitsu,Crazy 88 Brazilian Jiu jitsu,
45260-jake-matthews,780269-ufc-291-jake-the-celtic-kid-matthews-vs-darrius-beast-mode-flowers,,Nexus,
91236-darrius-flowers,780269-ufc-291-jake-the-celtic-kid-matthews-vs-darrius-beast-mode-flowers,1168-chicago-fight-team,Chicago Fight Team,Other
91236-darrius-flowers,780269-ufc-291-jake-the-celtic-kid-matthews-vs-darrius-beast-mode-flowers,4116-elite-boxing-academy,Elite Boxing Academy,Primary
149468-claudio-ribeiro,766468-ufc-291-roman-kopylov-vs-claudio-ribeiro,10377-brazilian-black-thai,Brazilian Black Thai,
95618-vinicius-de-almeida-salvador,761311-ufc-291-cj-vergara-vs-vinicius-fenomeno-salvador,9223-ribas-family,Ribas Family,
38340-carlos-vergara,761311-ufc-291-cj-vergara-vs-vinicius-fenomeno-salvador,8649-pete-spratt-muay-thai,Spratt Hybrid Systems,
88338-gabriel-marrentinha,764847-ufc-291-trevin-the-problem-giles-vs-gabriel-marretinha-bonfim,7529-cerrado-mma,Cerrado MMA,
20072-trevin-giles,764847-ufc-291-trevin-the-problem-giles-vs-gabriel-marretinha-bonfim,7174-w4r-training-center,WAR Training Center,
35757-kevin-holland,762276-ufc-291-michael-maverick-chiesa-vs-kevin-trailblazer-holland,302-lutter-mma,Travis Lutter BJJ,
15253-mike-chiesa-maverick,762276-ufc-291-michael-maverick-chiesa-vs-kevin-trailblazer-holland,1098-sikjitsu,Sikjitsu,
bobby-green-king,762275-ufc-291-tony-el-cucuy-ferguson-vs-bobby-king-green,65-pinnacle-mma,Pinnacle MMA,
tony-ferguson-el-cucuy,762275-ufc-291-tony-el-cucuy-ferguson-vs-bobby-king-green,824-knuckleheadz-mma,Knuckleheadz Boxing,
marcos-rogerio-de-lima-pezao,762278-ufc-291-derrick-the-black-beast-lewis-vs-marcos-pezao-rogerio-de-lima,29-american-top-team,American Top Team,
14023-derrick-lewis-the-black-beast,762278-ufc-291-derrick-the-black-beast-lewis-vs-marcos-pezao-rogerio-de-lima,331-silverback-fight-club,Silverback Fight Club,
jan-blachowicz,762270-ufc-291-jan-blachowicz-vs-alex-poatan-pereira,3112-wca-fight-team,WCA Fight Team,
117305-alex-pereira,762270-ufc-291-jan-blachowicz-vs-alex-poatan-pereira,7510-teixeira-mma-fitness,Teixeira MMA & Fitness,
dustin-poirier-the-diamond,762271-ufc-291-dustin-the-diamond-poirier-vs-justin-the-highlight-gaethje-ii,29-american-top-team,American Top Team,Primary
dustin-poirier-the-diamond,762271-ufc-291-dustin-the-diamond-poirier-vs-justin-the-highlight-gaethje-ii,9224-boca-boxing-district,Boca Boxing District,Boxing
16421-justin-gaethje,762271-ufc-291-dustin-the-diamond-poirier-vs-justin-the-highlight-gaethje-ii,611-elevation-fight-team,Elevation Fight Team,
127726-khamzat-sakalov,765250-ufc-fight-night-ode-the-jamaican-sensation-osbourne-vs-asu-zulfikar-almabaev,10883-dar-pro-team-kazakhstan,Dar Pro Team Kazakhstan,
50154-ode-osbourne,765250-ufc-fight-night-ode-the-jamaican-sensation-osbourne-vs-asu-zulfikar-almabaev,730-syndicate-mma,Syndicate MMA,
131561-dennis-buzukia,783523-ufc-fight-night-sean-the-sniper-woodson-vs-dennis-the-great-buzukja,4419-longo-and-weidman-mma,Longo's MMA,
103506-sean-woodson,783523-ufc-fight-night-sean-the-sniper-woodson-vs-dennis-the-great-buzukja,4237-wolves-den,Wolves' Den Training Center,
68337-cody-durden,778346-ufc-fight-night-jake-white-kong-hadley-vs-cody-durden,1386-american-top-team-atlanta,American Top Team Atlanta,
87298-jake-hadley,778346-ufc-fight-night-jake-white-kong-hadley-vs-cody-durden,7235-fearless-mma,Fearless MMA,Other
87298-jake-hadley,778346-ufc-fight-night-jake-white-kong-hadley-vs-cody-durden,5894-team-renegade-bjj,Team Renegade BJJ,Primary
39377-damon-jackson,768146-ufc-fight-night-billy-quarantillo-vs-damon-action-jackson,6380-fortis-mma,Fortis MMA,
43804-carlston-harris-moambique,772208-ufc-fight-night-jeremiah-wells-vs-carlston-mocambique-harris,2857-renovao-fight-team,Renovação Fight Team,
15782-jeremiah-wells,772208-ufc-fight-night-jeremiah-wells-vs-carlston-mocambique-harris,3007-renzo-gracie-philly,Renzo Gracie Philly,
30448-raoni-barcellos,780042-ufc-fight-night-raoni-barcelos-vs-kyler-the-matrix-phillips,9258-rizzo-rvt,Refit Pro Fighters,
93501-kyler-phillips,780042-ufc-fight-night-raoni-barcelos-vs-kyler-the-matrix-phillips,193-mma-lab,MMA Lab,
105800-ignacio-carabantes,768463-ufc-fight-night-ignacio-la-jaula-bahamondes-vs-ludovit-mr-highlight-klein,3133-valle-flow-striking,VFS Academy,Primary
105800-ignacio-carabantes,768463-ufc-fight-night-ignacio-la-jaula-bahamondes-vs-ludovit-mr-highlight-klein,11607-team-jaula-bahamondes,Team Jaula Bahamondes,Other
102094-ludovit-klein,768463-ufc-fight-night-ignacio-la-jaula-bahamondes-vs-ludovit-mr-highlight-klein,5327-spartakus-fight-gym,Spartakus Fight Gym,
90744-aleksa-camur,762706-ufc-fight-night-tanner-the-bulldozer-boser-vs-aleksa-camur,1532-strong-style-fight-team,Strong Style Fight Team,
35149-tanner-boser,762706-ufc-fight-night-tanner-the-bulldozer-boser-vs-aleksa-camur,544-hayabusa-training-centre,Hayabusa Training Centre,
85643-diego-lopes,772762-ufc-fight-night-guv-nor-gavin-tucker-vs-diego-lopes,8021-legacy-mma-brazilian-warriors,Legacy MMA / Brazilian Warriors,Primary
85643-diego-lopes,772762-ufc-fight-night-guv-nor-gavin-tucker-vs-diego-lopes,2363-lobo-gym,Lobo Gym MMA,Striking
20605-gavin-tucker,772762-ufc-fight-night-guv-nor-gavin-tucker-vs-diego-lopes,576-titans-mma,Titans MMA,
15069-dustin-jacoby,762664-ufc-fight-night-dustin-the-hanyak-jacoby-vs-kennedy-african-savage-nzechukwu,612-factoryx-muay-thai,factoryX Muay Thai,
119288-kennedy-nzechukwu,762664-ufc-fight-night-dustin-the-hanyak-jacoby-vs-kennedy-african-savage-nzechukwu,6380-fortis-mma,Fortis MMA,
63005-tatiana-suarez,772210-ufc-fight-night-jessica-bate-estaca-andrade-vs-tatiana-suarez,856-milennia-mma,Millennia MMA,
34388-jessica-andrade-bate-estaca,772210-ufc-fight-night-jessica-bate-estaca-andrade-vs-tatiana-suarez,2317-paran-vale-tudo,Paraná Vale Tudo,
32931-cory-sandhagen,780205-ufc-fight-night-cory-sandhagen-vs-rob-font,611-elevation-fight-team,Elevation Fight Team,
rob-font,780205-ufc-fight-night-cory-sandhagen-vs-rob-font,10858-new-england-cartel,New England Cartel,
223129-luana-santos,775008-ufc-fight-night-juliana-killer-miller-vs-luana-santos,10701-team-lucas-mineiro,Team Lucas Mineiro,Primary
223129-luana-santos,775008-ufc-fight-night-juliana-killer-miller-vs-luana-santos,1961-011-mma-team,011 MMA Team,Other
114339-juliana-miller,775008-ufc-fight-night-juliana-killer-miller-vs-luana-santos,69-team-hurrican-awesome,Team Hurricane Awesome,Other
114339-juliana-miller,775008-ufc-fight-night-juliana-killer-miller-vs-luana-santos,4438-10th-planet-jiu-jitsu-san-diego,10th Planet Jiu Jitsu San Diego,Jiu Jitsu
110739-jose-johnson,784963-ufc-fight-night-da-mon-da-monster-blackshear-vs-lobo-solitario-jose-johnson,5656-cbt-muay-thai,StrKings,
78497-damon-blackshear,784963-ufc-fight-night-da-mon-da-monster-blackshear-vs-lobo-solitario-jose-johnson,1485-team-roc,Team ROC,
78224-montserrat-conejo-ruiz-toquinha,762932-ufc-fight-night-montserrat-conejo-ruiz-vs-jaqueline-jacque-amorim,228-10th-planet-jiu-jitsu,10th Planet Jiu Jitsu,Jiu Jitsu
78224-montserrat-conejo-ruiz-toquinha,762932-ufc-fight-night-montserrat-conejo-ruiz-vs-jaqueline-jacque-amorim,845-kings-mma,Kings MMA,Other
248605-jaqueline-amorim,762932-ufc-fight-night-montserrat-conejo-ruiz-vs-jaqueline-jacque-amorim,29-american-top-team,American Top Team,
86139-josh-parisian,778653-ufc-fight-night-josh-parisian-vs-martin-badys-buday,2169-scorpion-fighting-systems,Scorpion Fighting System,
147242-martin-buday,778653-ufc-fight-night-josh-parisian-vs-martin-badys-buday,5327-spartakus-fight-gym,Spartakus Fight Gym,
186284-francis-marshall,770355-ufc-fight-night-francis-fire-marshall-vs-isaac-the-midwest-choppa-dulgarian,745-pellegrino-mixed-martial-arts,Pellegrino Mixed Martial Arts,
245772-isaac-dulgarian,770355-ufc-fight-night-francis-fire-marshall-vs-isaac-the-midwest-choppa-dulgarian,612-factoryx-muay-thai,factoryX Muay Thai,
33407-mike-breeden,784163-ufc-fight-night-terrance-t-wrecks-mckinney-vs-money-mike-breeden,11225-marathon-mma,Marathon MMA,
126382-terrance-mckinney,784163-ufc-fight-night-terrance-t-wrecks-mckinney-vs-money-mike-breeden,1105-warrior-camp-mma,Warriorcamp MMA,
70861-marcus-mcghee,775007-ufc-fight-night-marcus-the-maniac-mcghee-vs-jp-young-savage-buys,193-mma-lab,MMA Lab,
83711-jp-buys,775007-ufc-fight-night-marcus-the-maniac-mcghee-vs-jp-young-savage-buys,724-xtreme-couture,Xtreme Couture,
65199-joshua-fremd,769060-ufc-fight-night-josh-the-big-yinz-fremd-vs-jamie-the-night-wolf-pickett,8895-all-american-mma-academy,All-American MMA Academy,
38304-jamie-pickett,769060-ufc-fight-night-josh-the-big-yinz-fremd-vs-jamie-the-night-wolf-pickett,4930-port-city-sports-performance,Port City Sports Performance,
29725-aj-dobson,768192-ufc-fight-night-tafon-da-don-nchukwi-vs-aj-dobson,1506-carlson-gracie-team-ohio,Carlson Gracie Team Ohio,Primary
29725-aj-dobson,768192-ufc-fight-night-tafon-da-don-nchukwi-vs-aj-dobson,7988-immortal-martial-arts-center,Immortal Martial Arts Center,Other
155239-tafon-nchukwi-cameroon-express,768192-ufc-fight-night-tafon-da-don-nchukwi-vs-aj-dobson,1568-team-lloyd-irvin,Team Lloyd Irvin,
85751-polyana-mota-poly,767001-ufc-fight-night-polyana-dama-de-ferro-viana-vs-iasmin-lucindo,2396-tata-fight-team,Tata Fight Team,
166360-iasmin-lucindo,767001-ufc-fight-night-polyana-dama-de-ferro-viana-vs-iasmin-lucindo,6036-academia-fight-house,Academia Fight House,
25880-christopher-daukaus,768270-ufc-fight-night-khalil-the-war-horse-rountree-vs-chris-daukaus,1288-martinez-bjj,Martinez BJJ,
47284-khalil-rountree-the-war-horse,768270-ufc-fight-night-khalil-the-war-horse-rountree-vs-chris-daukaus,730-syndicate-mma,Syndicate MMA,
cub-swanson,773921-ufc-fight-night-killer-cub-swanson-vs-mean-hakeem-dawodu,60-jacksons-mma,Jackson Wink MMA Academy,
62664-hakeem-dawodu,773921-ufc-fight-night-killer-cub-swanson-vs-mean-hakeem-dawodu,390-champions-creed-martial-arts,Champion's Creed Martial Arts,
16651-vicente-luque,762633-ufc-fight-night-vicente-the-silent-assassin-luque-vs-rafael-dos-anjos,7529-cerrado-mma,Cerrado MMA,Primary
16651-vicente-luque,762633-ufc-fight-night-vicente-the-silent-assassin-luque-vs-rafael-dos-anjos,9248-sanford-mma,Kill Cliff FC,Other
rafael-dos-anjos,762633-ufc-fight-night-vicente-the-silent-assassin-luque-vs-rafael-dos-anjos,845-kings-mma,Kings MMA,
73990-marina-moroz,768835-ufc-292-maryna-iron-lady-moroz-vs-karine-killer-silva,29-american-top-team,American Top Team,
69225-karine-silva-killer,768835-ufc-292-maryna-iron-lady-moroz-vs-karine-killer-silva,9213-gile-ribeiro-team,Gile Ribeiro Team,
99885-natalia-silva,770399-ufc-292-andrea-kgb-lee-vs-natalia-silva,9221-team-borracha,Team Borracha,
47916-andrea-lee,770399-ufc-292-andrea-kgb-lee-vs-natalia-silva,678-mma-gold-fight-team,MMA Gold Fight Team,Other
47916-andrea-lee,770399-ufc-292-andrea-kgb-lee-vs-natalia-silva,9837-synergy-martial-arts-academy,Synergy Martial Arts Academy,Primary
123353-andre-petroski,767004-ufc-292-gerald-gm3-meerschaert-vs-andre-petroski,3007-renzo-gracie-philly,Renzo Gracie Philly,
6018-gerald-meerschaert-the-machine,767004-ufc-292-gerald-gm3-meerschaert-vs-andre-petroski,1153-agallar-combative-systems,Agallar Combative Systems,
64459-brad-katona,787162-ufc-292-cody-the-renegade-gibson-vs-brad-superman-katona,36-straight-blast-gym-ireland,SBG Ireland,Primary
64459-brad-katona,787162-ufc-292-cody-the-renegade-gibson-vs-brad-superman-katona,482-winnipeg-academy-of-mixed-martial-arts,Winnipeg Academy of Mixed Martial Arts,Other
cody-gibson,787162-ufc-292-cody-the-renegade-gibson-vs-brad-superman-katona,8145-trifecta-mma,Trifecta MMA,
27877-kurt-holobaugh,785449-ufc-292-kurt-holobaugh-vs-austin-thud-hubbard,6910-team-jucao-south-gracie-united-walker,Team Jucao South,
67931-austin-hubbard,785449-ufc-292-kurt-holobaugh-vs-austin-thud-hubbard,611-elevation-fight-team,Elevation Fight Team,
78681-gregory-rodrigues-robocop,768519-ufc-292-gregory-robocop-rodrigues-vs-denis-tiuliulin,54-xgym,XGym,
chris-weidman,767932-ufc-292-chris-all-american-weidman-vs-brad-tavares,1696-serra-jiu-jitsu,Serra Jiu-Jitsu,
brad-tavares,767932-ufc-292-chris-all-american-weidman-vs-brad-tavares,724-xtreme-couture,Xtreme Couture,
5243-pedro-munoz-pedrinho,776658-ufc-292-marlon-chito-vera-vs-pedro-the-young-punisher-munhoz,779-black-house-mma,Black House MMA,
48144-marlon-vera-chito,776658-ufc-292-marlon-chito-vera-vs-pedro-the-young-punisher-munhoz,899-team-oyama,Team Oyama,
33428-mario-bautista,786914-ufc-292-mario-bautista-vs-da-mon-da-monster-blackshear,193-mma-lab,MMA Lab,
78497-damon-blackshear,786914-ufc-292-mario-bautista-vs-da-mon-da-monster-blackshear,1485-team-roc,Team ROC,
171377-ian-garry,785611-ufc-292-neil-haitian-sensation-magny-vs-the-future-ian-machado-garry,9248-sanford-mma,Kill Cliff FC,
16456-aoutneil-magny,785611-ufc-292-neil-haitian-sensation-magny-vs-the-future-ian-machado-garry,611-elevation-fight-team,Elevation Fight Team,
83443-weili-zhang,762272-ufc-292-magnum-weili-zhang-vs-amanda-amandinha-lemos,5048-black-tiger-fight-club,Black Tiger Fight Club,
87845-amanda-lemos-amandinha,762272-ufc-292-magnum-weili-zhang-vs-amanda-amandinha-lemos,9410-marajo-brothers-mma,Marajó Brothers Team,
68186-sean-omalley,759532-ufc-292-aljamain-funk-master-sterling-vs-sugar-sean-o-malley,193-mma-lab,MMA Lab,
aljamain-sterling,759532-ufc-292-aljamain-funk-master-sterling-vs-sugar-sean-o-malley,1696-serra-jiu-jitsu,Serra Jiu-Jitsu,
112766-jarno-errens,781533-ufc-fight-night-sting-seung-woo-choi-vs-jarno-errens,9335-team-thriving-training-center,Team Thriving Training Center,
108867-seung-woo-choi,781533-ufc-fight-night-sting-seung-woo-choi-vs-jarno-errens,2616-mob-training-center,MOB Training Center,
136810-na-liang,772811-ufc-fight-night-na-dragon-girl-liang-vs-jj-aldrich,3947-harbin-longyun-mma-gym,Longyun MMA Gym,
28420-jj-aldrich,772811-ufc-fight-night-na-dragon-girl-liang-vs-jj-aldrich,592-303-training-center,303 Training Center,Other
28420-jj-aldrich,772811-ufc-fight-night-na-dragon-girl-liang-vs-jj-aldrich,614-freedom-fighters,Freedom Fighters,Primary
152934-yusaku-kinoshita,775848-ufc-fight-night-yusaku-kinoshita-vs-billy-goff,2220-ps-lab-osaka-x-pancrase-inagakigumi,P's LAB Osaka x Pancrase Inagakigumi,
169724-billy-goff,775848-ufc-fight-night-yusaku-kinoshita-vs-billy-goff,1714-dexter-mma,Team Dexter Vale Tudo,
83444-kenan-song,778579-ufc-fight-night-kenan-the-assassin-song-vs-rolando-the-machine-bedoya,99-tiger-muay-thai,Tiger Muay Thai,
81901-rolando-bedoya,778579-ufc-fight-night-kenan-the-assassin-song-vs-rolando-the-machine-bedoya,1999-fortaleza,Fortaleza,
61212-michal-oleksiejczuk,772807-ufc-fight-night-chidi-bang-bang-njokuani-vs-michal-hussar-oleksiejczuk,8-ankos-zapasy-pozna,Ankos MMA Poznań,
chidi-njokuani,772807-ufc-fight-night-chidi-bang-bang-njokuani-vs-michal-hussar-oleksiejczuk,329-saekson-janjira-muay-thai,Saekson Janjira Muay Thai,
128099-garrett-armfield,781582-ufc-fight-night-toshiomi-silent-finisher-kazama-vs-garrett-armfield,9248-sanford-mma,Kill Cliff FC,
265124-toshiomi-kazama,781582-ufc-fight-night-toshiomi-silent-finisher-kazama-vs-garrett-armfield,3494-wajutsu-keishukai-hearts,Wajutsu Keishukai HEARTS,
90654-ukasz-brzeski,770889-ufc-fight-night-waldo-salsa-boy-cortes-acosta-vs-lukasz-the-bull-brzeski,8565-kotwica-mma-team,Kotwica MMA Team,Primary
90654-ukasz-brzeski,770889-ufc-fight-night-waldo-salsa-boy-cortes-acosta-vs-lukasz-the-bull-brzeski,3004-spartakus-team-zakopane,Spartakus Team Zakopane,Other
parker-porter,778578-ufc-fight-night-junior-the-juggernaut-tafa-vs-parker-porter,735-underdog-brazilian-jiu-jitsu,Underdog Mixed Martial Arts,
242095-junior-tafa,778578-ufc-fight-night-junior-the-juggernaut-tafa-vs-parker-porter,13178-ntg-fight-fitness,NTG Fight & Fitness,
74022-taila-santos,772940-ufc-fight-night-erin-cold-blooded-blanchfield-vs-taila-santos,11085-team-taila-santos,Team Taila Santos,
167460-erin-blanchfield,772940-ufc-fight-night-erin-cold-blooded-blanchfield-vs-taila-santos,11895-mk-muay-thai,MK Muay Thai,
43088-fernie-garcia,763127-ufc-fight-night-rinya-hybrid-nakamura-vs-fernie-garcia,6380-fortis-mma,Fortis MMA,
296781-tomoya-nakamura,763127-ufc-fight-night-rinya-hybrid-nakamura-vs-fernie-garcia,,LDH Martial Arts,
121253-giga-chikadze,781802-ufc-fight-night-giga-ninja-chikadze-vs-alex-bruce-leeroy-caceres,845-kings-mma,Kings MMA,
alex-caceres-bruce-leroy,781802-ufc-fight-night-giga-ninja-chikadze-vs-alex-bruce-leeroy-caceres,193-mma-lab,MMA Lab,
anthony-smith-lionheart,772930-ufc-fight-night-anthony-lionheart-smith-vs-ryan-superman-spann-ii,5639-skywalker-101-boxing-academy,Skywalker 101 Boxing Academy,Other
anthony-smith-lionheart,772930-ufc-fight-night-anthony-lionheart-smith-vs-ryan-superman-spann-ii,612-factoryx-muay-thai,factoryX Muay Thai,Primary
20908-ryan-spann,772930-ufc-fight-night-anthony-lionheart-smith-vs-ryan-superman-spann-ii,6380-fortis-mma,Fortis MMA,
12723-max-holloway-lil-evil,770881-ufc-fight-night-max-blessed-holloway-vs-the-korean-zombie-chan-sung-jung,1628-gracie-technics,Gracie Technics,
chan-sung-jung-the-korean-zombie,770881-ufc-fight-night-max-blessed-holloway-vs-the-korean-zombie-chan-sung-jung,114-korean-zombie-mma,Korean Zombie MMA,Other
chan-sung-jung-the-korean-zombie,770881-ufc-fight-night-max-blessed-holloway-vs-the-korean-zombie-chan-sung-jung,451-fight-ready-mma,Fight Ready MMA,Primary
196666-jaqueline-cavalcanti,787748-ufc-fight-night-zarah-infinite-fairn-vs-jacqueline-cavalcanti,,Reborn Fight Team,
98694-zarah-fairn,787748-ufc-fight-night-zarah-infinite-fairn-vs-jacqueline-cavalcanti,947-fight-move-academy-switzerland,Fight Move Academy,
127815-farid-bashrat,785739-ufc-fight-night-ferocious-farid-basharat-vs-kleydson-kr-rodrigues,724-xtreme-couture,Xtreme Couture,
147055-kleidison-rodrigues-kr,785739-ufc-fight-night-ferocious-farid-basharat-vs-kleydson-kr-rodrigues,98-team-nogueira,Team Nogueira,
98366-yoselin-edwards,772084-ufc-fight-night-nora-cornolle-vs-joselyne-la-pantera-edwards,845-kings-mma,Kings MMA,
297105-nora-cornolle,772084-ufc-fight-night-nora-cornolle-vs-joselyne-la-pantera-edwards,948-free-fight-academy,Free Fight Academy,
79954-ange-loosa,778779-ufc-fight-night-ange-the-last-ninja-loosa-vs-rhys-skeletor-mckee,9248-sanford-mma,Kill Cliff FC,
54321-rhys-mckee,778779-ufc-fight-night-ange-the-last-ninja-loosa-vs-rhys-skeletor-mckee,527-next-generation-imma,Next Generation I.M.M.A,
152507-caolan-loughran,790733-ufc-fight-night-taylor-double-impact-lapilus-vs-the-don-caolan-loughran,5035-team-kaobon-liverpool,Team Kaobon Liverpool,
52612-taylor-lapilus,790733-ufc-fight-night-taylor-double-impact-lapilus-vs-the-don-caolan-loughran,649-crossfight-paris,MMA Factory,
122701-manolo-zecchini,783951-ufc-fight-night-morgan-the-last-pirate-charriere-vs-manolo-angelo-veneziano-zecchini,10476-fighters-angels,Fighters Angels,Primary
122701-manolo-zecchini,783951-ufc-fight-night-morgan-the-last-pirate-charriere-vs-manolo-angelo-veneziano-zecchini,60-jacksons-mma,Jackson Wink MMA Academy,Other
93065-morgan-charriere,783951-ufc-fight-night-morgan-the-last-pirate-charriere-vs-manolo-angelo-veneziano-zecchini,5821-team-chapa-quente,Team Chapa Quente,
98157-yanis-ghemmouri,790736-ufc-fight-night-william-jaguar-gomis-vs-yanis-the-desert-warrior-ghemmouri,11539-climax-fight-academy,Climax Fight Academy,
