bout_id,fighter_id,ko_tko_percentage,submission_percentage,decision_percentage,overall_percentage,num_picks
24627-ufc-120-fbio-caipira-de-ao-maldonado-vs-james-the-hammer-mcsweeney,james-mcsweeney-the-hammer,75.0,0.0,25.0,29,28
24627-ufc-120-fbio-caipira-de-ao-maldonado-vs-james-the-hammer-mcsweeney,fabio-maldonado,45.0,30.0,25.0,71,28
3517-ufc-120-spencer-the-king-fisher-vs-curt-the-war-warburton,spencer-fisher-the-king,52.0,12.0,36.0,90,29
3517-ufc-120-spencer-the-king-fisher-vs-curt-the-war-warburton,curt-warburton-the-war,0.0,0.0,100.0,10,29
23539-ufc-120-paul-sassangle-sass-vs-mark-boots-holst,paul-sass-sassangle,0.0,50.0,50.0,83,24
23539-ufc-120-paul-sassangle-sass-vs-mark-boots-holst,mark-holst-boots,0.0,50.0,50.0,17,24
3516-ufc-120-rob-the-bear-broughton-vs-vinicius-spartan-quieroz,vinicius-kappke-de-quieroz-spartan,43.8,37.5,18.8,76,21
3516-ufc-120-rob-the-bear-broughton-vs-vinicius-spartan-quieroz,rob-broughton-the-bear,60.0,0.0,40.0,24,21
3548-ufc-120-alexander-the-mauler-gustafsson-vs-cyrille-the-snake-diabate,alexander-gustafsson-the-mauler,38.5,30.8,30.8,43,30
3548-ufc-120-alexander-the-mauler-gustafsson-vs-cyrille-the-snake-diabate,cyrille-diabate-the-snake,82.4,0.0,17.7,57,30
5771-ufc-120-claude-the-prince-patrick-vs-james-lightning-wilks,james-wilks-lightning,0.0,62.5,37.5,24,33
5771-ufc-120-claude-the-prince-patrick-vs-james-lightning-wilks,claude-patrick-the-prince,16.0,52.0,32.0,76,33
3514-ufc-120-cheick-kongo-vs-travis-hapa-browne,cheick-kongo,82.1,0.0,17.9,74,38
3514-ufc-120-cheick-kongo-vs-travis-hapa-browne,travis-browne-hapa,90.0,10.0,0.0,26,38
10175-ufc-120-mike-quicksand-pyle-vs-john-the-hitman-hathaway,mike-pyle-quicksand,0.0,25.0,75.0,12,34
10175-ufc-120-mike-quicksand-pyle-vs-john-the-hitman-hathaway,john-hathaway-the-hitman,36.7,13.3,50.0,88,34
3385-ufc-120-the-natural-born-killer-carlos-condit-vs-dan-the-outlaw-hardy,carlos-condit-the-natural-born-killer,26.7,13.3,60.0,35,43
3385-ufc-120-the-natural-born-killer-carlos-condit-vs-dan-the-outlaw-hardy,dan-hardy-the-outlaw,60.7,3.6,35.7,65,43
3538-ufc-120-michael-the-count-bisping-vs-sexyama-yoshihiro-akiyama,michael-bisping-the-count,37.1,0.0,62.9,71,49
3538-ufc-120-michael-the-count-bisping-vs-sexyama-yoshihiro-akiyama,yoshihiro-akiyama-sexyama,46.2,0.0,53.9,29,49
23937-ufc-121-jon-madsen-vs-gilbert-the-hurricane-yvel,jon-madsen,35.7,14.3,50.0,47,32
23937-ufc-121-jon-madsen-vs-gilbert-the-hurricane-yvel,gilbert-yvel-the-hurricane,94.1,0.0,5.9,53,32
10172-ufc-121-chris-camozzi-vs-dongi-the-ox-yang,dongi-yang-the-ox,50.0,31.3,18.8,63,27
10172-ufc-121-chris-camozzi-vs-dongi-the-ox-yang,chris-camozzi,20.0,20.0,60.0,37,27
3540-ufc-121-sam-hands-of-stone-stout-vs-relentless-paul-taylor,paul-taylor-relentless,0.0,0.0,100.0,6,34
3540-ufc-121-sam-hands-of-stone-stout-vs-relentless-paul-taylor,sam-stout-hands-of-stone,38.7,0.0,61.3,94,34
22829-ufc-121-daniel-ninja-roberts-vs-mike-the-joker-guymon,daniel-roberts-ninja,25.0,45.0,30.0,84,25
22829-ufc-121-daniel-ninja-roberts-vs-mike-the-joker-guymon,michael-guymon-the-joker,0.0,50.0,50.0,16,25
11858-ufc-121-filthy-tom-lawlor-vs-patrick-the-predator-cote,patrick-cote-the-predator,75.0,4.2,20.8,76,33
11858-ufc-121-filthy-tom-lawlor-vs-patrick-the-predator-cote,tom-lawlor-filthy,25.0,12.5,62.5,24,33
3549-ufc-121-court-the-crusher-mcgee-vs-ryan-jensen,ryan-jensen,33.3,0.0,66.7,14,29
3549-ufc-121-court-the-crusher-mcgee-vs-ryan-jensen,court-mcgee-the-crusher,28.0,24.0,48.0,86,29
12851-ufc-121-brendan-big-brown-schaub-vs-gabriel-napo-gonzaga,gabriel-gonzaga-napao,48.3,41.4,10.3,76,38
12851-ufc-121-brendan-big-brown-schaub-vs-gabriel-napo-gonzaga,brendan-schaub-the-hybrid,77.8,11.1,11.1,24,38
12800-ufc-121-matt-the-hammer-hamill-vs-the-huntington-beach-bad-boy-tito-ortiz,tito-ortiz-the-huntington-beach-bad-boy,21.4,7.1,71.4,33,43
12800-ufc-121-matt-the-hammer-hamill-vs-the-huntington-beach-bad-boy-tito-ortiz,matt-hamill-the-hammer,34.5,6.9,58.6,67,43
11855-ufc-121-diego-nightmare-sanchez-vs-paulo-thiago,diego-sanchez-nightmare,6.7,13.3,80.0,38,39
11855-ufc-121-diego-nightmare-sanchez-vs-paulo-thiago,paulo-thiago,12.5,37.5,50.0,62,39
8974-ufc-121-jake-shields-vs-martin-hitman-kampmann,jake-shields,13.3,30.0,56.7,75,40
8974-ufc-121-jake-shields-vs-martin-hitman-kampmann,martin-kampmann-hitman,40.0,10.0,50.0,25,40
3539-ufc-121-cain-velasquez-vs-brock-lesnar,cain-velasquez,82.4,0.0,17.7,37,46
3539-ufc-121-cain-velasquez-vs-brock-lesnar,brock-lesnar,89.7,3.5,6.9,63,46
24379-ufc-122-carlos-eduardo-ta-danado-rocha-vs-kris-savage-mccray,carlos-eduardo-rocha-ta-danado,9.5,71.4,19.1,68,31
24379-ufc-122-carlos-eduardo-ta-danado-rocha-vs-kris-savage-mccray,kris-mccray-savage,44.4,11.1,44.4,32,31
24211-ufc-122-karlos-the-terminator-vemola-vs-seth-the-silverback-petruzelli,karlos-vemola-the-terminator,76.5,17.7,5.9,51,35
24211-ufc-122-karlos-the-terminator-vemola-vs-seth-the-silverback-petruzelli,seth-petruzelli-the-silverback,58.8,11.8,29.4,49,35
24197-ufc-122-kyle-ko-noke-vs-rob-the-rosedale-reaper-kimmons,rob-kimmons-the-rosedale-reaper,7.7,23.1,69.2,39,33
24197-ufc-122-kyle-ko-noke-vs-rob-the-rosedale-reaper-kimmons,kyle-noke-ko,26.3,15.8,57.9,61,33
24849-ufc-122-pascal-panzer-krauss-vs-mark-scanno-scanlon,pascal-krauss-panzer,25.0,31.3,43.8,61,28
24849-ufc-122-pascal-panzer-krauss-vs-mark-scanno-scanlon,mark-scanlon-scanno,9.1,27.3,63.6,39,28
24698-ufc-122-vladimir-the-janitor-matyushenko-vs-alexandre-cacareco-ferreira,vladimir-matyushenko-the-janitor,42.9,2.9,54.3,90,40
24698-ufc-122-vladimir-the-janitor-matyushenko-vs-alexandre-cacareco-ferreira,alexandre-ferreira-cacareco,0.0,50.0,50.0,10,40
24364-ufc-122-duane-bang-ludwig-vs-nick-slick-osipczak,duane-ludwig-bang,63.6,9.1,27.3,33,33
24364-ufc-122-duane-bang-ludwig-vs-nick-slick-osipczak,nick-osipczak-slick,14.3,47.6,38.1,67,33
23808-ufc-122-the-polish-experiment-krzysztof-soszynski-vs-goran-ghost-relji,krzysztof-soszynski-the-polish-experiment,50.0,18.8,31.3,77,43
23808-ufc-122-the-polish-experiment-krzysztof-soszynski-vs-goran-ghost-relji,goran-reljic,55.6,11.1,33.3,23,43
23863-ufc-122-amir-sadollah-vs-peter-sobotta,amir-sadollah,11.1,30.6,58.3,88,42
23863-ufc-122-amir-sadollah-vs-peter-sobotta,peter-sobotta,20.0,60.0,20.0,12,42
24347-ufc-122-dennis-siver-vs-andre-winner,andre-winner,33.3,6.7,60.0,38,42
24347-ufc-122-dennis-siver-vs-andre-winner,dennis-siver,44.0,4.0,52.0,62,42
24552-ufc-122-yushin-thunder-okami-vs-nate-the-great-marquardt,yushin-okami-thunder,11.1,11.1,77.8,33,55
24552-ufc-122-yushin-thunder-okami-vs-nate-the-great-marquardt,nate-marquardt-the-great,50.0,5.6,44.4,67,55
24318-ufc-123-nik-the-carnie-lentz-vs-tyson-griffin,tyson-griffin,21.3,0.0,78.7,79,61
24318-ufc-123-nik-the-carnie-lentz-vs-tyson-griffin,nik-lentz-the-carnie,7.7,7.7,84.6,21,61
25069-ufc-123-paul-tellys-kelly-vs-tj-the-spider-obrien,paul-kelly-tellys,39.3,3.6,57.1,66,44
25069-ufc-123-paul-tellys-kelly-vs-tj-the-spider-obrien,tj-obrien-the-spider,6.7,53.3,40.0,34,44
25573-ufc-123-edson-junior-barboza-vs-mike-lullo,mike-lullo,25.0,25.0,50.0,10,41
25573-ufc-123-edson-junior-barboza-vs-mike-lullo,edson-barboza-mendes-junior,52.8,16.7,30.6,90,41
24194-ufc-123-dennis-superman-hallman-vs-karo-the-heat-parisyan,karo-parisyan-the-heat,11.9,23.8,64.3,74,58
24194-ufc-123-dennis-superman-hallman-vs-karo-the-heat-parisyan,dennis-hallman-superman,13.3,20.0,66.7,26,58
24471-ufc-123-mark-the-filipino-wrecking-machine-muoz-vs-aaron-a-train-simpson,aaron-simpson-a-train,35.7,7.1,57.1,49,59
24471-ufc-123-mark-the-filipino-wrecking-machine-muoz-vs-aaron-a-train-simpson,mark-munoz-the-philippine-wrecking-machine,40.0,0.0,60.0,51,59
24860-ufc-123-brian-foster-vs-matt-the-immortal-brown,28-matt-brown-the-immortal,41.7,33.3,25.0,45,55
24860-ufc-123-brian-foster-vs-matt-the-immortal-brown,brian-foster,37.9,20.7,41.4,55,55
24256-ufc-123-george-sotiropoulos-vs-joe-j-lau-lauzon,joe-lauzon-j-lau,48.2,25.9,25.9,38,73
24256-ufc-123-george-sotiropoulos-vs-joe-j-lau-lauzon,george-sotiropoulos,6.8,38.6,54.6,62,73
24219-ufc-123-phil-mr-wonderful-davis-vs-tim-the-barbarian-boetsch,phil-davis-mr-wonderful,42.3,28.9,28.9,92,59
24219-ufc-123-phil-mr-wonderful-davis-vs-tim-the-barbarian-boetsch,tim-boetsch-the-barbarian,80.0,0.0,20.0,8,59
24470-ufc-123-maiquel-big-rig-falco-vs-gerald-hurricane-harris,maiquel-falcao-big-rig,75.0,25.0,0.0,6,62
24470-ufc-123-maiquel-big-rig-falco-vs-gerald-hurricane-harris,gerald-harris-hurricane,68.4,3.5,28.1,94,62
24469-ufc-123-bj-the-prodigy-penn-vs-matt-hughes-iii,bj-penn-the-prodigy,15.9,52.3,31.8,58,77
24469-ufc-123-bj-the-prodigy-penn-vs-matt-hughes-iii,matt-hughes,35.5,6.5,58.1,42,77
22462-ufc-123-quinton-rampage-jackson-vs-lyoto-the-dragon-machida,lyoto-machida-the-dragon,26.2,14.8,59.0,76,82
22462-ufc-123-quinton-rampage-jackson-vs-lyoto-the-dragon-machida,quinton-jackson-rampage,89.5,0.0,10.5,24,82
25174-the-ultimate-fighter-12-finale-dave-branch-vs-rich-the-raging-bull-attonito,rich-attonito-the-raging-bull,50.0,0.0,50.0,53,57
25174-the-ultimate-fighter-12-finale-dave-branch-vs-rich-the-raging-bull-attonito,dave-branch,19.2,26.9,53.9,47,57
25391-the-ultimate-fighter-12-finale-pablo-the-scarecrow-garza-vs-fredson-paixo,fredson-paixao,4.0,76.0,20.0,51,49
25391-the-ultimate-fighter-12-finale-pablo-the-scarecrow-garza-vs-fredson-paixo,pablo-garza-the-scarecrow,4.6,36.4,59.1,49,49
25447-the-ultimate-fighter-12-finale-nick-pace-vs-will-campuzano,nick-pace,4.8,28.6,66.7,40,53
25447-the-ultimate-fighter-12-finale-nick-pace-vs-will-campuzano,will-campuzano,19.4,6.5,74.2,60,53
26028-the-ultimate-fighter-12-finale-kyle-watson-vs-sako-the-psycho-chivitchian,sako-chivitchian-the-psycho,28.6,0.0,71.4,17,42
26028-the-ultimate-fighter-12-finale-kyle-watson-vs-sako-the-psycho-chivitchian,kyle-watson,5.9,47.1,47.1,83,42
25913-the-ultimate-fighter-12-finale-ian-the-barn-owl-loveland-vs-tyler-thunder-toner,ian-loveland-the-barn-owl,0.0,0.0,100.0,14,37
25913-the-ultimate-fighter-12-finale-ian-the-barn-owl-loveland-vs-tyler-thunder-toner,tyler-toner-thunder,35.5,16.1,48.4,86,37
26029-the-ultimate-fighter-12-finale-cody-ak-kid-mckenzie-vs-the-daywalker-aaron-wilkinson,aaron-wilkinson-the-daywalker,38.9,0.0,61.1,45,42
26029-the-ultimate-fighter-12-finale-cody-ak-kid-mckenzie-vs-the-daywalker-aaron-wilkinson,cody-mckenzie-big-time,0.0,95.7,4.4,55,42
26027-the-ultimate-fighter-12-finale-leonard-bad-boy-garcia-vs-nam-phan,nam-phan,30.8,23.1,46.2,25,52
26027-the-ultimate-fighter-12-finale-leonard-bad-boy-garcia-vs-nam-phan,leonard-garcia-bad-boy,60.5,0.0,39.5,75,52
24452-the-ultimate-fighter-12-finale-rick-the-horror-story-vs-johny-big-rig-hendricks,johny-hendricks,24.5,8.2,67.4,74,66
24452-the-ultimate-fighter-12-finale-rick-the-horror-story-vs-johny-big-rig-hendricks,rick-story-horror,56.3,6.3,37.5,26,66
24248-the-ultimate-fighter-12-finale-demian-maia-vs-kendall-da-spyder-grove,demian-maia,6.4,81.0,12.7,86,77
24248-the-ultimate-fighter-12-finale-demian-maia-vs-kendall-da-spyder-grove,kendall-grove-da-spyder,63.6,0.0,36.4,14,77
24212-the-ultimate-fighter-12-finale-the-american-psycho-stephan-bonnar-vs-igor-the-duke-pokrajac,igor-pokrajac,57.1,14.3,28.6,12,76
24212-the-ultimate-fighter-12-finale-the-american-psycho-stephan-bonnar-vs-igor-the-duke-pokrajac,stephan-bonnar-the-american-psycho,37.9,7.6,54.6,88,76
26018-the-ultimate-fighter-12-finale-jonathan-brookins-vs-michael-the-menace-johnson,michael-johnson-the-menace,0.0,0.0,100.0,10,51
26018-the-ultimate-fighter-12-finale-jonathan-brookins-vs-michael-the-menace-johnson,jonathan-brookins,6.7,55.6,37.8,90,51
24877-ufc-124-john-the-bull-makdessi-vs-pat-awesomely-awesome-audinwood,pat-audinwood-awesomely-awesome,13.3,8.3,78.3,61,99
24877-ufc-124-john-the-bull-makdessi-vs-pat-awesomely-awesome-audinwood,john-makdessi-the-bull,56.4,5.1,38.5,39,99
24699-ufc-124-ricardo-cachorro-almeida-vs-tj-grant,tj-grant,13.3,0.0,86.7,13,116
24699-ufc-124-ricardo-cachorro-almeida-vs-tj-grant,ricardo-almeida-cachorrao,4.0,63.0,33.0,87,116
25089-ufc-124-sean-punisher-pierson-vs-matt-deep-waters-riddle,sean-pierson,30.0,10.0,60.0,10,101
25089-ufc-124-sean-punisher-pierson-vs-matt-deep-waters-riddle,matthew-riddle-the-riddler,45.1,8.8,46.2,90,101
24954-ufc-124-rafael-sapo-natal-vs-jesse-water-bongfeldt,jesse-bongfeldt-water,53.9,7.7,38.5,26,103
24954-ufc-124-rafael-sapo-natal-vs-jesse-water-bongfeldt,rafael-natal-sapo,13.2,50.0,36.8,74,103
24476-ufc-124-mark-bocek-vs-dustin-mclovin-hazelett,dustin-hazelett-mclovin,3.7,69.1,27.2,68,121
24476-ufc-124-mark-bocek-vs-dustin-mclovin-hazelett,mark-bocek,18.0,12.8,69.2,32,121
24705-ufc-124-dan-miller-vs-joe-el-dirte-doerksen,dan-miller,11.8,34.3,53.9,86,119
24705-ufc-124-dan-miller-vs-joe-el-dirte-doerksen,joe-doerksen-el-dirte,43.8,6.3,50.0,14,119
24196-ufc-124-thiago-pitbull-alves-vs-john-doomsday-howard,john-howard-doomsday,53.3,10.0,36.7,22,135
24196-ufc-124-thiago-pitbull-alves-vs-john-doomsday-howard,thiago-alves-pitbull,78.9,3.9,17.3,78,135
24858-ufc-124-mac-danzig-vs-joe-daddy-stevenson,mac-danzig,17.7,35.3,47.1,13,133
24858-ufc-124-mac-danzig-vs-joe-daddy-stevenson,joe-stevenson-daddy,16.7,20.2,63.2,87,133
24706-ufc-124-jim-miller-vs-charles-do-bronx-oliveira,jim-miller,11.8,7.8,80.4,41,126
24706-ufc-124-jim-miller-vs-charles-do-bronx-oliveira,charles-oliveira-do-bronx,12.3,46.6,41.1,59,126
24696-ufc-124-stefan-skyscraper-struve-vs-sean-big-sexy-mccorkle,stefan-struve-skyscraper,50.0,36.4,13.6,69,128
24696-ufc-124-stefan-skyscraper-struve-vs-sean-big-sexy-mccorkle,sean-mccorkle-big-sexy,74.4,15.4,10.3,31,128
23963-ufc-124-georges-rush-st-pierre-vs-josh-kos-koscheck-ii,georges-st-pierre-rush,37.5,21.3,41.2,92,150
23963-ufc-124-georges-rush-st-pierre-vs-josh-kos-koscheck-ii,josh-koscheck-kos,66.7,8.3,25.0,8,150
24672-ufc-125-jacob-christmas-volkmann-vs-antonio-mandingo-mckee,jacob-volkmann-christmas,16.1,29.9,54.0,27,380
24672-ufc-125-jacob-christmas-volkmann-vs-antonio-mandingo-mckee,antonio-mckee-mandingo,33.5,3.2,63.3,73,380
25510-ufc-125-daniel-ninja-roberts-vs-greg-soto,daniel-roberts-ninja,20.1,43.7,36.2,55,371
25510-ufc-125-daniel-ninja-roberts-vs-greg-soto,greg-soto,29.4,26.1,44.6,45,371
25554-ufc-125-diego-the-gun-nunes-vs-mike-brown,diego-nunes-the-gun,12.1,49.2,38.7,12,380
25554-ufc-125-diego-the-gun-nunes-vs-mike-brown,338-mike-thomas-brown,52.2,15.7,32.2,88,380
24837-ufc-125-brad-tavares-vs-the-new-york-badass-phil-baroni,brad-tavares,43.6,15.4,40.9,79,388
24837-ufc-125-brad-tavares-vs-the-new-york-badass-phil-baroni,phil-baroni-the-new-york-badass,72.5,2.5,25.0,21,388
25865-ufc-125-dustin-the-diamond-poirier-vs-josh-the-fluke-grispi,josh-grispi-the-fluke,17.2,58.8,24.1,93,380
25865-ufc-125-dustin-the-diamond-poirier-vs-josh-the-fluke-grispi,dustin-poirier-the-diamond,28.1,25.0,46.9,7,380
25566-ufc-125-jeremy-lil-heathen-stephens-vs-the-irish-hand-grenade-marcus-davis,marcus-davis-the-irish-hand-grenade,45.0,11.3,43.7,32,397
25566-ufc-125-jeremy-lil-heathen-stephens-vs-the-irish-hand-grenade-marcus-davis,jeremy-stephens-lil-heathen,55.7,5.5,38.8,68,397
24818-ufc-125-clay-the-carpenter-guida-vs-the-fireball-kid-takanori-gomi,clay-guida-the-carpenter,12.1,11.3,76.6,53,408
24818-ufc-125-clay-the-carpenter-guida-vs-the-fireball-kid-takanori-gomi,takanori-gomi-the-fireball-kid,63.1,8.8,28.1,47,408
24700-ufc-125-stun-gun-dong-hyun-kim-vs-nate-diaz,dong-hyun-kim-stun-gun,9.4,7.9,82.7,37,409
24700-ufc-125-stun-gun-dong-hyun-kim-vs-nate-diaz,nate-diaz,10.1,61.6,28.3,63,409
24247-ufc-125-brandon-the-truth-vera-vs-thiago-silva-i,thiago-silva,69.6,7.9,22.5,70,409
24247-ufc-125-brandon-the-truth-vera-vs-thiago-silva-i,brandon-vera-the-truth,32.3,10.0,57.7,30,409
24560-ufc-125-all-american-brian-stann-vs-chris-the-crippler-leben,brian-stann-all-american,50.9,10.4,38.7,17,412
24560-ufc-125-all-american-brian-stann-vs-chris-the-crippler-leben,chris-leben-the-crippler,80.2,6.8,13.0,83,412
24665-ufc-125-frankie-the-answer-edgar-vs-gray-the-bully-maynard-ii,frankie-edgar-the-answer,12.8,7.0,80.3,52,422
24665-ufc-125-frankie-the-answer-edgar-vs-gray-the-bully-maynard-ii,gray-maynard-the-bully,15.9,2.9,81.2,48,422
26795-ufc-fight-night-23-chris-kamikaze-cariaso-vs-will-campuzano,will-campuzano,23.6,13.0,63.4,54,304
26795-ufc-fight-night-23-chris-kamikaze-cariaso-vs-will-campuzano,chris-cariaso-kamikaze,23.5,13.2,63.2,46,304
24885-ufc-fight-night-23-charlie-the-spaniard-brenneman-vs-amilcar-alves,charlie-brenneman-the-spaniard,16.9,7.7,75.4,55,361
24885-ufc-fight-night-23-charlie-the-spaniard-brenneman-vs-amilcar-alves,amilcar-alves,13.3,51.9,34.8,45,361
25423-ufc-fight-night-23-waylon-lowe-vs-willamy-chiquerim-freire,willamy-freire-chiquerim,14.8,51.2,34.0,59,361
25423-ufc-fight-night-23-waylon-lowe-vs-willamy-chiquerim-freire,waylon-lowe,35.9,9.0,55.2,41,361
26833-ufc-fight-night-23-rani-yahya-vs-mike-brown,rani-yahya,2.8,77.8,19.4,11,340
26833-ufc-fight-night-23-rani-yahya-vs-mike-brown,338-mike-thomas-brown,55.9,6.8,37.3,89,340
25183-ufc-fight-night-23-damarques-darkness-johnson-vs-mike-the-joker-guymon,michael-guymon-the-joker,41.1,11.6,47.3,34,386
25183-ufc-fight-night-23-damarques-darkness-johnson-vs-mike-the-joker-guymon,damarques-johnson-darkness,29.6,29.6,40.8,66,386
26135-ufc-fight-night-23-yves-thugjitsu-master-edwards-vs-cody-ak-kid-mckenzie,cody-mckenzie-big-time,1.1,91.9,7.0,46,413
26135-ufc-fight-night-23-yves-thugjitsu-master-edwards-vs-cody-ak-kid-mckenzie,yves-edwards-the-texas-gunslinger,70.9,9.6,19.6,54,413
25725-ufc-fight-night-23-handsome-matt-wiman-vs-cole-magrinho-miller,matt-wiman-handsome,28.0,9.3,62.7,18,428
25725-ufc-fight-night-23-handsome-matt-wiman-vs-cole-magrinho-miller,cole-miller-magrinho,3.8,70.9,25.3,82,428
25413-ufc-fight-night-23-pat-hd-barry-vs-joey-mexicutioner-beltran,pat-barry-get-hype,87.4,0.5,12.1,89,436
25413-ufc-fight-night-23-pat-hd-barry-vs-joey-mexicutioner-beltran,joey-beltran-mexicutioner,69.6,6.5,23.9,11,436
25509-ufc-fight-night-23-mark-the-machine-hominick-vs-george-roop,george-roop,31.3,17.5,51.2,20,415
25509-ufc-fight-night-23-mark-the-machine-hominick-vs-george-roop,mark-hominick-the-machine,24.6,19.4,56.0,80,415
25184-ufc-fight-night-23-matt-meathead-mitrione-vs-tim-the-thrashing-machine-hague,tim-hague-the-thrashing-machine,58.3,10.0,31.7,14,433
25184-ufc-fight-night-23-matt-meathead-mitrione-vs-tim-the-thrashing-machine-hague,matt-mitrione-meat,56.0,4.7,39.3,86,433
26123-ufc-fight-night-23-melvin-the-young-assassin-guillard-vs-evan-dunham,evan-dunham-the-kid,7.2,60.3,32.5,78,452
26123-ufc-fight-night-23-melvin-the-young-assassin-guillard-vs-evan-dunham,melvin-guillard-the-young-assassin,59.2,2.0,38.8,22,452
26056-ufc-126-mike-pierce-vs-kenny-robertson,kenny-robertson,27.4,32.8,39.8,21,910
26056-ufc-126-mike-pierce-vs-kenny-robertson,mike-pierce,25.7,11.0,63.3,79,910
25996-ufc-126-kyle-kingsbu-kingsbury-vs-ricardo-romero,ricardo-romero,12.8,65.9,21.3,64,909
25996-ufc-126-kyle-kingsbu-kingsbury-vs-ricardo-romero,kyle-kingsbury,29.3,12.4,58.3,36,909
25981-ufc-126-relentless-paul-taylor-vs-gabe-godzilla-ruediger,gabe-ruediger-godzilla,16.6,33.2,50.2,28,926
25981-ufc-126-relentless-paul-taylor-vs-gabe-godzilla-ruediger,paul-taylor-relentless,51.8,7.6,40.6,72,926
26193-ufc-126-demetrious-mighty-mouse-johnson-vs-norifumi-kid-yamamoto,demetrious-johnson-mighty-mouse,24.5,12.3,63.2,34,933
26193-ufc-126-demetrious-mighty-mouse-johnson-vs-norifumi-kid-yamamoto,norifumi-yamamoto-kid,71.5,10.2,18.3,66,933
26550-ufc-126-chad-money-mendes-vs-michihiro-michi-omigawa,michihiro-omigawa,25.1,29.9,45.0,23,926
26550-ufc-126-chad-money-mendes-vs-michihiro-michi-omigawa,chad-mendes-money,21.0,7.7,71.3,77,926
26738-ufc-126-donald-cowboy-cerrone-vs-paul-tellys-kelly,paul-kelly-tellys,28.7,14.0,57.3,17,944
26738-ufc-126-donald-cowboy-cerrone-vs-paul-tellys-kelly,donald-cerrone-cowboy,19.7,55.2,25.0,83,944
25412-ufc-126-miguel-torres-vs-antonio-banuelos,antonio-banuelos,32.1,12.5,55.4,6,968
25412-ufc-126-miguel-torres-vs-antonio-banuelos,miguel-angel-torres,23.8,49.9,26.3,94,968
25985-ufc-126-jake-the-juggernaut-ellenberger-vs-carlos-eduardo-ta-danado-rocha,carlos-eduardo-rocha-ta-danado,10.8,72.7,16.5,19,955
25985-ufc-126-jake-the-juggernaut-ellenberger-vs-carlos-eduardo-ta-danado-rocha,jake-ellenberger-the-juggernaut,44.6,9.7,45.7,81,955
24671-ufc-126-jon-bones-jones-vs-ryan-darth-bader,jon-jones-bones,74.6,3.5,21.9,76,999
24671-ufc-126-jon-bones-jones-vs-ryan-darth-bader,ryan-bader-darth,45.3,5.2,49.6,24,999
24693-ufc-126-forrest-griffin-vs-rich-ace-franklin,rich-franklin-ace,27.0,1.2,71.9,61,1010
24693-ufc-126-forrest-griffin-vs-rich-ace-franklin,forrest-griffin,19.5,6.2,74.3,39,1010
24670-ufc-126-anderson-the-spider-silva-vs-vitor-the-phenom-belfort,anderson-silva-the-spider,76.4,9.6,14.0,69,1045
24670-ufc-126-anderson-the-spider-silva-vs-vitor-the-phenom-belfort,vitor-belfort-the-phenom,92.9,1.6,5.6,31,1045
26060-ufc-127-curt-the-war-warburton-vs-maciej-irokez-jewtuszko,maciej-jewtuszko-irokez,54.9,22.1,23.1,76,701
26060-ufc-127-curt-the-war-warburton-vs-maciej-irokez-jewtuszko,curt-warburton-the-war,25.5,11.8,62.7,24,701
26705-ufc-127-mark-super-samoan-hunt-vs-chris-the-crowbar-tuchscherer,mark-hunt-super-samoan,89.2,1.6,9.2,34,743
26705-ufc-127-mark-super-samoan-hunt-vs-chris-the-crowbar-tuchscherer,chris-tuchscherer-the-crowbar,44.0,26.4,29.6,66,743
26825-ufc-127-the-wolf-tie-quan-zhang-vs-jason-reinhardt,jason-reinhardt,29.4,24.2,46.4,36,707
26825-ufc-127-the-wolf-tie-quan-zhang-vs-jason-reinhardt,zhang-tie-quan-the-mongolian-wolf,12.3,56.7,31.0,64,707
26232-ufc-127-anthony-the-hippo-perosh-vs-tom-blackledge,anthony-perosh-the-hippo,20.5,26.7,52.8,52,711
26232-ufc-127-anthony-the-hippo-perosh-vs-tom-blackledge,tom-blackledge,54.7,8.9,36.4,48,711
26131-ufc-127-nick-the-promise-ring-vs-riki-fukuda,nick-ring-the-promise,21.5,13.5,65.0,65,731
26131-ufc-127-nick-the-promise-ring-vs-riki-fukuda,riki-fukuda,24.7,15.3,60.0,35,731
25983-ufc-127-alexander-the-mauler-gustafsson-vs-james-te-huna,james-te-huna,63.4,10.8,25.8,26,731
25983-ufc-127-alexander-the-mauler-gustafsson-vs-james-te-huna,alexander-gustafsson-the-mauler,57.6,17.9,24.5,74,731
25843-ufc-127-ross-the-real-deal-pearson-vs-spencer-the-king-fisher,ross-pearson-the-real-deal,30.1,3.1,66.8,68,765
25843-ufc-127-ross-the-real-deal-pearson-vs-spencer-the-king-fisher,spencer-fisher-the-king,32.9,13.8,53.3,32,765
25978-ufc-127-kyle-ko-noke-vs-chris-camozzi,kyle-noke-ko,23.8,33.0,43.2,77,755
25978-ufc-127-kyle-ko-noke-vs-chris-camozzi,chris-camozzi,27.7,22.9,49.4,23,755
28203-ufc-127-brian-bad-boy-ebersole-vs-chris-lights-out-lytle,chris-lytle-lights-out,39.9,39.0,21.2,95,709
28203-ufc-127-brian-bad-boy-ebersole-vs-chris-lights-out-lytle,brian-ebersole-bad-boy,35.5,9.7,54.8,5,709
25792-ufc-127-dennis-siver-vs-george-sotiropoulos,george-sotiropoulos,3.6,87.3,9.2,91,809
25792-ufc-127-dennis-siver-vs-george-sotiropoulos,dennis-siver,85.9,2.8,11.3,9,809
