bout_id,fighter_id,ko_tko_percentage,submission_percentage,decision_percentage,overall_percentage,num_picks
322453-ufc-fight-night-120-karl-roberson-vs-darren-the-dentist-stewart,45190-karl-robinson,76.2,6.5,17.4,84,1284
322453-ufc-fight-night-120-karl-roberson-vs-darren-the-dentist-stewart,44180-darren-stewart,57.3,3.1,39.6,16,1284
323120-ufc-fight-night-120-marcel-fortuna-vs-jake-the-prototype-collier,19559-marcel-fortuna,31.5,17.9,50.7,82,1281
323120-ufc-fight-night-120-marcel-fortuna-vs-jake-the-prototype-collier,17087-jake-collier,39.3,3.1,57.6,18,1281
324523-ufc-fight-night-120-sean-tarzan-strickland-vs-court-the-crusher-mcgee,court-mcgee-the-crusher,21.1,8.7,70.2,17,1302
324523-ufc-fight-night-120-sean-tarzan-strickland-vs-court-the-crusher-mcgee,6055-sean-strickland-tarzan,9.5,2.4,88.1,83,1302
323998-ufc-fight-night-120-angela-overkill-hill-vs-nina-the-strina-ansaroff,57525-angela-hill-overkill,8.1,2.7,89.2,86,1324
323998-ufc-fight-night-120-angela-overkill-hill-vs-nina-the-strina-ansaroff,11224-nina-ansaroff,9.9,17.6,72.5,14,1324
328643-ufc-fight-night-120-super-sage-northcutt-vs-michel-el-capo-quiones,43901-sage-northcutt,68.7,9.4,21.9,87,1350
328643-ufc-fight-night-120-super-sage-northcutt-vs-michel-el-capo-quiones,17844-michael-quinones,45.4,19.2,35.5,13,1350
325542-ufc-fight-night-120-tatiana-suarez-vs-viviane-sucuri-pereira,63005-tatiana-suarez,3.3,45.3,51.4,72,1302
325542-ufc-fight-night-120-tatiana-suarez-vs-viviane-sucuri-pereira,52810-viviane-pereira-sucuri,6.2,12.7,81.1,28,1302
325926-ufc-fight-night-120-john-the-magician-dodson-vs-magic-marlon-moraes,14588-marlon-moraes,11.5,3.9,84.6,33,1363
325926-ufc-fight-night-120-john-the-magician-dodson-vs-magic-marlon-moraes,john-dodson-the-magician,20.8,1.8,77.4,67,1363
325298-ufc-fight-night-120-joe-j-lau-lauzon-vs-clay-the-carpenter-guida,joe-lauzon-j-lau,6.6,43.1,50.3,68,1369
325298-ufc-fight-night-120-joe-j-lau-lauzon-vs-clay-the-carpenter-guida,clay-guida-the-carpenter,4.0,3.8,92.2,32,1369
328645-ufc-fight-night-120-raphael-assuno-vs-matthew-lopez,48122-matt-lopez,30.7,12.3,57.0,9,1342
328645-ufc-fight-night-120-raphael-assuno-vs-matthew-lopez,raphael-assuncao,4.9,9.6,85.6,91,1342
322343-ufc-fight-night-120-nate-the-great-marquardt-vs-cezar-mutante-ferreira,nate-marquardt-the-great,59.8,3.1,37.1,32,1354
322343-ufc-fight-night-120-nate-the-great-marquardt-vs-cezar-mutante-ferreira,cesar-jesus-ferreira-mutante,26.3,6.6,67.1,68,1354
324270-ufc-fight-night-120-andrei-the-pitbull-arlovski-vs-jnior-baby-albini,andrei-arlovski-the-pitbull,75.7,2.9,21.3,21,1372
324270-ufc-fight-night-120-andrei-the-pitbull-arlovski-vs-jnior-baby-albini,36385-albini-muralha-junior-baby,95.1,1.4,3.5,79,1372
323966-ufc-fight-night-120-the-immortal-matt-brown-vs-diego-lionheart-sanchez,28-matt-brown-the-immortal,70.5,2.2,27.4,82,1389
323966-ufc-fight-night-120-the-immortal-matt-brown-vs-diego-lionheart-sanchez,diego-sanchez-nightmare,28.5,7.4,64.1,18,1389
323631-ufc-fight-night-120-dustin-the-diamond-poirier-vs-anthony-showtime-pettis,dustin-poirier-the-diamond,49.2,4.4,46.4,54,1391
323631-ufc-fight-night-120-dustin-the-diamond-poirier-vs-anthony-showtime-pettis,anthony-pettis-showtime,54.6,15.0,30.4,46,1391
333840-ufc-fight-night-121-adam-siwy-wieczorek-vs-anthony-freight-train-hamilton,53697-adam-wieczorek,82.1,12.1,5.8,83,1219
333840-ufc-fight-night-121-adam-siwy-wieczorek-vs-anthony-freight-train-hamilton,19031-anthony-hamilton,74.8,3.5,21.8,17,1219
330523-ufc-fight-night-121-eric-showtime-shelton-vs-jenel-the-demolition-man-lausa,29791-eric-shelton,6.2,10.1,83.7,87,1213
330523-ufc-fight-night-121-eric-showtime-shelton-vs-jenel-the-demolition-man-lausa,54740-jinel-lausa,13.0,6.2,80.8,13,1213
324939-ufc-fight-night-121-alex-astro-girl-chambers-vs-nadia-187-kassem,31692-alex-chambers,2.5,44.1,53.3,26,1228
324939-ufc-fight-night-121-alex-astro-girl-chambers-vs-nadia-187-kassem,101844-nadia-kassem,43.2,8.9,47.9,74,1228
332668-ufc-fight-night-121-damien-beatdown-brown-vs-frank-the-crank-camacho,21404-damien-brown,21.9,6.6,71.5,28,1208
332668-ufc-fight-night-121-damien-beatdown-brown-vs-frank-the-crank-camacho,6791-frank-camacho-the-crank,71.9,3.9,24.2,72,1208
322198-ufc-fight-night-121-tai-bam-bam-tuivasa-vs-rashad-daywalker-coulter,120884-tai-tuivasa-bam-bam,93.0,1.0,6.0,82,1235
322198-ufc-fight-night-121-tai-bam-bam-tuivasa-vs-rashad-daywalker-coulter,18344-orlando-coulter,81.7,0.9,17.4,18,1235
333238-ufc-fight-night-121-ill-will-brooks-vs-nik-the-carnie-lentz,14206-will-brooks-ill,11.5,2.4,86.1,89,1260
333238-ufc-fight-night-121-ill-will-brooks-vs-nik-the-carnie-lentz,nik-lentz-the-carnie,16.0,10.7,73.3,11,1260
323783-ufc-fight-night-121-ryan-baby-face-benoit-vs-ashkan-the-assassin-mokhtarian,ryan-benoit-baby-face,17.8,4.4,77.7,75,1226
323783-ufc-fight-night-121-ryan-baby-face-benoit-vs-ashkan-the-assassin-mokhtarian,29744-ashkan-mokhtaran,29.9,9.1,61.1,25,1226
337356-ufc-fight-night-121-alexander-the-great-volkanovski-vs-shane-sugar-young,61870-shane-young,39.3,28.6,32.1,5,1195
337356-ufc-fight-night-121-alexander-the-great-volkanovski-vs-shane-sugar-young,41705-alex-volkanski,77.4,4.1,18.5,95,1195
327004-ufc-fight-night-121-elias-the-spartan-theodorou-vs-daniel-kelly,30084-daniel-kelly,10.1,12.6,77.3,22,1268
327004-ufc-fight-night-121-elias-the-spartan-theodorou-vs-daniel-kelly,23158-elias-theodorou,13.5,1.9,84.6,78,1268
332836-ufc-fight-night-121-jake-the-celtic-kid-matthews-vs-bojan-serbian-steel-velickovic,45260-jake-matthews,8.6,16.2,75.2,66,1238
332836-ufc-fight-night-121-jake-the-celtic-kid-matthews-vs-bojan-serbian-steel-velickovic,16418-bojan-velickovic-veli,25.4,6.5,68.0,34,1238
332530-ufc-fight-night-121-tim-the-dirty-bird-means-vs-belal-remember-the-name-muhammad,32797-belal-muhammad,25.0,1.7,73.3,24,1270
332530-ufc-fight-night-121-tim-the-dirty-bird-means-vs-belal-remember-the-name-muhammad,3224-tim-means-the-dirty-bird,67.8,3.0,29.2,76,1270
336664-ufc-fight-night-121-bec-rowdy-rawlings-vs-jessy-jess-rose-clark,41689-jessy-rose,7.1,4.2,88.7,26,1228
336664-ufc-fight-night-121-bec-rowdy-rawlings-vs-jessy-jess-rose-clark,25143-bec-hyatt-rowdy,4.2,3.3,92.4,74,1228
332383-ufc-fight-night-121-fabrcio-vai-cavalo-werdum-vs-marcin-tybur-tybura,34449-marcin-tybura-tybur,87.2,1.4,11.5,17,1304
332383-ufc-fight-night-121-fabrcio-vai-cavalo-werdum-vs-marcin-tybur-tybura,fabricio-werdum-vai-cavalo,11.3,80.7,8.1,83,1304
338990-ufc-fight-night-122-cyril-silverback-asker-vs-yaozong-hu,23671-cyril-asker,82.5,7.0,10.5,87,985
338990-ufc-fight-night-122-cyril-silverback-asker-vs-yaozong-hu,162606-yaozong-hu,77.7,3.1,19.2,13,985
336490-ufc-fight-night-122-rolando-the-incredible-dy-vs-wuliji-buren,64510-wu-li-ji-buren,12.0,17.3,70.8,63,1039
336490-ufc-fight-night-122-rolando-the-incredible-dy-vs-wuliji-buren,30584-rolando-gabriel,16.9,3.5,79.6,37,1039
329451-ufc-fight-night-122-gina-danger-mazany-vs-yanan-wu,53505-gina-mazany-danger,12.9,6.8,80.3,54,1061
329451-ufc-fight-night-122-gina-danger-mazany-vs-yanan-wu,74942-ya-nan-wu,22.6,4.6,72.8,46,1061
330554-ufc-fight-night-122-chase-vanilla-gorilla-sherman-vs-shamil-abrek-abdurahimov,55773-chase-sherman,72.5,1.4,26.1,60,1095
330554-ufc-fight-night-122-chase-vanilla-gorilla-sherman-vs-shamil-abrek-abdurahimov,2783-shamil-abdurahimov,26.4,4.8,68.7,40,1095
338708-ufc-fight-night-122-bharat-daring-khandare-vs-yadong-the-terminator-song,25001-bharat-khandare-daring,26.2,27.9,45.9,17,1013
338708-ufc-fight-night-122-bharat-daring-khandare-vs-yadong-the-terminator-song,47836-yadong-song,18.8,16.1,65.0,83,1013
329450-ufc-fight-night-122-kailin-curran-vs-xiaonan-fury-yan,12602-xiao-nan-yang-fury,17.5,6.3,76.2,46,1086
329450-ufc-fight-night-122-kailin-curran-vs-xiaonan-fury-yan,43275-kailin-curran,3.9,9.5,86.6,54,1086
337183-ufc-fight-night-122-bobby-nashty-nash-vs-kenan-song,83444-kenan-song,50.4,10.9,38.8,13,1050
337183-ufc-fight-night-122-bobby-nashty-nash-vs-kenan-song,72429-bobby-nash,72.7,2.1,25.2,87,1050
331109-ufc-fight-night-122-zabit-magomedsharipov-vs-sheymon-moraes,32709-sheymon-da-silva-moraes,27.4,17.7,54.8,6,1110
331109-ufc-fight-night-122-zabit-magomedsharipov-vs-sheymon-moraes,36040-zabit-magomedsharipov,26.9,42.4,30.6,94,1110
333647-ufc-fight-night-122-muslim-king-of-kung-fu-salikhov-vs-alex-the-dominican-nightmare-garcia,44727-muslim-salikhov,75.4,7.0,17.7,85,1100
333647-ufc-fight-night-122-muslim-king-of-kung-fu-salikhov-vs-alex-the-dominican-nightmare-garcia,alex-garcia-,41.9,6.5,51.6,15,1100
332224-ufc-fight-night-122-alex-bruce-leroy-caceres-vs-guan-the-dongbei-tiger-wang,alex-caceres-bruce-leroy,6.0,19.9,74.1,74,1125
332224-ufc-fight-night-122-alex-bruce-leroy-caceres-vs-guan-the-dongbei-tiger-wang,17397-guan-wang,35.6,4.5,59.9,26,1125
331387-ufc-fight-night-122-the-leech-jingliang-li-vs-zak-the-barbarian-ottow,24278-zak-ottow,23.2,6.8,70.1,16,1117
331387-ufc-fight-night-122-the-leech-jingliang-li-vs-zak-the-barbarian-ottow,jing-liang-li-the-leech,38.1,2.6,59.3,84,1117
337340-ufc-fight-night-122-michael-the-count-bisping-vs-kelvin-gastelum,41355-kelvin-gastelum,78.3,4.6,17.0,65,1155
337340-ufc-fight-night-122-michael-the-count-bisping-vs-kelvin-gastelum,michael-bisping-the-count,35.9,1.5,62.5,35,1155
340530-the-ultimate-fighter-26-finale-gillian-the-savage-robertson-vs-emily-whitmire,33183-emily-whitmire,4.8,6.8,88.4,75,849
340530-the-ultimate-fighter-26-finale-gillian-the-savage-robertson-vs-emily-whitmire,73142-gillian-robertson,1.9,35.6,62.5,25,849
340214-the-ultimate-fighter-26-finale-ariel-beck-vs-shana-danger-dobson,63306-aerial-beck,15.1,6.8,78.1,23,916
340214-the-ultimate-fighter-26-finale-ariel-beck-vs-shana-danger-dobson,90374-shana-dobson,18.6,2.9,78.5,77,916
340221-the-ultimate-fighter-26-finale-rachael-ostovich-vs-karine-the-princess-gevorgyan,82608-karine-gevorgyan-princess,14.1,27.3,58.6,15,907
340221-the-ultimate-fighter-26-finale-rachael-ostovich-vs-karine-the-princess-gevorgyan,63874-rachael-ostovich,8.4,16.5,75.1,85,907
325753-the-ultimate-fighter-26-finale-andrew-el-dirte-sanchez-vs-ryan-janes,ryan-janes,21.2,25.0,53.9,6,982
325753-the-ultimate-fighter-26-finale-andrew-el-dirte-sanchez-vs-ryan-janes,39236-andrew-sanchez,21.4,7.4,71.2,94,982
340534-the-ultimate-fighter-26-finale-christina-marks-vs-montana-stewart,15598-christina-marks,17.2,9.4,73.4,16,847
340534-the-ultimate-fighter-26-finale-christina-marks-vs-montana-stewart,62316-montana-stewart,3.7,59.0,37.3,84,847
326527-the-ultimate-fighter-26-finale-joe-one-bad-mofo-soto-vs-brett-the-pikey-johns,joe-soto-the-hammer,7.3,24.1,68.6,39,996
326527-the-ultimate-fighter-26-finale-joe-one-bad-mofo-soto-vs-brett-the-pikey-johns,22153-brett-johns,9.3,3.6,87.2,61,996
340173-the-ultimate-fighter-26-finale-deanna-the-argentine-assassin-bennett-vs-melinda-fbin,99460-melinda-fbin,13.6,33.3,53.1,9,924
340173-the-ultimate-fighter-26-finale-deanna-the-argentine-assassin-bennett-vs-melinda-fbin,21841-deanna-bennett,6.5,14.0,79.5,91,924
324136-the-ultimate-fighter-26-finale-eric-zebrinha-spicely-vs-gerald-gm3-meerschaert,26075-eric-spicely,8.5,67.8,23.7,30,982
324136-the-ultimate-fighter-26-finale-eric-zebrinha-spicely-vs-gerald-gm3-meerschaert,6018-gerald-meerschaert-the-machine,15.2,58.1,26.7,70,982
340612-the-ultimate-fighter-26-finale-lucky-lauren-murphy-vs-little-warrior-barb-honchak,barb-honchak-little-warrior,6.5,3.9,89.6,92,818
340612-the-ultimate-fighter-26-finale-lucky-lauren-murphy-vs-little-warrior-barb-honchak,42982-lauren-taylor,11.7,3.3,85.0,8,818
324741-the-ultimate-fighter-26-finale-sugar-sean-omalley-vs-terrion-flash-ware,36379-terrion-ware,22.4,4.9,72.7,17,995
324741-the-ultimate-fighter-26-finale-sugar-sean-omalley-vs-terrion-flash-ware,68186-sean-omalley,80.7,4.0,15.3,83,995
340599-the-ultimate-fighter-26-finale-nicco-montano-vs-roxanne-the-happy-warrior-modafferi,roxanne-modafferi-the-happy-warrior,11.4,24.3,64.3,62,833
340599-the-ultimate-fighter-26-finale-nicco-montano-vs-roxanne-the-happy-warrior-modafferi,78912-nicco-montano,18.5,2.9,78.6,38,833
330020-ufc-218-allen-crowder-vs-justin-willis,34648-allen-crowder,75.2,5.2,19.6,19,1461
330020-ufc-218-allen-crowder-vs-justin-willis,28235-justin-willis,81.8,0.6,17.6,81,1461
328038-ufc-218-dominick-the-devastator-reyes-vs-jeremy-grizzly-kimball,61438-dominick-reyes,86.5,2.4,11.1,89,1482
328038-ufc-218-dominick-the-devastator-reyes-vs-jeremy-grizzly-kimball,jeremy-kimball,62.5,7.5,30.0,11,1482
330002-ufc-218-abdul-judo-thunder-razak-alhassan-vs-sabah-the-punisher-homasi,sabah-homasi-the-punisher,45.0,6.0,49.0,11,1469
330002-ufc-218-abdul-judo-thunder-razak-alhassan-vs-sabah-the-punisher-homasi,59306-abdul-razak-alhassan,84.0,2.2,13.8,89,1469
325908-ufc-218-angela-your-majesty-magana-vs-amanda-abc-cooper,63720-amanda-bobby-cooper,8.1,16.0,75.9,91,1500
325908-ufc-218-angela-your-majesty-magana-vs-amanda-abc-cooper,angela-magana,8.0,21.7,70.3,9,1500
324198-ufc-218-felice-the-lil-bulldog-herrig-vs-cortney-cast-iron-casey,felice-herrig-lil-bulldog,1.7,11.2,87.2,73,1525
324198-ufc-218-felice-the-lil-bulldog-herrig-vs-cortney-cast-iron-casey,21135-courtney-casey,7.0,8.2,84.8,27,1525
330552-ufc-218-drakkar-klose-vs-david-teymur,56068-david-teymur,25.9,2.2,71.9,73,1507
330552-ufc-218-drakkar-klose-vs-david-teymur,29515-drakkar-klose,13.8,2.1,84.1,27,1507
330753-ufc-218-alex-cowboy-oliveira-vs-yancy-the-kid-medeiros,45649-alex-cowboy,51.0,18.7,30.3,82,1547
330753-ufc-218-alex-cowboy-oliveira-vs-yancy-the-kid-medeiros,yancy-medeiros-frisson,42.3,14.7,43.0,18,1547
335323-ufc-218-paul-the-irish-dragon-felder-vs-charles-do-bronx-oliveira,charles-oliveira-do-bronx,4.7,79.6,15.8,34,1537
335323-ufc-218-paul-the-irish-dragon-felder-vs-charles-do-bronx-oliveira,19266-paul-felder,76.0,2.1,21.9,66,1537
333326-ufc-218-the-karate-hottie-michelle-waterson-vs-the-tiny-tornado-tecia-torres,32610-tecia-torres-the-tiny-tornado,2.8,6.7,90.5,59,1569
333326-ufc-218-the-karate-hottie-michelle-waterson-vs-the-tiny-tornado-tecia-torres,michelle-waterson-the-karate-hottie,5.5,20.1,74.4,41,1569
328264-ufc-218-eddie-the-underground-king-alvarez-vs-justin-the-highlight-gaethje,eddie-alvarez-the-silent-assassin,47.6,3.8,48.6,18,1608
328264-ufc-218-eddie-the-underground-king-alvarez-vs-justin-the-highlight-gaethje,16421-justin-gaethje,90.4,1.1,8.5,82,1608
329857-ufc-218-henry-the-messenger-cejudo-vs-sergio-the-phenom-pettis,17135-sergio-pettis,17.3,5.5,77.2,14,1605
329857-ufc-218-henry-the-messenger-cejudo-vs-sergio-the-phenom-pettis,42359-henry-cejudo,16.2,4.2,79.6,86,1605
329856-ufc-218-alistair-the-reem-overeem-vs-francis-zavier-the-predator-ngannou,64378-francis-ngannou,98.4,0.2,1.4,76,1615
329856-ufc-218-alistair-the-reem-overeem-vs-francis-zavier-the-predator-ngannou,alistair-overeem-demolition-man,60.8,8.3,30.9,24,1615
337181-ufc-218-max-blessed-holloway-vs-jos-aldo-junior-ii,jose-aldo-junior,42.9,6.1,51.0,19,1602
337181-ufc-218-max-blessed-holloway-vs-jos-aldo-junior-ii,12723-max-holloway-lil-evil,77.2,3.0,19.8,81,1602
330004-ufc-fight-night-123-antnio-braga-neto-vs-trevin-the-problem-giles,20072-trevin-giles,79.3,2.8,17.9,85,1242
330004-ufc-fight-night-123-antnio-braga-neto-vs-trevin-the-problem-giles,antonio-braga-neto,10.0,65.0,25.0,15,1242
331018-ufc-fight-night-123-chris-gritz-gruetzemacher-vs-davi-ramos,chris-gruetzemacher-gritz,12.4,4.6,83.0,25,1238
331018-ufc-fight-night-123-chris-gritz-gruetzemacher-vs-davi-ramos,53903-davi-ramos,11.0,55.6,33.4,75,1238
332156-ufc-fight-night-123-iuri-maraj-alcntara-vs-alejandro-el-diablito-perez,yuri-alcantara-marajo,6.0,64.0,30.1,83,1255
332156-ufc-fight-night-123-iuri-maraj-alcntara-vs-alejandro-el-diablito-perez,2598-alejandro-perez,21.6,9.3,69.1,17,1255
334212-ufc-fight-night-123-frankie-saenz-vs-merab-dvalishvili,47934-merab-dvalishvili,30.3,5.8,63.9,74,1247
334212-ufc-fight-night-123-frankie-saenz-vs-merab-dvalishvili,20296-frankie-saenz,5.3,4.7,90.0,26,1247
329516-ufc-fight-night-123-alex-perez-vs-carls-john-golden-boy-de-tomas,alex-perez,6.5,30.3,63.2,94,1237
329516-ufc-fight-night-123-alex-perez-vs-carls-john-golden-boy-de-tomas,90671-carls-john-de-tomas-goldenboy,16.9,14.3,68.8,6,1237
339153-ufc-fight-night-123-cool-hand-luke-sanders-vs-andre-the-asian-sensation-soukhamthath,andre-soukhamthath,50.3,7.3,42.4,13,1245
339153-ufc-fight-night-123-cool-hand-luke-sanders-vs-andre-the-asian-sensation-soukhamthath,luke-sanders,17.6,11.2,71.3,87,1245
330003-ufc-fight-night-123-alexis-ally-gator-davis-vs-liz-girl-rilla-carmouche,liz-carmouche-girl-rilla,7.0,7.5,85.5,51,1274
330003-ufc-fight-night-123-alexis-ally-gator-davis-vs-liz-girl-rilla-carmouche,alexis-davis,0.5,9.4,90.1,49,1274
333026-ufc-fight-night-123-benito-the-golden-boy-lopez-vs-albert-the-warrior-morales,47476-benito-lopez-golden-boy,28.9,4.0,67.1,71,1253
333026-ufc-fight-night-123-benito-the-golden-boy-lopez-vs-albert-the-warrior-morales,64619-albert-morales,15.7,8.4,75.9,29,1253
335721-ufc-fight-night-123-ya-boy-eryk-anders-vs-markus-maluko-perez,54963-marcus-perez-maluco,38.1,28.0,33.9,10,1257
335721-ufc-fight-night-123-ya-boy-eryk-anders-vs-markus-maluko-perez,30666-eryk-anders,87.1,1.6,11.3,90,1257
329448-ufc-fight-night-123-scott-hot-sauce-holtzman-vs-darrell-the-saint-horcher,19952-scott-holtzman,9.4,1.7,88.8,38,1269
329448-ufc-fight-night-123-scott-hot-sauce-holtzman-vs-darrell-the-saint-horcher,17572-darrell-horcher-the-saint,14.0,3.3,82.8,62,1269
338480-ufc-fight-night-123-magic-marlon-moraes-vs-aljamain-funk-master-sterling,14588-marlon-moraes,10.5,2.6,86.9,63,1306
338480-ufc-fight-night-123-magic-marlon-moraes-vs-aljamain-funk-master-sterling,aljamain-sterling,10.0,5.3,84.7,37,1306
333240-ufc-fight-night-123-jason-the-kid-knight-vs-gabriel-moggly-benitez,19215-jason-knight,51.4,28.6,20.0,96,1320
333240-ufc-fight-night-123-jason-the-kid-knight-vs-gabriel-moggly-benitez,27087-gabriel-benitez-moggly,28.3,18.9,52.8,4,1320
329903-ufc-fight-night-123-cub-swanson-vs-brian-t-city-ortega,40994-brian-ortega,10.4,77.3,12.3,50,1353
329903-ufc-fight-night-123-cub-swanson-vs-brian-t-city-ortega,cub-swanson,32.8,2.0,65.3,50,1353
332839-ufc-on-fox-26-jordan-young-gun-mein-vs-erick-the-tiger-silva,jordan-mein-young-guns,57.9,2.7,39.4,64,1367
332839-ufc-on-fox-26-jordan-young-gun-mein-vs-erick-the-tiger-silva,erick-silva-indio,32.6,37.3,30.1,36,1367
324098-ufc-on-fox-26-alessio-manzo-di-chirico-vs-oluwale-holy-war-angel-bamgbose,74325-alessio-di-chirico,15.7,13.7,70.6,35,1346
324098-ufc-on-fox-26-alessio-manzo-di-chirico-vs-oluwale-holy-war-angel-bamgbose,42964-oluwale-bamgbose,90.3,0.8,8.9,65,1346
332705-ufc-on-fox-26-john-the-bull-makdessi-vs-abel-killa-trujillo,john-makdessi-the-bull,23.4,1.6,75.0,19,1361
332705-ufc-on-fox-26-john-the-bull-makdessi-vs-abel-killa-trujillo,11520-abel-trujillo,63.4,6.2,30.4,81,1361
341377-ufc-on-fox-26-nordine-taleb-vs-danny-hot-chocolate-roberts,15517-danny-roberts,21.6,5.9,72.5,46,1313
341377-ufc-on-fox-26-nordine-taleb-vs-danny-hot-chocolate-roberts,16241-nordine-taleb,11.0,2.3,86.7,54,1313
332747-ufc-on-fox-26-chad-the-disciple-laprise-vs-galore-bofando,22241-chad-laprise,17.3,4.6,78.1,69,1343
332747-ufc-on-fox-26-chad-the-disciple-laprise-vs-galore-bofando,25654-galore-bofando,86.7,2.0,11.3,31,1343
341378-ufc-on-fox-26-julian-the-cuban-missile-crisis-marquez-vs-darren-the-dentist-stewart,29696-julian-marquez,88.4,1.0,10.7,91,1316
341378-ufc-on-fox-26-julian-the-cuban-missile-crisis-marquez-vs-darren-the-dentist-stewart,44180-darren-stewart,45.1,8.1,46.9,9,1316
336488-ufc-on-fox-26-ksi-cieszyski-jan-bachowicz-vs-jared-killa-gorilla-cannonier,63163-jared-cannonier,40.1,1.0,58.9,59,1371
336488-ufc-on-fox-26-ksi-cieszyski-jan-bachowicz-vs-jared-killa-gorilla-cannonier,jan-blachowicz,27.2,7.4,65.3,41,1371
327610-ufc-on-fox-26-glover-teixeira-vs-misha-cirkunov,glover-teixeira,60.2,7.3,32.5,41,1418
327610-ufc-on-fox-26-glover-teixeira-vs-misha-cirkunov,14031-misha-cirkunov,56.5,17.8,25.7,59,1418
332838-ufc-on-fox-26-santiago-gente-boa-ponzinibbio-vs-mike-platinum-perry,29349-santiago-ponzinibbio-el-rasta,66.8,3.3,29.9,57,1422
332838-ufc-on-fox-26-santiago-gente-boa-ponzinibbio-vs-mike-platinum-perry,78335-mike-perry,93.5,0.8,5.7,43,1422
340130-ufc-on-fox-26-ricardo-the-bully-lamas-vs-josh-emmett,ricardo-lamas-the-bully,18.9,19.0,62.1,91,1416
340130-ufc-on-fox-26-ricardo-the-bully-lamas-vs-josh-emmett,51295-josh-emmett,26.5,7.4,66.1,9,1416
332746-ufc-on-fox-26-ruthless-robbie-lawler-vs-rafael-dos-anjos,robbie-lawler-ruthless,74.4,0.5,25.1,68,1440
332746-ufc-on-fox-26-ruthless-robbie-lawler-vs-rafael-dos-anjos,rafael-dos-anjos,28.7,19.7,51.6,32,1440
343655-ufc-219-tim-elliott-vs-mark-the-bumblebee-de-la-rosa,13664-timothy-elliot,4.7,20.2,75.1,82,1563
343655-ufc-219-tim-elliott-vs-mark-the-bumblebee-de-la-rosa,59327-mark-delarosa,15.1,41.4,43.5,18,1563
329860-ufc-219-louis-da-last-samurai-smolka-vs-matheus-nicolau,35392-matheus-nicolau-pereira,5.3,16.8,77.9,56,1628
329860-ufc-219-louis-da-last-samurai-smolka-vs-matheus-nicolau,38968-louis-smolka-da-last-samurai,8.3,25.4,66.3,44,1628
337182-ufc-219-omari-wolverine-akhmedov-vs-marvin-the-italian-dream-vettori,50533-marvin-vettori,19.4,16.0,64.6,65,1606
337182-ufc-219-omari-wolverine-akhmedov-vs-marvin-the-italian-dream-vettori,40111-omari-akhmedov,17.1,8.0,75.0,35,1606
332666-ufc-219-myles-the-fury-jury-vs-rick-the-gladiator-glenn,11278-myles-jury-the-fury,15.7,9.3,75.0,78,1642
332666-ufc-219-myles-the-fury-jury-vs-rick-the-gladiator-glenn,17746-rick-glenn,17.3,5.2,77.5,22,1642
340222-ufc-219-khalil-the-war-horse-rountree-vs-micha-the-hummer-oleksiejczuk,61212-michal-oleksiejczuk,64.6,8.9,26.6,20,1625
340222-ufc-219-khalil-the-war-horse-rountree-vs-micha-the-hummer-oleksiejczuk,47284-khalil-rountree-the-war-horse,91.3,0.3,8.4,80,1625
330940-ufc-219-the-natural-born-killer-carlos-condit-vs-neil-magny,16456-aoutneil-magny,12.7,8.7,78.6,19,1717
330940-ufc-219-the-natural-born-killer-carlos-condit-vs-neil-magny,carlos-condit-the-natural-born-killer,57.0,5.2,37.8,81,1717
329859-ufc-219-cynthia-calvillo-vs-the-cookie-monster-carla-esparza,carla-esparza,2.5,5.3,92.2,20,1686
329859-ufc-219-cynthia-calvillo-vs-the-cookie-monster-carla-esparza,25471-cynthia-calvillo,5.7,20.3,73.9,80,1686
334112-ufc-219-daniel-the-hangman-hooker-vs-marc-bonecrusher-diakiese,18854-daniel-hooker,26.2,16.2,57.6,19,1649
334112-ufc-219-daniel-the-hangman-hooker-vs-marc-bonecrusher-diakiese,66513-marc-diakiese,69.1,1.6,29.3,81,1649
334543-ufc-219-khabib-the-eagle-nurmagomedov-vs-edson-junior-barboza,edson-barboza-mendes-junior,80.8,1.6,17.7,22,1732
334543-ufc-219-khabib-the-eagle-nurmagomedov-vs-edson-junior-barboza,18536-khabib-nurmagomedov,21.9,26.4,51.6,78,1732
338350-ufc-219-cristiane-cyborg-justino-vs-holly-the-preachers-daughter-holm,cristiane-santos-cyborg,84.8,6.6,8.6,68,1738
338350-ufc-219-cristiane-cyborg-justino-vs-holly-the-preachers-daughter-holm,18698-holly-holm-hottie,64.0,1.7,34.3,32,1738
341430-ufc-fight-night-124-mike-santiago-vs-mads-burnell,13530-mike-santiago,35.3,7.0,57.8,75,1449
341430-ufc-fight-night-124-mike-santiago-vs-mads-burnell,52291-mads-burnell,24.9,40.8,34.3,25,1449
339924-ufc-fight-night-124-jj-aldrich-vs-danielle-dynamite-taylor,40903-danielle-taylor,7.1,1.9,91.0,75,1461
339924-ufc-fight-night-124-jj-aldrich-vs-danielle-dynamite-taylor,28420-jj-aldrich,5.3,5.0,89.7,25,1461
337987-ufc-fight-night-124-jessica-evil-eye-vs-kalindra-faria,10740-kalindra-carvalho-faria,4.9,9.3,85.8,31,1488
337987-ufc-fight-night-124-jessica-evil-eye-vs-kalindra-faria,14208-jessica-eye,5.4,4.1,90.5,69,1488
341128-ufc-fight-night-124-kyung-ho-mr-perfect-kang-vs-guido-ninja-cannetti,kyung-ho-kang,10.0,46.9,43.1,89,1462
