id,event_id,bout_order,fighter_1_id,fighter_2_id,fighter_1_weight_lbs,fighter_2_weight_lbs,fighter_1_fighting_out_of,fighter_2_fighting_out_of,decision_type
13279,1295,5,5506,6257,246.8,265.6,,,Unanimous Decision
13280,1295,6,5130,5985,258.0,261.2,,,Unanimous Decision
13281,1295,7,6258,5981,254.0,237.2,,,Unanimous Decision
13288,1297,1,6023,4246,115.5,115.5,"Phoenix, AZ","Arlington, TX",Split Decision
13291,1297,2,5810,5080,136.0,136.0,"Aktobe, Kazakhstan","Santana, Amapa, Brazil",Unanimous Decision
13292,1297,3,5885,5611,146.0,145.5,"Beijing, China","Little Rock, AK",Unanimous Decision
13294,1297,4,5949,5339,185.5,185.0,"Las Vegas, NV","Orlando, FL",Unanimous Decision
13295,1297,5,5809,5659,136.0,135.0,"Kizilyurt, Russia","Morganfield, KY",Unanimous Decision
13299,1297,6,3121,5194,156.0,156.0,"Poznan, Poland","Krasnodar, Russia",Unanimous Decision
13285,1296,1,4840,4689,131.6,131.8,"Rome, Italy","Dundee, Scotland",Unanimous Decision
13286,1296,2,6047,5825,145.9,144.4,,,Split Decision
13287,1296,3,6265,5516,144.3,145.9,,,Majority Draw
13300,1298,1,4416,5392,155.6,154.4,,,Unanimous Decision
13301,1298,2,5180,6080,154.0,154.8,,,Split Decision
13302,1298,3,5927,743,170.2,170.8,,,Unanimous Decision
13304,1299,1,4959,1887,126.0,126.0,"Sacramento, CA","Las Vegas, NV",Unanimous Decision
13305,1299,2,5509,1696,185.5,186.0,"Montes Claros, Minas Gerais, Brazil","Queens, NY",Unanimous Decision
13306,1299,3,4728,781,185.0,185.5,"Pretoria, South Africa","Las Vegas, NV",Unanimous Decision
13307,1299,4,5109,3934,171.0,170.0,"Deerfield Beach, FL","San Pedro, CA",Unanimous Decision
13313,1299,5,4059,1990,144.5,144.5,"Windang, New South Wales, Australia","Waianae, HI",Unanimous Decision
13314,1299,6,4648,3282,183.5,184.5,"Auckland, New Zealand","Anchorage, AK",Unanimous Decision
13315,1300,1,5932,3991,136.0,135.5,"Spokane, WA","Sunrise, FL",Unanimous Decision
13318,1300,2,4993,3536,124.5,126.0,"Bishkek, Kyrgyzstan","Glendale, AZ",Split Decision
13320,1300,3,5436,1113,155.5,155.5,,,Split Decision
13321,1300,4,4201,3760,135.5,135.5,,,Unanimous Decision
13323,1300,5,4834,2810,,,,,Unanimous Decision
13324,1300,6,6186,6150,,,,,Unanimous Decision
13326,1301,1,3904,1608,115.6,115.8,,,Unanimous Decision
13327,1301,2,5782,4042,185.6,184.4,,,Unanimous Decision
13332,1301,3,3072,1001,125.2,125.8,,,Unanimous Decision
13333,1301,4,4079,5263,145.8,145.6,,,Majority Decision
13338,1302,1,4964,6267,115.5,115.1,,,Unanimous Decision
13339,1302,2,5481,4026,134.3,134.1,,,Split Decision
13347,1304,1,5757,6271,136.0,137.8,"Long Beach, CA","Spokane, WA",Split Decision
13348,1304,2,5937,5893,154.4,155.4,,,Unanimous Decision
13351,1304,3,4861,1852,171.0,172.8,"Coconut Creek, FL","Atlanta, GA",Unanimous Decision
13340,1303,1,6268,6269,124.8,124.5,,,Unanimous Decision
13341,1303,2,4844,4507,,,,,Split Decision
13342,1303,3,5797,6270,185.4,183.7,,,Unanimous Decision
13343,1303,4,6176,4950,135.1,132.9,,,Unanimous Decision
13344,1303,5,2934,4311,145.7,144.7,,,Unanimous Decision
13345,1303,6,4506,3005,185.2,183.4,,,Unanimous Decision
13346,1303,7,5696,5798,155.4,155.6,,,Unanimous Decision
13364,1306,1,6116,6273,171.0,170.0,,,Split Decision
13365,1306,2,6151,5216,156.0,157.0,,,Unanimous Decision
13366,1306,3,5736,6274,136.0,135.0,,,Unanimous Decision
13367,1306,4,6275,6276,211.0,205.0,,,Unanimous Decision
13368,1306,5,6034,6030,126.0,126.0,,,Unanimous Decision
13349,1305,1,2871,2842,170.0,170.5,"Copenhagen, Denmark","Rio de Janeiro, Brazil",Unanimous Decision
13350,1305,2,4885,5716,125.5,125.0,"Shreveport, LA","Gelsenkirchen, Germany",Unanimous Decision
13352,1305,3,4803,5020,155.0,155.0,"Wolverhampton, England","Stoney Creek, Ontario, Canada",Unanimous Decision
13353,1305,4,6168,6272,126.0,125.5,"Manchester, England","St. Louis, MO",Unanimous Decision
13355,1305,5,3215,3152,145.5,145.0,"London, England","Coconut Creek, FL",Unanimous Decision
13356,1305,6,3974,2869,156.0,156.0,"Doncaster, England","Copenhagen, Denmark",Unanimous Decision
13357,1305,7,4484,4480,155.0,155.5,"Nove Zamky, Slovakia","Blaenavon, Wales",Unanimous Decision
13358,1305,8,2680,4094,205.5,206.0,"Fribourg, Switzerland","Coatbridge, Scotland",Unanimous Decision
13362,1305,9,2245,5949,184.9,186.0,"Oslo, Norway","Las Vegas, NV",Unanimous Decision
13369,1307,1,5941,6134,172.5,169.5,"Arcata, CA","Auckland, New Zealand",Unanimous Decision
13371,1307,2,5808,4354,137.5,135.0,"Panama City, Panama","Incheon, South Korea",Split Decision
13373,1307,3,4135,5823,155.5,155.0,"Glendale, AZ","Mexicali, Baja California, Mexico",Unanimous Decision
13374,1307,4,6279,5469,264.5,255.0,"New York, NY","Louisville, KY",Split Decision
13376,1307,5,3685,5676,171.0,171.0,"Houston, TX","Frederick, MD",Unanimous Decision
13381,1307,6,1384,2719,135.0,134.5,"Coral Springs, FL","Chicago, IL",Unanimous Decision
13382,1308,1,5306,3543,206.0,204.6,,,Split Decision
13383,1308,2,2922,5974,155.0,156.0,,,Unanimous Decision
13384,1308,3,2696,6280,204.6,206.0,,,Unanimous Decision
13385,1308,4,2645,906,155.8,155.6,,,Unanimous Decision
13386,1308,5,6281,6282,146.0,144.2,,,Unanimous Decision
13387,1308,6,5993,4743,154.4,156.0,,,Unanimous Decision
13388,1308,7,6283,6284,155.8,155.8,,,Split Decision
13403,1310,1,4247,3684,125.2,128.4,"Philadelphia, PA","Los Angeles, CA",Unanimous Decision
13404,1310,2,6290,3374,136.0,135.8,"Rio Preto da Eva, Amazonas, Brazil","Fonthill, Ontario, Canada",Unanimous Decision
13406,1310,3,5460,5760,248.2,243.4,"Istanbul, Turkey","Coconut Creek, FL",Split Decision
13407,1310,4,3555,3901,129.0,125.6,"Honolulu, HI","Campinas, Sao Paulo, Brazil",Unanimous Decision
13421,1313,1,5587,5744,135.5,134.0,"Englewood, CO","Albuquerque, NM",Majority Draw
13425,1313,2,3208,4217,125.5,125.5,"Weston, FL","San Jose, CA",Split Decision
13426,1313,3,6184,6300,266.0,236.5,"Trnava, Slovakia","Nowy Targ, Poland",Split Decision
13427,1313,4,3257,5855,119.5,119.0,"San Diego, CA","Vancouver, British Columbia, Canada",Unanimous Decision
13431,1313,5,6301,6302,114.5,116.0,,,Unanimous Decision
13432,1313,6,5573,6078,145.5,145.0,,,Majority Decision
13414,1312,1,6295,6296,182.8,181.9,,,Unanimous Decision
13415,1312,2,5302,6297,160.9,160.2,,,Split Decision
13417,1312,3,6298,5899,125.9,124.5,,,Unanimous Decision
13419,1312,4,5200,4665,169.5,170.8,,,Unanimous Decision
13410,1311,1,3336,1832,236.0,245.0,"Rzeszow, Poland",,Unanimous Decision
13411,1311,2,6291,6292,170.0,170.0,"Port Orange, FL",,Split Decision
13416,1311,3,5927,4597,171.0,171.0,"Stockholm, Sweden","Curitiba, Parana, Brazil",Unanimous Decision
13434,1311,4,4838,6303,205.0,203.0,,,Unanimous Decision
13435,1311,5,4277,2301,205.0,205.0,,,Unanimous Decision
13438,1315,1,4684,6193,126.0,126.0,,,Unanimous Decision
13440,1315,2,6305,3539,146.0,146.0,,,Unanimous Decision
13443,1316,1,5861,4007,136.0,136.0,"Shanghai, China","Lowell, MA",Unanimous Decision
13445,1316,2,6185,6161,170.5,170.5,"La Chaux-de-Fonds, Switzerland","Lafayette, LA",Unanimous Decision
13446,1316,3,5848,5453,145.5,146.0,"Scottsdale, AZ","St. Louis, MO",Split Draw
13447,1316,4,4386,2495,155.5,156.0,,,Unanimous Decision
13448,1316,5,3784,5690,252.5,239.5,,,Majority Decision
13451,1316,6,4593,864,136.0,136.0,,,Unanimous Decision
13452,1316,7,4228,1228,185.5,185.5,,,Unanimous Decision
13436,1314,1,6304,5230,136.0,135.0,,,Unanimous Decision
13437,1314,2,2972,4735,246.0,239.0,,,Split Decision
13439,1314,3,2232,2401,145.0,145.0,,,Unanimous Decision
13441,1314,4,6306,6307,237.0,243.0,,,Unanimous Decision
13458,1318,1,5368,5696,,,,,Unanimous Decision
13460,1318,2,4492,1116,155.0,154.5,"Rabat, Morocco","Montreal, Quebec, Canada",Unanimous Decision
13461,1318,3,3215,5263,,145.5,,"Beloeil, Quebec, Canada",Unanimous Decision
13462,1318,4,5909,6313,146.0,146.0,,,Majority Decision
13464,1318,5,5726,3855,186.0,186.0,"Paris, France","St. Louis, MO",Unanimous Decision
13465,1318,6,2250,3927,186.0,186.0,"Sydney, New South Wales, Australia","Mezzocorona, Italy",Unanimous Decision
13467,1319,1,6202,6103,171.0,170.5,"Saint-Bruno, Quebec, Canada","Sedalia, MO",Split Decision
13468,1319,2,5456,6314,115.5,113.5,"Princeton, NJ","Estado de Mexico, Mexico",Unanimous Decision
13469,1319,3,5352,6136,135.0,135.5,"Beijing, China","Calgary, Alberta, Canada",Unanimous Decision
13470,1319,4,5614,6315,,,,,Unanimous Decision
13474,1319,5,3671,3171,146.0,149.5,"Las Vegas, NV","Calgary, Alberta, Canada",Unanimous Decision
13477,1319,6,4137,2982,179.0,170.5,"Alhambra, CA","Beijing, China",Split Decision
13504,1323,1,6325,6326,146.0,146.0,,,Unanimous Decision
13505,1323,2,6327,4496,136.0,140.0,,,Unanimous Decision
13481,1320,1,6160,5575,135.5,135.5,"London, England","Coconut Creek, FL",Unanimous Decision
13483,1320,2,3906,6317,156.0,155.0,"Lee's Summit, MO","Mexico City, Mexico",Unanimous Decision
13484,1320,3,4609,6158,115.5,115.0,"Phuket, Thailand","Niteroi, Rio de Janeiro, Brazil",Unanimous Decision
13485,1320,4,4398,5780,170.0,170.5,"Houston, TX","Arcata, CA",Unanimous Decision
13488,1320,5,5629,5450,261.0,229.0,"Belo Horizonte, Minas Gerais, Brazil","Edmonton, Alberta, Canada",Split Decision
13490,1320,6,2670,2396,145.5,146.0,"Sacramento, CA","King of Prussia, PA",Split Decision
13493,1321,1,5239,1449,155.7,156.0,"Manchester, England","Riverside, CA",Unanimous Decision
13494,1321,2,6146,6319,155.2,155.2,"Dublin, Ireland","Portsmouth, England",Unanimous Decision
13495,1321,3,2457,5935,135.7,135.0,"Swansea, Wales","Murfreesboro, TN",Unanimous Decision
13496,1321,4,2608,6320,135.7,135.9,"County Wexford, Ireland","Araucaria, Parana, Brazil",Unanimous Decision
13497,1321,5,4779,4446,146.0,145.8,"Dublin, Ireland","Husum, Copenhagen, Denmark",Unanimous Decision
13498,1321,6,4382,5851,146.0,146.0,"Belfast, Northern Ireland","Nova Iguacu, Rio de Janeiro, Brazil",Unanimous Decision
13499,1321,7,897,2764,155.4,154.2,"Phoenix, AZ","Dublin, Ireland",Unanimous Decision
13500,1322,1,6321,6322,146.0,145.8,,,Unanimous Decision
13501,1322,2,5672,4464,145.9,145.9,,,Unanimous Decision
13502,1322,3,6323,6324,170.8,170.5,,,Split Decision
13503,1322,4,3354,6155,205.8,212.2,,,Unanimous Decision
13518,1325,1,5061,5057,144.6,144.0,"Cuiaba, Mato Grosso, Brazil","Thousand Oaks, CA",Split Decision
13519,1325,2,5756,6328,124.8,125.8,"Maui, HI","San Diego, CA",Unanimous Decision
13520,1325,3,4809,5163,156.0,154.6,,,Split Decision
13521,1325,4,3431,3126,155.2,156.0,,,Unanimous Decision
13522,1325,5,6041,6329,136.0,131.8,"Vallejo, CA","San Diego, CA",Unanimous Decision
13523,1325,6,3422,3646,141.0,137.4,"Hesperia, CA","Lima, Peru",Unanimous Decision
13525,1325,7,3438,5609,155.8,156.6,"Long Beach, CA","Del Mar, CA",Unanimous Decision
13526,1325,8,1448,4718,144.6,145.0,"Natal, Rio Grande do Norte, Brazil","Deerfield Beach, FL",Unanimous Decision
13510,1324,1,2422,1561,253.0,254.0,"Malmo, Sweden","Moscow, Russia",Unanimous Decision
13512,1324,2,5195,6119,155.0,155.5,"Coconut Creek, FL","Sacramento, CA",Unanimous Decision
13514,1324,3,4833,5674,135.5,135.0,"Rio de Janeiro, Brazil","Maite, Guam",Unanimous Decision
13516,1324,4,3709,2120,170.5,170.0,"Queens, NY","Brasilia, Distrito Federal, Brazil",Unanimous Decision
13517,1324,5,4556,4592,115.5,115.5,"Beijing, China","Huntington Beach, CA",Majority Decision
13527,1326,1,6330,6331,168.1,170.0,,,Unanimous Decision
13528,1326,2,4917,4669,115.6,114.7,,,Unanimous Decision
13529,1326,3,4840,5236,134.6,134.9,,,Unanimous Decision
13530,1327,1,6332,4713,126.0,126.0,,,Unanimous Decision
13531,1327,2,6333,5813,136.0,135.0,,,Unanimous Decision
13532,1327,3,6334,6335,148.0,147.0,,,Unanimous Decision
13533,1327,4,2624,6249,260.0,242.0,,,Split Decision
13534,1327,5,5766,3446,146.0,145.0,,,Split Decision
13537,1328,1,6178,5799,115.5,115.0,"Maracaibo, Venezuela","Dallas, TX",Unanimous Decision
13539,1328,2,5750,6046,185.5,185.5,"Sydney, New South Wales, Australia","Stockton, CA",Unanimous Decision
13540,1328,3,6022,4629,136.0,136.0,"Houston, TX","D'Iberville, MS",Split Decision
13542,1328,4,889,6124,136.0,136.0,,,Unanimous Decision
13545,1328,5,4010,5258,125.5,126.0,"Guadalajara, Jalisco, Mexico","Brasilia, Distrito Federal, Brazil",Unanimous Decision
13546,1329,1,5349,2861,135.0,135.0,"Niteroi, Rio de Janeiro, Brazil","Malmo, Sweden",Majority Decision
13548,1329,2,6150,6135,,,,,Unanimous Decision
13549,1329,3,3547,6187,,,,,Unanimous Decision
13550,1329,4,2580,2680,206.0,206.0,,"Fribourg, Switzerland",Unanimous Decision
13551,1329,5,6186,5394,186.0,185.5,"Sao Luis, Maranhao, Brazil","Bukhara, Uzbekistan",Unanimous Decision
13553,1329,6,4792,3124,125.5,127.5,"Nice, France","Amity Harbor, NY",Unanimous Decision
13554,1329,7,2786,3121,156.0,156.0,"Yorba Linda, CA","Poznan, Poland",Unanimous Decision
13556,1329,8,4585,4806,135.5,136.0,"Glendale, AZ","Yekaterinburg, Russia",Split Decision
13571,1331,1,6340,5004,179.9,181.0,"Hastings, England","Erba, Italy",Unanimous Decision
13573,1331,2,5228,6206,170.8,170.9,"Dublin, Ireland","Paris, France",Split Decision
13575,1331,3,5735,6342,145.6,146.0,"Paris, France","Novara, Italy",Unanimous Decision
13576,1331,4,5603,6343,115.1,115.8,"Livorno, Italy","Torino, Italy",Split Decision
13577,1331,5,3788,3757,156.0,155.9,"London, England","Aix-en-Provence, France",Unanimous Decision
13579,1331,6,3794,6055,154.8,155.8,"Dublin, Ireland","Normandy, France",Unanimous Decision
13580,1331,7,5894,2597,145.2,146.0,"Greeley, CO","Sunderland, England",Unanimous Decision
13581,1331,8,3007,2532,155.8,155.3,"Wolverhampton, England","Deerfield Beach, FL",Split Decision
13582,1331,9,4313,4040,185.4,185.2,"Birmingham, England","Dublin, Ireland",Unanimous Decision
13560,1330,1,5656,6337,126.0,125.5,"Covington, GA","Rio de Janeiro, Brazil",Unanimous Decision
13565,1330,2,3878,1925,205.0,204.0,"Las Vegas, NV","Englewood, CO",Split Decision
13567,1330,3,6095,5817,,,,,Unanimous Decision
13568,1330,4,3928,1992,,,,,Split Decision
13584,1332,1,6263,6345,155.7,155.3,,,Unanimous Decision
13585,1332,2,5200,6295,184.1,186.0,,,Unanimous Decision
13586,1332,3,5516,2934,145.5,145.6,,,Unanimous Decision
13587,1332,4,4345,6346,185.6,185.3,,,Unanimous Decision
13588,1332,5,4876,6347,155.8,155.8,,,Unanimous Decision
13589,1332,6,3870,4277,202.7,205.0,,,Unanimous Decision
13590,1332,7,5110,4371,170.5,170.0,,,Unanimous Decision
13591,1332,8,5359,5478,144.6,145.0,,,Unanimous Decision
13594,1333,1,5658,4997,135.5,135.5,,,Unanimous Decision
13597,1333,2,4100,4886,125.5,126.0,"Denver, CO","Knoxville, TN",Unanimous Decision
13605,1335,1,6350,4495,136.0,136.0,,,Unanimous Decision
13603,1334,1,5100,4697,145.7,145.6,"South Shields, England","Milton Keynes, England",Unanimous Decision
13604,1334,2,6349,6175,144.9,145.0,"Roermond, Holland","Rochdale, England",Split Draw
13606,1334,3,6351,5899,124.7,125.6,"Zagreb, Croatia","Wrexham, Wales",Unanimous Decision
13608,1336,1,4856,4627,136.0,136.0,"Milwaukee, WI","Bayside, Queens, NY",Unanimous Decision
13610,1336,2,3310,4688,115.5,115.5,"Lodz, Poland","Tucuman, Argentina",Unanimous Decision
13612,1336,3,6025,5324,186.0,185.0,"Philadelphia, PA","Curitiba, Parana, Brazil",Unanimous Decision
13621,1337,1,5462,6352,,,,,Unanimous Decision
13622,1337,2,5895,5764,170.6,170.8,,,Unanimous Decision
13623,1337,3,6353,2819,146.0,145.2,,,Unanimous Decision
13624,1337,4,5940,1415,154.8,154.0,,,Unanimous Decision
13625,1337,5,4423,3050,203.8,204.2,,,Unanimous Decision
13627,1338,1,6026,6213,135.0,136.0,"Spokane, WA","El Paso, TX",Unanimous Decision
13628,1338,2,6023,6077,116.0,115.5,"Phoenix, AZ","Niteroi, Rio de Janeiro, Brazil",Unanimous Decision
13629,1338,3,3760,5755,136.0,135.5,"Houston, TX","Tempe, AZ",Split Decision
13630,1338,4,5389,3815,136.0,136.0,"Dallas, TX","Las Vegas, NV",Unanimous Decision
13631,1338,5,4240,3450,125.0,124.5,"Curitiba, Brazil","Volnogorsk, Ukraine",Unanimous Decision
13632,1338,6,6272,5642,125.5,126.0,"St. Louis, MO","Aktobe, Kazakhstan",Split Decision
13635,1338,7,6095,3924,259.0,256.0,"Phoenix, AZ","D'Iberville, MS",Unanimous Decision
13637,1339,1,5158,5812,145.3,145.5,"Mantes-La-Jolie, France","Pula, Croatia",Split Decision
13638,1340,1,3975,265,175.8,174.6,,,Unanimous Decision
13639,1340,2,5927,6211,169.6,169.4,,,Unanimous Decision
13640,1340,3,4124,1364,145.4,146.0,,,Split Decision
13641,1340,4,3129,5779,154.2,154.4,,,Unanimous Decision
13644,1341,1,6098,6121,156.0,156.0,"Las Vegas, NV","Tijuana, Mexico",Unanimous Decision
13645,1341,2,5454,751,146.0,145.0,"Phoenix, AZ","Portage, IN",Unanimous Decision
13646,1341,3,1113,3974,156.0,155.5,"St. Louis, MO","Doncaster, England",Unanimous Decision
13647,1341,4,276,3549,154.5,155.5,"Johnsburg, IL","Knoxville, TN",Split Decision
13648,1341,5,3257,3904,115.5,115.5,,,Unanimous Decision
13656,1342,1,4763,6102,136.0,135.2,"Humboldt County, CA","Spartanburg, South Carolina",Split Decision
13657,1342,2,4579,5751,146.0,145.4,"Canby, OR","Coconut Creek, FL",Split Decision
13658,1342,3,3695,5487,170.0,170.8,"Miami, FL","Tulsa, OK",Unanimous Decision
13659,1342,4,5467,4526,124.8,124.2,"Natal, Rio Grande do Norte, Brazil","Amsterdam, Netherlands",Split Decision
13661,1342,5,5176,6043,,,,,Unanimous Decision
13660,1342,6,5566,5872,134.4,135.0,"Milwaukee, WI","Fort Lauderdale, FL",Split Decision
13677,1343,1,2510,4386,156.0,155.5,"Liverpool, England","Astoria, Queens, NY",Unanimous Decision
13678,1343,2,4695,3154,205.0,204.5,"Makhachkala, Russia","Warsaw, Poland",Split Draw
13692,1344,1,6305,5997,146.0,146.0,,,Split Decision
13693,1344,2,6117,5504,205.0,205.0,,,Unanimous Decision
13694,1344,3,5639,4787,135.0,135.0,,,Split Decision
13679,1345,1,5810,5312,136.0,135.5,"Aktobe, Kazakhstan","Portland, OR",Unanimous Decision
13680,1345,2,5815,5624,126.0,125.5,"Phuket, Thailand","Horice, Hradec Kralove, Czech Republic",Unanimous Decision
13681,1345,3,6237,6027,171.0,170.0,"Saransk, Mordovia, Russia","Charlotte, NC",Unanimous Decision
13682,1345,4,5823,6242,155.0,158.5,,,Unanimous Decision
13684,1345,5,5676,3030,171.0,170.0,"Frederick, MD","Epping, Victoria, Australia",Unanimous Decision
13685,1345,6,4692,4750,115.5,115.5,"Cwmbran, Wales","Dallas, TX",Unanimous Decision
13690,1345,7,5194,5011,155.5,156.0,"Yerevan, Armenia","Atyrau, Kazakhstan",Unanimous Decision
13691,1345,8,3282,2851,185.5,186.0,"Glendale, AZ","Corona, CA",Split Decision
13702,1347,1,6367,6233,145.8,146.0,"Halmstad, Sweden","Groningen, Netherlands",Unanimous Decision
13703,1347,2,5270,6368,135.2,135.8,"Liverpool, England","Napoli, Italy",Unanimous Decision
13704,1347,3,5524,6369,145.2,145.8,"Barking, England","Pontault-Combault, France",Unanimous Decision
13705,1347,4,1446,6370,133.7,135.7,"San Diego, CA","Helsinki, Finland",Unanimous Decision
13695,1346,1,5937,6363,155.9,156.0,,,Unanimous Decision
13696,1346,2,3422,6364,134.0,133.8,,,Split Decision
13699,1346,3,2669,6365,124.8,125.4,,,Unanimous Decision
13700,1346,4,1448,3392,145.0,145.2,,,Unanimous Decision
13701,1346,5,3438,6366,154.0,156.0,"Long Beach, CA",,Unanimous Decision
13708,1348,1,6238,6371,146.0,145.5,"Albuquerque, NM","Oswego, IL",Unanimous Decision
13710,1348,2,6372,4934,155.5,155.0,"Szczecin, Poland","Derry, NH",Unanimous Decision
13712,1348,3,6160,6375,136.0,145.5,"London, England","Pindare Mirim, Maranhao, Brazil",Unanimous Decision
13714,1348,4,2714,3970,135.5,136.0,"Colorado Springs, CO","Manaus, Amazonas, Brazil",Split Decision
13717,1348,5,2851,5726,204.0,194.0,"Corona, CA","Paris, France",Unanimous Decision
13722,1350,1,6014,5434,145.5,146.0,"Curitiba, Parana, Brazil","Paris, France",Unanimous Decision
13723,1350,2,2871,2995,170.0,171.0,"Copenhagen, Denmark","Rio de Janeiro, Brazil",Split Decision
13725,1350,3,4400,6382,135.5,136.0,"Sparta, MI","Rio de Janeiro, Brazil",Unanimous Decision
13732,1350,4,2540,3072,125.0,125.5,"Niteroi, Rio de Janeiro, Brazil","Denver, CO",Unanimous Decision
13735,1350,5,5579,2090,205.0,205.0,"Grand Rapids, MI","Danbury, CT",Unanimous Decision
13718,1349,1,6376,6377,,,,,Unanimous Decision
13719,1349,2,6152,6378,156.0,156.0,,,Unanimous Decision
13720,1349,3,5738,6379,185.0,185.0,,,Split Decision
13750,1352,1,6393,6394,145.0,145.5,"Daegu, South Korea","Sichaun, China",Split Decision
13753,1352,2,5020,3252,145.5,145.5,"Stoney Creek, Ontario, Canada","Busan, South Korea",Majority Draw
13754,1352,3,3784,1424,253.5,256.5,"Uniejow, Poland","Sofia, Bulgaria",Unanimous Decision
13755,1352,4,3879,5353,,,,,Unanimous Decision
13736,1351,1,6068,2845,135.4,135.8,,,Unanimous Decision
13737,1351,2,5844,4598,128.8,125.8,,,Split Decision
13738,1351,3,5483,5468,205.2,205.2,"Denver, CO","Stockholm, Sweden",Split Decision
13740,1351,4,5966,4895,261.8,253.4,"Baku, Azerbaijan","Deerfield Beach, FL",Unanimous Draw
13741,1351,5,3501,6386,145.6,145.2,,,Unanimous Decision
13744,1351,6,5167,4199,184.0,184.8,,,Unanimous Decision
13757,1351,7,2611,6013,170.4,170.6,,,Unanimous Decision
13758,1351,8,5757,5471,136.0,135.0,,,Split Decision
13759,1351,9,5901,5205,145.6,145.0,,,Unanimous Decision
13760,1351,10,6398,6093,170.2,170.8,,,Unanimous Decision
13773,1353,1,6399,2563,155.5,157.5,"Sao Paulo, Brazil","Grozny, Chechen Republic, Russia",Split Decision
13761,1353,2,6400,4536,146.0,145.5,,,Unanimous Decision
13763,1353,3,6401,4301,145.5,146.0,,,Unanimous Decision
13764,1353,4,5436,6402,155.0,154.5,,,Unanimous Decision
13767,1353,5,3870,4058,206.0,206.0,"London, England","Sydney, New South Wales, Australia",Unanimous Decision
13768,1353,6,5014,3631,204.5,206.0,"Bendigo, Victoria, Australia","Dallas, TX",Majority Draw
13772,1353,7,3473,4059,155.0,154.5,"Makhachkala, Russia","Windang, New South Wales, Australia",Unanimous Decision
13777,1354,1,5622,6406,145.0,146.0,"Redlands, CA","Dubai, UAE",Unanimous Decision
13780,1354,2,4680,629,156.0,155.5,"Denver, CO","Sparta, NJ",Unanimous Decision
13781,1354,3,4660,5709,205.0,206.0,,,Unanimous Decision
13782,1354,4,4811,5784,249.5,266.0,"Las Vegas, NV","Escanaba, MI",Unanimous Decision
13783,1354,5,5946,5677,204.2,204.0,"Denver, CO","Los Angeles, CA",Unanimous Decision
13798,1356,1,6413,5883,,,,,Majority Decision
13800,1356,2,5572,6272,130.0,130.0,,,Split Decision
13802,1356,3,6120,6415,125.5,126.0,,,Unanimous Decision
13806,1356,4,2408,5469,265.0,261.5,,,Unanimous Decision
13786,1355,1,6408,3794,164.2,164.2,Ukraine,"Dublin, Ireland",Unanimous Decision
13787,1355,2,6409,4092,125.2,124.8,"San Diego, CA","Preveza, Greece",Unanimous Decision
13788,1355,3,5598,6410,145.8,145.8,"Dublin, Ireland","Liverpool, England",Unanimous Decision
13789,1355,4,4819,6209,144.8,145.1,"Dublin, Ireland","Poznan, Poland",Split Decision
13790,1355,5,2608,4703,135.8,134.6,"County Wexford, Ireland","Rome, Italy",Split Decision
13791,1355,6,6411,5460,248.2,247.4,,,Unanimous Decision
13792,1355,7,3883,4040,,,,,Unanimous Decision
13793,1355,8,2735,6218,205.4,205.6,"Belfast, Northern Ireland","Stargard, Poland",Unanimous Decision
13794,1355,9,5404,6412,146.4,148.8,"Drogheda, County Louth, Ireland","Thessaloniki, Greece",Unanimous Decision
13795,1355,10,4091,4760,146.0,145.1,"Dublin, Ireland","Auckland, New Zealand",Unanimous Decision
13796,1355,11,3939,4779,146.0,145.4,"Las Vegas, NV","Dublin, Ireland",Unanimous Decision
13797,1355,12,4827,4403,169.4,169.4,"Irpin, Ukraine","Webster, SD",Unanimous Decision
13822,1358,1,6189,5945,170.6,170.7,,,Unanimous Decision
13823,1358,2,6321,5672,144.9,144.8,,,Split Decision
13824,1358,3,6420,6421,144.9,143.3,,,Unanimous Decision
13825,1358,4,5944,6422,155.8,155.4,,,Unanimous Decision
13808,1357,1,5958,6417,155.5,156.0,"Dushanbe, Tajikistan","Cordoba, Argentina",Unanimous Decision
13809,1357,2,6418,5744,136.0,136.0,"Las Vegas, NV","Albuquerque, NM",Unanimous Decision
13811,1357,3,6359,6022,135.0,137.0,"Pretoria, South Africa","Houston, TX",Majority Decision
13814,1357,4,5309,5258,126.0,126.0,"Varginha, Minas Gerais, Brazil","Brasilia, Distrito Federal, Brazil",Unanimous Decision
13816,1357,5,3283,5674,136.0,135.0,"Sacramento, CA","Maite, Guam",Unanimous Decision
13818,1357,6,3121,3732,156.0,155.5,"Poznan, Poland","Fontana, CA",Split Decision
13827,1359,1,5853,5489,205.8,205.8,Turkmenistan,"St. Louis, MO",Unanimous Decision
13828,1359,2,4891,1232,186.0,184.8,,,Unanimous Decision
13829,1359,3,3374,4763,136.6,145.2,"Fonthill, Ontario, Canada","Humboldt County, CA",Split Decision
13830,1359,4,3646,2093,145.2,145.4,"Lima, Peru","Monterrey, Mexico",Unanimous Decision
13835,1360,1,5868,5783,169.0,177.0,"Rio de Janeiro, Brazil","Atlanta, GA",Unanimous Decision
13837,1360,2,3655,4077,125.5,125.5,"Curitiba, Parana, Brazil","Aurora, CO",Unanimous Decision
13838,1360,3,6124,5575,136.0,136.0,"South Gate, CA",,Split Decision
13841,1360,4,6425,6300,240.5,245.0,"Gwinnett, GA","Nowy Targ, Poland",Unanimous Decision
