id,event_id,bout_order,fighter_1_id,fighter_2_id,fighter_1_weight_lbs,fighter_2_weight_lbs,fighter_1_fighting_out_of,fighter_2_fighting_out_of,decision_type
4866,487,6,2755,2808,185.5,185.5,"South London, England","Paris, France",Unanimous Decision
4881,489,1,2814,2815,156.0,156.0,"Orange County, CA","Miami, FL",Split Decision
4883,489,2,1518,2710,125.0,16.0,"Philadelphia, PA","St. Charles, MO",Unanimous Decision
4884,489,3,2817,2816,136.0,136.0,"Uniondale, NY","Visalia, CA",Unanimous Decision
4885,489,4,889,2818,136.0,135.0,"Alpharetta, GA","Los Angeles, CA",Unanimous Decision
4886,489,5,1823,1887,135.0,136.0,"San Jose, CA","Cleveland, OH",Split Decision
4889,489,6,743,552,171.0,170.0,"Montreal, Quebec, Canada","Sao Paulo, Brazil",Unanimous Decision
4894,490,1,1413,1835,155.5,156.0,"Coconut Creek, FL","New Haven, CT",Unanimous Decision
4896,490,2,1838,2597,146.0,145.0,"Framingham, MA","Sunderland, England",Unanimous Decision
4898,490,3,2048,2596,144.8,145.2,"Philadelphia, PA","Curitiba, Parana, Brazil",Unanimous Decision
4899,490,4,2598,2036,145.8,144.8,"Rochester, NY","Rosemount, MN",Unanimous Decision
4900,490,5,2028,874,145.3,144.2,"Hartford, CT","Rio de Janeiro, Brazil",Split Decision
4901,490,6,1025,2289,205.0,205.0,"Las Vegas, NV","Bryansk, Russia",Unanimous Decision
4903,491,1,2823,2824,145.0,145.0,"Baguio City, Philippines","Xi'an, China",Unanimous Decision
4905,491,2,1937,979,136.0,136.0,"Birmingham, England","Little Saigon, CA",Unanimous Decision
4906,491,3,2827,2347,154.0,155.0,"Seoul, South Korea","Tokyo, Japan",Split Decision
4907,491,4,1936,520,146.0,146.0,"Nagoya, Japan","Montreal, Quebec, Canada",Unanimous Decision
4909,491,5,2828,2829,170.0,170.0,"Beijing, China","Beijing, China",Split Decision
4912,492,1,2485,2831,175.6,176.0,,,Split Decision
4913,492,2,2510,2728,136.8,135.4,"Liverpool, England","Wellingborough, England",Unanimous Decision
4914,492,3,2768,2832,105.1,105.8,"Limerick, Ireland","Malaga, Spain",Split Decision
4917,492,4,2362,2754,155.9,155.3,"Dublin, Ireland","Brisbane, Australia",Unanimous Decision
4920,492,5,2234,2372,170.5,170.9,"Gold Coast, Queensland, Australia","Chelmsford, Essex, England",Unanimous Decision
4921,492,6,2532,1940,155.2,154.5,"Farnworth, Bolton, England","Wisbech, Cambridgeshire, England",Unanimous Decision
4927,493,1,1424,1430,254.1,45.8,"Sofia, Bulgaria","Chandler, AZ",Unanimous Decision
4933,494,1,2655,2841,171.0,170.0,"Albuquerque, NM","Doncaster, England",Unanimous Decision
4934,494,2,2842,2249,185.0,186.0,"London, England","Melksham, England",Unanimous Decision
4938,494,3,912,2429,125.0,125.0,"London, England","Dublin, Ireland",Unanimous Decision
4939,494,4,1113,398,155.0,156.0,"Boca Raton, FL","Coconut Creek, FL",Unanimous Decision
4942,495,1,2005,1565,214.0,213.5,"Chicago, IL","Johnsburg, IL",Unanimous Decision
4943,495,2,2665,2003,169.0,160.0,"Cedar Rapids, IA","Country Club Hills, IL",Unanimous Decision
4945,495,3,2251,1477,170.7,170.5,"Chicago, IL","Carlsbad, CA",Unanimous Decision
4946,495,4,1132,1176,170.5,170.8,"Coconut Creek, FL","San Diego, CA",Unanimous Decision
4947,495,5,2617,1217,170.5,170.7,"St. Cloud, MN","Torrance, CA",Unanimous Decision
4952,496,1,2684,1648,145.0,145.0,"Glasgow, Scotland","Houston, TX",Unanimous Decision
4954,496,2,2723,907,125.0,126.0,"Coconut Creek, FL","Dallas, TX",Unanimous Decision
4955,496,3,2850,2174,155.0,156.5,"McAllen, TX","Fortaleza, Ceara, Brazil",Unanimous Decision
4956,496,4,2720,2017,171.0,170.0,"Montreal, Quebec, Canada","Dallas, TX",Split Decision
4958,496,5,2540,2714,135.0,136.0,"Niteroi, Rio de Janeiro, Brazil","Colorado Springs, CO",Split Decision
4959,496,6,2445,690,170.0,171.0,"Yuma, AZ","Vancouver, WA",Split Decision
4961,496,7,1500,1014,170.0,170.0,"Coconut Creek, FL","San Francisco, CA",Unanimous Decision
4962,496,8,2097,353,156.0,155.0,"San Diego, CA","Albuquerque, NM",Unanimous Decision
4964,496,9,703,511,170.0,170.0,"Dallas, TX","Coconut Creek, FL",Unanimous Decision
4965,497,1,2852,1930,158.4,157.4,"Knob Noster, MO","Wichita, KS",Unanimous Decision
4967,497,2,1830,2660,155.4,155.4,"Clinton, IA","Coppell, TX",Split Decision
4968,497,3,1705,1491,155.0,154.5,"Mexico City, Mexico","Wichita, KS",Unanimous Decision
4970,497,4,2089,2152,155.0,155.8,"Lubbock, TX","Glendale, AZ",Unanimous Decision
4973,497,5,2108,2061,203.0,204.2,"Long Beach, CA","Gabcikovo, Slovakia",Split Decision
5856,581,1,3325,3326,145.3,143.7,,,Unanimous Decision
5857,581,2,3327,3319,153.0,153.9,,,Unanimous Decision
5859,581,3,3328,3329,125.7,128.3,,,Unanimous Decision
5860,581,4,598,3330,204.4,204.6,,,Unanimous Decision
5863,581,5,3299,721,185.0,183.0,,,Unanimous Decision
4975,498,1,2857,2858,136.0,133.5,,,Unanimous Decision
4980,498,2,2610,2522,145.6,146.0,"Malmo, Sweden","Cambridge, England",Split Decision
4984,498,3,2533,2374,170.1,170.8,"Oslo, Norway","Stockholm, Sweden",Unanimous Decision
4987,499,1,2690,2551,204.0,204.0,"Boca Raton, FL","Rio de Janeiro, Brazil",Split Decision
4992,499,2,2480,2776,155.0,155.0,"Belem, Brazil","Vienna, Austria",Unanimous Decision
4993,499,3,1076,1393,203.0,204.0,"Florianopolis, Santa Catarina, Brazil","Bellmore, NY",Unanimous Decision
4994,499,4,2248,2495,156.0,155.0,"Bushmills, Northern Ireland","Campos, Rio de Janeiro, Brazil",Majority Draw
5001,501,1,1749,2879,185.8,183.4,"Paris, France","Glasgow, Scotland",Unanimous Decision
5008,500,1,2545,2331,156.0,154.9,"Corona, CA","Sunset, UT",Unanimous Decision
5009,500,2,1017,2033,155.1,155.7,"Fresno, CA","Detroit, MI",Unanimous Decision
5011,500,3,2598,2048,145.8,145.5,"Rochester, NY","Philadelphia, PA",Unanimous Decision
5012,500,4,2819,2028,145.9,145.6,"Frankfurt, Germany","Hartford, CT",Unanimous Decision
5014,500,5,1868,1070,145.9,145.8,,,Unanimous Decision
5016,502,1,1876,2888,170.0,170.0,,,Unanimous Decision
5017,502,2,2399,2889,146.4,146.6,,,Unanimous Decision
5018,502,3,1342,738,146.0,146.0,"Glendale, AZ","Las Vegas, NV",Unanimous Decision
5021,502,4,2893,2400,155.0,155.5,,,Split Decision
5024,502,5,2395,2687,135.0,135.0,"Palm Beach Gardens, FL","Spokane, WA",Unanimous Decision
5026,503,1,2896,2895,125.9,126.0,"Oroville, CA","Reno, NV",Unanimous Decision
5028,503,2,2899,2195,238.0,242.9,"Sacramento, CA","Olivehurst, CA",Unanimous Decision
5029,503,3,2900,1010,170.1,170.3,"Reno, NV","San Jose, CA",Split Decision
5030,503,4,2901,2902,154.7,151.9,"Las Vegas, NV","Las Vegas, NV",Split Decision
5031,503,5,2189,2903,193.5,192.6,"Copenhagen, Denmark",Southern California,Unanimous Decision
5033,503,6,1479,2621,170.0,170.9,"San Diego, CA","Susanville, CA",Majority Draw
5034,503,7,2198,269,253.4,232.2,"Bryansk, Russia","Paris, France",Unanimous Decision
5035,504,1,2437,2905,145.5,146.0,"Orlando, FL","Stuttgart, Germany",Split Decision
5036,504,2,2712,2624,240.0,248.0,"Arlington, TX","Warsaw, Poland",Unanimous Decision
5037,504,3,2418,665,171.0,171.0,"Farmingdale, NY","Boston, MA",Unanimous Decision
5038,504,4,276,1493,146.0,145.0,"Albuquerque, NM","Ibaraki, Japan",Unanimous Decision
5039,505,1,726,2662,205.8,205.0,"Charlotte, NC","Fortaleza, Ceara, Brazil",Unanimous Decision
5040,505,2,334,2411,136.0,135.6,"Dana Point, CA","Chula Vista, CA",Unanimous Decision
5041,505,3,2348,2325,185.8,185.9,"Huntington Beach, CA","Charlotte, NC",Unanimous Decision
5042,505,4,2386,1781,184.4,185.4,,,Unanimous Decision
5043,506,1,2352,2365,125.9,125.7,"South Shields, England","Abertillery, Wales",Unanimous Decision
5044,506,2,2465,2906,155.6,154.0,"Colchester, Essex, England","Bristol, England",Unanimous Decision
5045,506,3,2457,2475,137.0,134.6,"Swansea, Wales","Portsmouth, England",Unanimous Decision
5064,507,1,2137,2916,135.0,135.0,,,Unanimous Decision
5065,507,2,2917,2918,171.0,170.0,,,Unanimous Decision
5066,507,3,2035,2919,185.0,186.0,,,Unanimous Decision
5067,507,4,311,2920,156.0,156.0,,,Split Decision
5068,507,5,644,2310,135.0,136.0,"Tucson, AZ","Honolulu, HI",Unanimous Decision
5070,507,6,1147,1721,135.0,135.0,"Victoria, British Columbia, Canada","Pleasant Hill, CA",Unanimous Decision
5073,507,7,2037,2922,170.0,169.0,"London, Ontario, Canada","Saint-Bruno-de-Montarville, Quebec, Canada",Split Decision
5075,507,8,283,779,170.0,171.0,"Montreal, Quebec, Canada","Albuquerque, NM",Unanimous Decision
5076,507,9,1045,271,186.0,186.0,"Austin, TX","Manchester, England",Unanimous Decision
5077,508,1,2933,2932,201.4,193.7,,,Unanimous Decision
5078,508,2,2935,2934,145.1,145.8,,,Unanimous Decision
5081,508,3,2927,2926,170.3,171.0,,,Unanimous Decision
5082,508,4,2245,2925,184.0,184.3,,,Unanimous Decision
5084,508,5,2372,2924,176.0,174.2,England,France,Unanimous Decision
5101,509,1,2620,2082,154.9,154.3,"Gilbert, AZ","Cedar Rapids, IA",Unanimous Decision
5103,509,2,2941,1521,155.0,155.7,"Tampa, FL","Cedar Rapids, IA",Unanimous Decision
5105,509,3,1314,2943,170.6,170.7,"Paris, France","City of Industry, CA",Split Decision
5086,510,1,2944,1646,146.0,145.0,"Coconut Creek, FL","Arlington, TX",Majority Decision
5087,510,2,1320,2945,126.0,126.0,"Franklin, TN","Albuquerque, NM",Split Decision
5088,510,3,1847,2946,171.0,171.0,"Lethbridge, Alberta, Canada","Rio de Janeiro, Brazil",Split Decision
5093,510,4,994,455,156.0,156.0,"Miami, FL","Portland, OR",Unanimous Decision
5094,510,5,294,782,171.0,171.0,"Coconut Creek, FL","Apache Junction, AZ",Unanimous Decision
5096,510,6,1985,635,156.0,156.0,"Dagestan, Russia","Rio de Janeiro, Brazil",Unanimous Decision
5097,510,7,1850,781,186.0,185.0,"Coconut Creek, FL","Las Vegas, NV",Unanimous Decision
5099,510,8,1001,1197,136.0,135.0,"Yakima, WA","San Diego, CA",Unanimous Decision
5102,510,9,403,776,233.0,246.0,"Los Angeles, CA","Albuquerque, NM",Unanimous Decision
5112,511,1,2725,2715,135.0,135.5,"Natal, Rio Grande do Norte, Brazil","Glendale, CA",Unanimous Decision
5113,511,2,756,1777,155.5,155.5,"Tokyo, Japan","Albuquerque, NM",Unanimous Decision
5118,511,3,347,746,205.0,205.5,"Boca Raton, FL","San Diego, CA",Unanimous Decision
5119,511,4,623,2090,205.0,205.0,"Endicott, NY","Rio de Janeiro, Brazil",Unanimous Decision
5121,512,1,1214,2952,145.5,146.0,"Bricktown, NJ","Syracuse, NY",Unanimous Decision
5122,512,2,2953,2178,155.7,155.9,"Telford, PA","Dingmans Ferry, PA",Unanimous Decision
5125,512,3,2955,2683,186.0,184.9,"Sterling, VA","Stafford, England",Unanimous Decision
5126,512,4,2078,1915,185.6,186.7,"Philadelphia, PA","New Brunswick, NJ",Unanimous Decision
5127,512,5,606,1715,170.9,172.0,"Jackson, NJ","Philadelphia, PA",Majority Decision
5129,512,6,851,2956,136.8,134.6,"New York, NY","Horn Lake, MS",Unanimous Decision
5131,512,7,1526,2542,134.6,136.9,"Monument, CO","Camboriu, Santa Catarina, Brazil",Unanimous Decision
5143,514,1,2968,2969,129.9,129.5,"London, Ontario, Canada","Cole Harbour, Nova Scotia, Canada",Unanimous Decision
5144,514,2,2970,2657,158.7,155.5,"Caledonia, ON","Drummondville, QC",Unanimous Decision
5146,514,3,1794,935,145.9,145.9,,,Unanimous Decision
5147,514,4,2506,1877,262.2,244.1,"Rochester, MN","Salt Lake City, UT",Majority Draw
5148,514,5,1313,2622,170.1,170.6,"San Jose, CA","Xi'an, China",Unanimous Decision
5149,514,6,233,1830,160.0,159.6,,"Clinton, IA",Unanimous Decision
5154,515,1,714,341,145.0,145.5,"Coconut Creek, FL","Hollywood, CA",Unanimous Decision
5156,515,2,1277,2654,169.5,170.5,"Kansas City, MO","Rio de Janeiro, Brazil",Unanimous Decision
5157,515,3,2669,2671,126.0,125.0,"Tokyo, Japan","Chino, CA",Unanimous Decision
5158,515,4,362,940,185.0,185.5,"Fort Collins, CO","New York, NY",Unanimous Decision
5159,515,5,915,2787,125.5,126.0,"Tucson, AZ","Kapolei, HI",Split Decision
5161,515,6,2334,1992,170.5,170.0,"Denver, CO","Albuquerque, NM",Unanimous Decision
5169,516,1,1438,1023,152.4,152.3,"Nashville, TN","Union City, TN",Unanimous Decision
5170,516,2,2596,2036,145.5,145.5,"Curitiba, Parana, Brazil","Rosemount, MN",Unanimous Decision
5177,516,3,2309,1290,154.2,154.9,"Chicago, IL","San Diego, CA",Split Decision
5178,516,4,273,1025,205.9,205.6,"Irvine, CA","Coconut Creek, FL",Unanimous Decision
5864,582,1,2539,3331,154.3,154.5,,,Unanimous Decision
5867,582,2,3121,3333,154.5,156.5,,,Unanimous Decision
5868,582,3,3308,2882,185.0,185.2,,,Majority Draw
5871,582,4,3301,1999,261.9,230.8,,,Unanimous Decision
5179,517,1,2982,2981,170.0,171.0,"Beijing, China","Glendale, AZ",Split Decision
5180,517,2,2101,2983,146.0,145.0,"Spokane, WA","Lafayette, LA",Unanimous Decision
5181,517,3,2256,919,155.0,155.0,"Simi Valley, CA","Las Vegas, NV",Unanimous Decision
5183,517,4,2717,2141,135.0,135.0,"Sacramento, CA","Milwaukee, WI",Unanimous Decision
5185,517,5,2099,2120,156.0,155.0,"Spokane Valley, WA","Brasilia, Distrito Federal, Brazil",Unanimous Decision
5187,517,6,891,1083,135.0,135.0,"Kanagawa, Japan","Buena Park, CA",Unanimous Decision
5191,518,1,2985,2984,248.0,240.0,"The Republic of Dagestan, Russia","Prague, Czech Republic",Unanimous Decision
5192,518,2,1845,2153,145.0,146.0,"Tokyo, Japan","Newcastle, England",Unanimous Decision
5193,518,3,691,2986,70.0,170.0,"Geislingen, Germany","Lodz, Poland",Unanimous Decision
5196,518,4,2987,1669,154.0,155.0,"Cologne, Germany","Omaha, NE",Unanimous Decision
5198,518,5,2851,2438,186.0,185.0,"Corona, CA","Cambridge, England",Split Decision
5199,518,6,602,1927,186.0,186.0,"Tempe, AZ","Montreal, Quebec, Canada",Unanimous Decision
5205,519,1,2796,677,171.0,171.0,,"Brasilia, Brazil",Unanimous Decision
5207,519,2,2794,1240,155.0,156.0,"Coconut Creek, FL","Vila Velha, Espirito Santo, Brazil",Unanimous Decision
5208,519,3,1483,2124,146.0,146.0,"Escondido, CA","Quixada, Ceara, Brazil",Split Decision
5209,519,4,552,2993,171.0,170.0,"Sao Paulo, Brazil","Fairfield, NJ",Unanimous Decision
5211,519,5,2997,2996,212.0,216.0,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",Unanimous Decision
5213,520,1,2998,2999,170.8,168.0,"Fort Worth, TX","Buenos Aires, Argentina",Split Decision
5215,520,2,1730,2298,189.8,188.4,"Wichita Falls, TX","San Antonio, TX",Unanimous Decision
5217,520,3,2904,726,206.0,205.9,"Coconut Creek, FL","Charlotte, NC",Unanimous Decision
5218,520,4,628,1101,185.6,185.7,"Cedar Rapids, IA","Denver, CO",Majority Decision
5219,520,5,2822,2662,203.6,205.2,"Marijampole, Lithuania","Fortaleza, Ceara, Brazil",Split Decision
5225,521,1,2643,2959,135.4,135.5,,,Unanimous Decision
5230,521,2,2534,2512,145.6,145.4,"Newark, England","Felixstowe, Suffolk, England",Unanimous Decision
5231,521,3,3007,2754,155.9,155.4,"Cannock, Staffordshire, England","Brisbane, Australia",Unanimous Decision
5234,521,4,2869,3009,155.3,154.6,"Copenhagen, Denmark","Blackburn, West Lothian, Scotland",Unanimous Decision
5235,521,5,2372,2374,173.0,171.0,"Chelmsford, Essex, England","Gothenburg, Sweden",Split Decision
5236,521,6,2755,2052,170.6,169.8,"South East London, England","Oslo, Norway",Majority Decision
5237,521,7,2533,2234,170.2,170.5,"Oslo, Norway","Gold Coast, Queensland, Australia",Split Decision
5239,521,8,2645,1075,154.0,154.3,"Fife, Scotland","Bishop Auckland, England",Split Decision
5242,522,1,855,876,125.5,124.5,"Boise, ID","San Diego, CA",Unanimous Decision
5243,522,2,1860,1194,169.0,170.5,"St. Louis, MO","Kansas City, MO",Unanimous Decision
5244,522,3,2705,2243,135.0,136.0,"Milwaukee, WI","Glendale, AZ",Unanimous Decision
5249,522,4,353,696,155.0,155.5,"Albuquerque, NM","San Diego, CA",Split Decision
5252,523,1,3015,1964,135.0,135.0,,,Unanimous Decision
5254,523,2,895,1894,136.0,135.0,,,Unanimous Decision
5255,523,3,3012,3013,134.5,135.0,"Coconut Creek, FL","Spokane, WA",Split Decision
5258,523,4,244,735,249.5,238.0,"Chicago, IL","Los Angeles, CA",Split Decision
5259,523,5,653,1252,205.0,204.5,"Tempe, AZ","Rio de Janeiro, Brazil",Unanimous Decision
5260,523,6,743,1195,171.0,170.5,"Montreal, Quebec, Canada","St. Louis, MO",Unanimous Decision
5261,523,7,913,2585,125.0,124.5,"Parkland, WA","Dagestan Republic, Russia",Unanimous Decision
5263,524,1,2886,3019,155.4,156.0,,,Unanimous Decision
5265,524,2,2502,2559,184.6,184.6,"Borica, Bulgaria","Modesto, CA",Unanimous Decision
5267,524,3,1676,2065,242.0,259.8,,,Unanimous Decision
5269,524,4,2689,348,155.2,155.0,"Joao Pessoa, Brazil","San Jose, CA",Unanimous Decision
5270,524,5,1536,3024,114.8,115.0,"Coconut Creek, FL","Aichi, Japan",Unanimous Decision
5273,525,1,1393,2921,205.5,205.0,"Bellmore, NY","Salt Lake City, UT",Split Decision
5274,525,2,2724,3025,125.5,125.0,"Maroubra Beach, Sydney, Australia","Baguio City, Philippines",Unanimous Decision
5275,525,3,2250,2793,171.0,171.0,"Sydney, Australia","Milwaukee, WI",Unanimous Decision
5276,525,4,2712,576,259.0,264.0,"Arlington, TX","Perth, Western Australia, Australia",Unanimous Decision
5277,526,1,2129,2797,186.0,186.0,"Vitoria, Espirito Santo, Brazil","Anchorage, AK",Split Decision
5278,526,2,3026,3027,155.5,156.0,"Omaha, NE","Los Angeles, CA",Split Decision
5279,526,3,2439,2493,186.0,185.0,"Atlanta, GA","Rio de Janeiro, Brazil",Split Decision
5281,526,4,2126,1583,186.0,186.0,"Belo Horizonte, Minas Gerais, Brazil","Houston, TX",Unanimous Decision
5280,526,5,882,2123,146.0,146.0,"Chicago, IL","Rio de Janeiro, Brazil",Unanimous Decision
5282,526,6,2445,2685,172.8,171.0,"Yuma, AZ","Stockholm, Sweden",Unanimous Decision
5283,526,7,806,345,145.0,145.0,"Albuquerque, NM","San Diego, CA",Unanimous Decision
5303,528,1,1666,3040,185.0,185.0,"Columbus, OH","Belo Horizonte, Minas Gerais, Brazil",Unanimous Decision
5305,528,2,2014,778,185.0,185.0,"Bahia, Brazil","Lakewood, CO",Split Decision
5306,528,3,1215,2292,171.0,170.0,"Washington, IL","Soure, Para, Brazil",Unanimous Decision
5308,528,4,2773,1967,136.0,135.5,"Honolulu, HI","Coconut Creek, FL",Split Decision
5309,528,5,1696,2873,185.0,185.0,"New York, NY","Rio de Janeiro, Brazil",Unanimous Decision
5312,528,6,1341,350,185.0,184.5,"Baldwin, NY","Los Angeles, CA",Unanimous Decision
5294,527,1,3034,3035,206.2,200.8,,,Unanimous Decision
5295,527,2,2788,3036,173.6,174.8,,,Unanimous Decision
5297,527,3,3038,2501,205.0,204.8,,,Unanimous Decision
5300,527,4,352,249,183.0,181.2,"Fort Wayne, IN","Yelm, WA",Unanimous Decision
5314,529,1,3047,3043,139.0,143.0,"Kelowna, British Columbia, Canada","Temecula, CA",Unanimous Decision
5315,529,2,3044,1883,206.0,205.0,"Stoughton, MA","Columbus, OH",Unanimous Decision
5318,529,3,2798,2625,156.0,155.0,"Las Vegas, NV","London, Ontario, Canada",Split Decision
5319,529,4,1320,2723,125.0,124.0,"Franklin, TN","Coconut Creek, FL",Split Decision
5324,530,1,3051,3052,116.0,115.0,"Rio de Janeiro, Brazil","Hyvinkaa, Finland",Unanimous Decision
5328,530,2,265,455,155.5,155.0,"Coconut Creek, FL","Portland, OR",Unanimous Decision
5338,531,1,1782,2421,185.5,185.0,"Tukwila, WA","Umea, Sweden",Unanimous Decision
5340,531,2,2429,2158,125.5,126.0,"Dublin, Ireland","Portsmouth, England",Unanimous Decision
5343,531,3,841,912,126.0,126.0,"Irvine, CA","London, England",Unanimous Decision
5347,532,1,797,1314,170.6,170.0,"Menifee, CA","Paris, France",Unanimous Decision
5348,532,2,2026,2617,170.8,170.5,"Omsk, Russia","St. Cloud, MN",Unanimous Decision
5349,533,1,2872,1961,145.0,146.0,"San Jose, CA","Ogden, UT",Unanimous Decision
5350,533,2,3008,3057,115.0,116.5,"Olsztyn, Poland","Belo Horizonte, Minas Gerais, Brazil",Unanimous Decision
5359,533,3,3058,3060,170.0,171.0,"Boca Raton, FL","Umea, Sweden",Unanimous Decision
5360,533,4,3062,3061,155.0,155.5,"Amapa, Brazil","Tijuana, Baja California, Mexico",Unanimous Decision
5362,533,5,1992,2946,170.5,171.0,"Albuquerque, NM","Rio de Janeiro, Brazil",Unanimous Decision
5363,533,6,1104,646,206.0,204.5,"Dana Point, CA","San Jose, CA",Unanimous Decision
5364,533,7,994,2095,155.5,155.5,"Miami, FL","Detroit, MI",Unanimous Decision
5365,533,8,1824,514,155.5,155.0,"Fontana, CA","San Jose, CA",Split Decision
5368,533,9,511,601,171.0,172.5,"Coconut Creek, FL","Columbus, OH",Unanimous Decision
5370,534,1,3023,3066,135.6,135.8,"Las Vegas, NV",,Split Decision
5371,534,2,1876,1858,169.8,171.0,"Las Vegas, NV",,Unanimous Decision
5373,534,3,3068,2890,135.4,135.0,,,Unanimous Decision
5374,534,4,2558,1890,136.0,134.6,"Boise, ID","Miami, FL",Unanimous Decision
5375,534,5,2616,1931,195.4,195.8,"Des Moines, IA","Topeka, KS",Unanimous Decision
5376,534,6,1832,3069,206.0,205.4,"Natal, Brazil","Eau Claire, WI",Unanimous Decision
5391,536,1,2764,2485,170.2,170.9,,,Unanimous Decision
5393,536,2,2371,3077,125.8,125.5,"Barcelona, Spain","Newtownards, Northern Ireland",Unanimous Decision
5394,536,3,2735,3078,204.0,204.1,"Belfast, Northern Ireland","Alfreton, England",Unanimous Decision
5378,535,1,3070,3071,136.0,136.0,"Scottsdale, AZ","Huntington Beach, CA",Unanimous Decision
5379,535,2,2156,1764,185.0,185.0,"Southampton, England","Temecula, CA",Unanimous Decision
5380,535,3,2446,3072,135.0,135.0,"Gaffney, SC","Glendale, AZ",Split Decision
5381,535,4,2159,1518,126.0,125.0,"Natal, Brazil","Philadelphia, PA",Unanimous Decision
5387,535,5,653,1112,205.0,205.0,"Tempe, AZ","Knoxville, TN",Unanimous Decision
5398,537,1,3083,3082,123.7,125.2,,,Unanimous Decision
5400,537,2,2512,3084,145.0,145.5,"Felixstowe, Suffolk, England","La Louviere, Belgium",Unanimous Decision
5403,537,3,2610,2607,146.0,145.7,"Malmo, Sweden","Coventry, England",Unanimous Decision
5416,539,1,1446,3099,124.8,125.0,"San Diego, CA","Albuquerque, NM",Unanimous Decision
5418,539,2,2989,2983,135.0,135.0,"Dallas, TX","Lafayette, LA",Unanimous Decision
5420,539,3,2334,2720,171.0,170.0,"Denver, CO","Montreal, Quebec, Canada",Unanimous Decision
5422,539,4,2560,3101,155.0,155.0,"Fort Worth, TX","Rio de Janeiro, Brazil",Unanimous Decision
5406,538,1,3090,3013,135.0,136.0,"Alagir, Russia","Spokane, WA",Split Decision
5407,538,2,2779,3091,136.0,135.0,Singapore,"Beijing, China",Split Decision
5411,538,3,2829,2841,170.0,171.0,"Beijing, China","Doncaster, England",Unanimous Decision
5412,538,4,3097,3096,146.0,145.0,"Beijing, China","Changde City, Hunan, China",Unanimous Decision
5413,538,5,2828,3098,155.0,155.0,"Beijing, China","Brisbane, Australia",Unanimous Decision
5429,540,1,1785,1408,186.0,186.0,"Wilmington, NC","Riverside, CA",Unanimous Decision
5433,540,2,1773,869,155.5,156.0,"Orange County, CA","Sacramento, CA",Split Decision
5436,542,1,1646,2784,145.0,145.0,"Arlington, TX","Boca Raton, FL",Unanimous Decision
5437,542,2,2950,1839,135.0,135.0,"Ventura, CA","Somerville, MA",Unanimous Decision
5438,542,3,940,778,185.0,186.0,"New York, NY","Lakewood, CO",Split Decision
5435,541,1,2588,2821,135.5,135.3,"Peabody, MA","Latham, NY",Unanimous Decision
5445,541,2,2682,3103,135.0,135.0,"Albuquerque, NM","Cambridge, MA",Split Decision
5447,541,3,2638,2028,145.5,146.0,"Colorado Springs, CO","Hartford, CT",Unanimous Decision
5448,541,4,666,2216,185.0,186.0,"Coconut Creek, FL","Hooksett, NH",Unanimous Decision
5453,541,5,1448,1420,145.0,144.8,"Natal, Rio Grande do Norte, brazil","Arlington, TX",Unanimous Decision
5456,541,6,1410,2023,136.0,136.0,,,Unanimous Decision
7906,786,1,4077,4245,115.1,114.2,"Denver, CO","Tampa, FL",Unanimous Decision
7907,786,2,4182,4246,105.0,105.0,"Albuquerque, NM","Arlington, TX",Split Decision
7908,786,3,4010,3866,115.0,115.0,"Guadalajara, Mexico","St. Louis, MO",Unanimous Decision
7912,786,4,1287,4177,125.0,125.0,"Las Vegas, NV","Albuquerque, NM",Unanimous Decision
5458,543,1,2033,2227,155.5,154.3,"Detroit, MI","Detroit, MI",Unanimous Decision
5459,543,2,3107,3106,263.0,260.5,"Detroit, MI","Columbia, SC",Split Decision
5460,543,3,3108,2956,136.0,135.0,"Clinton Township, MI","Horn Lake, MS",Unanimous Decision
5462,543,4,3109,3110,155.2,155.0,"Waterford, MI","Schaumburg, IL",Split Decision
5464,543,5,892,3112,135.9,135.0,"Lenexa, KS","Rio de Janeiro, Brazil",Unanimous Decision
5467,543,6,3113,3114,185.7,184.0,,,Unanimous Decision
5480,545,1,2017,677,170.0,171.0,"Dallas, TX","Brasilia, DF, Brazil",Unanimous Decision
5481,545,2,2120,2494,155.0,156.0,"Brasilia, Distrito Federal, Brazil","Sao Paulo, SP, Brazil",Unanimous Decision
5490,545,3,1117,2773,136.0,136.0,"Soure, Para, Brazil","Honolulu, HI",Unanimous Decision
5492,545,4,2495,655,155.0,156.0,"Rio de Janeiro, Brazil","Tempe, AZ",Unanimous Decision
5493,545,5,265,2586,156.0,155.0,"Coconut Creek, FL","Gdynia, Poland",Split Decision
5499,546,1,3133,3134,160.9,159.7,,,Unanimous Decision
5488,546,2,3127,3128,169.9,171.8,"Baltimore, MD","Jersey City, NJ",Split Decision
5494,546,3,3131,2398,155.3,154.9,"Howell, NJ","Amsterdam, NY",Unanimous Decision
5496,546,4,3022,3132,135.5,134.8,"Albuquerque, NM","Akron, OH",Unanimous Decision
5472,544,1,3120,2911,203.4,202.9,"Cheltenham, England","Cardiff, Wales",Split Decision
5474,544,2,2601,2454,135.5,134.8,"Carlisle, Cumbria, England","Abertillery, Wales",Unanimous Decision
5501,547,1,1217,1048,170.4,170.6,"Long Beach, CA","McClellandtown, PA",Unanimous Decision
5504,547,2,3138,3139,145.7,145.5,"Pomona, NY","Madera, CA",Split Decision
