cutoff_year,best_params,log_loss
2016,"{""k"": 87, ""n_estimators"": 964, ""num_leaves"": 20, ""max_depth"": 3, ""min_child_samples"": 103, ""subsample"": 0.595891491266944, ""subsample_freq"": 4, ""colsample_bytree"": 0.8541454256953769, ""reg_alpha"": 0.16040042335245008, ""reg_lambda"": 0.0012569510465708024}",0.6036129765675196
2017,"{""k"": 88, ""n_estimators"": 971, ""num_leaves"": 20, ""max_depth"": 3, ""min_child_samples"": 119, ""subsample"": 0.4017540620919119, ""subsample_freq"": 1, ""colsample_bytree"": 0.9171085174334873, ""reg_alpha"": 0.00402425671933079, ""reg_lambda"": 0.8121586111097036}",0.609917555600081
2018,"{""k"": 71, ""n_estimators"": 952, ""num_leaves"": 21, ""max_depth"": 4, ""min_child_samples"": 113, ""subsample"": 0.6839408078492708, ""subsample_freq"": 7, ""colsample_bytree"": 0.8420849278464937, ""reg_alpha"": 0.007422665730474008, ""reg_lambda"": 0.6805780114517541}",0.6097342025385453
2019,"{""k"": 99, ""n_estimators"": 935, ""num_leaves"": 12, ""max_depth"": 5, ""min_child_samples"": 117, ""subsample"": 0.6516467742733039, ""subsample_freq"": 3, ""colsample_bytree"": 0.6420333280115116, ""reg_alpha"": 0.8062078021086679, ""reg_lambda"": 1.2858490758277268}",0.6120203754810822
2020,"{""k"": 100, ""n_estimators"": 863, ""num_leaves"": 24, ""max_depth"": 6, ""min_child_samples"": 135, ""subsample"": 0.4633482207856393, ""subsample_freq"": 3, ""colsample_bytree"": 0.8557917916322642, ""reg_alpha"": 0.03595915922828994, ""reg_lambda"": 0.49126820875762484}",0.6120607172275008
2021,"{""k"": 97, ""n_estimators"": 929, ""num_leaves"": 18, ""max_depth"": 5, ""min_child_samples"": 126, ""subsample"": 0.7721034688538962, ""subsample_freq"": 3, ""colsample_bytree"": 0.8032550417229858, ""reg_alpha"": 2.201455850432161, ""reg_lambda"": 0.015671758328276674}",0.6137616626878752
2022,"{""k"": 92, ""n_estimators"": 996, ""num_leaves"": 32, ""max_depth"": 6, ""min_child_samples"": 119, ""subsample"": 0.5501951513999941, ""subsample_freq"": 5, ""colsample_bytree"": 0.5219555518182646, ""reg_alpha"": 0.03839152234825477, ""reg_lambda"": 0.0011799581597218916}",0.6122115676164904
2023,"{""k"": 86, ""n_estimators"": 962, ""num_leaves"": 19, ""max_depth"": 5, ""min_child_samples"": 137, ""subsample"": 0.518693478108945, ""subsample_freq"": 1, ""colsample_bytree"": 0.6628487858914599, ""reg_alpha"": 0.003045622099978103, ""reg_lambda"": 0.05617936342697919}",0.6165190990043337
