id,event_id,bout_order,red_fighter_id,blue_fighter_id,red_outcome,blue_outcome,weight_class,type_verbose,performance_bonus,outcome_method,outcome_method_details,end_round,end_round_time_seconds,round_time_format,total_time_seconds
b30407b833e96f96,b9d0fd83bb8a147a,6,25b31165758402dd,2144954270be834d,W,L,,Bout,0,KO/TKO,to,2,101,3 Rnd (3-3-3),281
4dfc2840c97ffa71,b9d0fd83bb8a147a,7,c50ea21fe9ef478d,5e7a48e469770615,W,L,,Bout,0,KO/TKO,to,1,19,3 Rnd (3-3-3),19
bb4b3fc223c227b8,b9d0fd83bb8a147a,8,239224bedeb2c7a4,1e75e6c9de99fa76,W,L,,Bout,0,Submission,Armbar,1,146,3 Rnd (3-3-3),146
1992dcae0699200e,279093302a6f44b3,1,d0c29452d3272603,054defd5420a551f,W,L,Middleweight,Middleweight Bout,0,Submission,Rear Naked Choke,1,87,3 Rnd (5-5-5),87
2822226962195259,279093302a6f44b3,2,5b2d7906aa894274,1fd4fbdcc67de844,W,L,Middleweight,Middleweight Bout,0,Submission,Kimura From North South,1,88,3 Rnd (5-5-5),88
d23b05f33b741c47,279093302a6f44b3,3,497ba5b12a4bfc47,6803d4d6908354ac,W,L,Light Heavyweight,Light Heavyweight Bout,0,KO/TKO,Punches to Head From Back Control,2,174,3 Rnd (5-5-5),474
f6ea148cfeb1aaf7,279093302a6f44b3,4,3bad7ef643840f67,a6959da32f0e6b5d,W,L,Lightweight,Lightweight Bout,0,KO/TKO,Punches to Head From Back Control,2,94,3 Rnd (5-5-5),394
43e8fcd8e4d015fb,279093302a6f44b3,5,af5b208e97f5d382,aae99701b21554e4,W,L,Middleweight,Middleweight Bout,1,Submission,Armbar From Inoki-Ali Position,2,124,3 Rnd (5-5-5),424
830bf05d0ee635a1,279093302a6f44b3,6,7f955f71fa2ce7ac,d35c3ed553b71fa2,W,L,Middleweight,Middleweight Bout,1,KO/TKO,Kick to Head At Distance,1,87,3 Rnd (5-5-5),87
505d3d9b006014c8,279093302a6f44b3,7,f59f1d3a2ff13edd,0541480fbf719d86,W,L,Light Heavyweight,Light Heavyweight Bout,0,Submission,Arm Triangle From Side Control,1,293,3 Rnd (5-5-5),293
3818a33c9103c88f,279093302a6f44b3,8,4130a743d9d22163,06f36cf4bd97ec77,W,L,Middleweight,Middleweight Bout,0,Decision - Split,Cecil Peoples 28 - 29. Jeff Sinnett 29 - 28. Doug Crosby 28 - 29.,3,300,3 Rnd (5-5-5),900
d460961065f1198b,279093302a6f44b3,9,c47df9303d318c67,86f582852a5b240a,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,Doug Crosby 27 - 30. Cecil Peoples 28 - 29. Jeff Mullen 28 - 29.,3,300,3 Rnd (5-5-5),900
9fc232c3829a1ef0,279093302a6f44b3,10,8355922d564b152c,d1a1314976c50bef,W,L,Lightweight,Lightweight Bout,0,Decision - Split,Doug Crosby 29 - 28. Cecil Peoples 28 - 29. Jeff Mullen 28 - 29.,3,300,3 Rnd (5-5-5),900
c2ed5a38a690b302,e86bc32f5997a8f7,1,160b931119c1bf91,92c96df8bdab5fea,W,L,Catch Weight,Catch Weight Bout,0,Decision - Split,28 - 29. 28 - 29. 30 - 27.,3,180,3 Rnd (3-3-3),540
9d3b1af3fbbfa381,e86bc32f5997a8f7,2,2015c944226ad2df,638cfec7ec559d6e,W,L,Welterweight,Welterweight Bout,0,Decision - Split,Cecil Peoples 28 - 29. Marcos Rosales 29 - 28. Nelson Hamilton 28 - 29.,3,180,3 Rnd (3-3-3),540
3f31a3c8269b45bd,e86bc32f5997a8f7,3,38e5d9dcb0fddc42,55e94a9b525dcf45,W,L,Middleweight,Middleweight Bout,0,Submission,Rear Naked Choke,1,187,3 Rnd (5-5-5),187
a033f3919ab637be,e86bc32f5997a8f7,4,27b1a406ac171b19,cd039ff136d89ded,W,L,Welterweight,Welterweight Bout,0,Submission,Armbar From Mount,1,295,3 Rnd (5-5-5),295
6f9963e9dccf8e4d,e86bc32f5997a8f7,5,f5ff7bcdcfeba3ad,657c21cb133f1445,W,L,Light Heavyweight,Light Heavyweight Bout,0,Decision - Unanimous,Marcos Rosales 28 - 29. Cecil Peoples 27 - 30. Nelson Hamilton 26 - 30.,3,300,3 Rnd (5-5-5),900
a678060b70582988,e86bc32f5997a8f7,6,82f5c81f4e3c3eb5,4a482a0100cfcd0a,W,L,Lightweight,Lightweight Bout,0,Submission,Armbar From Whizzer,1,81,3 Rnd (5-5-5),81
a5be1796c1506f33,e86bc32f5997a8f7,7,6a92caba39b64752,48544433372ecfa6,W,L,Middleweight,Middleweight Bout,0,KO/TKO,Punch to Head At Distance,3,128,3 Rnd (5-5-5),728
0addd9418fbac80b,e86bc32f5997a8f7,8,a566371ba2ad7152,8a0a35e7c74bebcc,W,L,Lightweight,Lightweight Bout,0,KO/TKO,Punches to Head At Distance,1,74,3 Rnd (5-5-5),74
7d90c16a46caa5c7,e86bc32f5997a8f7,9,5e7a28f20927d64a,d512d9f204059f57,W,L,Middleweight,Middleweight Bout,0,KO/TKO,Punches to Head From Guard,2,149,3 Rnd (5-5-5),449
47d8d85681bebf18,5f2f0da6fd6a84fd,1,7a9ca95a92d7b64c,ad99fa5325519169,W,L,Middleweight,Middleweight Bout,0,KO/TKO,Punches to Head At Distance,2,30,2 Rnd (10-5),630
5c17cf860ab2d396,5f2f0da6fd6a84fd,2,232c582f29f8f65e,e5767ed355a937c2,W,L,Middleweight,Middleweight Bout,0,Submission,Triangle Choke From Bottom Guard,1,88,2 Rnd (10-5),88
2dcd5ab3bda87007,5f2f0da6fd6a84fd,3,7a703c565ccaa18f,8a1b4330c7957961,W,L,Middleweight,Middleweight Bout,0,Submission,Armbar From Bottom Guard,1,87,2 Rnd (10-5),87
04bd246a93a48400,5f2f0da6fd6a84fd,4,65ddc8a9ac4e8531,7dcf06c1967801c1,W,L,Lightweight,Lightweight Bout,0,Decision - Split,,2,300,2 Rnd (10-5),900
06d4faa6e2b78376,5f2f0da6fd6a84fd,5,0693b2eab79198ea,c912f676692c353a,W,L,Heavyweight,Heavyweight Bout,0,KO/TKO,Punches to Head At Distance Submission to Strikes,1,135,2 Rnd (10-5),135
c17dbd0bdaf336ea,5f2f0da6fd6a84fd,6,351264d11286d09a,2d5fbe2103f97053,W,L,Featherweight,Featherweight Bout,0,Decision - Unanimous,,2,300,2 Rnd (10-5),900
cfb3647b2826d7be,5f2f0da6fd6a84fd,7,aa3153a9941b4d44,ce6065baef021cf3,W,L,Middleweight,Middleweight Bout,0,Submission,Heel Hook From Bottom Guard,1,52,2 Rnd (10-5),52
6a65af5991ea7540,5f2f0da6fd6a84fd,8,85e26e2468b4e82f,9d4522df6fc49a47,W,L,Welterweight,Welterweight Bout,0,Decision - Unanimous,,2,300,2 Rnd (10-5),900
4eaec67c66814dab,5f2f0da6fd6a84fd,9,b0550072e5f0afa7,9de7c97e1c0d7927,W,L,Middleweight,Middleweight Bout,0,Submission,Armbar From Mount,1,386,2 Rnd (10-5),386
ec157232743329de,5f2f0da6fd6a84fd,10,79ded75550efc139,e31502e3f79d00c5,W,L,Lightweight,Lightweight Bout,0,Submission,Neck Crank From Back Control,1,70,2 Rnd (10-5),70
6d47fed801b6516d,5f2f0da6fd6a84fd,11,b4ad3a06ee4d660c,c32fb8c0f6471a4d,NC,NC,Heavyweight,Heavyweight Bout,0,Could Not Continue,Knees to Groin by Overeem,1,369,2 Rnd (10-5),369
463f534067039d23,5f2f0da6fd6a84fd,12,232c582f29f8f65e,7a703c565ccaa18f,W,L,Middleweight,DREAM 2008 Middleweight Tournament Title Bout,0,KO/TKO,Kick to Head From Bottom,1,135,2 Rnd (10-5),135
9f5c74c742e18c01,349aaa3da11eb587,1,a571770c4016736f,7f9f528cb72a6ed1,W,L,Heavyweight,Heavyweight Bout,0,KO/TKO,Punches to Head On Ground,1,131,3 Rnd (5-5-5),131
5485d6f729e8b4b0,d468288756ae3982,1,cc18abc046b382c9,1ff10dee2f7ae60c,W,L,Flyweight,Flyweight Bout,0,KO/TKO,to,1,179,3 Rnd (5-5-5),179
f8c32b83d746ef4a,d468288756ae3982,2,7e654edcddd71550,7b461ccae8270207,W,L,Catch Weight,Catch Weight Bout,0,Submission,Rear Naked Choke,1,81,3 Rnd (5-5-5),81
1ef98bfca49d53d5,d468288756ae3982,3,ad3fdba28a7540cf,110404b505fb562c,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,,3,300,3 Rnd (5-5-5),900
39ce700e6cd0c49f,d468288756ae3982,4,0a66de3a797cf73a,7f98d9d5a10fa25c,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,,3,300,3 Rnd (5-5-5),900
b361da093a16a614,d468288756ae3982,5,519e4fe37ce9ff75,402ea3b5ee233852,W,L,Welterweight,Welterweight Bout,0,KO/TKO,to,1,16,3 Rnd (5-5-5),16
7ac919c8490a5f0b,d468288756ae3982,6,8e893f269d5696b2,fa2fca260beeb9c0,W,L,Featherweight,Featherweight Bout,0,KO/TKO,Punches to Head From Mount,2,224,3 Rnd (5-5-5),524
50877133c9e3cedb,d468288756ae3982,7,eb04b9d31e938edb,64be3dc99eaa42b6,W,L,Catch Weight,Catch Weight Bout,0,Submission,Rear Naked Choke,1,80,3 Rnd (3-3-3),80
ebcbcb277b6831f5,d468288756ae3982,8,cbf69fa846c7e3ee,18944a1a6ac1becf,W,L,Light Heavyweight,Light Heavyweight Bout,0,KO/TKO,Punches to Head From Mount,1,289,3 Rnd (5-5-5),289
54c92eb8aba91a78,d468288756ae3982,9,9766ed20b68c7c33,68d76fd9ecf7431d,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,Mark Van Tine 28 - 29. Joe Garcia 28 - 29. Don Bates 27 - 30.,3,300,3 Rnd (5-5-5),900
d7b6e746510cc016,d468288756ae3982,10,a1bf037613180253,c3ea8deeba00462b,W,L,Welterweight,Welterweight Bout,0,Submission,Rear Naked Choke,3,119,3 Rnd (5-5-5),719
250ea59c20f401ee,d468288756ae3982,11,d2d37e8eeb3abc8d,445a98acb8985970,W,L,Middleweight,Middleweight Bout,0,Decision - Unanimous,Mark Van Tine 28 - 29. Joe Garcia 28 - 29. Don Bates 27 - 30.,3,300,3 Rnd (5-5-5),900
374ea556bf8cf673,d468288756ae3982,12,84ac950d4c1722dd,2067a177a2842fbf,W,L,Catch Weight,Catch Weight Bout,0,KO/TKO,Punches to Head On Ground Submission to Strikes,1,121,3 Rnd (5-5-5),121
54bc12eeff0e307e,782a2a17d3e38fdf,1,634bb0de2eb043b4,01f86e2d604e2f3c,W,L,Catch Weight,Catch Weight Bout,0,Decision - Unanimous,26 - 30. 27 - 30. 27 - 30.,3,180,3 Rnd (3-3-3),540
6e3b5840f8c05faa,782a2a17d3e38fdf,2,01b39decaf0abf6a,90e7447d8b7f3f35,W,L,Middleweight,Middleweight Bout,0,KO/TKO,Punches to Head On Ground,2,151,3 Rnd (5-5-5),451
c96aeb4d701efdc2,782a2a17d3e38fdf,3,899eaba48fa864a6,c398235fcaf8d71d,W,L,Catch Weight,Catch Weight Bout,0,Decision - Unanimous,Chris Lee 28 - 29. Hector Gomez 27 - 30. Tim Vannatta 27 - 30.,3,180,3 Rnd (3-3-3),540
1925133573105ff1,782a2a17d3e38fdf,4,3738e68d2261e60f,3f7c14c7eca7195d,W,L,Heavyweight,Heavyweight Bout,0,KO/TKO,Punch to Head At Distance,2,194,3 Rnd (5-5-5),494
e1c6c620e6c4636d,782a2a17d3e38fdf,5,fe435e440b5de0ff,23725c826c481e7f,W,L,Welterweight,Welterweight Bout,0,Submission,Armbar From Mount,2,227,5 Rnd (5-5-5-5-5),527
643f6cc7ca86edb5,782a2a17d3e38fdf,6,93b9496275bbbf80,27541033b97c076d,W,L,Heavyweight,Heavyweight Bout,0,KO/TKO,Punch to Head At Distance,1,14,3 Rnd (5-5-5),14
757c11f17278b06a,312f47c3d2f83ffa,1,58bc81376286b3d3,1208ffc5be6e31ad,W,L,Lightweight,Lightweight Bout,0,Submission,Rear Naked Choke,3,107,3 Rnd (5-5-5),707
9b8c29f50d452025,312f47c3d2f83ffa,2,d1941565abf50b16,80c0bed43da0e27b,W,L,Lightweight,Lightweight Bout,1,Submission,Rear Naked Choke,3,199,3 Rnd (5-5-5),799
cd5336ef8b2329f4,312f47c3d2f83ffa,3,33011768c3c4dc9a,501b07aec9b8fc2d,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,Tim Vannatta 28 - 29. Richard Bertrand 28 - 29. Andy Roberts 27 - 30.,3,300,3 Rnd (5-5-5),900
194f8d501f318ada,312f47c3d2f83ffa,4,1efa064872f089d0,a8aba6fd8a463043,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,Richard Bertrand 28 - 29. Chris Lee 28 - 29. Chris Watts 27 - 30.,3,300,3 Rnd (5-5-5),900
550daf3853d050ba,312f47c3d2f83ffa,5,68dd7b3783c19f9c,6b7bc7eaf2465387,W,L,Heavyweight,Heavyweight Bout,0,KO/TKO,Punches to Head From Mount,1,91,3 Rnd (5-5-5),91
0510d12ad43ede89,312f47c3d2f83ffa,6,473ce3aa581251a2,b2acebbef8da14ea,W,L,Welterweight,Welterweight Bout,0,Decision - Split,Chris Lee 28 - 29. Tim Vannatta 29 - 28. Andy Roberts 28 - 29.,3,300,3 Rnd (5-5-5),900
cc9cabc1fc747aaf,312f47c3d2f83ffa,7,b7d524c77c27389b,aac5ac38148f0528,W,L,Welterweight,Welterweight Bout,0,Submission,Guillotine Choke From Bottom Guard,2,136,3 Rnd (5-5-5),436
f24db9d7c3636a2a,312f47c3d2f83ffa,8,91acd6910b802a9e,9b74de674c355425,W,L,Welterweight,Welterweight Bout,0,Decision - Unanimous,Chris Lee 28 - 29. Tim Vannatta 27 - 30. Chris Watts 28 - 29.,3,300,3 Rnd (5-5-5),900
781017bfa44d4058,312f47c3d2f83ffa,9,24b033b3daf1c9df,d1152823307d7e7c,W,L,Light Heavyweight,Light Heavyweight Bout,1,KO/TKO,Punches to Head On Ground,2,255,3 Rnd (5-5-5),555
01d71345ba7ea6f9,312f47c3d2f83ffa,10,b9d0fd83bb8a147a,fa315e6c77eee106,W,L,Light Heavyweight,Light Heavyweight Bout,0,Decision - Split,Chris Lee 29 - 28. Tim Vannatta 28 - 29. Chris Watts 28 - 29.,3,300,3 Rnd (5-5-5),900
1776c84e3d22d7cc,312f47c3d2f83ffa,11,2b93ebd9f5417ad2,d43a048a880efdff,W,L,Middleweight,Middleweight Bout,0,Decision - Unanimous,Richard Bertrand 27 - 30. Chris Lee 27 - 30. Tim Vannatta 28 - 29.,3,300,3 Rnd (5-5-5),900
cfbeeffd65101ae1,c670aa48827d6be6,1,0359313549d230a1,6da99156486ed6c2,W,L,Welterweight,Welterweight Bout,0,Decision - Unanimous,Anthony Bailes 28 - 29. Kelvin Caldwell 28 - 29. Robert Hecko 28 - 29.,3,300,3 Rnd (5-5-5),900
854c64fe481e65ee,c670aa48827d6be6,2,e0ec3c3b6b611f7e,04643fd03d9159cc,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,Cheryl Clancy 28 - 29. Augustine Rodriguez 28 - 29. Gabriel Sabaitis 27 - 30.,3,300,3 Rnd (5-5-5),900
34d1bfdde8ea3e11,c670aa48827d6be6,3,d0c29452d3272603,049d698d773eb3e1,W,L,Middleweight,Middleweight Bout,0,Decision - Unanimous,James Goodman 28 - 29. Robert Hecko 28 - 29. Kelvin Caldwell 28 - 29.,3,300,3 Rnd (5-5-5),900
80fd1902547e0744,c670aa48827d6be6,4,f34312c2ccfa0e00,9f1641c08cf8fbe2,W,L,Lightweight,Lightweight Bout,1,Submission,Triangle Choke From Bottom Guard,3,236,3 Rnd (5-5-5),836
3feb2a8de9cf37da,c670aa48827d6be6,5,cfb65863d5099327,1fd4fbdcc67de844,W,L,Middleweight,Middleweight Bout,0,Submission,Rear Naked Choke,1,78,3 Rnd (5-5-5),78
d5a0e8c67ed8abe0,c670aa48827d6be6,6,029880cdbf5ca089,20205040232ed0f3,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,Anthony Bailes 27 - 30. Robert Hecko 28 - 29. Cheryl Clancy 28 - 29.,3,300,3 Rnd (5-5-5),900
af4cbb9072814a86,c670aa48827d6be6,7,63def5a5662a6917,492b202d2064e7a9,W,L,Heavyweight,Heavyweight Bout,1,KO/TKO,Punch to Head At Distance,1,81,3 Rnd (5-5-5),81
27868eac1d141498,c670aa48827d6be6,8,7d96bc577e5178b2,7d21de9c6d7c98b2,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,Anthony Bailes 27 - 30. Robert Hecko 27 - 30. Gabriel Sabaitis 27 - 30.,3,300,3 Rnd (5-5-5),900
64da1f4774624b72,c670aa48827d6be6,9,31ee470ef5dc8d7f,dd37fd509af89f15,W,L,Welterweight,Welterweight Bout,0,Decision - Unanimous,Kelvin Caldwell 27 - 30. Cheryl Clancy 28 - 29. James Goodman 27 - 30.,3,300,3 Rnd (5-5-5),900
2281dea0c5903a2f,c670aa48827d6be6,10,1f454354805b6f75,9fa3bd637edd9aa2,W,L,Middleweight,UFC Middleweight Title Bout,0,KO/TKO,to Knee Injury,3,39,5 Rnd (5-5-5-5-5),639
b3aa5746a0426e78,bc8f6b42767e28df,1,73e09f837f3b5ecc,9be3728f3f7badb2,W,L,Light Heavyweight,Light Heavyweight Bout,0,Decision - Unanimous,,3,300,3 Rnd (5-5-5),900
54da9d3e4aa472cd,bc8f6b42767e28df,2,a571770c4016736f,2ba479b409011527,W,L,Light Heavyweight,Light Heavyweight Bout,0,KO/TKO,Punches to Head From Guard,3,41,3 Rnd (5-5-5),641
ba1fb8f4eb0cf2c8,1c2f2571b18791b6,1,94527830000ab715,a4bf17bd3ba3423b,W,L,Bantamweight,Bantamweight Bout,1,Submission,Guillotine Choke After Drop to Guard,1,210,3 Rnd (5-5-5),210
f5b0055b226bace9,1c2f2571b18791b6,2,d1e7fc58d4225cdf,b5abaa65f87938eb,W,L,Lightweight,Lightweight Bout,0,KO/TKO,Punches to Head On Ground,2,174,3 Rnd (5-5-5),474
06341b344b45466a,1c2f2571b18791b6,3,aa03a3ca00ac6827,0b5b6876c2a4723f,W,L,Light Heavyweight,Light Heavyweight Bout,0,Decision - Split,Tim Vannatta 28 - 29. Hector Gomez 29 - 28. John Rupert 28 - 29.,3,300,3 Rnd (5-5-5),900
464178a22a436f11,1c2f2571b18791b6,4,d0f3959b4a9747e6,b0a6124751a56bc4,W,L,Featherweight,Featherweight Bout,0,KO/TKO,Punch to Head At Distance,3,45,3 Rnd (5-5-5),645
e5908d0519fd0240,1c2f2571b18791b6,5,d5f820c11a121050,956dcac65e7b34d6,W,L,Middleweight,Middleweight Bout,0,KO/TKO,Punch to Head At Distance,1,18,3 Rnd (5-5-5),18
13ba941eae15552f,1c2f2571b18791b6,6,1d00756835ca67c9,11e3fd7546359fc5,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,Hector Gomez 27 - 29. Chris Lee 28 - 29. Tim Vannatta 27 - 30.,3,300,3 Rnd (5-5-5),900
e69e9676776712aa,1c2f2571b18791b6,7,4f2fcbefb668689d,d632d156c0549e07,W,L,Middleweight,Middleweight Bout,0,KO/TKO,Punches to Head From Back Control,2,228,3 Rnd (5-5-5),528
dae788f34bcfcab9,1c2f2571b18791b6,8,917e53fa0adea0d3,44260175069b6276,W,L,Featherweight,Featherweight Bout,0,KO/TKO,Punches to Head At Distance,1,72,3 Rnd (5-5-5),72
1bd393b287d14990,1c2f2571b18791b6,9,48d1f690b763934c,2abdead94ce73552,W,L,Middleweight,Middleweight Bout,0,Decision - Unanimous,Chris Lee 27 - 30. John Rupert 27 - 30. Tim Vannatta 27 - 30.,3,300,3 Rnd (5-5-5),900
fe1eb1104377f2da,1c2f2571b18791b6,10,e0b74df14f52cd15,78114b7199cef90c,W,L,Featherweight,WEC Featherweight Title Bout,1,KO/TKO,Punches to Head On Ground,1,143,5 Rnd (5-5-5-5-5),143
e74e3b8d8ba50268,d8022d5526b1d937,1,b4ad3a06ee4d660c,fbbde91f7bc2d3c5,W,L,Heavyweight,Heavyweight Bout,0,Submission,Kimura From Side Control,1,107,3 Rnd (5-5-5),107
b34fb9e15fbd6b3b,a2b06ca02bca14c0,1,31123249b0bbf52e,b732b326c362fb62,W,L,Welterweight,Welterweight Bout,0,Submission,Armbar From Bottom Guard,2,57,3 Rnd (5-5-5),357
8191b8edfde3b9c3,a2b06ca02bca14c0,2,cf9d24e4bd0cf2ce,cbe79765d44bd172,W,L,Lightweight,Lightweight Bout,0,Submission,Rear Naked Choke,3,196,3 Rnd (5-5-5),796
9e99536eae6d709b,a2b06ca02bca14c0,3,18968f97ad34f15c,6a2f7c151031653d,W,L,Lightweight,Lightweight Bout,1,KO/TKO,Punch to Head At Distance,3,39,3 Rnd (5-5-5),639
958bd435389dd12a,a2b06ca02bca14c0,4,f2c8ebbeafd45f2b,04d5718ed2661e8c,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,Patricia Morse-Jarman 28 - 29. Jeff Collins 28 - 29. Cecil Peoples 28 - 29.,3,300,3 Rnd (5-5-5),900
bfd846ad4d597bbb,a2b06ca02bca14c0,5,427b5953ac8e3a27,52cae54377b433b7,W,L,Middleweight,Middleweight Bout,0,Submission,Rear Naked Choke,1,133,3 Rnd (5-5-5),133
e94d7bfb0c92e30d,a2b06ca02bca14c0,6,270b89c00ef0c55c,7649c4c95b824488,W,L,Heavyweight,Heavyweight Bout,0,KO/TKO,Punch to Head At Distance,1,61,3 Rnd (5-5-5),61
c739195deef32b45,a2b06ca02bca14c0,7,a149d6bc670cdb60,eff47295daf721a6,W,L,Welterweight,Welterweight Bout,1,Submission,Armbar From Bottom Guard,1,239,3 Rnd (5-5-5),239
821c27f0dbb27e86,a2b06ca02bca14c0,8,cb139171ed1b69fe,79899ecf62020f6d,W,L,Lightweight,Lightweight Bout,0,Submission,Rear Naked Choke,1,243,3 Rnd (5-5-5),243
75577b11361cb645,a2b06ca02bca14c0,9,513c6f1715e547a8,0aa92558424ced9e,W,L,Heavyweight,UFC Heavyweight Title Bout,0,KO/TKO,Punches to Head On Ground,2,187,5 Rnd (5-5-5-5-5),487
ca22594226b2dcc6,8d26912cd2aeb366,1,6bbb8dc6e128779e,16044bd8762cf794,W,L,Welterweight,Welterweight Bout,0,Submission,Guillotine Choke,1,35,3 Rnd (5-5-5),35
7d19db5befd8ddde,8d26912cd2aeb366,2,ce7871949b0ed2bf,de20ffb3fc2e7629,W,L,Featherweight,Featherweight Bout,0,Submission,Rear Naked Choke,2,190,3 Rnd (5-5-5),490
010b638fd558699a,8d26912cd2aeb366,3,6546af7ab545b90c,09f8c233de88998d,W,L,Bantamweight,Bantamweight Bout,0,Decision - Unanimous,27 - 30. 27 - 30. 27 - 30.,3,300,3 Rnd (5-5-5),900
8341fcd67319ebeb,8d26912cd2aeb366,4,00e11b5c8b7bfeeb,ca936c67687789e9,W,L,Middleweight,Middleweight Bout,0,Submission,Rear Naked Choke,1,186,3 Rnd (5-5-5),186
ae3333dc399bc7ab,8d26912cd2aeb366,5,d512d9f204059f57,27b1a406ac171b19,W,L,Welterweight,Welterweight Bout,0,KO/TKO,Punches to Head On Ground,2,125,3 Rnd (5-5-5),425
da08c2627f9f3384,8d26912cd2aeb366,6,84c43f0d25f15b0b,843dd76c50cae0f6,W,L,Catch Weight,Catch Weight Bout,0,KO/TKO,Punches to Head At Distance,1,104,3 Rnd (3-3-3),104
8062bd5f0672c7a2,8d26912cd2aeb366,7,84ac950d4c1722dd,5f04e3d58d9ce982,W,L,Catch Weight,Catch Weight Bout,0,Decision - Unanimous,28 - 29. 28 - 29. 28 - 29.,3,300,3 Rnd (5-5-5),900
62df357b834238ec,8d26912cd2aeb366,8,d468288756ae3982,aee8eecfc4bfb1e7,W,L,Light Heavyweight,Strikeforce Light Heavyweight Title Bout,0,TKO - Doctor's Stoppage,Facial Cut,1,300,5 Rnd (5-5-5-5-5),300
22a9e7bb83b2ab13,8d26912cd2aeb366,9,3410cf010558dc8b,6a92caba39b64752,W,L,Middleweight,Middleweight Bout,0,KO/TKO,Punch to Head At Distance,1,29,3 Rnd (5-5-5),29
e491dcf5c243c088,8d26912cd2aeb366,10,99c80d2bd5dbe5a9,a993ef2dd36cea5f,W,L,Catch Weight,Catch Weight Bout,0,KO/TKO,to,3,142,3 Rnd (5-5-5),742
d4ce05bd60e091d7,8d26912cd2aeb366,11,f84dfc5a8d178403,0b534765dca35e71,W,L,Middleweight,Middleweight Bout,0,KO/TKO,to,1,136,3 Rnd (5-5-5),136
89229d26e5a75a32,8d26912cd2aeb366,12,38e5d9dcb0fddc42,3641a0d117e9bc6c,W,L,Middleweight,Middleweight Bout,0,Submission,Rear Naked Choke,1,88,3 Rnd (5-5-5),88
80baa3ae3092693d,8d26912cd2aeb366,13,6436029b50a9c255,856c4d2668a875f9,W,L,Lightweight,Lightweight Bout,0,Decision - Unanimous,27 - 30. 28 - 29. 28 - 29.,3,300,3 Rnd (5-5-5),900
43ac452f93b08715,aebfb84d1f6d2d8c,1,75e0d3cc2262b732,b98209144b63ae26,W,L,Lightweight,Lightweight Bout,0,Submission,Guillotine Choke From Bottom Guard,1,61,3 Rnd (5-5-5),61
33151bfa498c1c6c,aebfb84d1f6d2d8c,2,d247691a6c0e9034,0d16bdb7d32e88e9,W,L,Featherweight,Featherweight Bout,0,Decision - Unanimous,Nelson Hamilton 27 - 30. Patricia Morse-Jarman 28 - 29. Glenn Trowbridge 27 - 30.,3,300,3 Rnd (5-5-5),900
74582b99c1c0c822,aebfb84d1f6d2d8c,3,4304992c2acc187b,e361e5c858af6ff1,W,L,Lightweight,Lightweight Bout,1,KO/TKO,Punch to Head At Distance,2,71,3 Rnd (5-5-5),371
d9ddbee8aac151bb,aebfb84d1f6d2d8c,4,3a24769a4855040a,2a470ad41c22c25a,W,L,Featherweight,Featherweight Bout,0,Decision - Unanimous,Cecil Peoples 28 - 29. Patricia Morse-Jarman 27 - 30. Tony Weeks 27 - 30.,3,300,3 Rnd (5-5-5),900
2fdf8c06175a88e4,aebfb84d1f6d2d8c,5,179f1948dc234f1f,d26394fc0e8e880a,W,L,Light Heavyweight,Light Heavyweight Bout,0,KO/TKO,Punches to Head On Ground,1,146,3 Rnd (5-5-5),146
f42d1b863831caa5,aebfb84d1f6d2d8c,6,0941df56f6ac954b,77940e45bc86208e,W,L,Welterweight,Welterweight Bout,0,KO/TKO,Punches to Head On Ground,2,52,3 Rnd (5-5-5),352
756fd0250d001671,aebfb84d1f6d2d8c,7,80eacd4da0617c57,8a9c6c4301f6d088,W,L,Bantamweight,Bantamweight Bout,0,Decision - Unanimous,Cecil Peoples 27 - 30. Patricia Morse-Jarman 27 - 30. Glenn Trowbridge 27 - 30.,3,300,3 Rnd (5-5-5),900
28edfe6106699457,aebfb84d1f6d2d8c,8,b26d3e3746fb4024,8f4616698508f24d,W,L,Bantamweight,Bantamweight Bout,1,Submission,Guillotine Choke From Mount,3,71,3 Rnd (5-5-5),671
90e892b2c50ce4dd,aebfb84d1f6d2d8c,9,40389d39a92f5bfa,c95fbc085e17a532,W,L,Featherweight,Featherweight Bout,0,Submission,Arm Triangle From Side Control,3,288,3 Rnd (5-5-5),888
0494ef16feff9e65,aebfb84d1f6d2d8c,10,33b2f68ef95252e0,0eec866a077889f0,W,L,Bantamweight,WEC Bantamweight Title Bout,0,KO/TKO,Punches to Head At Distance,2,184,5 Rnd (5-5-5-5-5),484
2f736846aebbf12d,30cd319d39ee689b,1,75f871836d41f90f,7f0b4a75ef3039a3,W,L,Heavyweight,Heavyweight Bout,0,Decision - Unanimous,28 - 29. 28 - 29. 27 - 30.,3,300,3 Rnd (5-5-5),900
