bout_id,round,judge_id,judge_order,fighter_1_score,fighter_2_score
3883,Total,127,2,29,28
3883,1,44,3,10,9
3883,2,44,3,10,9
3883,3,44,3,9,10
3883,Total,44,3,29,28
3884,1,49,1,10,9
3884,2,49,1,10,9
3884,3,49,1,10,9
3884,4,49,1,10,9
3884,5,49,1,10,9
3884,Total,49,1,50,45
3884,1,47,2,10,8
3884,2,47,2,10,8
3884,3,47,2,10,9
3884,4,47,2,10,9
3884,5,47,2,10,9
3884,Total,47,2,50,43
3884,1,55,3,10,8
3884,2,55,3,10,9
3884,3,55,3,10,9
3884,4,55,3,10,9
3884,5,55,3,10,9
3884,Total,55,3,50,44
7753,1,590,1,10,9
7753,2,590,1,10,9
7753,3,590,1,10,9
7753,Total,590,1,30,27
7753,1,287,2,10,9
7753,2,287,2,10,9
7753,3,287,2,10,9
7753,Total,287,2,30,27
7753,1,192,3,10,9
7753,2,192,3,10,9
7753,3,192,3,10,9
7753,Total,192,3,30,27
7755,1,590,1,,
7755,2,590,1,,
7755,3,590,1,,
7755,Total,590,1,28,29
7755,1,287,2,10,9
7755,2,287,2,10,9
7755,3,287,2,10,9
7755,Total,287,2,30,27
7755,1,192,3,,
7755,2,192,3,,
7755,3,192,3,,
7755,Total,192,3,29,28
7756,1,590,1,,
7756,2,590,1,,
7756,3,590,1,,
7756,Total,590,1,29,28
7756,1,287,2,,
7756,2,287,2,,
7756,3,287,2,,
7756,Total,287,2,29,28
7756,1,192,3,,
7756,2,192,3,,
7756,3,192,3,,
7756,Total,192,3,29,28
7758,1,590,1,,
7758,2,590,1,,
7758,3,590,1,,
7758,Total,590,1,30,26
7758,1,287,2,10,9
7758,2,287,2,10,9
7758,3,287,2,10,9
7758,Total,287,2,30,27
7758,1,192,3,10,9
7758,2,192,3,10,9
7758,3,192,3,10,9
7758,Total,192,3,30,27
7759,1,590,1,10,9
7759,2,590,1,10,9
7759,3,590,1,10,9
7759,Total,590,1,30,27
7759,1,287,2,,
7759,2,287,2,,
7759,3,287,2,,
7759,Total,287,2,29,28
7759,1,192,3,,
7759,2,192,3,,
7759,3,192,3,,
7759,Total,192,3,29,28
7760,1,590,1,10,9
7760,2,590,1,10,9
7760,3,590,1,10,9
7760,Total,590,1,30,27
7760,1,287,2,10,9
7760,2,287,2,10,9
7760,3,287,2,10,9
7760,Total,287,2,30,27
7760,1,192,3,10,9
7760,2,192,3,10,9
7760,3,192,3,10,9
7760,Total,192,3,30,27
7761,1,590,1,,
7761,2,590,1,,
7761,3,590,1,,
7761,Total,590,1,29,28
7761,1,287,2,,
7761,2,287,2,,
7761,3,287,2,,
7761,Total,287,2,29,28
7761,1,192,3,,
7761,2,192,3,,
7761,3,192,3,,
7761,Total,192,3,29,28
7763,1,590,1,10,9
7763,2,590,1,10,9
7763,3,590,1,10,9
7763,4,590,1,10,9
7763,5,590,1,10,9
7763,Total,590,1,50,45
7763,1,287,2,10,9
7763,2,287,2,10,9
7763,3,287,2,10,9
7763,4,287,2,10,9
7763,5,287,2,10,9
7763,Total,287,2,50,45
7763,1,192,3,10,9
7763,2,192,3,10,9
7763,3,192,3,10,9
7763,4,192,3,10,9
7763,5,192,3,10,9
7763,Total,192,3,50,45
3911,1,214,1,,
3911,2,214,1,,
3911,3,214,1,,
3911,Total,214,1,29,28
3911,1,220,2,10,9
3911,2,220,2,10,9
3911,3,220,2,10,9
3911,Total,220,2,30,27
3911,1,356,3,,
3911,2,356,3,,
3911,3,356,3,,
3911,Total,356,3,29,28
3912,1,220,1,10,9
3912,2,220,1,10,9
3912,3,220,1,10,9
3912,Total,220,1,30,27
3912,1,356,2,10,9
3912,2,356,2,10,9
3912,3,356,2,10,9
3912,Total,356,2,30,27
3912,1,355,3,,
3912,2,355,3,,
3912,3,355,3,,
3912,Total,355,3,29,28
3915,1,214,1,10,9
3915,2,214,1,9,10
3915,3,214,1,10,9
3915,Total,214,1,29,28
3915,1,257,2,9,10
3915,2,257,2,9,10
3915,3,257,2,9,10
3915,Total,257,2,27,30
3915,1,220,3,10,9
3915,2,220,3,9,10
3915,3,220,3,10,9
3915,Total,220,3,29,28
3916,1,257,1,10,9
3916,2,257,1,9,10
3916,3,257,1,9,10
3916,4,257,1,10,9
3916,5,257,1,10,9
3916,Total,257,1,48,47
3916,1,220,2,10,9
3916,2,220,2,9,10
3916,3,220,2,10,9
3916,4,220,2,10,9
3916,5,220,2,10,9
3916,Total,220,2,49,46
3916,1,355,3,9,10
3916,2,355,3,10,9
3916,3,355,3,10,9
3916,4,355,3,10,9
3916,5,355,3,10,9
3916,Total,355,3,49,46
3921,1,357,1,10,9
3921,2,357,1,10,9
3921,3,357,1,10,9
3921,Total,357,1,30,27
3921,1,56,2,10,9
3921,2,56,2,10,9
3921,3,56,2,10,9
3921,Total,56,2,30,27
3921,1,358,3,10,9
3921,2,358,3,10,9
3921,3,358,3,10,9
3921,Total,358,3,30,27
3927,1,357,1,10,9
3927,2,357,1,10,9
3927,3,357,1,10,9
3927,Total,357,1,30,27
3927,1,56,2,10,9
3927,2,56,2,10,9
3927,3,56,2,10,9
3927,Total,56,2,30,27
3927,1,358,3,10,9
3927,2,358,3,10,9
3927,3,358,3,10,9
3927,Total,358,3,30,27
3928,1,357,1,,
3928,2,357,1,,
3928,3,357,1,,
3928,4,357,1,,
3928,5,357,1,,
3928,Total,357,1,48,47
3928,1,19,2,,
3928,2,19,2,,
3928,3,19,2,,
3928,4,19,2,,
3928,5,19,2,,
3928,Total,19,2,47,48
3928,1,358,3,,
3928,2,358,3,,
3928,3,358,3,,
3928,4,358,3,,
3928,5,358,3,,
3928,Total,358,3,48,47
3936,1,87,1,10,9
3936,2,87,1,10,9
3936,3,87,1,10,10
3936,Total,87,1,30,28
3936,1,292,2,10,9
3936,2,292,2,10,9
3936,3,292,2,10,9
3936,Total,292,2,30,27
3936,1,94,3,10,8
3936,2,94,3,10,9
3936,3,94,3,10,9
3936,Total,94,3,30,26
3937,1,87,1,10,9
3937,2,87,1,10,9
3937,3,87,1,9,10
3937,Total,87,1,29,28
3937,1,88,2,10,9
3937,2,88,2,10,9
3937,3,88,2,9,10
3937,Total,88,2,29,28
3937,1,53,3,10,9
3937,2,53,3,10,9
3937,3,53,3,9,10
3937,Total,53,3,29,28
3938,1,292,1,10,9
3938,2,292,1,10,9
3938,3,292,1,9,10
3938,Total,292,1,29,28
3938,1,94,2,10,9
3938,2,94,2,10,9
3938,3,94,2,9,10
3938,Total,94,2,29,28
3938,1,88,3,9,10
3938,2,88,3,10,9
3938,3,88,3,9,10
3938,Total,88,3,28,29
3941,1,292,1,9,10
3941,2,292,1,10,9
3941,3,292,1,10,9
3941,Total,292,1,29,28
3941,1,88,2,9,10
3941,2,88,2,9,10
3941,3,88,2,10,9
3941,Total,88,2,28,29
3941,1,53,3,9,10
3941,2,53,3,10,9
3941,3,53,3,10,9
3941,Total,53,3,29,28
3943,1,190,1,,
3943,2,190,1,,
3943,3,190,1,,
3943,Total,190,1,29,28
3943,1,219,2,,
3943,2,219,2,,
3943,3,219,2,,
3943,Total,219,2,29,28
3943,1,355,3,,
3943,2,355,3,,
3943,3,355,3,,
3943,Total,355,3,29,28
3946,1,359,1,,
3946,2,359,1,,
3946,3,359,1,,
3946,Total,359,1,29,27
3946,1,190,2,,
3946,2,190,2,,
3946,3,190,2,,
3946,Total,190,2,29,27
3946,1,355,3,,
3946,2,355,3,,
3946,3,355,3,,
3946,Total,355,3,29,27
3948,1,359,1,10,9
3948,2,359,1,10,9
3948,3,359,1,10,9
3948,Total,359,1,30,27
3948,1,190,2,10,9
3948,2,190,2,10,9
3948,3,190,2,10,9
3948,Total,190,2,30,27
3948,1,355,3,10,9
3948,2,355,3,10,9
3948,3,355,3,10,9
3948,Total,355,3,30,27
3953,1,94,1,10,9
3953,2,94,1,10,9
3953,3,94,1,10,9
3953,Total,94,1,30,27
3953,1,163,2,10,9
3953,2,163,2,10,9
3953,3,163,2,10,9
3953,Total,163,2,30,27
3953,1,148,3,10,9
3953,2,148,3,10,9
3953,3,148,3,10,9
3953,Total,148,3,30,27
3957,1,94,1,10,9
3957,2,94,1,10,9
3957,3,94,1,10,9
3957,Total,94,1,30,27
3957,1,82,2,10,9
3957,2,82,2,10,9
3957,3,82,2,10,9
3957,Total,82,2,30,27
3957,1,237,3,10,9
3957,2,237,3,10,9
3957,3,237,3,10,9
3957,Total,237,3,30,27
3958,1,94,1,9,10
3958,2,94,1,10,9
3958,3,94,1,10,9
3958,Total,94,1,29,28
3958,1,124,2,10,9
3958,2,124,2,10,9
3958,3,124,2,10,9
3958,Total,124,2,30,27
3958,1,148,3,9,10
3958,2,148,3,9,10
3958,3,148,3,10,9
3958,Total,148,3,28,29
3962,1,94,1,10,9
3962,2,94,1,10,9
3962,3,94,1,10,9
3962,Total,94,1,30,27
3962,1,124,2,10,9
3962,2,124,2,10,9
3962,3,124,2,10,9
3962,Total,124,2,30,27
3962,1,163,3,,
3962,2,163,3,,
3962,3,163,3,,
3962,Total,163,3,29,28
3963,1,94,1,9,10
3963,2,94,1,9,10
3963,3,94,1,10,9
3963,4,94,1,10,9
3963,5,94,1,10,9
3963,Total,94,1,48,47
3963,1,124,2,10,9
3963,2,124,2,9,10
3963,3,124,2,10,9
3963,4,124,2,10,9
3963,5,124,2,10,9
3963,Total,124,2,49,46
3963,1,163,3,9,10
3963,2,163,3,9,10
3963,3,163,3,10,9
3963,4,163,3,10,9
3963,5,163,3,10,9
3963,Total,163,3,48,47
3964,1,359,1,10,9
3964,2,359,1,10,9
3964,3,359,1,10,9
3964,Total,359,1,30,27
3964,1,86,2,,
3964,2,86,2,,
3964,3,86,2,,
3964,Total,86,2,28,29
3964,1,96,3,,
3964,2,96,3,,
3964,3,96,3,,
3964,Total,96,3,29,28
3966,1,359,1,,
3966,2,359,1,,
3966,3,359,1,,
3966,Total,359,1,29,28
3966,1,360,2,10,9
3966,2,360,2,10,9
3966,3,360,2,10,9
3966,Total,360,2,30,27
3966,1,96,3,10,9
3966,2,96,3,10,9
3966,3,96,3,10,9
3966,Total,96,3,30,27
3972,1,86,1,10,9
3972,2,86,1,10,9
3972,3,86,1,10,9
3972,Total,86,1,30,27
3972,1,360,2,10,9
3972,2,360,2,10,9
3972,3,360,2,10,9
3972,Total,360,2,30,27
3972,1,96,3,10,9
3972,2,96,3,10,9
3972,3,96,3,10,9
3972,Total,96,3,30,27
3973,1,359,1,,
3973,2,359,1,,
3973,3,359,1,,
3973,Total,359,1,29,28
3973,1,86,2,,
3973,2,86,2,,
3973,3,86,2,,
3973,Total,86,2,29,28
3973,1,96,3,,
3973,2,96,3,,
3973,3,96,3,,
3973,Total,96,3,29,28
3976,1,127,1,9,10
3976,2,127,1,9,10
3976,3,127,1,10,9
3976,Total,127,1,28,29
3976,1,44,2,10,9
3976,2,44,2,9,10
3976,3,44,2,10,9
3976,Total,44,2,29,28
3976,1,258,3,10,9
3976,2,258,3,9,10
3976,3,258,3,10,9
3976,Total,258,3,29,28
3979,1,46,1,9,10
3979,2,46,1,9,10
3979,3,46,1,10,9
3979,Total,46,1,28,29
3979,1,94,2,9,10
3979,2,94,2,10,9
3979,3,94,2,10,9
3979,Total,94,2,29,28
3979,1,127,3,9,10
3979,2,127,3,10,9
3979,3,127,3,10,9
3979,Total,127,3,29,28
3980,1,258,1,10,9
3980,2,258,1,9,10
3980,3,258,1,10,9
3980,Total,258,1,29,28
3980,1,47,2,10,9
3980,2,47,2,9,10
3980,3,47,2,10,9
3980,Total,47,2,29,28
3980,1,55,3,10,9
3980,2,55,3,9,10
3980,3,55,3,10,9
3980,Total,55,3,29,28
3981,1,45,1,10,9
3981,2,45,1,10,9
3981,3,45,1,10,9
3981,Total,45,1,30,27
3981,1,46,2,10,9
3981,2,46,2,10,9
3981,3,46,2,10,9
3981,Total,46,2,30,27
3981,1,44,3,10,9
3981,2,44,3,10,9
3981,3,44,3,10,9
3981,Total,44,3,30,27
3983,1,94,1,,
3983,2,94,1,,
3983,3,94,1,,
3983,Total,94,1,29,28
3983,1,44,2,,
3983,2,44,2,,
3983,3,44,2,,
3983,Total,44,2,29,28
3983,1,47,3,,
3983,2,47,3,,
3983,3,47,3,,
3983,Total,47,3,29,28
3984,1,45,1,10,9
3984,2,45,1,10,9
3984,3,45,1,10,9
3984,4,45,1,9,10
3984,5,45,1,10,9
3984,Total,45,1,49,46
3984,1,46,2,10,9
3984,2,46,2,10,9
3984,3,46,2,10,9
3984,4,46,2,9,10
3984,5,46,2,9,10
3984,Total,46,2,48,47
3984,1,127,3,10,9
3984,2,127,3,10,9
3984,3,127,3,10,9
3984,4,127,3,9,10
3984,5,127,3,10,9
3984,Total,127,3,49,46
3987,1,318,1,,
3987,2,318,1,,
3987,3,318,1,,
3987,Total,318,1,29,28
3987,1,362,2,,
3987,2,362,2,,
3987,3,362,2,,
3987,Total,362,2,29,28
3987,1,361,3,,
3987,2,361,3,,
3987,3,361,3,,
3987,Total,361,3,29,28
3992,1,318,1,,
3992,2,318,1,,
3992,3,318,1,,
3992,Total,318,1,29,27
3992,1,319,2,,
3992,2,319,2,,
3992,3,319,2,,
3992,Total,319,2,29,27
3992,1,362,3,,
3992,2,362,3,,
3992,3,362,3,,
3992,Total,362,3,28,28
3994,1,364,1,10,9
3994,2,364,1,10,9
3994,3,364,1,10,9
3994,Total,364,1,30,27
3994,1,363,2,10,9
3994,2,363,2,10,9
3994,3,363,2,10,9
3994,Total,363,2,30,27
3994,1,109,3,,
3994,2,109,3,,
3994,3,109,3,,
3994,Total,109,3,29,28
3995,1,364,1,,
3995,2,364,1,,
3995,3,364,1,,
3995,Total,364,1,29,28
3995,1,363,2,,
3995,2,363,2,,
3995,3,363,2,,
3995,Total,363,2,29,28
3995,1,109,3,,
3995,2,109,3,,
3995,3,109,3,,
3995,Total,109,3,29,28
3997,1,364,1,,
3997,2,364,1,,
3997,3,364,1,,
3997,Total,364,1,29,28
3997,1,363,2,,
3997,2,363,2,,
3997,3,363,2,,
3997,Total,363,2,29,28
3997,1,109,3,,
3997,2,109,3,,
3997,3,109,3,,
3997,Total,109,3,29,28
4001,1,364,1,10,9
4001,2,364,1,10,9
4001,3,364,1,10,9
4001,Total,364,1,30,27
4001,1,363,2,10,9
4001,2,363,2,10,9
4001,3,363,2,10,9
4001,Total,363,2,30,27
4001,1,109,3,10,9
4001,2,109,3,10,9
4001,3,109,3,10,9
4001,Total,109,3,30,27
4002,1,364,1,,
4002,2,364,1,,
4002,3,364,1,,
4002,Total,364,1,29,28
4002,1,363,2,,
4002,2,363,2,,
4002,3,363,2,,
4002,Total,363,2,29,28
4002,1,109,3,10,9
4002,2,109,3,10,9
4002,3,109,3,10,9
4002,Total,109,3,30,27
4004,1,328,1,10,9
4004,2,328,1,10,9
4004,3,328,1,10,9
4004,Total,328,1,30,27
4004,1,41,2,10,9
4004,2,41,2,10,9
4004,3,41,2,10,9
4004,Total,41,2,30,27
4004,1,365,3,10,9
4004,2,365,3,9,10
4004,3,365,3,10,9
4004,Total,365,3,29,28
4005,1,366,1,10,9
4005,2,366,1,10,9
4005,3,366,1,10,9
4005,Total,366,1,30,27
4005,1,53,2,10,9
4005,2,53,2,10,9
4005,3,53,2,10,9
4005,Total,53,2,30,27
4005,1,43,3,10,9
4005,2,43,3,10,9
4005,3,43,3,10,9
4005,Total,43,3,30,27
4007,1,53,1,9,10
4007,2,53,1,10,9
4007,3,53,1,10,9
4007,Total,53,1,29,28
4007,1,43,2,9,10
4007,2,43,2,10,9
4007,3,43,2,10,9
4007,Total,43,2,29,28
4007,1,41,3,10,9
4007,2,41,3,10,9
4007,3,41,3,10,9
4007,Total,41,3,30,27
4008,1,328,1,9,10
4008,2,328,1,10,9
4008,3,328,1,10,9
4008,Total,328,1,29,28
4008,1,43,2,10,9
4008,2,43,2,10,9
4008,3,43,2,10,9
4008,Total,43,2,30,27
4008,1,365,3,10,9
4008,2,365,3,10,9
4008,3,365,3,10,9
4008,Total,365,3,30,27
4009,1,366,1,9,10
4009,2,366,1,10,9
4009,3,366,1,10,9
4009,Total,366,1,29,28
4009,1,53,2,10,9
4009,2,53,2,10,9
4009,3,53,2,10,9
4009,Total,53,2,30,27
4009,1,41,3,9,10
4009,2,41,3,10,9
4009,3,41,3,10,9
4009,Total,41,3,29,28
4011,1,53,1,9,10
4011,2,53,1,10,8
4011,3,53,1,10,9
4011,Total,53,1,29,27
4011,1,43,2,9,10
4011,2,43,2,10,9
4011,3,43,2,10,9
4011,Total,43,2,29,28
4011,1,365,3,9,10
4011,2,365,3,10,9
4011,3,365,3,10,9
4011,Total,365,3,29,28
4012,1,328,1,9,10
4012,2,328,1,10,9
4012,3,328,1,10,9
4012,Total,328,1,29,28
4012,1,53,2,10,9
4012,2,53,2,10,9
4012,3,53,2,10,9
4012,Total,53,2,30,27
4012,1,43,3,9,10
4012,2,43,3,10,9
4012,3,43,3,10,9
4012,Total,43,3,29,28
4014,1,53,1,10,9
4014,2,53,1,9,10
4014,3,53,1,10,9
4014,Total,53,1,29,28
4014,1,43,2,10,9
4014,2,43,2,10,9
4014,3,43,2,10,9
4014,Total,43,2,30,27
4014,1,41,3,10,9
4014,2,41,3,10,9
4014,3,41,3,10,9
4014,Total,41,3,30,27
4018,1,367,1,,
4018,2,367,1,,
4018,3,367,1,,
4018,Total,367,1,29,28
4018,1,368,2,,
4018,2,368,2,,
4018,3,368,2,,
4018,Total,368,2,28,29
4018,1,370,3,10,9
4018,2,370,3,10,9
4018,3,370,3,10,9
4018,Total,370,3,30,27
4019,1,371,1,10,9
4019,2,371,1,10,9
4019,3,371,1,10,9
4019,Total,371,1,30,27
4019,1,372,2,10,9
4019,2,372,2,10,9
4019,3,372,2,10,9
4019,Total,372,2,30,27
4019,1,373,3,10,9
4019,2,373,3,10,9
4019,3,373,3,10,9
4019,Total,373,3,30,27
4027,1,357,1,10,9
4027,2,357,1,10,9
4027,3,357,1,10,9
4027,Total,357,1,30,27
4027,1,318,2,9,10
4027,2,318,2,10,9
4027,3,318,2,10,9
4027,Total,318,2,29,28
4027,1,374,3,10,9
4027,2,374,3,10,9
4027,3,374,3,9,10
4027,Total,374,3,29,28
4028,1,357,1,9,10
4028,2,357,1,10,9
4028,3,357,1,10,9
4028,Total,357,1,29,28
4028,1,318,2,10,9
4028,2,318,2,10,9
4028,3,318,2,10,9
4028,Total,318,2,30,27
4028,1,42,3,10,9
4028,2,42,3,10,9
4028,3,42,3,10,9
4028,Total,42,3,30,27
4030,1,178,1,10,9
4030,2,178,1,9,10
4030,3,178,1,10,9
4030,Total,178,1,29,28
4030,1,318,2,10,9
4030,2,318,2,9,10
4030,3,318,2,9,10
4030,Total,318,2,28,29
4030,1,42,3,10,9
4030,2,42,3,10,9
4030,3,42,3,9,10
4030,Total,42,3,29,28
4031,1,357,1,9,10
4031,2,357,1,10,9
4031,3,357,1,10,9
4031,Total,357,1,29,28
4031,1,178,2,9,10
4031,2,178,2,10,9
4031,3,178,2,10,9
4031,Total,178,2,29,28
4031,1,374,3,9,10
4031,2,374,3,9,10
4031,3,374,3,10,9
4031,Total,374,3,28,29
4033,1,178,1,10,9
4033,2,178,1,10,9
4033,3,178,1,10,9
4033,Total,178,1,30,27
4033,1,318,2,10,9
4033,2,318,2,10,9
4033,3,318,2,10,9
4033,Total,318,2,30,27
4033,1,42,3,10,9
4033,2,42,3,10,9
4033,3,42,3,10,9
4033,Total,42,3,30,27
4035,1,357,1,10,9
4035,2,357,1,10,9
4035,3,357,1,10,9
4035,Total,357,1,30,27
4035,1,178,2,10,9
4035,2,178,2,10,9
4035,3,178,2,10,9
4035,Total,178,2,30,27
4035,1,374,3,10,9
4035,2,374,3,10,9
4035,3,374,3,10,9
4035,Total,374,3,30,27
4037,1,357,1,10,9
4037,2,357,1,10,9
4037,3,357,1,9,10
4037,Total,357,1,29,28
4037,1,318,2,10,9
4037,2,318,2,9,10
4037,3,318,2,10,9
4037,Total,318,2,29,28
4037,1,42,3,9,10
4037,2,42,3,10,9
4037,3,42,3,9,10
4037,Total,42,3,28,29
4046,1,377,1,,
4046,2,377,1,,
4046,3,377,1,,
4046,Total,377,1,29,28
4046,1,375,2,10,9
4046,2,375,2,10,9
4046,3,375,2,10,9
4046,Total,375,2,30,27
4046,1,376,3,10,9
4046,2,376,3,10,9
4046,3,376,3,10,9
4046,Total,376,3,30,27
4048,1,378,1,10,9
4048,2,378,1,10,9
4048,3,378,1,10,9
4048,4,378,1,10,9
4048,5,378,1,10,9
4048,Total,378,1,50,45
4048,1,375,2,,
4048,2,375,2,,
4048,3,375,2,,
4048,4,375,2,,
4048,5,375,2,,
4048,Total,375,2,48,47
4048,1,376,3,,
4048,2,376,3,,
4048,3,376,3,,
4048,4,376,3,,
4048,5,376,3,,
4048,Total,376,3,49,46
4051,1,379,1,10,9
4051,2,379,1,10,9
4051,3,379,1,10,9
4051,Total,379,1,30,27
4051,1,73,2,10,9
4051,2,73,2,10,9
4051,3,73,2,10,9
4051,Total,73,2,30,27
4051,1,297,3,10,9
4051,2,297,3,10,9
4051,3,297,3,10,9
4051,Total,297,3,30,27
4052,1,379,1,9,10
4052,2,379,1,9,10
4052,3,379,1,10,9
4052,Total,379,1,28,29
4052,1,127,2,10,9
4052,2,127,2,9,10
4052,3,127,2,10,9
4052,Total,127,2,29,28
4052,1,41,3,10,9
4052,2,41,3,9,10
4052,3,41,3,10,9
4052,Total,41,3,29,28
4053,1,73,1,10,9
4053,2,73,1,10,9
4053,3,73,1,9,10
4053,Total,73,1,29,28
4053,1,127,2,10,9
4053,2,127,2,10,9
4053,3,127,2,9,10
4053,Total,127,2,29,28
4053,1,297,3,10,9
4053,2,297,3,10,9
4053,3,297,3,10,9
4053,Total,297,3,30,27
4054,1,379,1,10,9
4054,2,379,1,10,9
4054,3,379,1,10,9
4054,Total,379,1,30,27
4054,1,73,2,10,9
4054,2,73,2,10,9
4054,3,73,2,10,9
4054,Total,73,2,30,27
4054,1,297,3,10,9
4054,2,297,3,10,9
4054,3,297,3,10,9
4054,Total,297,3,30,27
4055,1,379,1,10,9
4055,2,379,1,10,9
4055,3,379,1,9,10
4055,Total,379,1,29,28
4055,1,127,2,10,9
4055,2,127,2,10,9
4055,3,127,2,9,10
4055,Total,127,2,29,28
4055,1,41,3,10,9
4055,2,41,3,10,9
4055,3,41,3,9,10
4055,Total,41,3,29,28
4056,1,73,1,10,9
4056,2,73,1,10,9
4056,3,73,1,9,10
4056,Total,73,1,29,28
4056,1,127,2,10,9
4056,2,127,2,10,9
4056,3,127,2,9,10
4056,Total,127,2,29,28
4056,1,297,3,9,10
4056,2,297,3,10,9
4056,3,297,3,9,10
4056,Total,297,3,28,29
4057,1,379,1,9,10
4057,2,379,1,10,9
4057,3,379,1,9,10
4057,Total,379,1,28,29
4057,1,73,2,10,9
4057,2,73,2,10,9
4057,3,73,2,9,10
4057,Total,73,2,29,28
4057,1,41,3,10,9
4057,2,41,3,10,9
4057,3,41,3,9,10
4057,Total,41,3,29,28
4061,1,178,1,10,9
4061,2,178,1,10,9
4061,3,178,1,10,9
4061,Total,178,1,30,27
4061,1,217,2,10,9
4061,2,217,2,10,9
4061,3,217,2,10,9
4061,Total,217,2,30,27
4061,1,56,3,10,9
4061,2,56,3,10,9
4061,3,56,3,10,9
4061,Total,56,3,30,27
4062,1,178,1,10,8
4062,2,178,1,10,9
4062,3,178,1,10,7
4062,Total,178,1,30,24
4062,1,217,2,10,8
4062,2,217,2,10,9
4062,3,217,2,10,7
4062,Total,217,2,30,24
4062,1,56,3,10,8
4062,2,56,3,10,9
4062,3,56,3,10,7
4062,Total,56,3,30,24
4065,1,178,1,,
4065,2,178,1,,
4065,3,178,1,,
4065,Total,178,1,29,28
4065,1,217,2,,
4065,2,217,2,,
4065,3,217,2,,
4065,Total,217,2,29,28
4065,1,56,3,,
4065,2,56,3,,
4065,3,56,3,,
4065,Total,56,3,28,29
4067,1,178,1,,
4067,2,178,1,,
4067,3,178,1,,
4067,Total,178,1,29,28
4067,1,217,2,,
4067,2,217,2,,
4067,3,217,2,,
4067,Total,217,2,29,28
4067,1,56,3,9,10
4067,2,56,3,9,10
4067,3,56,3,9,10
4067,Total,56,3,27,30
4071,1,379,1,10,9
4071,2,379,1,10,9
4071,3,379,1,10,8
4071,Total,379,1,30,26
4071,1,380,2,9,10
4071,2,380,2,10,9
4071,3,380,2,10,9
4071,Total,380,2,29,28
4071,1,365,3,9,10
4071,2,365,3,10,9
4071,3,365,3,10,8
4071,Total,365,3,29,27
4074,1,379,1,10,9
4074,2,379,1,9,10
4074,3,379,1,10,9
4074,Total,379,1,29,28
4074,1,380,2,10,9
4074,2,380,2,9,10
4074,3,380,2,9,10
4074,Total,380,2,28,29
4074,1,365,3,10,9
4074,2,365,3,9,10
4074,3,365,3,10,9
4074,Total,365,3,29,28
4080,1,379,1,10,9
4080,2,379,1,10,9
4080,3,379,1,10,9
4080,Total,379,1,30,27
4080,1,380,2,10,9
4080,2,380,2,10,9
4080,3,380,2,10,9
4080,Total,380,2,30,27
4080,1,365,3,10,9
4080,2,365,3,10,9
4080,3,365,3,9,10
4080,Total,365,3,29,28
4083,1,379,1,10,9
4083,2,379,1,9,10
4083,3,379,1,10,9
4083,4,379,1,10,9
4083,5,379,1,10,9
4083,Total,379,1,49,46
4083,1,380,2,10,9
4083,2,380,2,10,9
4083,3,380,2,9,10
4083,4,380,2,9,10
4083,5,380,2,10,9
4083,Total,380,2,48,47
4083,1,365,3,10,9
4083,2,365,3,10,9
4083,3,365,3,9,10
4083,4,365,3,10,9
4083,5,365,3,10,9
4083,Total,365,3,49,46
4085,1,94,1,9,10
4085,2,94,1,10,9
4085,3,94,1,10,9
4085,Total,94,1,29,28
4085,1,92,2,9,10
4085,2,92,2,10,9
4085,3,92,2,10,9
4085,Total,92,2,29,28
4085,1,93,3,10,9
4085,2,93,3,10,9
4085,3,93,3,10,9
4085,Total,93,3,30,27
4088,1,92,1,9,10
4088,2,92,1,10,9
4088,3,92,1,10,9
4088,Total,92,1,29,28
4088,1,93,2,9,10
4088,2,93,2,10,9
4088,3,93,2,10,9
4088,Total,93,2,29,28
4088,1,123,3,9,10
4088,2,123,3,10,9
4088,3,123,3,10,9
4088,Total,123,3,29,28
4092,1,51,1,10,9
4092,2,51,1,10,9
4092,3,51,1,9,10
4092,Total,51,1,29,28
4092,1,94,2,10,9
4092,2,94,2,10,9
4092,3,94,2,9,10
4092,Total,94,2,29,28
4092,1,123,3,10,9
4092,2,123,3,10,9
4092,3,123,3,9,10
4092,Total,123,3,29,28
4093,1,92,1,10,9
4093,2,92,1,10,9
4093,3,92,1,10,9
4093,Total,92,1,30,27
4093,1,93,2,10,9
4093,2,93,2,10,9
4093,3,93,2,10,9
4093,Total,93,2,30,27
4093,1,123,3,10,9
4093,2,123,3,10,9
4093,3,123,3,10,9
4093,Total,123,3,30,27
4094,1,51,1,9,10
4094,2,51,1,10,9
4094,3,51,1,10,9
4094,Total,51,1,29,28
4094,1,94,2,9,10
4094,2,94,2,10,9
4094,3,94,2,10,9
4094,Total,94,2,29,28
4094,1,93,3,9,10
4094,2,93,3,9,10
4094,3,93,3,10,9
4094,Total,93,3,28,29
4096,1,94,1,10,9
4096,2,94,1,10,9
4096,3,94,1,9,10
4096,Total,94,1,29,28
4096,1,92,2,10,9
4096,2,92,2,10,9
4096,3,92,2,9,10
4096,Total,92,2,29,28
4096,1,93,3,10,9
4096,2,93,3,10,9
4096,3,93,3,9,10
4096,Total,93,3,29,28
4097,1,51,1,10,9
4097,2,51,1,10,9
4097,3,51,1,10,9
4097,4,51,1,10,9
4097,5,51,1,10,9
4097,Total,51,1,50,45
4097,1,94,2,10,9
4097,2,94,2,10,9
4097,3,94,2,10,9
