bout_id,round,judge_id,judge_order,fighter_1_score,fighter_2_score
7773,3,53,2,10,9
7773,4,53,2,10,9
7773,5,53,2,9,10
7773,Total,53,2,48,47
7773,1,12,3,10,9
7773,2,12,3,10,9
7773,3,12,3,10,9
7773,4,12,3,9,10
7773,5,12,3,9,10
7773,Total,12,3,48,47
7776,1,49,1,,
7776,2,49,1,,
7776,3,49,1,,
7776,Total,49,1,28,28
7776,1,448,2,,
7776,2,448,2,,
7776,3,448,2,,
7776,Total,448,2,28,28
7776,1,374,3,,
7776,2,374,3,,
7776,3,374,3,,
7776,Total,374,3,28,27
7780,1,53,1,10,9
7780,2,53,1,10,9
7780,3,53,1,10,10
7780,Total,53,1,30,28
7780,1,49,2,10,9
7780,2,49,2,10,9
7780,3,49,2,10,9
7780,Total,49,2,30,27
7780,1,374,3,10,9
7780,2,374,3,10,9
7780,3,374,3,10,9
7780,Total,374,3,30,27
7786,1,49,1,10,9
7786,2,49,1,10,9
7786,3,49,1,10,9
7786,Total,49,1,30,27
7786,1,448,2,10,9
7786,2,448,2,10,9
7786,3,448,2,10,9
7786,Total,448,2,30,27
7786,1,374,3,,
7786,2,374,3,,
7786,3,374,3,,
7786,Total,374,3,29,28
7791,1,449,1,,
7791,2,449,1,,
7791,3,449,1,,
7791,Total,449,1,30,26
7791,1,53,2,,
7791,2,53,2,,
7791,3,53,2,,
7791,Total,53,2,30,25
7791,1,374,3,,
7791,2,374,3,,
7791,3,374,3,,
7791,Total,374,3,30,25
7783,1,379,1,9,10
7783,2,379,1,10,9
7783,3,379,1,10,8
7783,Total,379,1,29,27
7783,1,292,2,9,10
7783,2,292,2,10,9
7783,3,292,2,10,8
7783,Total,292,2,29,27
7783,1,385,3,10,9
7783,2,385,3,10,9
7783,3,385,3,10,8
7783,Total,385,3,30,26
7795,1,461,1,,
7795,2,461,1,,
7795,3,461,1,,
7795,Total,461,1,29,28
7795,1,94,2,,
7795,2,94,2,,
7795,3,94,2,,
7795,Total,94,2,29,28
7795,1,462,3,10,9
7795,2,462,3,10,9
7795,3,462,3,10,9
7795,Total,462,3,30,27
7796,1,591,1,,
7796,2,591,1,,
7796,3,591,1,,
7796,Total,591,1,29,28
7796,1,462,2,,
7796,2,462,2,,
7796,3,462,2,,
7796,Total,462,2,28,29
7796,1,460,3,,
7796,2,460,3,,
7796,3,460,3,,
7796,Total,460,3,29,28
7797,1,461,1,9,10
7797,2,461,1,10,9
7797,3,461,1,10,9
7797,Total,461,1,29,28
7797,1,94,2,9,10
7797,2,94,2,10,9
7797,3,94,2,10,9
7797,Total,94,2,29,28
7797,1,463,3,9,10
7797,2,463,3,10,9
7797,3,463,3,10,9
7797,Total,463,3,29,28
7800,1,462,1,10,9
7800,2,462,1,10,9
7800,3,462,1,10,9
7800,Total,462,1,30,27
7800,1,460,2,9,10
7800,2,460,2,10,9
7800,3,460,2,10,9
7800,Total,460,2,29,28
7800,1,463,3,9,10
7800,2,463,3,10,9
7800,3,463,3,10,9
7800,Total,463,3,29,28
7801,1,461,1,10,9
7801,2,461,1,10,9
7801,3,461,1,10,9
7801,Total,461,1,30,27
7801,1,94,2,10,9
7801,2,94,2,10,9
7801,3,94,2,10,9
7801,Total,94,2,30,27
7801,1,463,3,10,9
7801,2,463,3,10,9
7801,3,463,3,10,9
7801,Total,463,3,30,27
7802,1,591,1,10,9
7802,2,591,1,10,9
7802,3,591,1,10,9
7802,Total,591,1,30,27
7802,1,462,2,10,9
7802,2,462,2,10,9
7802,3,462,2,10,9
7802,Total,462,2,30,27
7802,1,460,3,9,10
7802,2,460,3,10,9
7802,3,460,3,10,9
7802,Total,460,3,29,28
7804,1,,1,,
7804,2,,1,,
7804,3,,1,,
7804,Total,,1,29,28
7804,1,,2,,
7804,2,,2,,
7804,3,,2,,
7804,Total,,2,29,28
7804,1,,3,,
7804,2,,3,,
7804,3,,3,,
7804,Total,,3,29,28
7806,1,86,1,10,9
7806,2,86,1,10,9
7806,3,86,1,10,9
7806,Total,86,1,30,27
7806,1,156,2,,
7806,2,156,2,,
7806,3,156,2,,
7806,Total,156,2,30,26
7806,1,12,3,,
7806,2,12,3,,
7806,3,12,3,,
7806,Total,12,3,30,25
7817,1,359,1,10,9
7817,2,359,1,10,9
7817,3,359,1,10,9
7817,Total,359,1,30,27
7817,1,413,2,,
7817,2,413,2,,
7817,3,413,2,,
7817,Total,413,2,30,26
7817,1,355,3,10,9
7817,2,355,3,10,9
7817,3,355,3,10,9
7817,Total,355,3,30,27
7820,1,359,1,,
7820,2,359,1,,
7820,3,359,1,,
7820,Total,359,1,30,26
7820,1,219,2,,
7820,2,219,2,,
7820,3,219,2,,
7820,Total,219,2,29,28
7820,1,355,3,,
7820,2,355,3,,
7820,3,355,3,,
7820,Total,355,3,29,27
7822,1,94,1,10,9
7822,2,94,1,9,10
7822,3,94,1,10,9
7822,Total,94,1,29,28
7822,1,59,2,10,9
7822,2,59,2,9,10
7822,3,59,2,10,9
7822,Total,59,2,29,28
7822,1,44,3,10,9
7822,2,44,3,9,10
7822,3,44,3,9,10
7822,Total,44,3,28,29
7824,1,59,1,10,9
7824,2,59,1,10,9
7824,3,59,1,10,9
7824,Total,59,1,30,27
7824,1,44,2,10,9
7824,2,44,2,10,9
7824,3,44,2,10,9
7824,Total,44,2,30,27
7824,1,12,3,10,9
7824,2,12,3,10,9
7824,3,12,3,10,9
7824,Total,12,3,30,27
7830,1,318,1,9,10
7830,2,318,1,10,9
7830,3,318,1,10,9
7830,Total,318,1,29,28
7830,1,59,2,9,10
7830,2,59,2,10,9
7830,3,59,2,10,9
7830,Total,59,2,29,28
7830,1,53,3,9,10
7830,2,53,3,9,10
7830,3,53,3,10,9
7830,Total,53,3,28,29
7831,1,127,1,10,9
7831,2,127,1,10,9
7831,3,127,1,10,9
7831,Total,127,1,30,27
7831,1,12,2,10,9
7831,2,12,2,10,9
7831,3,12,2,10,9
7831,Total,12,2,30,27
7831,1,49,3,10,9
7831,2,49,3,10,9
7831,3,49,3,10,9
7831,Total,49,3,30,27
7832,1,318,1,9,10
7832,2,318,1,10,9
7832,3,318,1,10,9
7832,4,318,1,9,10
7832,5,318,1,10,9
7832,Total,318,1,48,47
7832,1,94,2,9,10
7832,2,94,2,9,10
7832,3,94,2,10,9
7832,4,94,2,9,10
7832,5,94,2,10,8
7832,Total,94,2,47,47
7832,1,53,3,9,10
7832,2,53,3,10,9
7832,3,53,3,10,9
7832,4,53,3,9,10
7832,5,53,3,10,9
7832,Total,53,3,48,47
7834,1,379,1,10,9
7834,2,379,1,10,8
7834,3,379,1,10,9
7834,Total,379,1,30,26
7834,1,292,2,9,10
7834,2,292,2,10,8
7834,3,292,2,10,9
7834,Total,292,2,29,27
7834,1,385,3,9,10
7834,2,385,3,10,8
7834,3,385,3,10,9
7834,Total,385,3,29,27
7837,1,379,1,10,9
7837,2,379,1,10,9
7837,3,379,1,10,9
7837,Total,379,1,30,27
7837,1,292,2,10,9
7837,2,292,2,10,9
7837,3,292,2,9,10
7837,Total,292,2,29,28
7837,1,385,3,9,10
7837,2,385,3,9,10
7837,3,385,3,10,9
7837,Total,385,3,28,29
7838,1,379,1,9,10
7838,2,379,1,9,10
7838,3,379,1,10,9
7838,Total,379,1,28,29
7838,1,292,2,9,10
7838,2,292,2,10,9
7838,3,292,2,10,9
7838,Total,292,2,29,28
7838,1,385,3,9,10
7838,2,385,3,10,9
7838,3,385,3,10,9
7838,Total,385,3,29,28
7839,1,379,1,10,9
7839,2,379,1,10,9
7839,3,379,1,10,9
7839,4,379,1,9,10
7839,5,379,1,10,8
7839,Total,379,1,49,45
7839,1,292,2,10,9
7839,2,292,2,10,9
7839,3,292,2,10,9
7839,4,292,2,10,9
7839,5,292,2,10,8
7839,Total,292,2,50,44
7839,1,385,3,10,8
7839,2,385,3,10,8
7839,3,385,3,10,9
7839,4,385,3,10,9
7839,5,385,3,10,8
7839,Total,385,3,50,42
7841,1,582,1,10,9
7841,2,582,1,9,10
7841,3,582,1,10,8
7841,Total,582,1,29,27
7841,1,424,2,10,9
7841,2,424,2,9,10
7841,3,424,2,10,9
7841,Total,424,2,29,28
7841,1,94,3,10,9
7841,2,94,3,9,10
7841,3,94,3,10,9
7841,Total,94,3,29,28
7843,1,582,1,9,10
7843,2,582,1,10,9
7843,3,582,1,10,8
7843,Total,582,1,29,27
7843,1,94,2,9,10
7843,2,94,2,10,9
7843,3,94,2,10,8
7843,Total,94,2,29,27
7843,1,55,3,9,10
7843,2,55,3,10,9
7843,3,55,3,10,9
7843,Total,55,3,29,28
7844,1,424,1,10,9
7844,2,424,1,10,9
7844,3,424,1,10,9
7844,Total,424,1,30,27
7844,1,388,2,10,9
7844,2,388,2,10,9
7844,3,388,2,10,9
7844,Total,388,2,30,27
7844,1,55,3,10,9
7844,2,55,3,10,9
7844,3,55,3,10,9
7844,Total,55,3,30,27
7847,1,424,1,10,9
7847,2,424,1,9,10
7847,3,424,1,10,8
7847,Total,424,1,29,27
7847,1,388,2,9,10
7847,2,388,2,9,10
7847,3,388,2,10,8
7847,Total,388,2,28,28
7847,1,55,3,9,10
7847,2,55,3,9,10
7847,3,55,3,10,8
7847,Total,55,3,28,28
7848,1,582,1,9,10
7848,2,582,1,10,9
7848,3,582,1,10,9
7848,Total,582,1,29,28
7848,1,94,2,10,9
7848,2,94,2,9,10
7848,3,94,2,10,9
7848,Total,94,2,29,28
7848,1,55,3,9,10
7848,2,55,3,10,9
7848,3,55,3,10,9
7848,Total,55,3,29,28
7852,1,292,1,10,9
7852,2,292,1,10,9
7852,3,292,1,9,10
7852,Total,292,1,29,28
7852,1,88,2,10,9
7852,2,88,2,10,9
7852,3,88,2,9,10
7852,Total,88,2,29,28
7852,1,89,3,10,9
7852,2,89,3,10,9
7852,3,89,3,9,10
7852,Total,89,3,29,28
7853,1,379,1,10,9
7853,2,379,1,10,9
7853,3,379,1,9,10
7853,Total,379,1,29,28
7853,1,440,2,10,9
7853,2,440,2,10,9
7853,3,440,2,9,10
7853,Total,440,2,29,28
7853,1,43,3,10,9
7853,2,43,3,9,10
7853,3,43,3,9,10
7853,Total,43,3,28,29
7855,1,292,1,9,10
7855,2,292,1,10,9
7855,3,292,1,10,9
7855,Total,292,1,29,28
7855,1,43,2,9,10
7855,2,43,2,10,9
7855,3,43,2,10,9
7855,Total,43,2,29,28
7855,1,89,3,9,10
7855,2,89,3,10,9
7855,3,89,3,10,9
7855,Total,89,3,29,28
7856,1,379,1,10,9
7856,2,379,1,10,9
7856,3,379,1,10,9
7856,Total,379,1,30,27
7856,1,557,2,9,10
7856,2,557,2,10,9
7856,3,557,2,9,10
7856,Total,557,2,28,29
7856,1,440,3,9,10
7856,2,440,3,10,9
7856,3,440,3,10,9
7856,Total,440,3,29,28
7857,1,292,1,9,10
7857,2,292,1,10,9
7857,3,292,1,10,9
7857,Total,292,1,29,28
7857,1,88,2,9,10
7857,2,88,2,10,9
7857,3,88,2,10,9
7857,Total,88,2,29,28
7857,1,43,3,9,10
7857,2,43,3,10,9
7857,3,43,3,10,9
7857,Total,43,3,29,28
7858,1,379,1,10,9
7858,2,379,1,10,9
7858,3,379,1,10,9
7858,Total,379,1,30,27
7858,1,557,2,10,9
7858,2,557,2,10,9
7858,3,557,2,10,9
7858,Total,557,2,30,27
7858,1,440,3,10,9
7858,2,440,3,10,9
7858,3,440,3,10,9
7858,Total,440,3,30,27
7859,1,292,1,10,9
7859,2,292,1,10,9
7859,3,292,1,10,9
7859,Total,292,1,30,27
7859,1,88,2,9,10
7859,2,88,2,9,10
7859,3,88,2,10,9
7859,Total,88,2,28,29
7859,1,89,3,10,9
7859,2,89,3,10,9
7859,3,89,3,10,9
7859,Total,89,3,30,27
7863,1,359,1,,
7863,2,359,1,,
7863,3,359,1,,
7863,Total,359,1,29,28
7863,1,86,2,,
7863,2,86,2,,
7863,3,86,2,,
7863,Total,86,2,28,29
7863,1,352,3,,
7863,2,352,3,,
7863,3,352,3,,
7863,Total,352,3,29,28
7864,1,592,1,10,9
7864,2,592,1,10,9
7864,3,592,1,10,9
7864,Total,592,1,30,27
7864,1,86,2,,
7864,2,86,2,,
7864,3,86,2,,
7864,Total,86,2,29,28
7864,1,107,3,,
7864,2,107,3,,
7864,3,107,3,,
7864,Total,107,3,28,29
7866,1,592,1,10,9
7866,2,592,1,10,9
7866,3,592,1,10,9
7866,Total,592,1,30,27
7866,1,86,2,,
7866,2,86,2,,
7866,3,86,2,,
7866,Total,86,2,30,26
7866,1,107,3,,
7866,2,107,3,,
7866,3,107,3,,
7866,Total,107,3,29,28
7867,1,592,1,10,9
7867,2,592,1,10,9
7867,3,592,1,10,9
7867,Total,592,1,30,27
7867,1,86,2,,
7867,2,86,2,,
7867,3,86,2,,
7867,Total,86,2,29,28
7867,1,352,3,10,9
7867,2,352,3,10,9
7867,3,352,3,10,9
7867,Total,352,3,30,27
7868,1,359,1,10,9
7868,2,359,1,10,9
7868,3,359,1,10,9
7868,Total,359,1,30,27
7868,1,592,2,10,9
7868,2,592,2,10,9
7868,3,592,2,10,9
7868,Total,592,2,30,27
7868,1,107,3,,
7868,2,107,3,,
7868,3,107,3,,
7868,Total,107,3,29,28
7869,1,,1,10,9
7869,2,,1,10,9
7869,3,,1,10,9
7869,4,,1,10,9
7869,5,,1,10,9
7869,Total,,1,50,45
7869,1,,2,10,9
7869,2,,2,10,9
7869,3,,2,10,9
7869,4,,2,10,9
7869,5,,2,10,9
7869,Total,,2,50,45
7869,1,,3,10,9
7869,2,,3,10,9
7869,3,,3,10,9
7869,4,,3,10,9
7869,5,,3,10,9
7869,Total,,3,50,45
7870,1,,1,,
7870,2,,1,,
7870,3,,1,,
7870,4,,1,,
7870,5,,1,,
7870,Total,,1,48,47
7870,1,,2,,
7870,2,,2,,
7870,3,,2,,
7870,4,,2,,
7870,5,,2,,
7870,Total,,2,48,47
7870,1,,3,,
7870,2,,3,,
7870,3,,3,,
7870,4,,3,,
7870,5,,3,,
7870,Total,,3,49,46
7919,1,587,1,10,9
7919,2,587,1,10,9
7919,3,587,1,10,9
7919,Total,587,1,30,27
7919,1,224,2,,
7919,2,224,2,,
7919,3,224,2,,
7919,Total,224,2,29,28
7919,1,541,3,10,9
7919,2,541,3,10,9
7919,3,541,3,10,9
7919,Total,541,3,30,27
7921,1,192,1,10,9
7921,2,192,1,10,9
7921,3,192,1,10,9
7921,Total,192,1,30,27
7921,1,587,2,,
7921,2,587,2,,
7921,3,587,2,,
7921,Total,587,2,29,28
7921,1,541,3,,
7921,2,541,3,,
7921,3,541,3,,
7921,Total,541,3,29,28
7922,1,192,1,,
7922,2,192,1,,
7922,3,192,1,,
7922,Total,192,1,29,28
7922,1,224,2,,
7922,2,224,2,,
7922,3,224,2,,
7922,Total,224,2,29,28
7922,1,541,3,10,9
7922,2,541,3,10,9
7922,3,541,3,10,9
7922,Total,541,3,30,27
7923,1,192,1,,
7923,2,192,1,,
7923,3,192,1,,
7923,Total,192,1,29,28
7923,1,587,2,,
7923,2,587,2,,
7923,3,587,2,,
7923,Total,587,2,29,28
7923,1,224,3,,
7923,2,224,3,,
7923,3,224,3,,
7923,Total,224,3,28,29
7927,1,318,1,9,10
7927,2,318,1,10,9
7927,3,318,1,10,9
7927,Total,318,1,29,28
7927,1,53,2,9,10
7927,2,53,2,9,10
7927,3,53,2,10,9
7927,Total,53,2,28,29
7927,1,571,3,9,10
7927,2,571,3,10,9
7927,3,571,3,10,9
7927,Total,571,3,29,28
7928,1,318,1,10,9
7928,2,318,1,10,9
7928,3,318,1,10,9
7928,Total,318,1,30,27
7928,1,53,2,10,9
7928,2,53,2,10,9
7928,3,53,2,10,9
7928,Total,53,2,30,27
7928,1,571,3,10,9
7928,2,571,3,10,9
7928,3,571,3,10,9
7928,Total,571,3,30,27
7930,1,81,1,,
7930,2,81,1,,
7930,3,81,1,,
7930,Total,81,1,29,28
7930,1,94,2,10,9
7930,2,94,2,10,9
7930,3,94,2,10,9
7930,Total,94,2,30,27
7930,1,237,3,,
7930,2,237,3,,
7930,3,237,3,,
7930,Total,237,3,29,27
7933,1,318,1,10,9
7933,2,318,1,10,9
7933,3,318,1,10,9
7933,Total,318,1,30,27
7933,1,53,2,9,10
7933,2,53,2,10,9
7933,3,53,2,10,9
7933,Total,53,2,29,28
7933,1,571,3,9,10
7933,2,571,3,10,9
7933,3,571,3,10,9
7933,Total,571,3,29,28
7936,1,318,1,10,9
7936,2,318,1,10,9
7936,3,318,1,10,9
7936,Total,318,1,30,27
7936,1,53,2,10,9
7936,2,53,2,10,9
7936,3,53,2,10,9
7936,Total,53,2,30,27
7936,1,237,3,10,9
7936,2,237,3,10,9
7936,3,237,3,10,9
7936,Total,237,3,30,27
7926,1,318,1,10,9
7926,2,318,1,9,10
7926,3,318,1,10,9
7926,Total,318,1,29,28
7926,1,94,2,10,9
7926,2,94,2,9,10
7926,3,94,2,10,9
7926,Total,94,2,29,28
7926,1,53,3,10,9
7926,2,53,3,9,10
7926,3,53,3,10,9
7926,Total,53,3,29,28
7948,1,237,1,,
7948,2,237,1,,
7948,3,237,1,,
7948,Total,237,1,29,28
7948,1,,2,,
7948,2,,2,,
7948,3,,2,,
7948,Total,,2,29,28
7948,1,,3,,
7948,2,,3,,
7948,3,,3,,
7948,Total,,3,28,29
7939,1,379,1,10,9
7939,2,379,1,9,10
7939,3,379,1,10,9
7939,Total,379,1,29,28
7939,1,292,2,9,10
7939,2,292,2,9,10
7939,3,292,2,10,9
7939,Total,292,2,28,29
7939,1,385,3,9,10
7939,2,385,3,10,9
7939,3,385,3,10,9
7939,Total,385,3,29,28
7943,1,379,1,10,9
7943,2,379,1,10,9
7943,3,379,1,9,10
7943,Total,379,1,29,28
7943,1,292,2,10,9
7943,2,292,2,9,10
7943,3,292,2,10,9
7943,Total,292,2,29,28
7943,1,385,3,10,9
7943,2,385,3,10,9
7943,3,385,3,9,10
7943,Total,385,3,29,28
7947,1,379,1,10,9
7947,2,379,1,9,10
7947,3,379,1,10,9
7947,4,379,1,10,9
7947,5,379,1,10,9
7947,Total,379,1,49,46
7947,1,292,2,10,9
7947,2,292,2,10,9
7947,3,292,2,10,9
7947,4,292,2,10,9
7947,5,292,2,10,9
7947,Total,292,2,50,45
7947,1,385,3,10,9
7947,2,385,3,9,10
7947,3,385,3,9,10
7947,4,385,3,10,9
7947,5,385,3,10,9
7947,Total,385,3,48,47
7953,1,526,1,10,9
7953,2,526,1,10,9
7953,3,526,1,9,10
7953,Total,526,1,29,28
7953,1,475,2,10,9
7953,2,475,2,10,9
7953,3,475,2,9,10
7953,Total,475,2,29,28
7953,1,478,3,10,9
7953,2,478,3,10,9
7953,3,478,3,9,10
7953,Total,478,3,29,28
7955,1,526,1,9,10
7955,2,526,1,10,8
7955,3,526,1,9,10
7955,Total,526,1,28,28
7955,1,479,2,9,10
7955,2,479,2,10,9
7955,3,479,2,10,9
7955,Total,479,2,29,28
7955,1,478,3,9,10
7955,2,478,3,10,9
7955,3,478,3,10,9
7955,Total,478,3,29,28
7956,1,476,1,10,9
7956,2,476,1,10,9
7956,3,476,1,9,10
7956,Total,476,1,29,28
7956,1,526,2,10,9
7956,2,526,2,10,9
7956,3,526,2,9,10
7956,Total,526,2,29,28
7956,1,479,3,10,9
7956,2,479,3,10,9
7956,3,479,3,9,10
7956,Total,479,3,29,28
7957,1,475,1,10,9
7957,2,475,1,10,8
7957,3,475,1,10,8
7957,Total,475,1,30,25
7957,1,479,2,10,9
7957,2,479,2,10,8
7957,3,479,2,9,9
7957,Total,479,2,29,26
7957,1,478,3,10,9
7957,2,478,3,10,8
7957,3,478,3,9,9
7957,Total,478,3,29,26
7958,1,476,1,10,10
7958,2,476,1,10,9
7958,3,476,1,10,9
7958,Total,476,1,30,28
7958,1,526,2,10,10
7958,2,526,2,10,9
7958,3,526,2,10,9
7958,Total,526,2,30,28
7958,1,479,3,10,9
7958,2,479,3,10,9
7958,3,479,3,10,9
7958,Total,479,3,30,27
7964,1,318,1,10,9
7964,2,318,1,9,9
7964,3,318,1,10,8
7964,Total,318,1,29,26
7964,1,86,2,10,9
7964,2,86,2,9,9
7964,3,86,2,10,8
7964,Total,86,2,29,26
7964,1,12,3,10,9
7964,2,12,3,9,9
7964,3,12,3,10,8
7964,Total,12,3,29,26
7965,1,318,1,10,9
7965,2,318,1,9,10
7965,3,318,1,9,10
7965,Total,318,1,28,29
7965,1,86,2,10,9
7965,2,86,2,9,10
7965,3,86,2,10,9
7965,Total,86,2,29,28
7965,1,12,3,10,9
7965,2,12,3,9,10
7965,3,12,3,10,9
7965,Total,12,3,29,28
7966,1,39,1,9,10
7966,2,39,1,10,9
7966,3,39,1,10,9
7966,Total,39,1,29,28
7966,1,94,2,10,9
7966,2,94,2,10,9
7966,3,94,2,10,9
7966,Total,94,2,30,27
7966,1,107,3,9,10
7966,2,107,3,9,10
7966,3,107,3,10,9
7966,Total,107,3,28,29
7968,1,318,1,9,10
7968,2,318,1,10,9
7968,3,318,1,10,9
7968,Total,318,1,29,28
7968,1,39,2,8,10
7968,2,39,2,10,9
7968,3,39,2,10,9
7968,Total,39,2,28,28
7968,1,94,3,9,10
7968,2,94,3,10,9
7968,3,94,3,10,9
7968,Total,94,3,29,28
7970,1,94,1,10,9
7970,2,94,1,10,9
7970,3,94,1,10,9
7970,Total,94,1,30,27
7970,1,12,2,10,9
7970,2,12,2,10,8
7970,3,12,2,10,9
7970,Total,12,2,30,26
7970,1,107,3,10,8
7970,2,107,3,10,9
7970,3,107,3,10,9
7970,Total,107,3,30,26
7973,1,318,1,10,9
7973,2,318,1,10,9
7973,3,318,1,10,9
7973,Total,318,1,30,27
7973,1,94,2,10,9
7973,2,94,2,10,9
7973,3,94,2,10,9
7973,Total,94,2,30,27
7973,1,12,3,10,9
7973,2,12,3,10,9
7973,3,12,3,10,9
7973,Total,12,3,30,27
8939,1,,1,,
8939,2,,1,,
8939,3,,1,,
8939,Total,,1,1,0
8939,1,,2,,
8939,2,,2,,
8939,3,,2,,
8939,Total,,2,1,0
8939,1,,3,,
8939,2,,3,,
8939,3,,3,,
8939,Total,,3,1,0
7961,1,357,1,,
7961,2,357,1,,
7961,3,357,1,,
7961,Total,357,1,28,28
7961,1,53,2,,
7961,2,53,2,,
7961,3,53,2,,
7961,Total,53,2,29,28
7961,1,156,3,,
7961,2,156,3,,
7961,3,156,3,,
7961,Total,156,3,29,28
7962,1,357,1,10,9
7962,2,357,1,10,9
7962,3,357,1,10,9
7962,Total,357,1,30,27
7962,1,53,2,10,9
7962,2,53,2,10,9
7962,3,53,2,10,9
7962,Total,53,2,30,27
7962,1,156,3,,
7962,2,156,3,,
7962,3,156,3,,
7962,Total,156,3,29,28
7977,1,156,1,,
7977,2,156,1,,
7977,3,156,1,,
7977,Total,156,1,28,29
7977,1,12,2,,
7977,2,12,2,,
7977,3,12,2,,
7977,Total,12,2,29,28
7977,1,107,3,,
7977,2,107,3,,
7977,3,107,3,,
7977,Total,107,3,29,28
7978,1,156,1,10,9
7978,2,156,1,10,9
7978,3,156,1,10,9
7978,Total,156,1,30,27
7978,1,12,2,,
7978,2,12,2,,
7978,3,12,2,,
7978,Total,12,2,28,29
7978,1,107,3,10,9
7978,2,107,3,10,9
7978,3,107,3,10,9
7978,Total,107,3,30,27
7979,1,94,1,,
7979,2,94,1,,
7979,3,94,1,,
7979,Total,94,1,29,28
7979,1,192,2,10,9
7979,2,192,2,10,9
7979,3,192,2,10,9
7979,Total,192,2,30,27
7979,1,49,3,,
7979,2,49,3,,
7979,3,49,3,,
7979,Total,49,3,29,28
7982,1,94,1,,
7982,2,94,1,,
7982,3,94,1,,
7982,Total,94,1,30,26
7982,1,522,2,10,9
7982,2,522,2,10,9
7982,3,522,2,10,9
7982,Total,522,2,30,27
7982,1,96,3,10,9
7982,2,96,3,10,9
7982,3,96,3,10,9
7982,Total,96,3,30,27
7983,1,94,1,9,10
7983,2,94,1,10,9
7983,3,94,1,10,9
7983,Total,94,1,29,28
7983,1,49,2,9,10
7983,2,49,2,10,9
7983,3,49,2,10,9
7983,Total,49,2,29,28
7983,1,96,3,9,10
7983,2,96,3,10,9
7983,3,96,3,10,9
7983,Total,96,3,29,28
7984,1,192,1,10,9
7984,2,192,1,10,9
7984,3,192,1,10,9
7984,Total,192,1,30,27
7984,1,49,2,10,9
7984,2,49,2,10,9
7984,3,49,2,10,9
7984,Total,49,2,30,27
7984,1,55,3,10,9
7984,2,55,3,10,9
7984,3,55,3,10,9
7984,Total,55,3,30,27
7985,1,522,1,9,10
7985,2,522,1,10,9
7985,3,522,1,9,10
7985,Total,522,1,28,29
7985,1,237,2,9,10
7985,2,237,2,10,9
7985,3,237,2,10,9
7985,Total,237,2,29,28
7985,1,96,3,9,10
7985,2,96,3,10,9
7985,3,96,3,10,9
7985,Total,96,3,29,28
7987,1,94,1,10,9
7987,2,94,1,10,9
7987,3,94,1,10,9
7987,Total,94,1,30,27
7987,1,522,2,10,9
7987,2,522,2,10,9
7987,3,522,2,10,9
7987,Total,522,2,30,27
7987,1,192,3,10,9
7987,2,192,3,10,9
7987,3,192,3,10,9
7987,Total,192,3,30,27
7988,1,237,1,10,9
7988,2,237,1,9,10
7988,3,237,1,10,9
7988,Total,237,1,29,28
7988,1,49,2,10,9
7988,2,49,2,9,10
7988,3,49,2,9,10
7988,Total,49,2,28,29
7988,1,55,3,10,9
7988,2,55,3,9,10
7988,3,55,3,10,9
7988,Total,55,3,29,28
7992,1,,1,,
7992,2,,1,,
7992,3,,1,,
7992,Total,,1,29,28
7992,1,,2,,
7992,2,,2,,
7992,3,,2,,
7992,Total,,2,28,29
7992,1,,3,,
7992,2,,3,,
7992,3,,3,,
7992,Total,,3,29,28
7993,1,,1,,
7993,2,,1,,
7993,3,,1,,
7993,Total,,1,29,27
7993,1,,2,,
7993,2,,2,,
7993,3,,2,,
7993,Total,,2,29,27
7993,1,,3,,
7993,2,,3,,
7993,3,,3,,
7993,Total,,3,29,27
7998,1,,1,10,9
7998,2,,1,10,9
7998,3,,1,10,9
7998,Total,,1,30,27
7998,1,,2,,
7998,2,,2,,
7998,3,,2,,
7998,Total,,2,29,28
7998,1,,3,,
7998,2,,3,,
7998,3,,3,,
7998,Total,,3,29,28
8000,1,86,1,10,9
8000,2,86,1,10,9
8000,3,86,1,10,9
8000,Total,86,1,30,27
8000,1,94,2,10,9
8000,2,94,2,10,9
8000,3,94,2,10,9
8000,Total,94,2,30,27
8000,1,251,3,10,9
8000,2,251,3,10,9
8000,3,251,3,10,9
8000,Total,251,3,30,27
8003,1,,1,,
8003,2,,1,,
8003,3,,1,,
8003,Total,,1,1,0
8003,1,,2,,
8003,2,,2,,
8003,3,,2,,
8003,Total,,2,0,1
8003,1,,3,,
8003,2,,3,,
8003,3,,3,,
8003,Total,,3,1,0
8005,1,,1,,
8005,2,,1,,
8005,3,,1,,
8005,Total,,1,1,0
8005,1,,2,,
8005,2,,2,,
8005,3,,2,,
8005,Total,,2,1,0
8005,1,,3,,
8005,2,,3,,
8005,3,,3,,
8005,Total,,3,1,0
8008,1,53,1,10,9
8008,2,53,1,10,9
8008,3,53,1,9,10
8008,Total,53,1,29,28
8008,1,12,2,10,9
8008,2,12,2,10,9
8008,3,12,2,9,10
8008,Total,12,2,29,28
8008,1,65,3,10,9
8008,2,65,3,9,10
8008,3,65,3,10,9
8008,Total,65,3,29,28
8009,1,86,1,10,9
8009,2,86,1,10,9
8009,3,86,1,9,10
8009,Total,86,1,29,28
8009,1,12,2,10,9
8009,2,12,2,10,9
8009,3,12,2,9,10
8009,Total,12,2,29,28
8009,1,65,3,10,9
8009,2,65,3,9,10
8009,3,65,3,10,9
8009,Total,65,3,29,28
8010,1,318,1,10,9
8010,2,318,1,10,9
