bout_id,fighter_last_name,ko_tko_percentage,submission_percentage,decision_percentage,overall_percentage,num_picks
59140-ufc-on-fx-4-super-steven-siler-vs-joey-the-raging-warrior-gambino,Siler,9.6,17.8,72.6,64.0,881
59140-ufc-on-fx-4-super-steven-siler-vs-joey-the-raging-warrior-gambino,Gambino,46.7,15.7,37.6,36.0,881
59348-ufc-on-fx-4-rick-the-horror-story-vs-brock-the-machine-jardine,Jardine,40.0,12.3,47.7,7.0,982
59348-ufc-on-fx-4-rick-the-horror-story-vs-brock-the-machine-jardine,Story,44.3,3.7,52.0,93.0,982
52277-ufc-on-fx-4-ramsey-nijem-vs-cj-keith,Nijem,10.4,22.4,67.3,79.0,953
52277-ufc-on-fx-4-ramsey-nijem-vs-cj-keith,Keith,66.5,5.5,28.0,21.0,953
56024-ufc-on-fx-4-ricardo-the-bully-lamas-vs-hatsu-hioki,Lamas,38.9,15.0,46.0,12.0,1013
56024-ufc-on-fx-4-ricardo-the-bully-lamas-vs-hatsu-hioki,Hioki,4.6,42.3,53.1,88.0,1013
52652-ufc-on-fx-4-cub-swanson-vs-ross-the-real-deal-pearson,Pearson,21.0,3.1,75.9,72.0,1053
52652-ufc-on-fx-4-cub-swanson-vs-ross-the-real-deal-pearson,Swanson,30.1,18.2,51.7,28.0,1053
52145-ufc-on-fx-4-brian-bad-boy-ebersole-vs-tj-waldburger,Ebersole,34.2,15.6,50.2,91.0,1050
52145-ufc-on-fx-4-brian-bad-boy-ebersole-vs-tj-waldburger,Waldburger,13.8,66.7,19.5,9.0,1050
53796-ufc-on-fx-4-sam-hands-of-stone-stout-vs-spencer-the-king-fisher-iii,Fisher,16.8,5.9,77.2,10.0,1076
53796-ufc-on-fx-4-sam-hands-of-stone-stout-vs-spencer-the-king-fisher-iii,Stout,42.1,0.6,57.3,90.0,1076
51852-ufc-on-fx-4-gray-the-bully-maynard-vs-clay-the-carpenter-guida,Guida,12.2,9.6,78.3,21.0,1137
51852-ufc-on-fx-4-gray-the-bully-maynard-vs-clay-the-carpenter-guida,Maynard,15.8,2.6,81.6,79.0,1137
52752-ufc-147-felipe-sertanejo-arantes-vs-milton-miltinho-vieira,Vieira,25.5,37.9,36.6,20.0,783
52752-ufc-147-felipe-sertanejo-arantes-vs-milton-miltinho-vieira,Arantes,8.9,6.6,84.6,80.0,783
61252-ufc-147-marcos-vina-vinicius-vs-wagner-galeto-campos,Campos,29.9,7.7,62.4,20.0,618
61252-ufc-147-marcos-vina-vinicius-vs-wagner-galeto-campos,Vinicius,14.8,13.8,71.4,80.0,618
61358-ufc-147-thiago-bodo-perptuo-vs-leonardo-macarro-mafra,Perpétuo,43.6,4.9,51.5,27.0,612
61358-ufc-147-thiago-bodo-perptuo-vs-leonardo-macarro-mafra,Mafra,82.8,2.5,14.7,73.0,612
61119-ufc-147-hugo-wolverine-viana-vs-john-macap-teixeira,Teixeira,10.5,28.2,61.2,33.0,643
61119-ufc-147-hugo-wolverine-viana-vs-john-macap-teixeira,Viana,18.6,3.8,77.6,67.0,643
61359-ufc-147-francisco-massaranduba-trinaldo-vs-delson-p-de-chumbo-heleno,Trinaldo,70.5,5.1,24.4,39.0,608
61359-ufc-147-francisco-massaranduba-trinaldo-vs-delson-p-de-chumbo-heleno,Heleno,15.4,24.5,60.2,61.0,608
61251-ufc-147-rodrigo-damm-vs-anistavio-gasparzinho-medeiros,Medeiros,23.4,28.2,48.4,20.0,642
61251-ufc-147-rodrigo-damm-vs-anistavio-gasparzinho-medeiros,Damm,5.7,59.7,34.6,80.0,642
56684-ufc-147-hacran-barnabe-dias-vs-iuri-maraj-alcntara,Dias,19.1,24.3,56.5,14.0,821
56684-ufc-147-hacran-barnabe-dias-vs-iuri-maraj-alcntara,Alcântara,10.8,8.4,80.8,86.0,821
