id,ufcstats_id,event_id,bout_order,fighter_1_id,fighter_2_id,outcome_method,end_round_time_info,billing,weight_class,fighter_1_odds,fighter_2_odds,fighter_1_weight,fighter_2_weight,fighter_1_gym_info,fighter_1_gym_ids,fighter_2_gym_info,fighter_2_gym_ids
1356-ufc-44-tim-the-maine-iac-sylvia-vs-gan-the-giant-mcgee,6e7eb1720bec2bca,ufc-44-undisputed,7,tim-sylvia-the-maine-iac,gan-mcgee-the-giant,"KO/TKO, Punches",1:54 Round 1 of 5,Co-Main Event (fight 7 of 9),265 lbs (120.2 kg),-144 (Slight Favorite),+104 (Near Even),262.0 lbs (118.8 kgs),265.0 lbs (120.2 kgs),Champions Gym,,The Pit,717-the-pit
1360-ufc-44-andrei-the-pitbull-arlovski-vs-vladimir-the-janitor-matyushenko,fdb4ea9783c4452a,ufc-44-undisputed,8,andrei-arlovski-the-pitbull,vladimir-matyushenko-the-janitor,"KO/TKO, Punch",1:59 Round 1 of 3,Main Card (fight 8 of 9),265 lbs (120.2 kg),,,243.0 lbs (110.2 kgs),219.0 lbs (99.3 kgs),American Top Team,29-american-top-team,VMAT,
1362-ufc-44-randy-the-natural-couture-vs-the-huntington-beach-bad-boy-tito-ortiz,6cd107e2f5886b25,ufc-44-undisputed,9,randy-couture-the-natural,tito-ortiz-the-huntington-beach-bad-boy,"Decision, Unanimous","5 Rounds, 25:00 Total",Main Event (fight 9 of 9),205 lbs (93.0 kg),+150 (Slight Underdog),-180 (Slight Favorite),205.0 lbs (93.0 kgs),204.5 lbs (92.8 kgs),Xtreme Couture,724-xtreme-couture,Team Punishment,901-team-punishment
1366-ufc-45-yves-thugjitsu-master-edwards-vs-nick-agallar,823d7037552a8907,ufc-45-revolution,1,yves-edwards-the-texas-gunslinger,nick-agallar,"KO/TKO, Punches","2:14 Round 2 of 3, 7:14 Total",Preliminary Card (fight 1 of 8),155 lbs (70.3 kg),,,154.5 lbs (70.1 kgs),155.0 lbs (70.3 kgs),American Top Team Beaumont,236-american-top-team-beaumont,Agallar Combative Systems,1153-agallar-combative-systems
2845-ufc-45-keith-rockel-vs-chris-the-story-liguori,61a211b4a7f942cd,ufc-45-revolution,2,keith-rockel,chris-liguori-the-story,"Submission, Guillotine Choke",3:29 Round 1 of 3,Preliminary Card (fight 2 of 8),185 lbs (83.9 kg),,,185.0 lbs (83.9 kgs),183.0 lbs (83.0 kgs),Team Elite,,Team Liguori,
2849-ufc-45-pedro-the-rock-rizzo-vs-ricco-suave-rodriguez,906d6f62fb7f9b19,ufc-45-revolution,3,pedro-rizzo-the-rock,ricco-rodriguez-suave,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 3 of 8),265 lbs (120.2 kg),,,243.5 lbs (110.4 kgs),246.0 lbs (111.6 kgs),Ruas Vale Tudo,,Ricco Rodriguez Fighting,
2852-ufc-45-ruthless-robbie-lawler-vs-chris-lights-out-lytle,7d2d327fd7580364,ufc-45-revolution,4,robbie-lawler-ruthless,chris-lytle-lights-out,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 4 of 8),170 lbs (77.1 kg),,,169.0 lbs (76.7 kgs),169.5 lbs (76.9 kgs),Kill Cliff FC,9248-sanford-mma,Integrated Fighting Academy (Primary); Indy Boxing & Grappling (Other),1214-integrated-fighting-academy; 1213-indy-boxing-grappling
2854-ufc-45-evan-tanner-vs-the-new-york-badass-phil-baroni-i,b35adb9d047f5cd8,ufc-45-revolution,5,evan-tanner,phil-baroni-the-new-york-badass,"KO/TKO, Punches",4:42 Round 1 of 3,Main Card (fight 5 of 8),185 lbs (83.9 kg),,,185.0 lbs (83.9 kgs),185.0 lbs (83.9 kgs),Hard Knocks Kickboxing,,American Kickboxing Academy,63-american-kickboxing-academy
2858-ufc-45-wesley-cabbage-correira-vs-david-tank-abbott,d1d33be012417f75,ufc-45-revolution,6,wesley-correira-cabbage,david-abbott-tank,"KO/TKO, Cut",2:14 Round 1 of 3,Main Card (fight 6 of 8),265 lbs (120.2 kg),,,265.0 lbs (120.2 kgs),253.0 lbs (114.8 kgs),Penn Fitness & Training Center,1847-penn-fitness-training-center,N/A,
2862-ufc-45-matt-the-law-lindland-vs-falaniko-niko-vitale,9f108233c7c787d9,ufc-45-revolution,7,matt-lindland-the-law,falaniko-vitale-niko,"KO/TKO, Punches","4:23 Round 3 of 3, 14:23 Total",Main Card (fight 7 of 8),185 lbs (83.9 kg),,,185.0 lbs (83.9 kgs),184.5 lbs (83.7 kgs),Team Quest Portland,1059-team-quest-portland,Grappling Unlimited,
2869-ufc-45-matt-hughes-vs-frank-twinkle-toes-trigg-i,2cfde31b41b2220d,ufc-45-revolution,8,matt-hughes,frank-trigg-twinkle-toes,"Submission, Rear Naked Choke",3:54 Round 1 of 5,Main Event (fight 8 of 8),170 lbs (77.1 kg),,,170.0 lbs (77.1 kgs),169.0 lbs (76.7 kgs),Finney's HIT Squad,1170-finneys-hit-squad,Xtreme Couture,724-xtreme-couture
2872-ufc-46-matt-the-terror-serra-vs-jeff-the-big-frog-curran,5bdaa71a5daebcb5,ufc-46-supernatural,1,matt-serra-the-terror,jeff-curran-the-big-frog,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 1 of 8),155 lbs (70.3 kg),-350 (Moderate Favorite),+275 (Moderate Underdog),154.5 lbs (70.1 kgs),154.0 lbs (69.9 kgs),Serra Jiu-Jitsu,1696-serra-jiu-jitsu,Team Curran MMA,971-team-curran-mma
2875-ufc-46-josh-the-punk-thomson-vs-hermes-frana,fab7e4790b11de3c,ufc-46-supernatural,2,josh-thomson-the-punk,hermes-franca,"Decision, Majority","3 Rounds, 15:00 Total",Preliminary Card (fight 2 of 8),155 lbs (70.3 kg),-115 (Near Even),-115 (Near Even),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),American Kickboxing Academy,63-american-kickboxing-academy,Team Hermes França,
2878-ufc-46-georges-rush-st-pierre-vs-karo-the-heat-parisyan,1bc4996fa543a91a,ufc-46-supernatural,3,georges-st-pierre-rush,karo-parisyan-the-heat,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 3 of 8),170 lbs (77.1 kg),+200 (Moderate Underdog),-240 (Moderate Favorite),167.5 lbs (76.0 kgs),169.0 lbs (76.7 kgs),Tristar Gym,1-tristar-gym,Hayastan MMA,834-hayastan-mma
1239-ufc-46-lightning-lee-murray-vs-jorge-el-conquistador-rivera,bee02eaf332eb7f1,ufc-46-supernatural,4,lee-murray-lightning,jorge-rivera-el-conquistador,"Submission, Triangle Armbar",1:45 Round 1 of 3,Main Card (fight 4 of 8),185 lbs (83.9 kg),-115 (Near Even),-115 (Near Even),182.5 lbs (82.8 kgs),185.0 lbs (83.9 kgs),London Shootfighters,3267-london-shootfighters,Sityodtong Boston,212-sityotdong-boston
1244-ufc-46-frank-mir-vs-wes-a-whole-show-sims-ii,476548ca3d8cf0ee,ufc-46-supernatural,5,frank-mir,wes-sims-a-whole-show,"KO/TKO, Punches","4:21 Round 2 of 3, 9:21 Total",Main Card (fight 5 of 8),265 lbs (120.2 kg),-225 (Moderate Favorite),+185 (Slight Underdog),249.0 lbs (112.9 kgs),238.0 lbs (108.0 kgs),Jackson Wink MMA Academy (Primary); Manchester Top Team (Other); Drysdale Jiu Jitsu (Jiu Jitsu),60-jacksons-mma; 3322-all-powers-gym; 723-drysdale-jiu-jitsu,N/A,
1247-ufc-46-bj-the-prodigy-penn-vs-matt-hughes-i,4076a87092da5bfa,ufc-46-supernatural,6,bj-penn-the-prodigy,matt-hughes,"Submission, Rear Naked Choke",4:39 Round 1 of 5,Co-Main Event (fight 6 of 8),170 lbs (77.1 kg),+200 (Moderate Underdog),-240 (Moderate Favorite),169.5 lbs (76.9 kgs),170.0 lbs (77.1 kgs),Jackson Wink MMA Academy,60-jacksons-mma,Finney's HIT Squad,1170-finneys-hit-squad
1252-ufc-46-renato-charuto-verissimo-vs-carlos-the-ronin-newton,829146a45b3b236b,ufc-46-supernatural,7,renato-verissimo-charuto,carlos-newton-the-ronin,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 7 of 8),175 lbs (79.4 kg),+185 (Slight Underdog),-225 (Moderate Favorite),174.0 lbs (78.9 kgs),175.0 lbs (79.4 kgs),Penn Fitness & Training Center,1847-penn-fitness-training-center,Warrior Mixed Martial Arts,1455-warrior-mixed-martial-arts
1256-ufc-46-vitor-the-phenom-belfort-vs-randy-the-natural-couture-ii,9cd343b9d5d87528,ufc-46-supernatural,8,vitor-belfort-the-phenom,randy-couture-the-natural,"KO/TKO, Cut",0:49 Round 1 of 5,Main Event (fight 8 of 8),205 lbs (93.0 kg),+185 (Slight Underdog),-225 (Moderate Favorite),205.0 lbs (93.0 kgs),204.0 lbs (92.5 kgs),Independent,,Xtreme Couture,724-xtreme-couture
1261-ufc-47-genki-neo-samurai-sudo-vs-mike-brown,1d9d91f78334129d,ufc-47-its-on,1,genki-sudo-neo-samurai,338-mike-thomas-brown,"Submission, Triangle Armbar",3:31 Round 1 of 3,Preliminary Card (fight 1 of 8),155 lbs (70.3 kg),-325 (Moderate Favorite),+250 (Moderate Underdog),154.5 lbs (70.1 kgs),154.0 lbs (69.9 kgs),Beverly Hills Jiu-Jitsu Club,,American Top Team,29-american-top-team
1266-ufc-47-jonathan-lock-and-load-wiezorek-vs-wade-nightmare-shipp,ba5e8c30d41559fd,ufc-47-its-on,2,jonathan-wiezorek-lock-and-load,wade-shipp-nightmare,"KO/TKO, Punches",4:40 Round 1 of 3,Preliminary Card (fight 2 of 8),265 lbs (120.2 kg),-200 (Moderate Favorite),+160 (Slight Underdog),257.0 lbs (116.6 kgs),232.0 lbs (105.2 kgs),Valdosta Martial Arts Academy,,North County Fight Club,
1273-ufc-47-mike-mak-kyle-vs-wes-a-whole-show-sims,3b8bfe14b0c297b2,ufc-47-its-on,3,mike-kyle-mak,wes-sims-a-whole-show,"KO/TKO, Punch",4:59 Round 1 of 3,Preliminary Card (fight 3 of 8),265 lbs (120.2 kg),,,229.0 lbs (103.9 kgs),254.0 lbs (115.2 kgs),American Kickboxing Academy,63-american-kickboxing-academy,N/A,
1276-ufc-47-nick-diaz-vs-ruthless-robbie-lawler,0374646197b8e0fa,ufc-47-its-on,4,nick-diaz,robbie-lawler-ruthless,"KO/TKO, Punches","1:31 Round 2 of 3, 6:31 Total",Main Card (fight 4 of 8),170 lbs (77.1 kg),+200 (Moderate Underdog),-260 (Moderate Favorite),168.0 lbs (76.2 kgs),169.0 lbs (76.7 kgs),Cesar Gracie Jiu Jitsu,783-cesar-gracie-jiu-jitsu,Kill Cliff FC,9248-sanford-mma
1279-ufc-47-andrei-the-pitbull-arlovski-vs-wesley-cabbage-correira,0f23c5569204a69b,ufc-47-its-on,5,andrei-arlovski-the-pitbull,wesley-correira-cabbage,"KO/TKO, Punches","1:15 Round 2 of 3, 6:15 Total",Main Card (fight 5 of 8),265 lbs (120.2 kg),,,241.0 lbs (109.3 kgs),265.0 lbs (120.2 kgs),American Top Team,29-american-top-team,Penn Fitness & Training Center,1847-penn-fitness-training-center
2739-ufc-47-yves-thugjitsu-master-edwards-vs-hermes-frana,268f0fcc45e1a6fe,ufc-47-its-on,6,yves-edwards-the-texas-gunslinger,hermes-franca,"Decision, Split","3 Rounds, 15:00 Total",Main Card (fight 6 of 8),155 lbs (70.3 kg),+100 (Near Even),-140 (Slight Favorite),155.0 lbs (70.3 kgs),155.0 lbs (70.3 kgs),American Top Team Beaumont,236-american-top-team-beaumont,Team Hermes França,
2745-ufc-47-chris-lights-out-lytle-vs-tiki-ghosn,eecbc6c850e62d97,ufc-47-its-on,7,chris-lytle-lights-out,tiki-ghosn,"Submission, Bulldog Choke","1:55 Round 2 of 3, 6:55 Total",Main Card (fight 7 of 8),170 lbs (77.1 kg),-325 (Moderate Favorite),+250 (Moderate Underdog),168.0 lbs (76.2 kgs),170.0 lbs (77.1 kgs),Integrated Fighting Academy (Primary); Indy Boxing & Grappling (Other),1214-integrated-fighting-academy; 1213-indy-boxing-grappling,N/A,
2749-ufc-47-chuck-the-iceman-liddell-vs-the-huntington-beach-bad-boy-tito-ortiz-i,2dbd0bc3e61ca00b,ufc-47-its-on,8,chuck-liddell-the-iceman,tito-ortiz-the-huntington-beach-bad-boy,"KO/TKO, Punches","0:38 Round 2 of 3, 5:38 Total",Main Event (fight 8 of 8),205 lbs (93.0 kg),+145 (Slight Underdog),-185 (Slight Favorite),204.0 lbs (92.5 kgs),202.0 lbs (91.6 kgs),The Pit,717-the-pit,Team Punishment,901-team-punishment
2760-ufc-48-trevor-prangley-vs-curtis-stout,5cbd93c68225a845,ufc-48-payback,1,trevor-prangley,curtis-stout,"Submission, Neck Crank","1:05 Round 2 of 3, 6:05 Total",Preliminary Card (fight 1 of 8),185 lbs (83.9 kg),-275 (Moderate Favorite),+225 (Moderate Underdog),185.0 lbs (83.9 kgs),183.0 lbs (83.0 kgs),American Kickboxing Academy,63-american-kickboxing-academy,N/A,
2754-ufc-48-georges-rush-st-pierre-vs-jay-the-thoroughbred-hieron,a40e421630b67e5c,ufc-48-payback,2,georges-st-pierre-rush,jay-hieron-the-thoroughbred,"KO/TKO, Punches",1:42 Round 1 of 3,Preliminary Card (fight 2 of 8),170 lbs (77.1 kg),-275 (Moderate Favorite),+225 (Moderate Underdog),169.0 lbs (76.7 kgs),167.0 lbs (75.7 kgs),Tristar Gym,1-tristar-gym,Xtreme Couture,724-xtreme-couture
2764-ufc-48-matt-the-terror-serra-vs-ivan-pride-of-el-salvador-menjivar,41222c4fab03d6f8,ufc-48-payback,3,matt-serra-the-terror,ivan-menjivar-pride-of-el-salvador,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 3 of 8),155 lbs (70.3 kg),-160 (Slight Favorite),+130 (Slight Underdog),155.0 lbs (70.3 kgs),154.0 lbs (69.9 kgs),Serra Jiu-Jitsu,1696-serra-jiu-jitsu,Tristar Gym,1-tristar-gym
2769-ufc-48-evan-tanner-vs-the-new-york-badass-phil-baroni-ii,7014356795515aea,ufc-48-payback,4,evan-tanner,phil-baroni-the-new-york-badass,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 4 of 8),185 lbs (83.9 kg),-115 (Near Even),-115 (Near Even),185.5 lbs (84.1 kgs),183.5 lbs (83.2 kgs),Hard Knocks Kickboxing,,American Kickboxing Academy,63-american-kickboxing-academy
2774-ufc-48-matt-hughes-vs-renato-charuto-verissimo,5261874c58322b46,ufc-48-payback,5,matt-hughes,renato-verissimo-charuto,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Card (fight 5 of 8),170 lbs (77.1 kg),-170 (Slight Favorite),+140 (Slight Underdog),170.0 lbs (77.1 kgs),170.5 lbs (77.3 kgs),Finney's HIT Squad,1170-finneys-hit-squad,Penn Fitness & Training Center,1847-penn-fitness-training-center
2781-ufc-48-frank-mir-vs-tim-the-maine-iac-sylvia,dffef4343e822399,ufc-48-payback,6,frank-mir,tim-sylvia-the-maine-iac,"Submission, Armbar",0:50 Round 1 of 5,Co-Main Event (fight 6 of 8),265 lbs (120.2 kg),+185 (Slight Underdog),-225 (Moderate Favorite),253.0 lbs (114.8 kgs),263.0 lbs (119.3 kgs),Jackson Wink MMA Academy (Primary); Manchester Top Team (Other); Drysdale Jiu Jitsu (Jiu Jitsu),60-jacksons-mma; 3322-all-powers-gym; 723-drysdale-jiu-jitsu,Champions Gym,
2785-ufc-48-frank-twinkle-toes-trigg-vs-dennis-superman-hallman,1201d192092baacf,ufc-48-payback,7,frank-trigg-twinkle-toes,dennis-hallman-superman,"KO/TKO, Punches",4:15 Round 1 of 3,Main Card (fight 7 of 8),170 lbs (77.1 kg),-135 (Slight Favorite),+105 (Near Even),169.0 lbs (76.7 kgs),170.0 lbs (77.1 kgs),Xtreme Couture,724-xtreme-couture,AMC Pankration,1066-amc-pankration
1117-ufc-48-the-worlds-most-dangerous-man-ken-shamrock-vs-kimo-leopoldo-ii,66eaf9f4a2cd67d8,ufc-48-payback,8,ken-shamrock-the-worlds-most-dangerous-man,kimo-leopoldo,"KO/TKO, Knee",1:26 Round 1 of 3,Main Event (fight 8 of 8),265 lbs (120.2 kg),-135 (Slight Favorite),+105 (Near Even),218.0 lbs (98.9 kgs),244.0 lbs (110.7 kgs),Lion's Den,298-lions-den,N/A,
1121-ufc-49-yves-thugjitsu-master-edwards-vs-josh-the-punk-thomson,c9c5b2507c6be9e3,ufc-49-unfinished-business,1,yves-edwards-the-texas-gunslinger,josh-thomson-the-punk,"KO/TKO, Flying Head Kick and Punches",4:32 Round 1 of 3,Preliminary Card (fight 1 of 8),155 lbs (70.3 kg),,,154.0 lbs (69.9 kgs),156.0 lbs (70.8 kgs),American Top Team Beaumont,236-american-top-team-beaumont,American Kickboxing Academy,63-american-kickboxing-academy
1126-ufc-49-karo-the-heat-parisyan-vs-nick-diaz,6996eb7755709945,ufc-49-unfinished-business,2,karo-parisyan-the-heat,nick-diaz,"Decision, Split","3 Rounds, 15:00 Total",Preliminary Card (fight 2 of 8),170 lbs (77.1 kg),,,169.0 lbs (76.7 kgs),168.0 lbs (76.2 kgs),Hayastan MMA,834-hayastan-mma,Cesar Gracie Jiu Jitsu,783-cesar-gracie-jiu-jitsu
1131-ufc-49-chris-lights-out-lytle-vs-ronald-machine-gun-jhun,5db23cc876db1619,ufc-49-unfinished-business,3,chris-lytle-lights-out,ronald-jhun-machine-gun,"Submission, Guillotine Choke","1:17 Round 2 of 3, 6:17 Total",Preliminary Card (fight 3 of 8),170 lbs (77.1 kg),-180 (Slight Favorite),+150 (Slight Underdog),169.0 lbs (76.7 kgs),170.0 lbs (77.1 kgs),Integrated Fighting Academy (Primary); Indy Boxing & Grappling (Other),1214-integrated-fighting-academy; 1213-indy-boxing-grappling,808 Top Team,5852-808-top-team
1137-ufc-49-justin-eilers-vs-mike-mak-kyle,c74eef9b337602c6,ufc-49-unfinished-business,4,justin-eilers,mike-kyle-mak,"KO/TKO, Punch",1:14 Round 1 of 3,Main Card (fight 4 of 8),265 lbs (120.2 kg),-160 (Slight Favorite),+130 (Slight Underdog),232.0 lbs (105.2 kgs),237.0 lbs (107.5 kgs),Miletich Fighting Systems,1149-miletich-fighting-systems,American Kickboxing Academy,63-american-kickboxing-academy
1142-ufc-49-david-the-soul-assassin-terrell-vs-matt-the-law-lindland,6e2254b4fd39ce40,ufc-49-unfinished-business,5,david-terrell-the-soul-assassin,matt-lindland-the-law,"KO/TKO, Punches",0:24 Round 1 of 3,Main Card (fight 5 of 8),185 lbs (83.9 kg),+100 (Near Even),-130 (Slight Favorite),185.0 lbs (83.9 kgs),185.0 lbs (83.9 kgs),Cesar Gracie Jiu-Jitsu,,Team Quest Portland,1059-team-quest-portland
1148-ufc-49-chuck-the-iceman-liddell-vs-vernon-tiger-white,ebd51f898209c4c8,ufc-49-unfinished-business,6,chuck-liddell-the-iceman,vernon-white-tiger,"KO/TKO, Punch",4:05 Round 1 of 3,Co-Main Event (fight 6 of 8),205 lbs (93.0 kg),-280 (Moderate Favorite),+230 (Moderate Underdog),206.0 lbs (93.4 kgs),200.0 lbs (90.7 kgs),The Pit,717-the-pit,Lion's Den,298-lions-den
1155-ufc-49-joe-diesel-riggs-vs-joe-el-dirte-doerksen,719f21fdb310fcfb,ufc-49-unfinished-business,7,joe-riggs-diesel,joe-doerksen-el-dirte,"Submission, Elbows","2:39 Round 2 of 3, 7:39 Total",Main Card (fight 7 of 8),185 lbs (83.9 kg),,,185.0 lbs (83.9 kgs),184.0 lbs (83.5 kgs),N/A,,Canadian Fighting Center,681-canadian-fighting-center
1161-ufc-49-randy-the-natural-couture-vs-vitor-the-phenom-belfort-iii,977e56ada4acc596,ufc-49-unfinished-business,8,randy-couture-the-natural,vitor-belfort-the-phenom,"KO/TKO, Doctor Stoppage","5:00 Round 3 of 5, 15:00 Total",Main Event (fight 8 of 8),205 lbs (93.0 kg),-165 (Slight Favorite),+135 (Slight Underdog),204.0 lbs (92.5 kgs),205.0 lbs (93.0 kgs),Xtreme Couture,724-xtreme-couture,Independent,
1173-ufc-50-travis-the-serial-killer-lutter-vs-marvin-the-beastman-eastman,dc9b52352dca15ef,ufc-50-the-war-of-04,1,travis-lutter-the-serial-killer,marvin-eastman-the-beastman,"KO/TKO, Punch","0:43 Round 2 of 3, 5:43 Total",Preliminary Card (fight 1 of 7),205 lbs (93.0 kg),,,199.0 lbs (90.3 kgs),204.0 lbs (92.5 kgs),Lion's Den Texas,299-lions-den-texas,J-Sect MMA,
2608-ufc-50-ivan-salaverry-vs-tony-the-freak-fryklund,0d15b14d1215c853,ufc-50-the-war-of-04,2,ivan-salaverry,tony-fryklund-the-freak,"Submission, Body Lock",1:36 Round 1 of 3,Preliminary Card (fight 2 of 7),185 lbs (83.9 kg),-125 (Slight Favorite),-105 (Near Even),184.0 lbs (83.5 kgs),180.0 lbs (81.6 kgs),AMC Pankration,1066-amc-pankration,Miletich Fighting Systems,1149-miletich-fighting-systems
2612-ufc-50-evan-tanner-vs-ruthless-robbie-lawler,929fb67b49eaa405,ufc-50-the-war-of-04,3,evan-tanner,robbie-lawler-ruthless,"Submission, Triangle Choke",2:22 Round 1 of 3,Main Card (fight 3 of 7),185 lbs (83.9 kg),-160 (Slight Favorite),+130 (Slight Underdog),184.0 lbs (83.5 kgs),185.0 lbs (83.9 kgs),Hard Knocks Kickboxing,,Kill Cliff FC,9248-sanford-mma
2617-ufc-50-frank-twinkle-toes-trigg-vs-renato-charuto-verissimo,1a471a1bff47a960,ufc-50-the-war-of-04,4,frank-trigg-twinkle-toes,renato-verissimo-charuto,"KO/TKO, Elbows","2:11 Round 2 of 3, 7:11 Total",Main Card (fight 4 of 7),170 lbs (77.1 kg),+115 (Near Even),-145 (Slight Favorite),169.0 lbs (76.7 kgs),169.0 lbs (76.7 kgs),Xtreme Couture,724-xtreme-couture,Penn Fitness & Training Center,1847-penn-fitness-training-center
2622-ufc-50-matt-hughes-vs-georges-rush-st-pierre-i,6f21a27075f0695c,ufc-50-the-war-of-04,5,matt-hughes,georges-st-pierre-rush,"Submission, Armbar",4:59 Round 1 of 5,Co-Main Event (fight 5 of 7),170 lbs (77.1 kg),-285 (Moderate Favorite),+225 (Moderate Underdog),170.0 lbs (77.1 kgs),169.0 lbs (76.7 kgs),Finney's HIT Squad,1170-finneys-hit-squad,Tristar Gym,1-tristar-gym
2627-ufc-50-rich-ace-franklin-vs-jorge-el-conquistador-rivera,b76a722dd429612e,ufc-50-the-war-of-04,6,rich-franklin-ace,jorge-rivera-el-conquistador,"Submission, Armbar","4:28 Round 3 of 3, 14:28 Total",Main Card (fight 6 of 7),185 lbs (83.9 kg),-350 (Moderate Favorite),+275 (Moderate Underdog),185.0 lbs (83.9 kgs),184.0 lbs (83.5 kgs),Team Extreme,,Sityodtong Boston,212-sityotdong-boston
2633-ufc-50-the-huntington-beach-bad-boy-tito-ortiz-vs-patrick-the-predator-cote,9422b3caf780a995,ufc-50-the-war-of-04,7,tito-ortiz-the-huntington-beach-bad-boy,patrick-cote-the-predator,"Decision, Unanimous","3 Rounds, 15:00 Total",Main Event (fight 7 of 7),205 lbs (93.0 kg),-550 (Heavy Favorite),+350 (Moderate Underdog),205.0 lbs (93.0 kgs),204.0 lbs (92.5 kgs),Team Punishment,901-team-punishment,Brazilian Top Team Canada (Primary); Speedy Gym (Other),246-brazilian-top-team-canada; 376-speedy-gym
2640-ufc-51-nick-diaz-vs-drew-the-master-fickett,e8196de20c4a969a,ufc-51-super-saturday,1,nick-diaz,drew-fickett-the-master,"KO/TKO, Punches",4:40 Round 1 of 3,Preliminary Card (fight 1 of 9),170 lbs (77.1 kg),-230 (Moderate Favorite),,170.0 lbs (77.1 kgs),170.0 lbs (77.1 kgs),Cesar Gracie Jiu Jitsu,783-cesar-gracie-jiu-jitsu,Team Scrub,
2648-ufc-51-karo-the-heat-parisyan-vs-chris-lights-out-lytle,45a52e065b73ecba,ufc-51-super-saturday,2,karo-parisyan-the-heat,chris-lytle-lights-out,"Decision, Unanimous","3 Rounds, 15:00 Total",Preliminary Card (fight 2 of 9),170 lbs (77.1 kg),-110 (Near Even),-110 (Near Even),170.0 lbs (77.1 kgs),170.5 lbs (77.3 kgs),Hayastan MMA,834-hayastan-mma,Integrated Fighting Academy (Primary); Indy Boxing & Grappling (Other),1214-integrated-fighting-academy; 1213-indy-boxing-grappling
2653-ufc-51-david-the-crow-loiseau-vs-gideon-ray,e30780438191654f,ufc-51-super-saturday,3,david-loiseau-the-crow,gideon-ray,"KO/TKO, Doctor Stoppage",5:00 Round 1 of 3,Preliminary Card (fight 3 of 9),185 lbs (83.9 kg),,,184.5 lbs (83.7 kgs),180.0 lbs (81.6 kgs),Tristar Gym,1-tristar-gym,N/A,
2660-ufc-51-mike-mak-kyle-vs-james-the-sandman-irvin,48189cad0c11ff63,ufc-51-super-saturday,4,mike-kyle-mak,james-irvin-the-sandman,"KO/TKO, Punch",1:55 Round 1 of 3,Preliminary Card (fight 4 of 9),265 lbs (120.2 kg),+110 (Near Even),-130 (Slight Favorite),238.0 lbs (108.0 kgs),224.0 lbs (101.6 kgs),American Kickboxing Academy,63-american-kickboxing-academy,Capital City Fighting Alliance,781-capital-city-fighting-alliance
977-ufc-51-paul-the-headhunter-buentello-vs-justin-eilers,c91ef06766009965,ufc-51-super-saturday,5,paul-buentello-the-headhunter,justin-eilers,"KO/TKO, Punch",3:34 Round 1 of 3,Main Card (fight 5 of 9),265 lbs (120.2 kg),-110 (Near Even),-110 (Near Even),247.0 lbs (112.0 kgs),225.0 lbs (102.1 kgs),Bastos BJJ Midland,238-bastos-bjj-midland,Miletich Fighting Systems,1149-miletich-fighting-systems
982-ufc-51-evan-tanner-vs-david-the-soul-assassin-terrell,7cfc8649d07b704c,ufc-51-super-saturday,6,evan-tanner,david-terrell-the-soul-assassin,"KO/TKO, Punches",4:35 Round 1 of 5,Main Card (fight 6 of 9),185 lbs (83.9 kg),+120 (Near Even),-140 (Slight Favorite),187.5 lbs (85.0 kgs),188.0 lbs (85.3 kgs),Hard Knocks Kickboxing,,Cesar Gracie Jiu-Jitsu,
988-ufc-51-andrei-the-pitbull-arlovski-vs-tim-the-maine-iac-sylvia-i,dae856cb00cf5163,ufc-51-super-saturday,7,andrei-arlovski-the-pitbull,tim-sylvia-the-maine-iac,"Submission, Achilles Lock",0:47 Round 1 of 5,Co-Main Event (fight 7 of 9),265 lbs (120.2 kg),-120 (Near Even),-100 (Near Even),238.0 lbs (108.0 kgs),263.0 lbs (119.3 kgs),American Top Team,29-american-top-team,Champions Gym,
991-ufc-51-pete-drago-sell-vs-the-new-york-badass-phil-baroni,987b6b4f7825e40e,ufc-51-super-saturday,8,pete-sell-drago,phil-baroni-the-new-york-badass,"Submission, Guillotine Choke","4:19 Round 3 of 3, 14:19 Total",Main Card (fight 8 of 9),185 lbs (83.9 kg),+250 (Moderate Underdog),-300 (Moderate Favorite),183.0 lbs (83.0 kgs),185.0 lbs (83.9 kgs),Serra Jiu-Jitsu,1696-serra-jiu-jitsu,American Kickboxing Academy,63-american-kickboxing-academy
