id,ufcstats_id,sherdog_id,bestfightodds_id,ufc_id,wikipedia_url,name,nickname,date_of_birth,height,reach,nationality,birth_location
100348-carlo-pedersoli,198994b47f395af0,168505,carlo-pedersoli-jr-8152,carlo-pedersoli,https://en.wikipedia.org/wiki/Carlo_Pedersoli_Jr.,Carlo Pedersoli,Semento,1993-06-08,"5'11"" (180cm)","75.0"" (191cm)",Italy,"Miami, Florida"
10097-seo-hee-ham,165c244bcca3ed26,21246,seo-hee-ham-5350,,https://en.wikipedia.org/wiki/Seo_Hee_Ham,Seo Hee Ham,Hamderlei Silva,1987-03-08,"5'2"" (158cm)","62.0"" (157cm)",South Korea,"Gangwon, South Korea"
101043-melquizael-costa-melkcalty,20bccc9bb4ceb23e,168403,melquizael-costa-13774,melquizael-costa,,Melquizael Costa,Melk Cauthy,1996-09-14,"5'10"" (178cm)","71.0"" (180cm)",Brazil,"Porto de Moz, Para, Brazil"
101415-victor-altamirano,dc7927cd622676a7,212269,victor-altamirano-9662,victor-altamirano,,Victor Altamirano,El Magnifico,1991-01-23,"5'8"" (173cm)","70.0"" (178cm)",Mexico,"Mexico City, Mexico"
101823-joshua-culibao,6751eacd16bd59bc,222801,josh-culibao-9928,josh-culibao,https://en.wikipedia.org/wiki/Joshua_Culibao,Josh Culibao,Kuya,1994-05-24,"5'10"" (177cm)","73.0"" (185cm)",Australia,"Sydney, New South Wales, Australia"
101836-alex-gorgees,803bebcfb6d6f506,222785,alex-gorgees-8767,,,Alex Gorgees,Hitman,1995-08-11,"6'2"" (188cm)","77.0"" (196cm)",Iraq,Iraq
101844-nadia-kassem,6e7506127408aa9e,214579,nadia-kassem-7235,nadia-kassem,https://en.wikipedia.org/wiki/Nadia_Kassem,Nadia Kassem,187,1995-11-15,"5'5"" (165cm)","66.0"" (168cm)",Australia,"Sydney, New South Wales, Australia"
101975-carlos-felipe-boi,a2ea77e974c5889f,185021,carlos-felipe-7484,carlos-felipe,https://en.wikipedia.org/wiki/Carlos_Felipe,Carlos Felipe,Boi,1995-01-12,"6'0"" (183cm)","75.0"" (191cm)",Brazil,"Feira de Santana, Bahia, Brazil"
102094-ludovit-klein,5b86d491d63890c5,183159,ludovit-klein-7610,ludovit-klein,https://en.wikipedia.org/wiki/Ľudovít_Klein,Ľudovít Klein,Mr. Highlight,1995-02-22,"5'7"" (170cm)","72.5"" (184cm)",Slovak Republic,Slovakia
102107-victoria-leonardo,9dedfdd91070ddd8,212725,victoria-leonardo-8900,victoria-leonardo,https://en.wikipedia.org/wiki/Victoria_Leonardo,Victoria Leonardo,Fury,1990-02-16,"5'5"" (165cm)","64.0"" (163cm)",United States,"Pomona, New Jersey, United States"
102616-omar-morales,a0e6753c42698f13,120645,omar-morales-8450,omar-morales,https://en.wikipedia.org/wiki/Omar_Morales_(fighter),Omar Morales,Resilient,1985-10-17,"5'11"" (180cm)","74.0"" (188cm)",Venezuela,"Caracas, Venezuela"
102827-mingyang-zhang,8a65fd9ba31fd3f7,243033,zhang-mingyang-14721,zhang-mingyang,,Mingyang Zhang,Mountain Tiger,1998-08-16,"6'2"" (189cm)","75.0"" (191cm)",China,"Fuyang, Anhui, China"
103191-sasha-palatnikov,a6c20202c701e5ca,200413,sasha-palatnikov-10469,sasha-palatnikov,,Sasha Palatnikov,N/A,1989-03-15,"6'1"" (185cm)","72.5"" (184cm)",Hong Kong,Hong Kong
103262-da-un-jung,74f9448b97bf8bec,202241,da-un-jung-9389,da-un-jung,https://en.wikipedia.org/wiki/Da_Un_Jung,Da Woon Jung,Sseda,1993-12-18,"6'4"" (194cm)","78.5"" (199cm)",South Korea,South Korea
103506-sean-woodson,4682bc59d5f55145,235563,sean-woodson-9342,sean-woodson,https://en.wikipedia.org/wiki/Sean_Woodson,Sean Woodson,The Sniper,1992-06-07,"6'2"" (189cm)","78.0"" (198cm)",United States,"Saint Louis, Missouri, United States"
10444-mehdi-baghdad,e4d2564ea0e34e2b,41993,,,,Mehdi Baghdad,The Sultan,1985-04-13,"6'0"" (183cm)","75.0"" (191cm)",France,France
104455-david-onama,ffe9703408fb5964,254945,david-onama-10808,david-onama,,David Onama,Silent Assassin,1994-06-07,"5'11"" (180cm)","74.0"" (188cm)",Uganda,"Kyangwali, Uganda"
10447-viscardi-andrade,d221ee27afc7a60e,30298,viscardi-andrade-4195,,https://en.wikipedia.org/wiki/Viscardi_Andrade,Viscardi Andrade,N/A,1984-03-08,"5'11"" (180cm)","75.0"" (191cm)",Brazil,"Jales, Sao Paulo, Brazil"
104562-ernesta-kareckaite,e4faa79383c9f214,319093,ernesta-kareckaite-15113,ernesta-kareckaite?language_content_entity=en,,Ernesta Kareckaite,Heavy-Handed,1998-07-05,"5'9"" (175cm)","71.0"" (180cm)",Lithuania,Lithuania
104652-denis-bondar,2526be54e6a0e62a,206399,denys-bondar-10576,denys-bondar,,Denys Bondar,Psycho,1992-06-27,"5'6"" (168cm)","69.0"" (175cm)",Ukraine,Ukraine
105452-rafael-garcia-gifted,e132d47bd9efbbe0,186049,rafa-garcia-9241,rafa-garcia,https://en.wikipedia.org/wiki/Rafa_García_(fighter),Rafa García,Gifted,1994-08-05,"5'7"" (170cm)","70.0"" (178cm)",Mexico,Mexico
105503-jordan-wright-the-beverly-hills-ninja,c878270af633eb11,79138,jordan-wright-7848,jordan-wright,https://en.wikipedia.org/wiki/Jordan_Wright,Jordan Wright,The Beverly Hills Ninja,1991-10-07,"6'2"" (188cm)","77.0"" (196cm)",United States,"Beverly Hills, California"
105527-spike-carlyle,be68b375707dcb85,188775,spike-carlyle-9930,spike-carlyle,https://en.wikipedia.org/wiki/Spike_Carlyle,Spike Carlyle,The Alpha Ginger,1993-05-06,"5'8"" (173cm)","71.5"" (182cm)",United States,"San Diego, California"
105648-antonio-arroyo,61fb8098ccf81c7f,173979,antonio-arroyo-8548,antonio-arroyo,,Antônio Arroyo,N/A,1989-07-01,"6'3"" (191cm)","73.5"" (187cm)",Brazil,Brazil
105800-ignacio-carabantes,e4a47b07044ddd72,221417,ignacio-bahamondes-9750,ignacio-bahamondes,https://en.wikipedia.org/wiki/Ignacio_Bahamondes,Ignacio Bahamondes,La Jaula,1997-08-27,"6'3"" (191cm)","75.5"" (192cm)",Chile,"Santiago, Chile"
10584-valerie-letourneau,46a2f24feb258ae0,21851,valerie-letourneau-4946,,https://en.wikipedia.org/wiki/Val%C3%A9rie_L%C3%A9tourneau,Valérie Létourneau,Trouble,1983-04-29,"5'7"" (170cm)","68.5"" (174cm)",Canada,"Montreal, Quebec, Canada"
106035-jordan-vucenic,6d38e41efa47a72d,236825,jordan-vucenic-9515,jordan-vucenic,,Jordan Vucenic,The Epidemic,1996-03-02,"5'10"" (178cm)","73.0"" (185cm)",England,England
106225-rafael-ramos,83455a9d17f57dae,200851,rafael-estevam-15300,rafael-estevam,,Rafael Estevam,Macapá,1996-08-10,"5'8"" (173cm)","69.0"" (175cm)",Brazil,"Macapa, Amapa, Brazil"
106437-viviane-araujo-vivi,36541f1e6c5d4955,200603,viviane-araujo-9155,viviane-araujo,https://en.wikipedia.org/wiki/Viviane_Araújo_(fighter),Viviane Araujo,Vivi,1986-11-21,"5'4"" (163cm)","68.0"" (173cm)",Brazil,"Brasilia, Federal District, Brazil"
106876-elise-reed,ac7c765882f2c68c,278133,elise-reed-9554,elise-reed,https://en.wikipedia.org/wiki/Elise_Reed,Elise Reed,N/A,1992-12-05,"5'3"" (160cm)","63.0"" (160cm)",United States,"Sacramento, California, United States"
10702-hector-alex-sandoval,449c890bd90f3374,35409,hector-sandoval-6565,,https://en.wikipedia.org/wiki/Hector_Sandoval,Hector Sandoval,Kid Alex,1986-07-19,"5'2"" (157cm)","64.0"" (163cm)",Mexico,"Uruapan, Michoacan, Mexico"
10711-kiichi-kunimoto-strasser,71df36d6d8cf0d74,21039,kiichi-kunimoto-4551,,https://en.wikipedia.org/wiki/Kiichi_Kunimoto,Kiichi Kunimoto,Strasser,1981-05-01,"5'10"" (178cm)","73.0"" (185cm)",Japan,"Osaka, Japan"
107316-caio-borralho-cara-de-kombi,4126a78111c0855a,188043,caio-borralho-12570,caio-borralho,https://en.wikipedia.org/wiki/Caio_Borralho,Caio Borralho,The Natural,1993-01-16,"6'1"" (187cm)","75.0"" (191cm)",Brazil,"Sao Luis, Maranhao, Brazil"
10740-kalindra-carvalho-faria,27b164b0d1833df0,48080,kalindra-faria-5314,,https://en.wikipedia.org/wiki/Kalindra_Faria,Kalindra Faria,N/A,1986-07-23,"5'5"" (166cm)","62.0"" (157cm)",Brazil,"Taubate, Sao Paulo, Brazil"
108035-rafael-fiziev,c814b4c899793af6,202657,rafael-fiziev-8258,rafael-fiziev,https://en.wikipedia.org/wiki/Rafael_Fiziev,Rafael Fiziev,Ataman,1993-03-05,"5'8"" (173cm)","71.5"" (182cm)",Azerbaijan,Kazakhstan
108144-evan-elders,d9a56ecb6e94f02e,269245,evan-elder-10280,evan-elder,,Evan Elder,The Phenom,1997-04-11,"5'10"" (178cm)","71.0"" (180cm)",United States,United States
108253-ikram-aliskerov,b07aed698fba8624,202763,ikram-aliskerov-10994,ikram-aliskerov,https://en.wikipedia.org/wiki/Ikram_Aliskerov,Ikram Aliskerov,N/A,1992-12-07,"6'0"" (183cm)","76.0"" (193cm)",Russia,Russia
108511-jesus-aguilar,c051c2e12d692b8a,203965,jesus-santos-aguilar-14279,jesus-aguilar,,Jesus Aguilar,N/A,1996-03-13,"5'4"" (163cm)","62.5"" (159cm)",Mexico,Mexico
108711-drako-rodriguez,dc3b9cf7641b7ab6,203421,drako-rodriguez-10170,drako-rodriguez,,Drako Rodriguez,The Great Drakolini,1996-06-16,"5'8"" (173cm)","69.5"" (177cm)",United States,"Eagle Pass, Texas"
108867-seung-woo-choi,a68575214ecad140,205299,seung-woo-choi-9065,seungwoo-choi,https://en.wikipedia.org/wiki/Seung_Woo_Choi_(fighter),Seung Woo Choi,Sting,1992-11-03,"6'0"" (183cm)","74.5"" (189cm)",South Korea,South Korea
109057-dakota-bush,3033c1c080672475,203711,dakota-bush-7496,dakota-bush,,Dakota Bush,Hairy,1994-06-09,"5'10"" (178cm)","73.0"" (185cm)",United States,United States
10906-cole-williams,f9a20a17d712ef7c,37661,cole-williams-4422,cole-williams,,Cole Williams,N/A,1983-12-15,"6'0"" (183cm)","73.0"" (185cm)",United States,"Dubuque, Iowa"
1096-david-roberts,,220,david-roberts-295,,,David Roberts,N/A,1979-11-15,"6'1"" (186cm)",N/A,United States,"Tishomingo, Oklahoma"
11016-motonobu-tezuka,d34636a85f0f4c90,19390,motonobu-tezuka-3703,,https://en.wikipedia.org/wiki/Motonobu_Tezuka,Motonobu Tezuka,N/A,1987-08-29,"5'7"" (170cm)","66.5"" (169cm)",Japan,"Azumino, Nagano, Japan"
110498-alen-amedovski,70fa1c64a2c439ef,134209,alen-amedovski-8432,alen-amedovski,https://en.wikipedia.org/wiki/Alen_Amedovski,Alen Amedovski,N/A,1988-04-06,"5'10"" (178cm)","74.0"" (188cm)",North Macedonia,Macedonia
110739-jose-johnson,84f727cf0166d6f2,238733,jose-johnson-9257,jose-johnson,,Jose Johnson,Lobo Solitario,1995-05-20,"6'0"" (183cm)","71.5"" (182cm)",United States,"Flint, Michigan, United States"
110826-youssef-zalaal,52c2ae6d2f2d2613,229985,youssef-zalal-8823,youssef-zalal,https://en.wikipedia.org/wiki/Youssef_Zalal,Youssef Zalal,The Moroccan Devil,1996-09-04,"5'10"" (178cm)","72.0"" (183cm)",Morocco,"Casablanca, Morocco"
11092-roque-martinez,2c5a0b8317f8f27a,22115,roque-martinez-7616,roque-martinez,https://en.wikipedia.org/wiki/Roque_Martinez,Roque Martinez,Champ,1986-03-04,"5'10"" (178cm)","72.0"" (183cm)",Guam,Guam
11126-vitor-miranda,4bcb6eb12b4ad4aa,13004,vitor-miranda-1480,,https://en.wikipedia.org/wiki/Vitor_Miranda,Vitor Miranda,Lex Luthor,1978-03-10,"6'1"" (185cm)","77.0"" (196cm)",Brazil,"Joinville, Santa Catarina, Brazil"
111323-jacob-malkoun,d4270315cbcf2569,204645,jacob-malkoun-10348,jacob-malkoun,https://en.wikipedia.org/wiki/Jacob_Malkoun,Jacob Malkoun,Mamba,1995-08-26,"5'9"" (175cm)","73.0"" (185cm)",Australia,Australia
11144-dustin-kimura,fe91d254db77a7fc,41247,dustin-kimura-3821,,https://en.wikipedia.org/wiki/Dustin_Kimura,Dustin Kimura,The Diamond,1989-05-21,"5'7"" (170cm)","71.0"" (180cm)",United States,"Honolulu, Hawaii, United States"
11162-vinicius-borges-vina,e363b21261814830,51728,marcos-vinicius-3421,,https://en.wikipedia.org/wiki/Marcos_Vinicius_(fighter),Marcos Vinicius,Vina,1979-12-05,"5'9"" (175cm)","68.5"" (174cm)",Brazil,"Sao Jose dos Pinhais, Parana, Brazil"
11166-wagner-campos-galeto,db6d5f691aea3fd3,22197,,,,Wagner Campos,Galeto,1981-07-31,"5'6"" (167cm)","66.0"" (168cm)",Brazil,"Curitiba, Brazil"
112229-loneer-kavanagh,bb2c3c3a466224af,213249,loneer-kavanagh-14134,loneer-kavanagh,,Lone'er Kavanagh,N/A,1999-06-09,"5'4"" (163cm)","67.0"" (170cm)",China,England
11224-nina-ansaroff,d343df8ba11f4c4e,69632,nina-ansaroff-4581,nina-ansaroff,https://en.wikipedia.org/wiki/Nina_Ansaroff,Nina Nunes,The Strina,1985-12-03,"5'5"" (166cm)","64.0"" (163cm)",United States,"Weston, Florida"
112520-cameron-saaiman,3c8a5200436e19f3,317055,cameron-saaiman-11217,cameron-saaiman,https://en.wikipedia.org/wiki/Cameron_Saaiman,Cameron Saaiman,MSP,2000-12-20,"5'8"" (173cm)","67.0"" (170cm)",South Africa,Pretoria
112635-adam-fugitt,a01a62132460a98d,206917,adam-fugitt-8646,adam-fugitt,,Adam Fugitt,N/A,1989-01-12,"6'1"" (185cm)","77.0"" (196cm)",United States,United States
112766-jarno-errens,082eba4cd80f736f,207605,jarno-errens-8222,jarno-errens,,Jarno Errens,N/A,1994-11-17,"5'11"" (180cm)","73.0"" (185cm)",Netherlands,"Hulsberg, Holland"
11278-myles-jury-the-fury,08e908ed6d18d6a0,34236,myles-jury-3222,,https://en.wikipedia.org/wiki/Myles_Jury,Myles Jury,Fury,1988-10-31,"5'11"" (181cm)","73.0"" (185cm)",United States,"Hazel Park, Michigan, United States"
11290-louis-gaudinot,b72a60a0cadff408,45230,louis-gaudinot-3063,,https://en.wikipedia.org/wiki/Louis_Gaudinot,Louis Gaudinot,Goodnight,1984-08-28,"5'3"" (161cm)","63.0"" (160cm)",United States,"Yonkers, New York, United States"
113003-melissa-martinez,3f4c3bc822bea45d,224241,melissa-martinez-7705,melissa-martinez,,Melissa Martinez,Super Mely,1997-08-18,"5'2"" (157cm)","66.0"" (168cm)",Mexico,"Mexico City, Distrito Federal, Mexico"
11328-andre-fili-dre-duke,8fd808923cffff82,58385,andre-fili-4466,andre-fili,https://en.wikipedia.org/wiki/Andre_Fili,Andre Fili,Touchy,1990-06-25,"5'11"" (180cm)","74.0"" (188cm)",United States,"Federal Way, Washington, United States"
11386-pat-schilling-thrilling,de12bd65e2f46478,54054,pat-schilling-3095,,https://en.wikipedia.org/wiki/Pat_Schilling,Pat Schilling,Thrilling,1988-08-28,"5'8"" (173cm)","70.0"" (178cm)",United States,"St. Paul, Minnesota, United States"
113866-cortavious-romious,8173f134396cb971,206845,cortavious-romious-15949,cortavious-romious,,Cortavious Romious,Are You Not Entertained?,1994-01-06,"5'4"" (163cm)","68.0"" (173cm)",United States,"St. Louis, Missouri, United States"
11408-dennis-bermudez-the-menace,6f242453c91a5af0,58065,dennis-bermudez-3051,dennis-bermudez,https://en.wikipedia.org/wiki/Dennis_Bermudez,Dennis Bermudez,The Menace,1986-12-13,"5'6"" (168cm)","66.0"" (168cm)",United States,"Saugerties, New York, United States"
114098-stephanie-egger,5e6294b37bbef029,206859,stephanie-egger-7425,stephanie-egger,https://en.wikipedia.org/wiki/Stephanie_Egger,Stephanie Egger,N/A,1988-08-12,"5'6"" (168cm)","68.0"" (173cm)",Switzerland,Switzerland
114123-josh-quinlan,876f478f796495f7,290925,josh-quinlan-10316,josh-quinlan,,Josh Quinlan,Bushido,1993-02-06,"6'0"" (183cm)","72.0"" (183cm)",United States,United States
114216-hyder-amil,41cc71cbf210e0fe,269917,hyder-amil-8178,hyder-amil,,Hyder Amil,The Hurricane,1990-05-28,"5'9"" (175cm)","70.0"" (178cm)",United States,United States
114251-luana-carolina-dread,528b071cf3da7c56,189719,luana-carolina-8992,luana-carolina,https://en.wikipedia.org/wiki/Luana_Carolina,Luana Carolina,Dread,1993-06-11,"5'7"" (171cm)","69.0"" (175cm)",Brazil,Brazil
114258-isabella-de-padua,e0f959f65d0406b4,183333,isabella-de-padua-9748,,,Isabela de Pádua,Belinha,1991-09-04,"5'3"" (160cm)","64.0"" (163cm)",Brazil,"Mogi-Guacu, Sao Paulo, Brazil"
114339-juliana-miller,aa0c573da7119292,259759,juliana-miller-10428,juliana-miller,,Juliana Miller,Killer,1996-05-07,"5'7"" (170cm)","66.0"" (168cm)",United States,"San Diego, California"
114625-duko-todorovi,866fd7b1a6c90e7f,207339,dusko-todorovic-9397,dusko-todorovic,https://en.wikipedia.org/wiki/Duško_Todorović,Duško Todorović,Thunder,1994-05-19,"6'1"" (185cm)","74.0"" (188cm)",Serbia,"Kotor, Montenegro"
11471-magnus-cedenblad,0e21976afc92e4d1,22137,magnus-cedenblad-2137,,https://en.wikipedia.org/wiki/Magnus_Cedenblad,Magnus Cedenblad,Jycken,1982-04-10,"6'3"" (191cm)","79.0"" (201cm)",Sweden,Sweden
114735-maria-oliveira,37d752ec41ed84bb,207835,maria-oliveira-7507,maria-oliveira,,Maria Oliveira,Spider Girl,1996-12-09,"5'6"" (168cm)","69.0"" (175cm)",Brazil,Brazil
114976-quang-le,32feae6d9a1e5047,223785,quang-le-12547,quang-le,,Quang Le,Bang,1991-10-18,"5'6"" (169cm)","70.0"" (178cm)",Vietnam,"Bien Hoa, Vietnam"
115015-anton-turkalj,82529ce93cd9a2cf,234667,anton-turkalj-10870,anton-turkalj,,Anton Turkalj,The Pleasure Man,1996-06-10,"6'4"" (193cm)","78.0"" (198cm)",Sweden,"Gothenburg, Sweden"
11520-abel-trujillo,e14b5aa06eea9653,17129,abel-trujillo-3472,,https://en.wikipedia.org/wiki/Abel_Trujillo,Abel Trujillo,Killa,1983-09-18,"5'8"" (173cm)","70.0"" (178cm)",United States,"Greensboro, North Carolina, United States"
115634-kevin-borias-olea,34b96d52db1d26e6,245493,kevin-borjas-9841,kevin-borjas,,Kevin Borjas,El Gallo Negro,1997-12-06,"5'5"" (165cm)","68.0"" (173cm)",Peru,"Lima, Peru"
115752-arman-tsarukyan,eae48ff31db420c2,213913,arman-tsarukyan-9034,arman-tsarukyan,https://en.wikipedia.org/wiki/Arman_Tsarukyan,Arman Tsarukyan,Ahalkalakets,1996-10-11,"5'7"" (170cm)","72.5"" (184cm)",Armenia,Armenia
11579-steve-montgomery,6e92eb1242b46636,49092,,,,Steve Montgomery,The Creepy Weasel,1990-12-19,"6'4"" (193cm)","76.0"" (193cm)",United States,"Florence, South Carolina, United States"
115985-andre-fialho,33efaf2d0941cfcf,188171,andre-fialho-6170,andre-fialho,https://en.wikipedia.org/wiki/Andre_Fialho,Andre Fialho,N/A,1994-04-07,"6'0"" (183cm)","74.0"" (188cm)",Portugal,"Cascais, Portugal"
116037-liana-dzhoudzhua,eebc23626e38f5dc,208997,liana-jojua-7928,liana-jojua,https://en.wikipedia.org/wiki/Liana_Jojua,Liana Jojua,She Wolf,1995-03-22,"5'4"" (162cm)","62.0"" (157cm)",Georgia,Georgia
116047-trey-waters,31dbfbe4e7a6727c,319103,trey-waters-13847,trey-waters,,Trey Waters,The Truth,1995-02-21,"6'5"" (196cm)","77.0"" (196cm)",United States,"Jacksonville, Florida"
116072-vinicius-alves-mamute,acb36c908d415c4a,207291,vinicius-moreira-8555,vinicius-moreira,https://en.wikipedia.org/wiki/Vinicius_Moreira,Vinicius Moreira,Mamute,1989-02-28,"6'4"" (193cm)","75.5"" (192cm)",Brazil,"Planaltina, Federal District, Brazil"
11614-valentina-shevchenko,132deb59abae64b1,45384,valentina-shevchenko-5475,valentina-shevchenko,https://en.wikipedia.org/wiki/Valentina_Shevchenko_%28fighter%29,Valentina Shevchenko,Bullet,1988-03-07,"5'5"" (165cm)","65.5"" (166cm)",Kyrgyzstan,"Frunze, Bishkek, Kyrgyzstan"
116280-javid-bashrat,bbab3baf66128ae2,222651,javid-basharat-10973,javid-basharat,https://en.wikipedia.org/wiki/Javid_Basharat,Javid Basharat,The Snow Leopard,1995-09-07,"5'9"" (175cm)","69.0"" (175cm)",Afghanistan,"Paktia, Afghanistan"
116334-christian-duncan,a93f94c923c3a9cb,209939,christian-duncan-10350,christian-leroy-duncan,,Christian Leroy Duncan,CLD,1995-07-24,"6'2"" (188cm)","79.0"" (201cm)",England,"Gloucester, England"
116569-andre-ewell,5f6f049d54728e88,204397,andre-ewell-8076,andre-ewell,https://en.wikipedia.org/wiki/Andre_Ewell,Andre Ewell,Fire Fist,1988-01-21,"5'8"" (173cm)","75.0"" (191cm)",United States,United States
116637-miranda-maverick,f29a6350c69f4a33,230031,miranda-maverick-6780,miranda-maverick,https://en.wikipedia.org/wiki/Miranda_Maverick,Miranda Maverick,Fear The,1997-07-01,"5'3"" (161cm)","65.5"" (166cm)",United States,"Tunas, Missouri, United States"
116995-joseph-solecki,af65aa688d13eedf,227993,joseph-solecki-9245,joe-solecki,https://en.wikipedia.org/wiki/Joe_Solecki,Joe Solecki,N/A,1993-08-27,"5'9"" (175cm)","70.5"" (179cm)",United States,"Wenonah, New Jersey, USA"
117074-brendan-marotte,d7fe8c6b7d2872e5,221671,brendan-marotte-16620,brendon-marotte,,Brendon Marotte,The Kid,1996-01-12,"5'9"" (175cm)","70.0"" (178cm)",United States,"Haverhill, Maryland, United States"
117305-alex-pereira,e5549c82bfb5582d,224511,alex-pereira-10463,alex-pereira,https://en.wikipedia.org/wiki/Alex_Pereira_(kickboxer),Alex Pereira,Poatan,1987-07-07,"6'4"" (194cm)","80.0"" (203cm)",Brazil,"São Bernardo do Campo, São Paulo, Brazil"
11734-tim-williams,990bd63726a577f8,55756,tim-williams-7950,,,Tim Williams,The South Jersey Strangler,1986-07-03,"6'2"" (188cm)","76.0"" (193cm)",United States,United States
11735-george-sullivan,6c7e25571490aa3b,15148,george-sullivan-4660,,https://en.wikipedia.org/wiki/George_Sullivan_(fighter),George Sullivan,The Silencer,1981-03-13,"6'0"" (183cm)","73.5"" (187cm)",United States,United States
117583-bruna-brasil,7138a15258dabf20,182855,bruna-brasil-13778,bruna-brasil,,Bruna Brasil,The Special One,1993-09-07,"5'6"" (168cm)","65.5"" (166cm)",Brazil,"Paranavai, Parana, Brazil"
117845-jeffrey-molina,008ea710276c9606,218069,jeff-molina-7380,jeffrey-molina,https://en.wikipedia.org/wiki/Jeff_Molina,Jeff Molina,El Jefe,1997-07-17,"5'6"" (168cm)","69.0"" (175cm)",United States,United States
117993-charles-johnson,814e5233e2acf2ee,254715,charles-johnson-7494,charles-johnson,,Charles Johnson,InnerG,1991-01-10,"5'9"" (175cm)","70.0"" (178cm)",United States,"Topeka, Kansas, USA"
119061-fares-ziam,1e4f273069fb9e85,184241,fares-ziam-9451,fares-ziam,https://en.wikipedia.org/wiki/Fares_Ziam,Fares Ziam,Smile Killer,1997-03-21,"6'1"" (185cm)","75.0"" (191cm)",France,France
119288-kennedy-nzechukwu,8667caa0451d245b,212289,kennedy-nzechukwu-7454,kennedy-nzechukwu,https://en.wikipedia.org/wiki/Kennedy_Nzechukwu,Kennedy Nzechukwu,African Savage,1992-06-13,"6'5"" (196cm)","83.0"" (211cm)",Nigeria,"Imo State, Nigeria"
119395-collin-anglin,047a91d3d9c79b05,280415,collin-anglin-9539,collin-anglin,,Collin Anglin,N/A,1993-02-20,"5'9"" (175cm)","71.0"" (180cm)",United States,"South Lyon, Michigan"
119417-antonia-schevchenko,d7338bcb141abd2c,45389,antonina-shevchenko-8257,antonina-shevchenko,https://en.wikipedia.org/wiki/Antonina_Shevchenko,Antonina Shevchenko,La Pantera,1984-11-20,"5'8"" (172cm)","68.0"" (173cm)",Kyrgyzstan,"Frunze, Bishkek, Kyrgyzstan"
119534-punahele-soriano-story-time,64facb6cc564262d,230239,puna-soriano-8641,punahele-soriano,https://en.wikipedia.org/wiki/Punahele_Soriano,Punahele Soriano,Puna,1992-11-22,"5'11"" (180cm)","72.5"" (184cm)",United States,United States
119560-aoriqileng,7d420039bbfe7c1a,222519,qileng-aori-10837,aoriqileng,https://en.wikipedia.org/wiki/Aori_Qileng,Aoriqileng,The Mongolian Murderer,1993-06-25,"5'7"" (170cm)","69.3"" (176cm)",China,"Xilingol, Inner Mongolia, China"
119779-brendson-ribeiro-zyzz,49edd0d90f60fb7d,210539,brendson-ribeiro-13392,brendson-ribeiro,,Brendson Ribeiro,The Gorilla,1996-08-09,"6'3"" (191cm)","81.0"" (206cm)",Brazil,"Marituba, Para, Brazil"
119831-jack-della-maddalena,6b453bc35a823c3f,208155,jack-della-maddalena-7492,jack-della,https://en.wikipedia.org/wiki/Jack_Della_Maddalena,Jack Della Maddalena,N/A,1996-09-10,"5'11"" (180cm)","73.0"" (185cm)",Australia,Australia
12014-li-peng-zhang,7b310409440c9102,50416,lipeng-zhang-4712,,https://en.wikipedia.org/wiki/Zhang_Lipeng,Lipeng Zhang,The Warrior,1990-03-10,"5'11"" (180cm)","71.0"" (180cm)",China,"Tongliao, Inner Mongolia, China"
120417-muhammad-mokaev,75353550928a7921,236141,muhammad-mokaev-10995,muhammad-mokaev,https://en.wikipedia.org/wiki/Muhammad_Mokaev,Muhammad Mokaev,The Punisher,2000-07-30,"5'7"" (170cm)","70.0"" (178cm)",United Kingdom,"Buynaksk, Republic of Dagestan"
120815-jamahal-hill,5444c5a201d3ee5a,280417,jamahal-hill-9288,jamahal-hill,https://en.wikipedia.org/wiki/Jamahal_Hill,Jamahal Hill,Sweet Dreams,1991-05-19,"6'4"" (193cm)","79.0"" (201cm)",United States,United States
120884-tai-tuivasa-bam-bam,c62fbc117d57b943,133745,tai-tuivasa-7444,tai-tuivasa,https://en.wikipedia.org/wiki/Tai_Tuivasa,Tai Tuivasa,Bam Bam,1993-03-16,"6'2"" (188cm)","75.0"" (191cm)",Australia,Australia
120996-william-knight,5da33b8fbfa5ee95,282383,william-knight-8856,william-knight,https://en.wikipedia.org/wiki/William_Knight_(fighter),William Knight,Knightmare,1988-04-03,"5'10"" (178cm)","73.0"" (185cm)",United States,United States
121190-christian-rodriguez,5ec591b78349ba7e,303043,christian-rodriguez-9146,christian-rodriguez,,Christian Rodriguez,CeeRod,1997-12-17,"5'7"" (170cm)","71.5"" (182cm)",United States,United States
121253-giga-chikadze,9560ff14eb3129f7,213745,giga-chikadze-6073,giga-chikadze,https://en.wikipedia.org/wiki/Giga_Chikadze,Giga Chikadze,Ninja,1988-08-25,"6'0"" (183cm)","74.0"" (188cm)",Georgia,"Tbilisi, Georgia"
121270-natan-levy,a29db9cd4f9ccea5,227411,natan-levy-9159,natan-levy,https://en.wikipedia.org/wiki/Natan_Levy,Natan Levy,Lethal,1991-09-30,"5'9"" (175cm)","72.0"" (183cm)",Israel,"Herzliya, Israel"
121735-zach-scroggins,03dee485905dbc9f,213673,zach-scroggin-12971,zachary-scroggin,,Zach Scroggin,N/A,1996-03-09,"6'3"" (191cm)","74.0"" (188cm)",United States,"Gainesville, Georgia, United States"
