bout_id,round_number,fighter_id,round_time_seconds,knockdowns_scored,total_strikes_landed,total_strikes_attempted,takedowns_landed,takedowns_attempted,submissions_attempted,reversals_scored,control_time_seconds,significant_strikes_landed,significant_strikes_attempted,significant_strikes_head_landed,significant_strikes_head_attempted,significant_strikes_body_landed,significant_strikes_body_attempted,significant_strikes_leg_landed,significant_strikes_leg_attempted,significant_strikes_distance_landed,significant_strikes_distance_attempted,significant_strikes_clinch_landed,significant_strikes_clinch_attempted,significant_strikes_ground_landed,significant_strikes_ground_attempted
ef1dd4431df15fea,1,320edfb0332b7073,300,0,9,17,0,1,0,0,74,3,10,1,7,2,3,0,0,0,4,3,6,0,0
ef1dd4431df15fea,2,40389d39a92f5bfa,300,0,16,39,1,1,0,0,44,11,33,2,20,4,5,5,8,10,29,1,4,0,0
ef1dd4431df15fea,2,320edfb0332b7073,300,0,9,15,0,2,0,0,45,5,11,1,7,2,2,2,2,2,8,3,3,0,0
ef1dd4431df15fea,3,40389d39a92f5bfa,300,0,21,42,2,3,0,0,115,20,41,7,25,7,8,6,8,16,33,3,3,1,5
ef1dd4431df15fea,3,320edfb0332b7073,300,0,7,15,0,1,1,0,4,5,13,3,11,0,0,2,2,3,10,2,3,0,0
8ad9b34dd1424d83,1,10f3ba6cd2f44a97,300,0,16,43,3,5,0,0,200,5,31,5,28,0,1,0,2,0,12,0,2,5,17
8ad9b34dd1424d83,1,0db9d2486d564a3c,300,0,12,23,0,0,0,0,6,7,18,3,12,2,2,2,4,5,16,2,2,0,0
8ad9b34dd1424d83,2,10f3ba6cd2f44a97,300,0,40,60,3,3,0,0,245,12,29,12,29,0,0,0,0,1,5,1,1,10,23
8ad9b34dd1424d83,2,0db9d2486d564a3c,300,0,11,22,0,0,0,0,0,2,11,2,10,0,1,0,0,1,6,1,5,0,0
8ad9b34dd1424d83,3,10f3ba6cd2f44a97,204,0,24,39,1,2,0,0,103,13,28,6,21,7,7,0,0,4,19,0,0,9,9
8ad9b34dd1424d83,3,0db9d2486d564a3c,204,0,6,20,0,0,0,0,0,3,17,0,13,0,0,3,4,3,17,0,0,0,0
066006238aec2014,1,6bf5a7d3e081ade2,300,1,38,90,0,0,0,0,45,25,75,16,63,4,7,5,5,14,51,3,3,8,21
066006238aec2014,1,4304992c2acc187b,300,0,12,29,2,3,0,0,61,7,24,5,20,1,2,1,2,5,22,2,2,0,0
066006238aec2014,2,6bf5a7d3e081ade2,27,1,11,18,0,0,0,0,5,11,18,9,16,1,1,1,1,3,7,0,0,8,11
066006238aec2014,2,4304992c2acc187b,27,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0
115c59f83e287cdb,1,2f13e4020cea5b38,300,1,28,45,1,2,1,0,132,21,38,14,31,3,3,4,4,15,27,1,3,5,8
115c59f83e287cdb,1,883922e5cd6d8473,300,0,6,14,0,1,1,0,20,6,14,2,8,1,3,3,3,6,13,0,1,0,0
115c59f83e287cdb,2,2f13e4020cea5b38,300,0,28,51,0,0,1,0,107,17,39,10,29,2,4,5,6,8,24,6,11,3,4
115c59f83e287cdb,2,883922e5cd6d8473,300,0,13,27,0,1,0,0,37,8,22,1,14,4,5,3,3,5,16,3,6,0,0
115c59f83e287cdb,3,2f13e4020cea5b38,300,0,31,44,1,1,0,0,165,15,27,11,22,2,2,2,3,7,15,2,3,6,9
115c59f83e287cdb,3,883922e5cd6d8473,300,0,16,31,0,0,0,0,61,5,16,0,10,3,4,2,2,3,10,2,3,0,3
a9d82a1f1451359d,1,2676b28836a5a836,101,1,17,23,1,1,0,0,34,14,20,9,14,2,3,3,3,0,4,9,10,5,6
a9d82a1f1451359d,1,75e0d3cc2262b732,101,1,15,18,0,0,1,0,40,2,4,2,4,0,0,0,0,2,3,0,0,0,1
c4e0e44eed35f3c9,1,80eacd4da0617c57,300,1,30,65,0,0,0,0,133,21,54,8,31,3,11,10,12,9,31,4,9,8,14
c4e0e44eed35f3c9,1,a8ea84cbe1655f0a,300,0,10,34,0,0,0,0,12,7,30,3,22,4,7,0,1,1,20,6,10,0,0
c4e0e44eed35f3c9,2,80eacd4da0617c57,300,0,26,57,0,1,1,0,200,14,41,8,30,2,5,4,6,8,17,0,1,6,23
c4e0e44eed35f3c9,2,a8ea84cbe1655f0a,300,0,11,30,0,0,0,0,1,5,19,3,14,2,5,0,0,2,14,2,4,1,1
c4e0e44eed35f3c9,3,80eacd4da0617c57,300,0,27,58,2,3,0,0,137,16,44,9,34,6,9,1,1,9,26,1,3,6,15
c4e0e44eed35f3c9,3,a8ea84cbe1655f0a,300,0,17,36,1,2,1,0,24,10,26,4,19,5,6,1,1,6,19,3,5,1,2
3c70edc3845fd51b,1,33b2f68ef95252e0,300,0,23,61,0,1,0,0,0,20,58,11,44,9,14,0,0,14,49,6,9,0,0
3c70edc3845fd51b,1,48e093ea1f43a053,300,0,13,79,0,0,0,0,9,13,79,8,70,4,8,1,1,7,59,6,20,0,0
3c70edc3845fd51b,2,33b2f68ef95252e0,300,0,52,105,0,0,0,0,60,33,85,15,61,17,22,1,2,11,60,22,25,0,0
3c70edc3845fd51b,2,48e093ea1f43a053,300,0,29,74,0,0,0,0,10,23,68,14,54,9,14,0,0,17,56,6,12,0,0
3c70edc3845fd51b,3,33b2f68ef95252e0,300,0,28,82,0,0,0,0,25,24,78,7,61,14,14,3,3,11,58,13,20,0,0
3c70edc3845fd51b,3,48e093ea1f43a053,300,0,21,67,0,0,0,0,0,17,63,13,57,4,5,0,1,10,43,7,20,0,0
3c70edc3845fd51b,4,33b2f68ef95252e0,300,0,48,78,0,2,0,0,100,37,67,22,50,13,14,2,3,12,36,25,31,0,0
3c70edc3845fd51b,4,48e093ea1f43a053,300,0,10,33,0,0,0,0,20,9,32,6,29,2,2,1,1,6,24,3,8,0,0
3c70edc3845fd51b,5,33b2f68ef95252e0,300,0,68,115,0,0,0,0,100,30,76,17,61,11,13,2,2,15,48,15,28,0,0
3c70edc3845fd51b,5,48e093ea1f43a053,300,0,12,58,0,0,0,0,9,7,53,1,45,6,8,0,0,1,39,6,14,0,0
63cd89ead50253ec,1,9141bb39310773c7,300,0,37,80,0,0,0,0,37,22,65,15,56,7,8,0,1,10,36,12,29,0,0
63cd89ead50253ec,1,cb1b4d237b0079e6,300,0,9,30,0,1,0,0,62,9,30,2,16,3,6,4,8,6,22,3,8,0,0
63cd89ead50253ec,2,9141bb39310773c7,98,1,24,37,0,0,0,0,48,21,34,17,29,3,3,1,2,4,8,17,26,0,0
63cd89ead50253ec,2,cb1b4d237b0079e6,98,0,2,2,0,1,0,0,15,2,2,0,0,2,2,0,0,0,0,2,2,0,0
5636300eff639caf,1,634bb0de2eb043b4,180,0,16,44,1,1,0,0,81,13,39,12,36,1,1,0,2,3,19,5,15,5,5
5636300eff639caf,1,2eada40ac8801559,180,0,1,4,0,0,0,0,0,1,4,0,1,1,3,0,0,1,4,0,0,0,0
5636300eff639caf,2,634bb0de2eb043b4,180,0,29,45,0,0,0,0,99,20,35,15,29,1,1,4,5,9,22,2,3,9,10
5636300eff639caf,2,2eada40ac8801559,180,0,3,6,0,1,0,0,0,3,6,1,2,1,3,1,1,3,6,0,0,0,0
5636300eff639caf,3,634bb0de2eb043b4,35,1,8,17,0,0,0,0,6,8,17,7,14,1,1,0,2,2,8,6,9,0,0
5636300eff639caf,3,2eada40ac8801559,35,0,1,2,0,0,0,0,0,1,2,0,0,1,2,0,0,1,2,0,0,0,0
5cf2380d0bb09b0e,1,3410cf010558dc8b,300,0,14,52,0,0,0,0,0,14,52,9,45,1,1,4,6,13,46,1,5,0,1
5cf2380d0bb09b0e,1,01b39decaf0abf6a,300,1,37,68,1,2,0,0,44,30,61,29,58,0,1,1,2,22,52,2,3,6,6
5cf2380d0bb09b0e,2,3410cf010558dc8b,300,0,4,21,0,3,0,0,88,2,19,1,17,0,0,1,2,2,19,0,0,0,0
5cf2380d0bb09b0e,2,01b39decaf0abf6a,300,0,29,48,0,0,1,0,35,21,39,17,35,2,2,2,2,16,32,5,7,0,0
5cf2380d0bb09b0e,3,3410cf010558dc8b,204,1,11,36,0,0,1,0,1,11,36,9,33,1,1,1,2,10,35,0,0,1,1
5cf2380d0bb09b0e,3,01b39decaf0abf6a,204,0,19,49,1,2,0,0,64,16,46,11,39,4,6,1,1,12,39,0,1,4,6
930f69163561f549,1,aa5b4eff51bdc7d1,300,0,61,73,1,1,0,0,258,15,24,9,18,6,6,0,0,0,7,0,0,15,17
930f69163561f549,1,a20d7dfaba74c067,300,0,1,5,0,0,0,0,0,1,5,0,3,0,0,1,2,1,4,0,1,0,0
930f69163561f549,2,aa5b4eff51bdc7d1,122,0,5,17,1,2,0,0,10,5,17,5,17,0,0,0,0,2,14,0,0,3,3
930f69163561f549,2,a20d7dfaba74c067,122,0,2,16,0,0,0,1,0,2,16,0,13,0,0,2,3,2,15,0,1,0,0
827c4504313e79bc,1,f57a8a52ca401ed9,300,0,57,108,2,2,0,0,134,17,56,15,51,0,0,2,5,14,50,0,0,3,6
827c4504313e79bc,1,fcaae0385b514f11,300,0,27,46,0,0,0,2,4,13,32,3,18,5,8,5,6,12,28,1,1,0,3
827c4504313e79bc,2,f57a8a52ca401ed9,237,1,52,149,1,1,0,0,14,48,143,45,137,2,3,1,3,37,128,0,0,11,15
827c4504313e79bc,2,fcaae0385b514f11,237,0,9,47,0,0,0,0,0,9,47,7,37,1,8,1,2,9,46,0,1,0,0
c6a5ed1127cbc9b9,1,a08d909a5be6f410,300,0,10,46,0,0,0,0,0,10,46,6,37,1,6,3,3,10,46,0,0,0,0
c6a5ed1127cbc9b9,1,88a9bc81271ccd89,300,0,6,51,0,0,0,0,0,6,51,4,44,2,4,0,3,6,50,0,1,0,0
c6a5ed1127cbc9b9,2,a08d909a5be6f410,300,0,17,53,0,0,0,0,0,17,53,8,43,3,4,6,6,17,53,0,0,0,0
c6a5ed1127cbc9b9,2,88a9bc81271ccd89,300,0,17,50,1,2,0,0,41,17,50,10,40,6,8,1,2,10,37,0,1,7,12
c6a5ed1127cbc9b9,3,a08d909a5be6f410,300,0,18,66,0,0,0,0,0,17,65,9,56,2,3,6,6,17,65,0,0,0,0
c6a5ed1127cbc9b9,3,88a9bc81271ccd89,300,0,13,49,1,1,0,0,25,11,47,7,42,2,3,2,2,9,38,0,1,2,8
226de3e7e71f2b4f,1,a26198ba5093147e,300,0,30,54,1,1,0,0,37,19,41,14,34,2,3,3,4,10,28,7,9,2,4
226de3e7e71f2b4f,1,55a7b2d4e54ffac9,300,0,18,39,1,1,0,0,201,13,33,13,33,0,0,0,0,5,15,1,2,7,16
226de3e7e71f2b4f,2,a26198ba5093147e,300,0,31,42,1,2,0,0,78,6,14,5,12,1,2,0,0,2,7,2,3,2,4
226de3e7e71f2b4f,2,55a7b2d4e54ffac9,300,0,16,29,1,1,0,2,195,6,17,4,15,0,0,2,2,1,2,0,0,5,15
226de3e7e71f2b4f,3,a26198ba5093147e,300,0,37,53,1,1,0,1,88,9,21,5,17,2,2,2,2,3,14,4,5,2,2
226de3e7e71f2b4f,3,55a7b2d4e54ffac9,300,0,19,33,0,0,0,1,153,12,25,10,23,1,1,1,1,7,15,0,1,5,9
bdb62b661d033fe2,1,cf9d24e4bd0cf2ce,297,0,45,68,1,2,1,0,240,20,43,17,40,2,2,1,1,0,1,4,4,16,38
bdb62b661d033fe2,1,1efa064872f089d0,297,0,5,6,0,0,0,0,22,4,5,0,1,1,1,3,3,1,2,3,3,0,0
06142a1de3bbae75,1,06f36cf4bd97ec77,300,0,69,82,2,3,0,0,285,32,40,16,24,16,16,0,0,0,0,2,2,30,38
06142a1de3bbae75,1,22e47b53e4ceb27c,300,0,2,2,0,0,0,0,0,2,2,1,1,1,1,0,0,2,2,0,0,0,0
06142a1de3bbae75,2,06f36cf4bd97ec77,300,0,60,64,2,3,0,0,253,16,18,5,5,11,13,0,0,0,0,4,4,12,14
06142a1de3bbae75,2,22e47b53e4ceb27c,300,0,1,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
06142a1de3bbae75,3,06f36cf4bd97ec77,300,0,60,64,1,3,0,0,177,23,26,4,7,19,19,0,0,0,2,12,12,11,12
06142a1de3bbae75,3,22e47b53e4ceb27c,300,0,5,13,0,0,0,0,34,4,12,3,11,1,1,0,0,3,8,1,3,0,1
793432d042384a02,1,52cae54377b433b7,147,0,29,47,1,1,0,0,107,16,34,15,33,1,1,0,0,0,1,1,1,15,32
793432d042384a02,1,2be6596a9db33bf5,147,0,3,5,0,1,0,0,27,1,1,0,0,0,0,1,1,0,0,1,1,0,0
154da5e0d8541508,1,3c241737a6069b9f,300,0,30,46,2,2,1,0,109,13,28,10,24,3,4,0,0,5,16,2,4,6,8
154da5e0d8541508,1,ec33146e43e58933,300,0,15,31,0,0,0,0,0,12,28,3,16,6,8,3,4,11,26,1,2,0,0
154da5e0d8541508,2,3c241737a6069b9f,300,0,29,48,1,2,0,0,171,11,27,10,23,1,4,0,0,2,15,1,2,8,10
154da5e0d8541508,2,ec33146e43e58933,300,0,12,22,0,0,0,0,0,9,19,5,14,4,5,0,0,6,16,3,3,0,0
154da5e0d8541508,3,3c241737a6069b9f,300,0,44,47,2,2,0,0,200,7,10,5,8,2,2,0,0,2,3,0,1,5,6
154da5e0d8541508,3,ec33146e43e58933,300,0,5,9,0,0,0,1,6,2,6,0,4,2,2,0,0,1,3,0,1,1,2
0bf025d86cc2a409,1,24b033b3daf1c9df,300,0,31,80,0,0,0,0,13,31,80,25,74,6,6,0,0,27,74,4,6,0,0
0bf025d86cc2a409,1,f1f9e48a0d150757,300,0,25,57,0,0,0,0,2,25,57,8,38,8,8,9,11,25,57,0,0,0,0
0bf025d86cc2a409,2,24b033b3daf1c9df,300,0,20,61,0,0,0,0,0,20,61,13,52,5,7,2,2,19,60,1,1,0,0
0bf025d86cc2a409,2,f1f9e48a0d150757,300,0,30,66,0,0,0,0,0,30,66,21,57,4,4,5,5,29,65,1,1,0,0
0bf025d86cc2a409,3,24b033b3daf1c9df,300,0,36,82,0,1,0,0,0,36,82,28,72,8,10,0,0,36,82,0,0,0,0
0bf025d86cc2a409,3,f1f9e48a0d150757,300,0,14,66,0,0,0,0,0,14,66,8,56,4,6,2,4,14,66,0,0,0,0
bcba81de8f082768,1,1eacf73d6a0055dc,300,0,45,64,1,2,0,0,173,36,55,12,27,4,4,20,24,14,30,13,13,9,12
bcba81de8f082768,1,69b69c0178c4004d,300,0,8,18,0,0,0,0,0,8,18,1,10,2,3,5,5,8,18,0,0,0,0
bcba81de8f082768,2,1eacf73d6a0055dc,149,0,35,53,1,1,0,0,127,17,29,12,24,5,5,0,0,2,3,0,0,15,26
bcba81de8f082768,2,69b69c0178c4004d,149,0,1,2,0,0,0,0,0,1,2,0,1,0,0,1,1,1,2,0,0,0,0
1f64e532f942ef57,1,59583ff832fe9d68,233,0,10,18,2,2,2,0,107,3,11,0,5,2,4,1,2,3,9,0,2,0,0
1f64e532f942ef57,1,579fcdfcabd23a7b,233,0,14,24,0,0,0,0,9,8,18,4,13,1,1,3,4,4,13,4,5,0,0
d29dd21d8881a0e0,1,140745cbbcb023ac,268,1,25,34,0,1,0,0,26,24,32,14,22,2,2,8,8,13,21,4,4,7,7
d29dd21d8881a0e0,1,a390eb8a9b2df298,268,0,8,37,1,1,0,0,21,8,37,8,35,0,0,0,2,7,36,1,1,0,0
de84ebe3b8cb8cd3,1,501b07aec9b8fc2d,300,0,27,86,0,0,0,0,54,23,81,13,70,7,7,3,4,17,72,6,8,0,1
de84ebe3b8cb8cd3,1,eb29176b03dfa888,300,0,22,47,2,4,1,0,51,21,46,15,39,2,3,4,4,21,46,0,0,0,0
de84ebe3b8cb8cd3,2,501b07aec9b8fc2d,300,1,35,89,0,0,0,0,55,31,81,13,58,13,15,5,8,29,73,0,1,2,7
de84ebe3b8cb8cd3,2,eb29176b03dfa888,300,0,15,38,0,1,1,0,25,15,38,8,29,3,4,4,5,14,37,1,1,0,0
de84ebe3b8cb8cd3,3,501b07aec9b8fc2d,300,0,25,44,0,0,0,1,52,8,24,5,21,2,2,1,1,6,20,0,0,2,4
de84ebe3b8cb8cd3,3,eb29176b03dfa888,300,0,24,34,2,6,0,0,191,10,20,7,14,1,3,2,3,6,13,1,2,3,5
7291a111058dbf0e,1,1f454354805b6f75,300,0,9,17,0,0,0,0,11,8,16,2,9,2,3,4,4,5,13,0,0,3,3
7291a111058dbf0e,1,cfb65863d5099327,300,0,1,8,0,3,0,0,31,1,8,0,7,0,0,1,1,1,8,0,0,0,0
7291a111058dbf0e,2,1f454354805b6f75,300,0,12,19,0,0,0,0,6,8,14,5,10,0,1,3,3,4,10,1,1,3,3
7291a111058dbf0e,2,cfb65863d5099327,300,0,8,16,1,1,0,0,127,1,8,0,7,0,0,1,1,1,6,0,0,0,2
7291a111058dbf0e,3,1f454354805b6f75,300,0,32,47,0,0,0,0,68,28,43,9,21,2,2,17,20,18,30,3,3,7,10
7291a111058dbf0e,3,cfb65863d5099327,300,0,4,13,0,3,0,0,0,4,13,1,8,0,1,3,4,4,13,0,0,0,0
7291a111058dbf0e,4,1f454354805b6f75,300,0,29,38,0,0,0,0,17,28,36,7,12,2,3,19,21,27,35,0,0,1,1
7291a111058dbf0e,4,cfb65863d5099327,300,0,3,12,0,2,0,0,0,3,12,2,10,0,1,1,1,3,11,0,1,0,0
7291a111058dbf0e,5,1f454354805b6f75,300,0,24,34,0,0,0,0,63,22,30,12,19,2,2,8,9,12,18,0,0,10,12
7291a111058dbf0e,5,cfb65863d5099327,300,0,2,15,0,5,0,0,0,1,13,0,10,1,3,0,0,1,13,0,0,0,0
ed77984f7e5e0bc5,1,23725c826c481e7f,149,1,24,35,0,0,0,0,,21,32,13,22,7,9,1,1,9,18,8,10,4,4
ed77984f7e5e0bc5,1,06dced58ca24a6bd,149,0,11,31,0,0,0,0,,10,30,5,25,3,3,2,2,7,27,3,3,0,0
aa8009b8b58da28d,1,73e09f837f3b5ecc,300,0,34,65,0,0,0,0,,16,43,16,40,0,1,0,2,3,19,1,1,12,23
aa8009b8b58da28d,1,289a57039d742bfe,300,0,9,20,0,1,0,0,,3,11,0,5,1,1,2,5,2,9,1,2,0,0
aa8009b8b58da28d,2,73e09f837f3b5ecc,300,2,44,74,0,0,1,0,,29,55,26,51,3,4,0,0,14,34,8,9,7,12
aa8009b8b58da28d,2,289a57039d742bfe,300,0,7,21,0,0,0,0,,5,18,3,15,0,0,2,3,5,16,0,2,0,0
aa8009b8b58da28d,3,73e09f837f3b5ecc,239,1,25,40,0,0,1,0,,17,31,16,29,1,1,0,1,12,24,5,6,0,1
aa8009b8b58da28d,3,289a57039d742bfe,239,0,13,26,0,2,0,0,,9,20,7,16,1,2,1,2,5,13,0,1,4,6
f377d703092b1ab2,1,11f8860028b68fcf,269,0,35,45,1,2,1,0,,17,25,10,16,5,6,2,3,1,6,12,14,4,5
f377d703092b1ab2,1,657c21cb133f1445,269,0,26,40,0,3,0,0,,20,31,9,16,1,1,10,14,4,7,16,24,0,0
f7cd689b15798885,1,e6c5908910cc26e4,18,1,1,4,0,0,0,0,,1,4,1,4,0,0,0,0,1,4,0,0,0,0
f7cd689b15798885,1,dadaeb402526dca5,18,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb65284fc21abc1b,1,36df8e119aec6175,180,0,47,96,0,0,0,0,,43,90,40,87,2,2,1,1,40,87,3,3,0,0
eb65284fc21abc1b,1,b96619b3acd7d9da,180,0,23,57,1,3,0,0,,19,53,10,40,8,12,1,1,17,51,2,2,0,0
eb65284fc21abc1b,2,36df8e119aec6175,180,0,17,27,0,0,0,0,,6,16,6,15,0,1,0,0,6,16,0,0,0,0
eb65284fc21abc1b,2,b96619b3acd7d9da,180,0,19,29,1,1,0,0,,1,9,0,8,0,0,1,1,1,8,0,0,0,1
eb65284fc21abc1b,3,36df8e119aec6175,180,0,63,88,0,0,0,0,,41,63,32,54,7,7,2,2,21,43,4,4,16,16
eb65284fc21abc1b,3,b96619b3acd7d9da,180,0,7,30,0,5,0,0,,6,29,3,24,3,5,0,0,6,29,0,0,0,0
5060770f197e2147,1,3c0437fbeda06962,300,0,32,107,0,0,0,0,0,31,106,24,98,3,4,4,4,30,104,1,2,0,0
5060770f197e2147,1,5669b828e7e11329,300,0,27,54,1,2,0,0,16,26,52,7,29,0,3,19,20,26,52,0,0,0,0
5060770f197e2147,2,3c0437fbeda06962,300,0,64,102,0,0,0,0,0,11,44,7,38,2,4,2,2,8,40,1,2,2,2
5060770f197e2147,2,5669b828e7e11329,300,0,51,69,3,6,0,0,183,7,21,1,12,1,1,5,8,6,20,0,0,1,1
5060770f197e2147,3,3c0437fbeda06962,300,0,37,93,0,0,0,0,0,20,76,16,65,2,8,2,3,19,74,1,2,0,0
5060770f197e2147,3,5669b828e7e11329,300,0,20,35,1,6,0,0,115,17,32,2,14,4,4,11,14,16,29,1,3,0,0
54d14f98d4a83def,1,ab8900ae1f1dfd4c,144,0,4,6,0,0,1,1,67,4,6,0,1,4,4,0,1,0,2,4,4,0,0
54d14f98d4a83def,1,aa79d5399571068e,144,0,4,7,0,1,0,0,32,2,5,0,3,2,2,0,0,1,4,1,1,0,0
dd400f38c483f629,1,59583ff832fe9d68,197,1,18,50,0,0,0,0,16,18,50,15,46,0,1,3,3,14,46,2,2,2,2
dd400f38c483f629,1,cc300e9aa3063431,197,0,18,34,0,0,0,0,3,17,33,3,13,8,14,6,6,13,28,4,5,0,0
b4bf090eb5c57903,1,a6959da32f0e6b5d,63,0,7,11,1,1,0,0,9,7,11,4,7,3,4,0,0,3,6,1,1,3,4
b4bf090eb5c57903,1,64360e618823a8e4,63,0,3,11,0,0,0,0,0,3,11,1,7,1,1,1,3,2,10,1,1,0,0
f1423b63d81c88ea,1,219a254e15d60135,102,0,2,8,1,1,1,0,44,0,5,0,5,0,0,0,0,0,5,0,0,0,0
f1423b63d81c88ea,1,658c3465581ae46b,102,0,3,11,0,0,0,0,0,3,11,3,11,0,0,0,0,3,11,0,0,0,0
b9be472f456cac79,1,5eedbf1e9601be35,186,0,13,19,1,1,1,0,128,4,10,2,8,2,2,0,0,0,3,0,0,4,7
b9be472f456cac79,1,f5990c11974d8e9c,186,0,3,6,0,0,0,0,0,1,4,1,1,0,0,0,3,0,3,1,1,0,0
eb23f3574b656624,1,f2688492b9a525a3,300,0,29,63,1,3,0,0,45,27,61,13,43,9,11,5,7,25,59,2,2,0,0
eb23f3574b656624,1,029880cdbf5ca089,300,0,15,64,0,0,0,0,5,12,61,9,58,2,2,1,1,11,59,1,2,0,0
eb23f3574b656624,2,f2688492b9a525a3,300,0,33,72,0,2,0,0,0,33,72,23,59,8,8,2,5,30,68,3,4,0,0
eb23f3574b656624,2,029880cdbf5ca089,300,0,6,70,0,0,0,0,0,6,70,6,69,0,1,0,0,6,69,0,1,0,0
eb23f3574b656624,3,f2688492b9a525a3,300,0,14,58,0,2,1,0,0,14,58,8,50,5,6,1,2,13,57,1,1,0,0
eb23f3574b656624,3,029880cdbf5ca089,300,0,9,73,1,3,0,0,20,9,73,7,70,1,2,1,1,8,70,1,3,0,0
1e87e0e4da55c92f,1,48d1f690b763934c,300,0,47,57,1,1,0,0,283,20,28,17,25,1,1,2,2,2,3,0,0,18,25
1e87e0e4da55c92f,1,d0c29452d3272603,300,0,5,7,0,0,1,0,0,2,4,1,3,0,0,1,1,2,4,0,0,0,0
1e87e0e4da55c92f,2,48d1f690b763934c,300,0,41,51,1,2,0,0,273,7,15,4,12,0,0,3,3,3,3,0,0,4,12
1e87e0e4da55c92f,2,d0c29452d3272603,300,0,19,24,0,0,1,0,1,3,7,2,4,1,2,0,1,1,3,2,4,0,0
1e87e0e4da55c92f,3,48d1f690b763934c,300,0,45,58,1,2,0,0,276,9,18,5,14,1,1,3,3,3,6,0,0,6,12
1e87e0e4da55c92f,3,d0c29452d3272603,300,0,8,15,0,0,0,0,0,4,10,3,9,1,1,0,0,3,9,1,1,0,0
62fbd9d089a9a306,1,1fd4fbdcc67de844,37,2,8,12,0,0,0,0,10,8,12,8,12,0,0,0,0,2,3,3,3,3,6
62fbd9d089a9a306,1,ec33146e43e58933,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1e144ce44599f3a,1,621a6c59f88a44fe,300,0,20,37,1,3,0,0,124,10,24,3,16,5,5,2,3,4,14,5,6,1,4
d1e144ce44599f3a,1,86dfed7cc24a9fa7,300,1,23,35,0,0,0,0,9,5,17,3,11,1,5,1,1,4,14,1,1,0,2
d1e144ce44599f3a,2,621a6c59f88a44fe,300,0,43,47,1,1,0,0,220,21,25,8,12,13,13,0,0,4,5,0,0,17,20
d1e144ce44599f3a,2,86dfed7cc24a9fa7,300,0,3,11,0,0,0,0,0,3,11,2,8,1,3,0,0,3,11,0,0,0,0
d1e144ce44599f3a,3,621a6c59f88a44fe,300,0,16,22,1,1,0,0,151,3,9,3,9,0,0,0,0,3,9,0,0,0,0
d1e144ce44599f3a,3,86dfed7cc24a9fa7,300,0,10,17,1,1,0,0,44,6,13,4,9,1,3,1,1,3,9,0,0,3,4
15750dc75b7426f3,1,f7a7f7118d4b01b6,300,1,16,20,0,1,0,0,16,12,15,5,8,4,4,3,3,10,11,0,0,2,4
15750dc75b7426f3,1,ee779c43a8926d52,300,0,2,12,0,0,0,0,0,1,10,0,8,0,0,1,2,1,10,0,0,0,0
15750dc75b7426f3,2,f7a7f7118d4b01b6,237,2,21,38,0,1,0,0,14,16,31,12,25,1,3,3,3,14,26,2,4,0,1
15750dc75b7426f3,2,ee779c43a8926d52,237,0,3,14,0,0,0,0,0,3,14,2,12,1,1,0,1,3,13,0,1,0,0
099dbc0a13135f20,1,ce6065baef021cf3,75,0,1,3,0,1,1,1,,0,1,0,1,0,0,0,0,0,1,0,0,0,0
099dbc0a13135f20,1,9f3d6ddef3d3cccc,75,0,5,8,0,0,0,0,,3,6,3,6,0,0,0,0,1,3,0,0,2,3
b8324a8941c26142,1,2c104b7e59a72629,77,0,11,22,0,0,0,0,,6,16,6,16,0,0,0,0,2,9,0,1,4,6
b8324a8941c26142,1,03da33a102d9a45f,77,0,1,10,0,0,0,0,,1,10,0,5,1,5,0,0,1,10,0,0,0,0
007b2ff615d3bc5e,1,d1152823307d7e7c,149,0,21,27,1,3,0,0,,18,23,12,17,3,3,3,3,6,7,1,1,11,15
007b2ff615d3bc5e,1,bd4389b71fdc0ce2,149,0,5,9,0,0,0,0,,1,5,0,3,1,1,0,1,0,4,1,1,0,0
1f60a7478c61419c,1,232c582f29f8f65e,79,0,9,9,0,0,2,0,,5,5,2,2,1,1,2,2,2,2,0,0,3,3
1f60a7478c61419c,1,eef9b891edbd4604,79,0,0,3,0,0,0,0,,0,3,0,2,0,0,0,1,0,3,0,0,0,0
0a913b0af51d027f,1,80d918336163b80c,600,0,107,156,2,4,0,0,,39,69,23,49,5,9,11,11,26,46,8,10,5,13
0a913b0af51d027f,1,2a74bbba57058f12,600,0,22,48,0,1,2,0,,14,40,8,34,2,2,4,4,11,37,2,2,1,1
0a913b0af51d027f,2,80d918336163b80c,300,0,48,65,2,4,0,0,,12,26,5,19,2,2,5,5,7,21,5,5,0,0
0a913b0af51d027f,2,2a74bbba57058f12,300,0,1,15,0,0,1,0,,1,15,0,14,1,1,0,0,0,14,1,1,0,0
939f202ff8525452,1,2d5fbe2103f97053,600,0,25,38,0,0,2,3,,19,32,8,21,8,8,3,3,12,21,3,3,4,8
939f202ff8525452,1,2f8f3c69522db931,600,0,63,103,3,6,2,2,,16,48,8,39,3,4,5,5,9,36,0,0,7,12
