cutoff_year,best_params,log_loss
2016,"{""k"": 45, ""n_estimators"": 764, ""num_leaves"": 8, ""max_depth"": 3, ""min_child_samples"": 275, ""subsample"": 0.77608403378234, ""subsample_freq"": 1, ""colsample_bytree"": 0.570541095143687, ""reg_alpha"": 0.008438610011633369, ""reg_lambda"": 0.0031449527951548}",0.5921606505802732
2017,"{""k"": 71, ""n_estimators"": 603, ""num_leaves"": 23, ""max_depth"": 5, ""min_child_samples"": 135, ""subsample"": 0.4210243304209193, ""subsample_freq"": 5, ""colsample_bytree"": 0.8026347654676796, ""reg_alpha"": 0.019468559792027842, ""reg_lambda"": 0.02220905239142014}",0.5941204966796478
2018,"{""k"": 93, ""n_estimators"": 955, ""num_leaves"": 29, ""max_depth"": 4, ""min_child_samples"": 124, ""subsample"": 0.6402607865953404, ""subsample_freq"": 7, ""colsample_bytree"": 0.7754389111390174, ""reg_alpha"": 0.13724598495693988, ""reg_lambda"": 0.0801897244036878}",0.5926917398281623
2019,"{""k"": 79, ""n_estimators"": 958, ""num_leaves"": 29, ""max_depth"": 3, ""min_child_samples"": 117, ""subsample"": 0.48880476143832235, ""subsample_freq"": 2, ""colsample_bytree"": 0.6776064838061872, ""reg_alpha"": 1.1422421390963724, ""reg_lambda"": 0.00101083082381917}",0.598314267615942
2020,"{""k"": 81, ""n_estimators"": 923, ""num_leaves"": 32, ""max_depth"": 3, ""min_child_samples"": 121, ""subsample"": 0.8915853276380203, ""subsample_freq"": 7, ""colsample_bytree"": 0.527166930564735, ""reg_alpha"": 0.0020077662951047868, ""reg_lambda"": 0.0012404624772636617}",0.5968768018194506
2021,"{""k"": 73, ""n_estimators"": 754, ""num_leaves"": 25, ""max_depth"": 6, ""min_child_samples"": 169, ""subsample"": 0.6871152584082603, ""subsample_freq"": 1, ""colsample_bytree"": 0.7273354722389191, ""reg_alpha"": 0.017319284145000488, ""reg_lambda"": 0.0028138351184779885}",0.5976221270290617
2022,"{""k"": 98, ""n_estimators"": 1000, ""num_leaves"": 27, ""max_depth"": 3, ""min_child_samples"": 159, ""subsample"": 0.6141526458126273, ""subsample_freq"": 4, ""colsample_bytree"": 0.4622384928426094, ""reg_alpha"": 0.606822111146989, ""reg_lambda"": 0.007695955317419193}",0.5959135710718984
2023,"{""k"": 68, ""n_estimators"": 920, ""num_leaves"": 25, ""max_depth"": 3, ""min_child_samples"": 113, ""subsample"": 0.7035786379755707, ""subsample_freq"": 8, ""colsample_bytree"": 0.7270654169128187, ""reg_alpha"": 0.3226702322807424, ""reg_lambda"": 0.14173797795359738}",0.5988349005142741
