id,name,nickname,date_of_birth,reach_inches,height_inches,stance,team_id,nationality,fighting_style
3088818,Carlos Lopez,,,,,,,,
3088826,Klayton Mai,,1986-11-30,,69,,2626,,
3088830,Adilson Ribiero Jr.,,,,,,,,
3088831,Rodrigo Carlos,,1981-12-10,,70,,,Brazil,
3088833,Jorge Silva,,,,,,,,
3088841,Tim Gorman,,1983-04-29,68.5,64,Southpaw,1986,USA,
3088882,Keith Bell,Bad News,1979-08-10,,75,,,USA,
3088923,Ken Hamamura,,,,,,,,
3088928,Scott Bradley,,,,,,,,
3088929,Adem Mujakic,,,,,,,,
3088930,Cody Vanklaveren,,,,,,,,
3088931,Micah Bowles,,,,,,,,
3088932,Al Ichelson,,,,,,,,
3088933,Will Ross,,,,,,,,
3089003,Willie Dale,,,,,,,,
3089011,Alexander Grebenkin,,,,,,,,
3089019,Murad Abdulaev,,,,69,,,,
3089026,Jeremiah Labiano,The Kid,1986-11-18,70.0,70,,,Philippines,
3089059,Brandon Jinnies,,,,,,,,
3089069,Christos Giagos,The Spartan,1990-01-23,71.5,70,Orthodox,10967,USA,Striker
3089300,Keith Carson,Danger,1992-01-20,,68,,1075,USA,
3089308,Justin Linn,,1989-06-19,,69,,151,,
3089309,Tom Gloudeman,,,,,,,,
3089311,Kris Armbrister,,,,76,,,USA,
3089326,Francisco Trevino,Sitkayan,1981-12-17,70.0,70,Orthodox,362,USA,
3089404,Ian Dela Cuesta,,1988-02-16,,64,,4527,USA,
3089405,Rich Bonafidini,,,,,,,,
3089406,Nick Boyd,,,,,,,,
3089407,Eduardo Espinoza,,,,,,,,
3089408,Joey Marimberga,,,,,,,,
3089409,Felipe Chavez,,,,,,,,
3089410,Johan Croes,,,,,,,,
3089411,Justin Goodall,,,,,,,,
3089412,Derithe Harper,,,,,,,,
3089413,Billy Kidd,,,,,,,,
3089414,Kavi Cermak,,,,,,,,
3089415,Yasha Tabrizy,,,,,,,,
3089416,Cameron Mayer,,,,,,,,
3089417,Greg Saenz,,,,,,,,
3089420,Nic Cox,,,,,,,USA,
3089425,Lester Batres,,,,,,,,
3089426,William Florentino,Furious,,,75,,,USA,
3089427,Kristopher Flores,,,,,,,,
3089428,Cole Nuckols,,,,,,,,
3089429,George Zamarron,,,,,,,,
3089633,Herbert Burns,The Blaze,1988-02-02,73.5,69,Orthodox,10967,Brazil,Brazilian Jiu-Jitsu
3089898,Ray Carter,,,,,,,,
3089901,Dominique Chisem,,,,,,,,
3089904,Michel Quinones,El Capo,1984-12-22,73.0,70,Orthodox,4927,USA,Striker
3089911,Luke Jumeau,The Jedi,1988-02-12,72.0,71,Orthodox,2967,New Zealand,Striker
3089915,Jake Matthews,The Celtic Kid,1994-08-19,73.0,71,Orthodox,2646,Australia,Freestyle
3089918,Brendan O'Reilly,The Badger,1987-06-24,69.0,69,Orthodox,,Australia,
3089936,Simon Marini,,1986-01-10,,70,,,Canada,
3089937,Tim Smith,,,,,,,,
3089940,Marcin Elsner,,,,,,,,
3089942,Alexei Varagushin,,,,,,,,
3089945,Alexandre Machado,Bebezao,,,,,5407,,
3090120,Johnny Buck,,,,,,,,
3090197,Gilbert Burns,Durinho,1986-07-20,71.0,70,Orthodox,10967,Brazil,Striker
3090277,Aslan Toktarbaev,Arystan,1983-12-09,,64,,,,
3090353,Saul Rogers,The Hangman,1989-12-01,71.0,70,,2366,England,Brazilian Jiu-Jitsu
3090446,Angelo Sanchez,,,,,,,,
3090447,Brandon Fleming,,1991-03-08,,68,,1149,USA,
3090448,Matt DiMaracantonio,,,,,,,,
3090449,Ryan Peterson,,,,,,,,
3090450,Phillip LeGrand,,,,,,,,
3090451,Rob Font,,1987-06-25,71.5,68,Orthodox,221,Puerto Rico,Striker
3090464,Ariel Sexton,Tarzan,1982-01-17,,69,,789,Canada,
3090521,Harley Leimbach,,,,,,,,
3090555,Lipeng Zhang,The Warrior,1990-03-10,71.0,71,Southpaw,2109,China,
3090556,Sai Wang,The Fire Kylin,1986-01-16,72.0,72,Southpaw,1021,China,
3090558,Jianping Yang,,1986-01-07,,68,Orthodox,2109,,
3090608,Jason Cooledge,The Animal,,,68,,,England,
3090695,Zhouwen Jiang,,,,,,,,
3090698,Steve Brown,,1980-12-10,,66,,,,
3090699,Jesse-Bjorn Buckler,,,,,,,,
3090700,Takuma Wakabayashi,,,,,,,,
3090701,Yuri Folomkin,,,,,,,,
3090702,Nemat Bobomuhamedov,,,,,,,,
3090703,Setsuma Takeda,,,,,,,,
3090704,Xu Lei,,,,,,,,
3090705,He Peng,,,,,,,,
3090873,Johnny Nunez,Johnny Boy,1985-08-29,71.0,69,,2246,USA,
3090893,Douglas Silva de Andrade,D Silva,1985-06-22,68.5,67,Orthodox,5792,Brazil,"Muay Thai,Striker"
3090895,Anderson Dos Santos,Berinja,1985-07-24,70.0,65,Orthodox,7527,Brazil,Brazilian Jiu-Jitsu
3090900,Hyo-Ryeong Kim,,1992-02-28,,68,,,Korea,
3090914,Spencer Hewitt,,,,65,,,England,
3091098,Noad Lahat,Neo,1984-06-08,69.0,68,Orthodox,22,Israel,Brazilian Jiu-Jitsu
3091099,Andre Muniz,Sergipano,1990-02-17,78.0,73,Southpaw,5965,Brazil,Mixed Martial Artist
3091100,Alberto Mina,Soldier of God,1982-05-02,77.5,72,Orthodox,2111,Brazil,Brazilian Jiu-Jitsu
3091101,Jumabieke Tuerxun,The Wild Wolf,1986-04-17,67.0,66,Orthodox,2112,China,
3091102,Mark Eddiva,,1986-02-16,68.0,68,Orthodox,2113,Philippines,
3091103,Albert Cheng,,,,71,Orthodox,,,
3091104,Anying Wang,,1991-04-04,,72,Orthodox,,China,
3091107,Ernest Chavez,EJ,1983-06-27,70.0,68,Orthodox,2045,USA,Striker
3091134,Jorge Valdez,,,,,,,,
3091135,Stephen Martinez,,,,,,,,
3091136,Dionisio Ramirez,,1986-10-29,,67,,,,
3091145,Tiago Passos,,,,,,,,
3091146,Luiz Gavinho,Toninho Marajo,1983-10-20,,66,,1017,Brazil,
3091147,Abenilson Cardoso,,,,65,,,,
3091148,Felipe Froes,Saiyajin,1991-11-17,,69,,301,Brazil,
3091149,Eunapio Edson Freitas,,,,,,,,
3091150,Giovane Fernandes,,,,,,,,
3091151,Neliton Jose Furtado,,,,,,,,
3091152,Joao Ferreira Jr.,,,,,,,,
3091153,Cleison Cardoso,,,,,,,,
3091154,Anderson Macaco,,,,,,,,
3091155,Antonio Marcos,,,,,,,,
3091156,Marcelo Rodrigues,,,,,,,,
3091157,Daziel Serafim da Silva Jr.,,1991-02-08,,67,,,,
3091158,Antonio Fernandes,,,,,,,,
3091159,Denis Pitbull,,,,,,,,
3091160,Junior Teixeira,,,,,,,,
3091161,Maykson Souza Lima,,,,,,,,
3091162,Jorge Rodrigues,,,,,,,,
3091344,Kleber Koike Erbst,,1989-10-16,70.5,69,,4831,Japan,
3091345,Mike Sledzion,,,,,,,,
3091346,Taylor Solomon,,,,,,,,
3091347,Wesley Ranger,,,,,,,,
3091349,Glen Ranillo,,1983-10-25,,70,,,Philippines,
3091350,Gareth Ealey,,,,,,,,
3091351,Sergey Yakovlev,,,,,,,,
3091352,Alex Niu,,,,,,,,
3091353,Philipp Ulsamer,,,,,,,,
3091354,Whi Gyu Kim,,,,,,,,
3091355,Jun Lei Li,,,,,,,,
3091356,Marcos Souza,,,,,,,,
3091357,Jae Sung Oh,,1991-02-04,,71,,,South Korea,
3091358,Pengfei Xuan,,,,,,,,
3091359,Aziz Pahrudinov,,,,,,,,
3091360,Yier Ta,,,,,,,,
3091361,Gadji Zaipulaev,,,,,,,,
3091362,Tony Rossini,,,,,,,,
3091363,Andrei Miroshnikov,,,,,,,,
3091364,Yao Qiang,,,,,,,,
3091464,Derek Boyle,The Gargoyle,1984-11-26,,72,,,Canada,
3091474,Spencer Jebb,The Jedi,1989-12-12,76.0,71,,1067,Canada,
3091514,Jack May,The Outlaw,1981-04-14,,80,Switch,1045,USA,Striker
3091524,Josh Smith,That Guy,1988-04-04,,68,,25,USA,
3091551,Andrew Whitney,The Beast,1984-06-10,66.0,67,,,USA,
3091589,Juliana Werner,,1981-06-10,,68,,,,
3091644,Ricky Pulu,,,,,,,,
3091645,Tasi Edwards,,,,,,,,
3091795,Glenn Sparv,Teddy Bear,,,73,,966,Finland,
3092342,Frankie Perez,,1989-05-11,73.0,71,Orthodox,162,USA,
3092343,Yongqiang Zhang,,,,,,,,
3092344,Irshaad Sayed,,,,,,,,
3092345,Honggang Yao,,,,,,,,
3092346,Rustam Taldiev,,,,,,,,
3092347,Michel Boom,,,,,,,,
3092348,Bolin Li,,,,72,,,China,
3092349,Robert Lek,,,,,,,,
3092351,Zhen Wang,,,,65,,,,
3092352,Yu Long Fei,,,,,,,,
3092374,Gustavo Wurlitzer,,1983-03-25,,69,,,Brazil,
3092519,Gil Guardado,,1985-09-12,,71,,,USA,
3092778,Ruan Potts,Fangzz,1978-02-23,75.0,74,Orthodox,2426,South Africa,
3092949,Isaiah Chapman,,1989-11-06,,67,,,,
3092950,Steve Smith,,1980-11-04,,69,,,USA,
3093006,Ethan Cox,,,,,,,USA,
3093015,Tony Crowder,,,,,,,,
3093026,Dooho Choi,The Korean Superboy,1991-04-10,70.0,70,Orthodox,972,Korea,Striker
3093349,Georgi Stoyanov,,,,,,,,
3093377,Collin Reuter,,,,75,,,,
3093453,Cliff Wright,The Goblin,1979-01-22,71.0,71,,1825,USA,
3093507,Dileno Lopes,,1984-09-26,65.5,65,,301,Brazil,
3093513,Ismael Bonfim,Marreta,1995-12-28,71.5,68,Orthodox,7287,Brazil,Boxing
3093545,Humberto Brown,,1984-11-03,71.0,70,,,Panama,
3093557,Hernani Perpetuo,,1985-05-24,74.0,72,Orthodox,301,Brazil,
3093559,Marcin Tybura,Tybur,1985-11-09,78.0,75,Orthodox,7347,Poland,Mixed Martial Artist
3093560,Alex Junius,Marmaduke,1992-12-18,,74,,,Brazil,
3093561,Junior Dietz,Caveira,,,,,,Brazil,
3093562,Michael Reid,,,,,,,,
3093563,Ousmane Sidibe,,,,,,,,
3093564,Kevin Reed,,,,,,,,
3093565,Richard Evans,,,,,,,,
3093612,Deray Davis,,,,,,,,
3093620,Matt Foster,Freight Train,1984-12-25,,72,,,USA,
3093652,Charlie DuBray,,,,67,,,,
3093653,Sean Strickland,,1991-02-27,76.0,73,Orthodox,61,USA,Striker
3093739,Szymon Bajor,,1988-06-15,,74,,10987,Poland,
3093741,Adam Wieczorek,Siwy,1992-02-05,81.0,77,Orthodox,6049,Poland,Brazilian Jiu-Jitsu
3093809,Andrew McInnes,Andrewconda,1985-04-09,,73,,2446,,
3093823,Donavin Hawkey,,,,,,,,
3094190,Alex Rojas,,,,,,,,
3094384,Marcus Andrusia,,1984-10-30,76.0,71,,,USA,
3094511,Stephan Puetz,T-800,1987-04-08,76.5,78,,2106,Germany,
3094512,Anatoly Tokov,,1990-02-17,73.0,70,,10167,Russia,Striker
3094515,Joachim Christensen,,1978-11-07,76.0,75,Orthodox,,Denmark,
3094518,Jerry Nelson,,,,,,,,
3094524,Melvin van Suijdam,,,,,,,,
3094525,Evgeni Fomenko,,,,,,,,
3094526,Ali Akhmedov,,,,,,,,
3094569,Alexandre Ramos,,,,,,,,
3094578,Thiago Michel Pereira Silva,,,,,,,,
3094635,Abu Azaitar,Captain Morocco,1986-03-10,76.0,69,Orthodox,6927,Morocco,Striker
3094757,Roman Kapranov,,1987-05-08,,71,,,Germany,
3095328,Li Jingliang,The Leech,1988-03-20,71.5,72,Orthodox,10967,China,Striker
3095524,Johnny Cisneros,Tattooed Terror,1980-02-05,72.5,71,,979,USA,Striker
3095666,Mirsad Bektic,,1991-02-16,70.0,68,Orthodox,221,USA,Striker
3095671,Jason Lee,,,,,,,,
3095674,Joshua Aveles,,1988-06-20,,71,,,,
3095697,Dallas Mitchell,,,,,,,,
3095698,Will Dicke,,,,,,,,
3096066,Alexis Dufresne,,1990-08-31,68.5,69,Orthodox,282,USA,Striker
3096278,Pawel Pawlak,Plastinho,1989-02-08,73.0,72,Orthodox,,Poland,
3096279,Tony Sims,,1985-10-14,70.0,71,Southpaw,3827,USA,Striker
3096545,Slobodan Jankovic,,,,,,,Serbia,
3096573,Luke Zachrich,,1981-10-01,74.5,74,Orthodox,2306,USA,
3096574,Chad Laprise,The Disciple,1986-07-23,71.0,70,Orthodox,2927,Canada,Striker
3096577,Olivier Aubin-Mercier,Canadian Gangster,1989-02-23,71.0,70,Southpaw,221,Canada,Brazilian Jiu-Jitsu
3096578,Elias Theodorou,The Spartan,1988-05-31,75.5,73,Orthodox,221,Canada,Striker
3096579,Tyler Manawaroa,,1994-07-23,,73,,,,
3096580,Vik Grujic,,1977-02-06,73.0,72,Orthodox,,Australia,
3097029,Weyde Ventura,,1994-11-07,,,,,,
3097030,Vanessa Melo,Miss Simpatia,1988-03-27,67.0,65,Orthodox,6269,Brazil,
3097227,Jordan Delano,,,,,,,,
3097235,Travis Clark,,,,,,,,
3097236,Mike Kent,,1984-03-08,,71,,,Canada,
3097237,Steve Hodgson,,,,,,,,
3097238,Tanner Tolman,,,,,,,,
3097617,Leandro Ataides,Leo,1986-05-04,,72,,301,Brazil,
3097808,Viktor Pesta,,1990-07-15,77.0,76,Orthodox,10967,Czechia,
3097954,Alex White,The Spartan,1988-10-22,71.0,72,Southpaw,2286,USA,Striker
3098137,Kurban Gadzhiev,Python,,,64,,1002,Russia,
3098138,Jason Meisel,,,,,,,,
3098140,Daniel Ireland,,,,,,,,
3098141,Gary Poulin,,,,,,,,
3098601,Olivier Pastor,,,,,,,,
3098604,Ray Borg,The Tazmexican Devil,1993-08-04,63.0,64,Orthodox,7728,USA,Grappling
3098605,Bakhtiyar Abbasov,,1985-11-30,,70,,,,
3098618,Daniel Way,,,,,,,,
3098619,Zein Saliba,,,,,,999,,
3098620,Jia Xu,,,,,,,,
3098621,David Cannon,,,,,,,,
3098622,Vic Barlow,,,,,,,,
3098623,Lindsay Sheehan,,,,,,,,
3098624,Marc Gehret,,,,,,,,
3098625,Gerhard Voigt,,,,,,,,
3098802,Aaron Phillips,The Dragon,1989-08-05,71.0,69,Southpaw,11927,USA,Muay Thai
3099049,Chris Indich,,1987-04-22,73.0,70,,1056,Australia,
3099050,Mike de la Torre,El Cucuy,1986-09-22,71.0,72,Orthodox,,USA,
3099054,Ben Kelleher,,,,,,,,
3099057,Roy Babcock,,,,,,,,
3099058,Adam Ward,,1986-02-28,,70,,,USA,
3099068,Aaron Forsterling,,,,,,,,
3099069,Amer Hussein,,,,,,,,
3099070,Callan Potter,The Rockstar,1984-06-09,72.0,72,Orthodox,6867,Australia,Brazilian Jiu-Jitsu
3099071,Josh Russell,,,,,,,,
3099072,Adriano Magnani,,,,,,,,
3099075,Blake Doering,,,,,,,,
3099076,Tahu Pauro,,,,,,,,
3099098,Boris Miroshnichenko,,1990-04-26,,73,,,Belarus,
3099099,Thomas Vasquez,The Die Hard Kidd,1986-08-23,,67,,2346,,
3099115,Nick Macias,,,,,,,,
3099116,Doug Jenkins,,,,,,,,
3099117,Derek Rhoads,,,,,,,,
3099140,Darren Smith Jr.,Hollywood,1987-04-05,71.0,69,,,USA,
3099187,Damon Jackson,The Leech,1988-08-08,71.0,71,Switch,6088,USA,Brazilian Jiu-Jitsu
3099598,Sergio Souza,Kreator,1985-08-09,,72,,,Brazil,
3099599,Elder Lara,,,,,,,,
3099603,Alan Caster Guedes Araujo,,,,,,,,
3099605,Francisco Mario Marinho,,,,,,,,
3099611,Peter Baltimore,,,,,,,,
3099627,Robert Morrow,The Destroyer,1985-09-03,,75,,,USA,
3099674,Joey Cabezas,,,,70,,,,
3099958,Charlie Ontiveros,American Bad Boy,1991-07-04,78.0,74,Switch,7814,USA,Taekwondo
3099977,Shelby Graham,,,,,,,,
3099978,Anthony Retic,,1988-04-30,,73,,,USA,
3099982,Brian Hall,The Law,1982-06-13,,66,,3047,,
3099983,Nick Duell,,1982-07-09,,69,,,,
3099984,Rocky Edwards,,1983-04-05,,71,,,USA,
3099985,Paul Felder,The Irish Dragon,1984-04-25,70.0,71,Orthodox,361,USA,Striker
3099993,Mike King,,,75.0,66,,,USA,
3100166,Andrew Machin,,,,,,,,
3100168,Sam Kei,K9,1991-07-08,75.0,75,,8807,Tonga,
3100786,Mohsen Bahari,,,,70,,977,,
3100796,David Howell,,,,,,,,
3100797,Matt Ross Francombe,,,,,,,,
3101060,Andrew van Zyl,One Gear,1982-01-11,,74,,,South Africa,
3101063,Ricky Misholas,,,,,,,,
3101074,Brett Murphy,,,,,,,,
3101434,Mojtaba Najim Wali,,1983-07-07,,74,,,,
3102115,Josh Robertson,,,,,,,,
3102120,Chriss Woodruff,,,,,,,,
3102121,Nathan Aber,,,,,,,,
3102122,Cody Clayes,,,,,,,,
3102123,Alex Wakeland,,,,,,,,
3102124,Brady Wakeland,,,,,,,,
3102125,Tristian Hansburger,,,,,,,,
3102126,Cole Williams,Havoc,1983-12-15,73.0,72,Orthodox,6147,USA,
3102224,Jeremy Ashley,,,,69,,,USA,
3102260,Adam Townsend,Prime Time,1988-11-28,,67,,3547,USA,Brazilian Jiu-Jitsu
3102261,Ben Syers,,,,,,,,
3102262,Jeremy Uy,,,,,,,,
3102263,Allen Cozze,,,,,,,,
3102264,Andre Shuler,,,,,,,,
3102578,Keith Johnson,,1982-11-15,,75,,,,Brazilian Jiu-Jitsu
3102615,David Michaud,Bulldawg,1988-11-10,71.0,69,Orthodox,23,USA,Striker
3102702,Karolina Kowalkiewicz,,1985-10-15,64.0,63,Orthodox,25,Poland,Striker
3102704,Dibir Zagirov,,,,,,,,
3102969,Colton Vaughn,,,,74,,,,
3103180,Yusuke Kagiyama,,,,,,,,
3103207,Christian Colombo,,1980-07-01,80.5,77,Orthodox,2196,Denmark,Striker
3103406,Joe Yeampierre,,,,,,,,
3103407,Micah Goss,,,,,,,,
3103412,Mateusz Strzelczyk,Pajak,1991-02-26,75.0,75,,,Poland,
3103413,Laszlo Soltesz,,,,,,,,
3103414,Szymon Nadobny,,,,,,,,
3103415,Artur Piotrowski,,,,,,,,
3103416,Pawel Latalo,,,,,,,,
3103417,Adam Golonkiewicz,,,,,,,Poland,
3103418,Matas Stebuliauskas,,,,,,,,
3103423,Laszlo Acs,,,,,,,,
3103426,Tomasz Krauze,,,,,,,,
3103625,Igor Sliusarchuk,,1989-08-04,,74,,,Ukraine,
3103627,Dmitry Voitov,,1986-01-01,,74,,,,
3103630,Koji Ando,,1985-03-09,,70,,928,Japan,
3103727,Jake Lindsey,The Librarian,1986-06-21,72.5,71,Switch,,USA,
3103864,Guilherme Vasconcelos,,1986-03-23,74.0,72,Orthodox,,Brazil,
3104261,Ramdan Mohamed,,,,,,,,
3104267,Andy Murad,The Tooth Fairy,,,69,,4387,,
3104268,Joseph Corneroli,,,,71,,,,
3104269,Donald Wallace,,,,,,,,
3104270,Elder Ramos,,,,71,,,,
3104271,Tommy Jones,,,,69,,,,
3104272,John Constantonus,,,,,,,,
3104289,Michael Erdinc,,,,,,,,
3104296,Musa Jangubaev,,1988-01-26,,70,,,Russia,
3104297,Roberto Pastuch,,1980-05-24,,69,,,Argentina,
3104298,Patrick Herring,,,,,,,,
3104302,Milan Tomes,,,,74,,,,
3104387,Cory Vom Baur,,1986-07-06,,68,,,,
3104448,Ramazan Esenbaev,,,,,,,,
3104451,Cassio Drummond,,,,,,,,
3104455,Bruno Carvalho,,1982-06-07,,68,,,,
3104468,Damien Brown,Beatdown,1984-12-25,68.5,70,Orthodox,991,Australia,Striker
3104470,Catalina Madril,,,,,,,,
3104471,Kathlina Brown,,,,,,,,
3104472,Josephine Esqueda,,,,,,,,
3104552,Haotian Wu,,1986-10-12,,70,,,China,
3104553,Yusuke Kasuya,,1989-11-16,67.0,67,Southpaw,,Japan,Brazilian Jiu-Jitsu
3104554,Scott MacGregor,Mad Dog,,,69,,,,
3104555,Paul Redmond,Redser,1986-10-20,70.0,70,Orthodox,,Ireland,
3104715,Anna Smirnova,,,,,,,,
3104716,Zeinab Gaurgashvily,,,,,,,,
3104717,Victoria Syniavina,,,,,,,,
3104718,Ludmila Delicheban,,,,,,,,
3104719,Risalat Mingbatyrova,,,,,,,Russia,
3104720,Pannie Kianzad,Banzai,1991-12-08,66.0,67,Orthodox,61,Sweden,Striker
3104721,Anastasia Plisenkova,,,,,,,,
3104722,Daria Chibisova,,1995-04-04,,65,,,,
3104724,Justin Jones,Lazy Bones,1987-09-06,,71,Orthodox,123,USA,Brazilian Jiu-Jitsu
3104751,Hiroshi Roppongi,,1980-07-07,,67,,,Japan,
3104763,Yasutaka Hamaji,,,,,,,,
3104764,Takuya Ogura,,1982-11-24,,66,,,Japan,
3104765,Teruto Ishihara,Yashabo,1991-07-23,69.0,67,Southpaw,82,Japan,Striker
3104766,Jong Hoon Choi,,,,,,,,
3104767,Crisanto Pitpitunge,The Slugger,,,66,,,Philippines,
3104854,Andrew Sanchez,El Dirte,1988-04-08,74.0,73,Orthodox,22,USA,Striker
3104861,Thomas Jones,,,,69,,,,
3104862,Miles Marshall,,1988-08-07,,72,,,,
3104905,Caio Machado,Lionheart,1993-05-29,72.0,69,,11807,Brazil,
3105013,Niklas Backstrom,,1989-08-22,74.0,72,Orthodox,,Sweden,Striker
3105014,Max Coga,Mad Max,1989-06-24,,68,,2106,Germany,
3105015,Jaakko Vayrynen,,,,,,,,
3105016,Thomas Hytten,,,,,,,,
3105017,Adam Edwards,,,,,,,,
3105018,Elias Kunnas,,,,,,,,
3105019,Simon Skold,,,,,,,,
3105020,Gabriel Mboge Nesje,,,,,,,,
3105157,Rodrigo Almeida,The Young Lion,1986-03-06,,67,,3787,,
3106171,Dashon Johnson,Fly Boy,1988-01-25,70.5,69,Orthodox,1015,USA,
3106279,Kenny Kilgore,,,,,,,,
3106280,Phelan Fleming,,,,,,,,
3106281,Randall Adams,,,,,,,,
3106282,Tomy Franklin,,,,,,,,
3106310,James Moontasri,Moonwalker,1988-04-10,71.0,70,Switch,948,USA,
3106617,Joanna Jedrzejczyk,,1987-08-18,65.5,66,Orthodox,25,Poland,Striker
3106764,Austen Heidlage,,1989-11-12,,71,,,USA,
3107471,Christopher Thad Schlichter,,1983-05-18,,75,,,,
3107533,Cully Butterfield,The Mason,,,72,,,,
3107710,Wayman Carter,,1978-07-21,,76,,3266,USA,
3107734,Liliya Kazak,Lily,1990-01-19,,64,,,France,
3107993,Paulo Muniz,,,,,,,,
3108772,Antonio Carlos Jr.,Shoeface,1990-03-16,79.0,74,Orthodox,25,Brazil,Brazilian Jiu-Jitsu
3108775,Warlley Alves,,1991-01-04,72.0,71,Orthodox,5776,Brazil,Brazilian Jiu-Jitsu
3108776,Marcio Alexandre Jr.,Lyoto,1989-05-03,75.0,73,Southpaw,3667,Brazil,
3108777,Richardson Moreira,Rick Monstro,1984-03-31,72.0,74,Orthodox,,Brazil,
3108778,Ricardo Abreu,Demente,1984-04-27,,71,Orthodox,,,
3108781,Wagner Silva,Wagnao,1987-02-07,,72,Orthodox,,,
3108811,Edinaldo Novaes,,,,,,,,
3108813,Celivaldo Pereira da Silva,,,,,,,,
3108814,Joao Paulo Pereira,,,,,,,,
3108815,Elton Rodrigues,,,,,,,,
3108817,Rivanildo Riva,,,,,,,,
3108846,Ederson Moreira,,,,,,,,
3108847,Anderson Joao,,,,,,,,
3108848,Morris Albert Lins,,1982-09-09,,74,,,Brazil,
3108849,Rubens dos Santos,,,,,,,,
3108850,Fleizer Farias,,,,,,,,
3108851,Andrei Nicoceli,,,,,,,,
3108852,Felipe Rosa,,,,,,,,
3108853,Andrei dos Santos,,,,,,,,
3108854,Mario Kleber Ferreira,,,,,,,,
3108855,Mario Julio Cesar,,,,,,,,
3108856,Nelson Rodrigues de Andrade Jr.,,,,,,,,
3108857,Douglas Penning Pilati,,,,,,,,
3108862,Alberto Uda,,1984-08-08,77.5,75,Orthodox,301,Brazil,
3108863,Rodolfo de Souza,,,,,,,,
3108868,Antonio Silva Jr.,,,,,,,,
3108869,Ben Reiter,,1987-06-27,,75,,,,
3108873,Marcos Wilson da Silva,,,,,,,,
3108874,Leo Rocha,,,,,,,,
3108875,Leandro Souza,Leandrinho,1989-12-05,,69,,10148,Brazil,
3109134,Ian Entwistle,Enty,1986-11-19,64.0,69,Orthodox,868,England,Brazilian Jiu-Jitsu
3109135,Dan Hooker,The Hangman,1990-02-13,75.0,72,Switch,5308,New Zealand,Striker
3109274,Will Cairns,,,,,,,England,
3109275,Andy Green,,,,,,,,
3109276,Patrick Vickers,,,,,,,,
3109277,Liam Bennett,,,,67,,,Wales,
3109278,Anthony Jeffries,,,,,,,,
3109294,Chengjie Wu,,,,,,,,
3109427,Matt DiMarcantonio,,1990-01-26,,72,,,Canada,
3110326,Roldan Sangcha'an,The Executioner,1990-12-04,65.0,65,Orthodox,2113,Philippines,
3110330,Rodrigo de Lima,Monstro,1992-05-19,,69,Orthodox,2686,,
3110353,Ernesto Montilla,,,,,,,,
3110354,Adam Cacay,,,,,,,,
3110355,Carlo Mabilin,,,,,,,,
3110400,Gabriel Toussaint,,,,,,,,
3110401,Zozimar de Oliveira Silva Jr.,,1988-08-31,,66,,,,
3110402,Silas Silva,,,,,,,,
3110404,Genival Santos,,,,,,,,
3110405,Elielson Fortunato,,,,,,,,
3110406,Willian Silva,,,,,,,,
3110833,Matheus Scheffel,Buffa,1992-11-04,76.0,74,Orthodox,1367,Brazil,
3110836,Volkan Oezdemir,No Time,1989-09-19,75.0,74,Orthodox,5961,Switzerland,Striker
3110849,Ryan Janes,,1981-08-22,76.5,74,Orthodox,1072,,
3111141,Valmir Lazaro,Bidu,1985-08-15,73.0,72,Orthodox,301,Brazil,
3111192,E.J. Brooks,,1985-11-27,,68,,965,,
3111300,Wande Lopes Santana,,,,,,,,
3111301,Rogerio Matias da Conceicao,,1986-02-07,,72,,,,
3111302,David Mendes,,,,,,,,
3111303,Robert Buiu,,,,,,,,
3111304,Diego Maximo,,,,,,,,
3111305,Vinicius Loureiro,,,,,,,,
3111306,Franc Kroozer,,,,,,,,
3111309,Maicon Bastos,,,,,,,,
3111334,Alfonso Gonzales,,,,74,,2706,,
3111338,Elias Garcia,El Pescador,1992-09-13,67.0,65,Southpaw,361,USA,
3111339,Joel Scholin,,,,,,,,
3111759,Amber Brown,The Bully,1988-12-14,65.0,64,,1000,USA,
3111873,Tina Lahdemaki,Jelly Bean,1988-05-28,,63,Orthodox,2726,,
3111927,Bryan Barberena,Bam Bam,1989-05-03,72.5,72,Southpaw,7967,USA,Striker
3111962,Ed Carpenter,,,,,,,,
3111966,Kaileb Cummins,,,,,,,,
3111967,Anthony Tatum,,1988-10-05,,,,,,
3111968,Mark Garcia,,,,,,,,
3111973,Alex Black,,1987-11-11,,72,,912,,Brazilian Jiu-Jitsu
3111986,James Gonzales,,1979-11-20,,67,,,USA,
3111997,Geoff Neal,Handz of Steel,1990-08-28,75.0,71,Southpaw,6088,USA,Striker
3111999,Chris Pham,,,,67,,3387,,Brazilian Jiu-Jitsu
3112000,Tony Kelley,PrimeTime,1987-01-21,70.0,69,Switch,82,USA,Freestyle
3112007,Timur Valiev,Lucky,1990-01-19,67.0,66,Orthodox,81,Russia,
3112008,Adam Acquaviva,,1992-07-10,,66,,2246,USA,
3112009,Justin Jaynes,The Guitar Hero,1989-08-10,68.0,67,Orthodox,61,USA,
3112018,Eddie Gordon,Truck,1983-07-22,76.5,72,Orthodox,402,USA,
3112019,Patrick Walsh,The Beast of the East,1988-11-28,71.5,72,,2929,USA,
3112020,Corey Anderson,Overtime,1989-09-22,79.0,75,Orthodox,2926,USA,Striker
3112021,Roger Zapata,Viva,1986-05-09,74.0,71,Southpaw,,USA,Striker
