id,name,nickname,date_of_birth,reach_inches,height_inches,stance,team_id,nationality,fighting_style
2560707,Dave Keeley,,,,,,,,
2560708,Maro Perak,,1982-09-23,,72,,,,
2560711,Brian Melancon,,1982-05-28,,68,Orthodox,1050,,
2560712,Isaac Vallie-Flagg,,1978-04-08,68.5,68,Orthodox,81,USA,
2560713,Derrick Lewis,The Black Beast,1985-02-07,79.0,75,Orthodox,2006,USA,"Striker,Brawler"
2560723,Michal Materla,Cipao,1984-04-10,,72,,,Poland,Brazilian Jiu-Jitsu
2560725,Francis Carmont,Limitless,1981-11-10,78.0,75,Orthodox,221,France,Striker
2560730,Dillion Croushorn,,,,,,,,
2560733,Joey Bedolla,,,,,,,,
2560736,Jeremy Bolt,,,,,,,,
2560738,Ulysses Gomez,Useless,1983-05-25,66.0,65,Orthodox,61,USA,
2560740,Jussier Formiga,,1985-04-14,67.0,65,Orthodox,25,Brazil,Brazilian Jiu-Jitsu
2560746,Alexandre Pantoja,The Cannibal,1990-04-16,67.5,65,Orthodox,25,Brazil,Brazilian Jiu-Jitsu
2560747,Shinichi Kojima,BJ,1979-02-06,,64,,,,
2560750,Jose Maria Tomé,No Chance,1982-01-04,65.0,64,Orthodox,24,Brazil,"Brazilian Jiu-Jitsu,Striker"
2560753,Mamoru Yamaguchi,,1977-05-29,,64,,,Japan,
2560766,Ian Jones,,,,,,,,
2560797,Kenny Garner,Deuce,1975-01-06,77.0,73,,25,USA,Striker
2560798,Jesse Juarez,,,,73,Orthodox,,,
2560800,Adlan Amagov,Borz,1984-08-27,76.0,74,Orthodox,81,,
2560962,Andre Kase,,,,,,,,
2560999,Ryan LaFlare,,1983-10-01,74.0,73,Southpaw,1073,,
2561000,Nick Gaston,,,,,,,,
2561001,Bruno Carvalho,BC,1982-01-30,,73,,,,
2561108,Matt Foki,,,,,Orthodox,,,
2561133,Charon Spain,,1988-03-11,,69,,6587,USA,
2562523,Raimundo Pinheiro,,,,,,,,
2562649,Rob Sinclair,C4,1980-02-20,,68,,3527,England,
2563796,Ronda Rousey,Rowdy,1987-02-01,68.0,67,Orthodox,1120,USA,Judo
2563797,Alexis Davis,,1984-10-04,68.0,66,Orthodox,2196,Canada,Brazilian Jiu-Jitsu
2563801,Diogo Osama,,,,,,,,
2563803,Fernando Silva,,,,,,,,
2563804,Paulo Henrique Garcia Rodrigues,,,,,,,,
2563805,Fernando Almeida,,,,,,,,
2563806,Wanderlan Vila Cruzeiro,,,,,,,,
2563807,Roque Oliver,,,,,,,,
2563808,Charles Andrade,Gracie,1982-02-10,,72,,,Brazil,
2563809,Michael Knapp,,,,,,,,
2563810,Junior Fofinho,,,,,,,,
2563811,Enrico Vaccaro,,,,,,,,
2564046,Julio Cesar Bilik,,,,,,,,
2565146,Nathan Woods,,,,,,,,
2565147,Steve Young,,,,,,,,
2565148,Adam Cunningham,,,,,,,,
2565149,Frank Park,,,,,,,,
2565150,Scott Burns,,,,,,,,
2565151,Chris Perez van Dam,,,,,,,,
2565152,Josh Atwell,,,,,,,,
2565153,Jeremy Castro,,,,66,,,,
2565154,Tim Bazer,,1976-10-11,73.0,71,,1766,USA,
2565155,Jake Brown,,,,,,,,
2565156,Dakota Cochrane,,1988-05-01,,68,,2190,,
2565157,Josh Henry,,,,,,,,
2565272,Julian Fabrin Soares,,,,,,,,
2565277,Igor Fernandes,Chatubinha,,,70,,,Brazil,
2565279,Jorge Luis Bezerra,Michelan,1986-04-02,,,,2406,,
2565282,Gil de Freitas,,,,70,,,,
2565286,Michel Addario Bastos,,,,,,,,
2565291,Elielson Almeida,,,,,,,,
2565488,Rafael Carvalho,,1986-07-27,78.0,75,Orthodox,25,Brazil,Striker
2565489,Alexandre Alcantara,,,,,,,,
2565493,Joao Paulo Rodrigues de Souza,,1981-05-29,,67,,,Brazil,
2565496,Manuelo Morales,Etoube,,,69,,,Peru,
2565792,Felipe Arantes,Sertanejo,1988-02-09,73.0,68,Orthodox,403,,
2565811,Doug Williams,,,,,,,,
2566301,Chris Saunders,The So Cal Kid,1986-03-11,69.0,68,,,USA,
2566512,Mike Rio,The Wolverine,1981-07-06,70.0,70,Orthodox,1531,,
2567565,Papy Abedi,Makambo,1978-06-30,,71,Southpaw,5961,,
2569066,Corey Mullis,,,,,,,,
2569160,Joshua Fountain,,,,,,,,
2569161,Josh Rutgers,,,,,,,,
2569162,Blake Bowman,,,,,,,,
2569163,Shawn Snow,,,,,,,,
2569164,Matt Traylor,,,,,,,,
2569165,Jason Cook,,,,,,,,
2569166,Courtney Ray,,,,,,,,
2569167,Salazar Sanchez,,,,,,,,
2569168,Mike Firari,,,,,,,,
2569169,James George,,,,,,,,
2569170,Kurt Kinser,,1988-01-11,,67,,,USA,
2569637,Cameron Befort,,,,,,,,
2569886,Sara McMann,,1980-09-24,64.5,66,Orthodox,82,USA,Wrestling
2569939,Yoel Romero,Soldier of God,1977-04-30,73.0,72,Southpaw,25,Cuba,Wrestling
2570357,Scott Casey,,,,,,,,
2570358,Eric Uresk,,,,,,,,
2570359,Logan Hancock,,,,,,,,
2570360,Gordon Bell,,,,,,,,
2570361,Ryan Miller,,,,,,,,
2570364,Daniel Hernandez,,,,,,,,
2570368,Brock Jardine,The Machine,1985-07-10,73.0,71,Orthodox,2247,USA,
2570864,Mike Easton,The Hulk,1984-01-25,70.0,66,Southpaw,147,USA,
2574116,Jimy Hettes,The Kid,1987-06-09,71.0,69,Southpaw,1150,,
2574689,Blas Avena,,1983-06-30,74.0,75,Orthodox,,,
2580502,Ray Lopez,,,,,,,,
2580503,Maka Watson,,,,,,,,
2582842,Chris Cisneros,,1979-12-24,,71,,,,
2585084,Garrett Olson,,,,74,,,USA,
2585965,Chris Mierzwiak,,,,,,,,
2585966,Dominique Steele,Non-Stop Action Packed,1988-01-25,74.0,70,Orthodox,1048,USA,
2585973,Jason Ball,,,,,,,,
2585974,Felipe Portela,,1987-11-23,,72,,1071,,
2585976,Rad Martinez,,1987-03-12,,66,,123,,
2585977,Jorge Lopez,Lil' Monster,1988-11-21,,70,Orthodox,381,USA,Striker
2585978,Yan Cabral,,1983-05-13,73.0,71,Orthodox,301,Brazil,Brazilian Jiu-Jitsu
2587798,Jake Murphy,,,,69,,,,
2587852,Joseph Sandoval,,1986-05-11,,66,Southpaw,,USA,
2587853,Walel Watson,The Gazelle,1984-07-16,69.0,71,Orthodox,6447,USA,Brazilian Jiu-Jitsu
2588372,Charlie Rader,Superstar,1982-04-06,,72,,,,
2589005,Mitch Clarke,Danger Zone,1985-11-24,73.0,70,Orthodox,971,,
2589311,Phil de Fries,,1986-04-21,82.0,76,Orthodox,10687,England,Brazilian Jiu-Jitsu
2590010,Lionel Cortez,,,,,,,,
2590012,Bohumil Lungrik,,,,,,,,
2591290,Mike Stumpf,,1983-07-23,71.0,70,,835,USA,Brazilian Jiu-Jitsu
2591297,Dhiego Lima,,1989-01-31,75.0,74,Orthodox,1585,Brazil,Striker
2591303,Mikhail Zayats,,1981-10-14,,72,,1348,,Brazilian Jiu-Jitsu
2591306,Cody Gibson,The Renegade,1987-09-11,71.0,70,Orthodox,61,USA,Mixed Martial Artist
2592866,Antonio Braga Neto,,1987-10-29,77.0,75,Orthodox,24,Brazil,Brazilian Jiu-Jitsu
2592872,Clifford Starks,,1981-04-25,77.0,70,Orthodox,424,USA,Wrestling
2593155,Baru Harn,,,,,,,,
2594612,Byron Bloodworth,,1983-08-16,69.0,68,Orthodox,1023,USA,
2594613,Justin Grizzard,,,,,,,,
2594871,Dustin Jacoby,The Hanyak,1988-04-04,76.0,75,Orthodox,1005,USA,"Striker,Freestyle"
2594874,Ben Nguyen,10,1988-08-03,65.0,65,Switch,991,USA,Striker
2594931,Bill Widler,,,,,,,,
2594933,Fabio Gurgel,,,,,Orthodox,,,
2595613,Ronnie Rogers,,,,,,,,
2595897,Travis Coyle,,,,70,,,,
2595935,Billy Horne,,,,,,,,
2596296,Michael Costa,,,,,,,,
2596298,Dave Huckaba,Bad Man,1974-06-01,,74,,,,
2596594,Kevin Nowaczyk,,,,,,,,
2596595,Nordine Taleb,,1981-06-10,74.5,73,Orthodox,221,Canada,Striker
2609344,Evan Cutts,,1990-11-24,,73,,102,USA,Brazilian Jiu-Jitsu
2609395,Reynaldo Duarte,,,,,,,,
2609397,John Dodson,The Magician,1984-09-26,66.0,63,Orthodox,81,USA,Striker
2609398,Josh Ferguson,Taz,1988-05-13,,65,Orthodox,104,,
2609404,Toshiaki Kitada,,,,,,,,
2609405,Josh Rave,The Rage,,,66,,585,,
2609406,Fabio Oliveira,,,,,,,,
2609411,Hiromasa Ougikubo,,1987-04-01,,63,,,Japan,
2609504,John Hawk,,1979-12-10,,73,,,USA,
2609505,Roger Hollett,The Hulk,1978-10-08,70.0,70,Orthodox,,USA,
2610172,Alex Soto,Extremo,1984-02-15,71.0,66,Southpaw,836,USA,Striker
2610175,Jake Hecht,Hitman,1984-02-09,76.0,72,Orthodox,341,USA,
2611099,Dmitry Samoilov,,,,72,,,,
2611100,Brad McDonald,Bad,,,68,,,,
2611102,Jimi Manuwa,Poster Boy,1980-02-18,79.5,73,Orthodox,5961,,
2611300,David Hulett,,,,,,,,
2611321,Bubba Jenkins,Bad Man,1988-02-05,72.0,68,,1006,USA,Wrestling
2611322,Josh Williams,,,,,,,,
2611331,Chip Moraza-Pollard,The Surgeon,,,70,,,,
2611339,Ednaldo Oliveira,Lula,1984-02-19,81.5,79,Orthodox,401,Brazil,Striker
2611557,Khabib Nurmagomedov,The Eagle,1988-09-20,70.0,70,Orthodox,22,Russia,Wrestling
2611719,TJ Dillashaw,,1986-02-07,67.0,66,Orthodox,6787,USA,"Wrestling,Muay Thai"
2611721,Tim Newman,Super Human,1983-07-15,,71,,,,
2611722,Michael Kuiper,Judo,1989-06-07,73.0,72,Orthodox,1013,Netherlands,
2611853,Ryan Contaldi,,,,,,,,
2611950,Louis Gaudinot,Goodnight,1984-08-28,63.0,63,Orthodox,122,,
2611951,Marcus Brimage,The Bama Beast,1985-04-06,71.0,64,Southpaw,25,USA,Striker
2611952,Stephen Bass,Bigfish,1982-11-14,,69,,,,
2611953,John Albert,Prince,1986-10-13,68.0,68,,123,,
2611954,Roland Delorme,Stunning,1983-12-18,71.0,69,Orthodox,103,,
2611955,Josh Clopton,The Gentlemen,1981-07-11,,66,Orthodox,144,,
2612589,Karla Benitez,The Warrior of God,1979-02-15,,66,,,Venezuela,Striker
2612667,Fernando Gonzalez,The Menifee Maniac,1983-09-15,68.0,68,Southpaw,9408,USA,
2612668,Eddie Mendez,,1984-01-16,,70,,,USA,
2613316,Yasuhiro Urushitani,,1976-09-08,,65,Southpaw,928,Japan,
2613371,Chris Brown,Breezy,1989-04-16,70.0,71,,81,USA,
2613374,Kyoji Horiguchi,,1990-10-12,66.0,65,Orthodox,25,Japan,Striker
2613376,Luis Ramos,Beicao,1981-01-18,,68,Orthodox,301,Brazil,Brazilian Jiu-Jitsu
2613474,Jared Kilkenny,,1982-02-05,,77,,,Canada,
2613519,Joe Kennedy,,,,,,,,
2613525,Bruno Menezes,,,,,,,,
2613527,Brent Beauparlant,,,,,,,,
2613528,John Swangler,,,,,,,,
2613529,Adam Maciejewski,,,,,,,,
2613965,Caio Magalhaes,Hellboy,1987-12-14,73.0,73,Orthodox,7027,Brazil,Brazilian Jiu-Jitsu
2614020,Tim Elliott,,1986-12-24,66.0,67,Southpaw,11527,USA,Brazilian Jiu-Jitsu
2614109,Danny Davis Jr.,Dee1,1982-07-28,77.0,74,,61,USA,
2614111,Tim Chemelli,,1981-11-25,,74,,,,
2614206,Mitch Gagnon,,1984-10-10,65.5,65,Southpaw,5809,Canada,Brazilian Jiu-Jitsu
2614776,Ricky Legere Jr.,IE Bad Boy,1985-12-21,,68,,1075,,Striker
2614777,Chris Spang,The Kiss,1987-11-26,,74,Orthodox,1114,,
2614808,Marcos da Silva,,,,,,,,
2614815,Anthony Kaponis,,,,,,,,
2614816,Ismael de Jesus,Marmota,1980-02-17,,73,,301,Brazil,
2614817,Messias Pai de Santo,,,,,,,,
2614926,Nick Penner,The Quiet Assassin,1980-03-26,77.0,76,Southpaw,971,,
2614927,Estevan Payan,El Terrible,1982-04-03,72.0,70,Orthodox,424,USA,
2614929,Besam Yousef,,1985-03-25,71.0,71,Orthodox,705,Sweden,
2614930,Simeon Thoresen,The Grin,1984-03-14,79.0,74,Orthodox,977,Norway,Brazilian Jiu-Jitsu
2614931,Eddie Rincon,,,,,,,,
2614933,Max Holloway,Blessed,1991-12-04,69.0,71,Orthodox,7229,USA,Striker
2615075,Jared Papazian,The Jackhammer,1988-02-01,67.0,68,Southpaw,,USA,Striker
2615076,Pat Schilling,Thrilling,1988-08-28,69.0,68,Orthodox,1018,USA,
2615077,Stephen Thompson,Wonderboy,1983-02-11,75.0,72,Orthodox,4707,USA,Kickboxing
2615078,Akira Corassani,,1982-08-27,68.0,68,Orthodox,789,Sweden,Brazilian Jiu-Jitsu
2615094,Douglas del Rio,,,,,,,,
2615258,Tommy Hayden,Wild Card,1986-03-11,72.0,69,Southpaw,967,USA,
2615259,Justin Salas,J-Bomb,,70.0,68,Southpaw,426,,
2615260,Anton Kuivanen,,1984-05-01,72.0,69,Orthodox,25,Finland,Striker
2615270,Buddy Roberts,,1982-10-17,,74,Orthodox,81,USA,
2615272,Yoislandy Izquierdo,Cuba,1984-01-09,,71,Southpaw,685,Cuba,Striker
2615273,Bernardo Magalhaes,Trekko,1981-04-08,65.0,69,Orthodox,999,Australia,
2616899,Dan Stittgen,The Anvil,1980-11-17,,73,Orthodox,21,USA,Brazilian Jiu-Jitsu
2616900,Andrew Craig,Highlight,1986-01-15,76.0,73,Orthodox,1007,USA,Striker
2617097,Richard White,,1987-03-03,,76,,,,
2617231,Mike Gordon,,,,73,,,,
2617232,Tom DeBlass,,1982-05-14,75.0,72,Orthodox,162,USA,
2617285,Vyacheslav Vasilevsky,Slava,1988-06-16,,70,,3487,,
2617286,Bruno Santos,Carioca,1987-07-17,69.5,69,Orthodox,,Brazil,
2617515,Brandon Halsey,Bull,1986-09-16,,72,,,USA,
2617539,John Lineker,Hands of Stone,1990-06-12,67.0,63,Orthodox,929,Brazil,Striker
2617542,Mike Williams,,,,72,,,,
2617557,Giovanni Moljo,,,,68,,,,
2617561,Koffi Adzitso,The Lion King,,,70,,,,
2617563,Dean Amasinger,,1984-03-09,,69,,,,
2617690,Issei Tamura,,1984-03-12,63.0,65,Orthodox,931,Japan,Wrestling
2617737,Antonio Duarte,Tigre,,,67,,,,
2618067,Jesus Rivera,The Spaniard,,,70,,,,
2618068,Robert Drysdale,,1981-01-01,78.5,75,Orthodox,,USA,Brazilian Jiu-Jitsu
2618069,Ike Villanueva,Hurricane,1984-04-04,73.0,73,Orthodox,912,USA,Striker
2628133,Brandon Saling,White Steel,1986-01-28,,70,,967,USA,
2950864,Azamat Gashimov,,1990-04-07,66.0,66,Orthodox,1002,USA,
2950951,Alexander Yakovlev,Russian Thunder,1984-07-18,74.0,75,Southpaw,1002,Russia,Striker
2950962,Yuki Shojo,,1980-12-12,,65,,,,
2950963,Kiyotaka Shimizu,,1984-03-14,,62,,1985,Japan,
2950964,Nam Jin Jo,Crazy,1991-02-19,,66,,,South Korea,
2950980,Jessie Riggleman,,,,,,,,
2950985,Jesse Taitano,,,,,,,,
2950986,Yasuhiro Akagi,,,,,,,,
2950988,Setsu Iguchi,,,,,,,,
2950990,Daiji Takahashi,,,,,,,,
2951000,Junji Ikoma,,,,,,,,
2951001,Masatoshi Abe,,,,,Orthodox,,,
2951005,Ryuichi Miki,,1983-03-19,,64,,3166,Japan,
2951121,Paul Varelans,The Polar Bear,,,80,Orthodox,,,
2951123,Emmanuel Yarborough,,,,,,,,
2951124,Cal Worsham,,,,71,Orthodox,,,
2951125,Nathan Jones,Mr. Bag & Tag,,,72,Orthodox,,England,
2951126,Kim Couture,Sugar Free,1975-12-18,,68,Orthodox,,,
2951134,Matt Andersen,,,,,Southpaw,,,
2951135,Andy Anderson,The Hammer,,,,,,,
2951136,Adam Antolin,,1982-02-28,63.0,65,Orthodox,22,USA,Brazilian Jiu-Jitsu
2951137,Tristan Arenal,,,,,,,,
2951141,Scott Baker,,,,,,,,
2951146,Dave Beneteau,Dangerous,,,,Orthodox,,,
2951148,Dave Berry,,,,,,,,
2951149,Scott Bessac,,,,,,,,
2951151,Marcus Bossett,The Grasshopper,,,,Orthodox,,,
2951153,Tai Bowden,The Punisher,,,,,,,
2951154,Drew Brokenshire,The Eternal Fire,1986-06-27,,69,,,USA,
2951156,Zak Bucia,Crash,1984-09-27,76.0,70,,,USA,
2951158,Lee Kwan Bum,,,,,Orthodox,,,
2951162,John Campetella,,,,,Orthodox,,,
2951163,Asbel Cancio,,,,,,,,
2951166,Jonny Carson,The King of Late Night,,,70,,144,,
2951167,Dwayne Cason,,,,,Orthodox,,,
2951170,Donnie Chappell,,,,,Southpaw,,,
2951172,Dominic Clark,All Day,1985-08-01,69.5,70,,8667,USA,
2951177,Alex Crispin,,,,,,,,
2951179,Larry Cureton,,,,,Orthodox,,,
2951197,Sean Daugherty,,,,,,,,
2951199,Eldo Xavier Dias,,,,,,,,
2951202,Drew Dober,,1988-10-19,70.0,68,Southpaw,3827,USA,"Brazilian Jiu-Jitsu,Freestyle"
2951204,Houston Dorr,,,,,Orthodox,,,
2951206,John Dowdy,,,,,,,,
2951213,Fred Ettish,,,,,Southpaw,,,
2951215,Scott Fiedler,,,,,Orthodox,,,
2951219,Sam Fulton,,,,,,,,
2951220,Alavutdin Gadjiev,,,,,Orthodox,,,
2951221,Turrell Galloway,,1976-08-11,,63,,,USA,
2951224,Derek Getzel,The Pretzel,,,72,,,,
2951230,He-Man Gipson,,,,,,,,
2951233,Sergio Gomez,,,,,Orthodox,,Argentina,
2951237,Crosley Gracie,,,,,Orthodox,,,
2951239,Ryan Gracie,,,,,Orthodox,,,
2951241,Chris Gruetzemacher,Gritz,1986-06-16,68.0,68,Orthodox,25,USA,Jiu-Jitsu
2951243,Mark Hall,,,,,Orthodox,,,
2951244,Frank Hamaker,,,,,,,,
2951249,Elisha Helsper,Knuckles,,,,Orthodox,,,
2951250,Joe Hernandez,,,,75,,,,
2951251,Paul Herrera,The Bone Crusher,,,,Orthodox,,,
2951253,David Hood,,,,,,,,
2951254,Saeed Hosseini,,,,,,,,
2951256,Harold Howard,,,,,Orthodox,,,
2951258,Alex Hunter,,,,,Orthodox,,,
2951262,Wallid Ismail,,,,,Orthodox,,,
2951263,Kevin Jackson,,,,,Switch,,,
2951265,Steve Jennum,,,,,Orthodox,,,
2951269,Tony Juarez,,,,,,,,
2951274,Jin Oh Kim,,,,,Orthodox,,,
2951278,Koji Kitao,,,,,Southpaw,,,
2951282,Naoyuki Kotani,,1981-12-08,66.5,68,Southpaw,,Japan,
2951287,Todd Lally,,,,,Orthodox,,,
2951290,Jeremy Lang,,,,,Southpaw,,,
2951291,Jackie Lee,,,,,,,,
2951294,Stefan Leko,,,,,Orthodox,,,
2951295,Alberta Cerra Leon,,,,,,,,
2951296,Lukasz Les,,,,,,,,
2951297,David Levicki,,,,,,,,
2951304,Robert Lucarelli,,,,,,,,
2951305,Thaddeus Luster,,,,,,,,
2951306,Stevie Lynch,,,,,Orthodox,,,
2951312,Cesar Marscucci,,,,,,,,
2951313,CJ Marsh,,,,,,,,
2951316,Eric Martin,,,,,,,,
2951317,Justin Martin,,,,,,,,
2951318,Rainy Martinez,,,,,Orthodox,,,
2951321,Francesco Maturi,,,,,,,,
2951323,Jack McGlaughlin,,,,,Orthodox,,,
2951326,Daniel McWilliams,The Animal,1983-01-14,73.0,73,,,USA,
2951334,Rudyard Moncayo,,,,,Orthodox,,,
2951335,Joe Moreira,,,,,Southpaw,,,
2951336,Scott Morris,,,,,Orthodox,,,
2951337,Jim Mullen,,,,,Southpaw,,,
2951340,Reza Nasri,,,,,Orthodox,,,
2951341,Steve Nelmark,The Sandman,,,,Orthodox,,,
2951342,Jack Nilson,,,,,,,,
2951353,Won Sik Park,Korean Gangster,1986-12-16,,71,Orthodox,147,South Korea,
2951354,Tyra Parker,,,,,Orthodox,,,
2951355,Ryan Parker,,1992-12-10,,75,Southpaw,,USA,
2951356,Onassis Parungao,,,,,,,,
2951358,Roland Payne,,,,,Orthodox,,,
2951360,Willie Peeters,,,,,Orthodox,,,
2951361,Julianna Peña,The Venezuelan Vixen,1989-08-19,69.0,66,Orthodox,5993,USA,Brazilian Jiu-Jitsu
2951362,Philip Perez,,,,,,,,
2951365,Mike Polchlopek,Mike Barton,,,,Orthodox,,,
2951366,Josh Pulsifer,The Platypus,,,,,,,
2951367,Thomas Ramirez,,,,,Sideways,,,
2951372,Johnny Rhodes,,,,,Orthodox,,,
2951378,Kristian Rothaermel,,,,,Open Stance,,,
2951425,Nick Sanzo,,,,,,,,
2951427,Eric Schambari,,,,,Orthodox,,,
2951428,Alex Schoenauer,,,,,,,,
2951429,Lacey Schuckman,,1988-07-16,,63,,,,
2951430,Mark Schultz,,,,,Orthodox,,,
2951437,Wade Shipp,The Night,,,,Orthodox,147,,
2951442,Paulo Cesar Silva,The Giant,,,,Orthodox,,,
2951443,Marcus Vinicius Fialho da Silveira,Conan,,,74,Orthodox,25,Brazil,
2951446,Zach Skinner,,,,,Orthodox,,,
2951450,Adam Smith,Smash,1989-07-01,,69,,,USA,
2951453,Joe Son,,,,,Orthodox,,,
2951459,Dmitri Stepanov,,,,,Orthodox,,,
2951460,Luke Stewart,,,,,Orthodox,,,
2951461,Josh Stewart,,,,,,,,
2951465,Greg Stott,Ranger,,,,Southpaw,,,
2951471,Joel Sutton,,,,71,Orthodox,,,
2951475,Yoshiki Takahashi,Kazuo,,,,Southpaw,,,
2951476,Yoshihiro Takayama,,,,,Orthodox,,,
2951477,Akihito Tanaka,,,,,Southpaw,,,
2951481,Dave Terrel,The Bionic,1978-10-05,,68,Southpaw,,,
2951482,Brandon Thatch,Rukus,1985-07-11,74.5,74,Switch,3827,USA,
2951489,Courtney Turner,,,,,,,,
2951493,Yuri Vaulin,,,,,Southpaw,,,
2951495,Ernie Verdicia,,,,,Orthodox,,,
2951497,Andre Walker,,,,,Southpaw,,,
2951504,Michelle Waterson-Gomez,The Karate Hottie,1986-01-06,62.0,63,Orthodox,81,USA,Brazilian Jiu-Jitsu
2951505,Orlando Wiet,The Gladiator,,,,Southpaw,,,
2951510,Ray Wizard,,,,,,,,
2951511,Salvador Woods,,1985-02-05,,71,,,USA,
2951513,Eric Wray,,,,,Orthodox,22,,
2951522,Errol Zimmerman,The Bones,,,,Orthodox,,,
2951523,Igor Zinoviev,Houdini,,,,Orthodox,,,
2952125,Masaru Gokita,,,,,,,,
2952129,Robson Moura,,,,,,,,
2952130,Homare Kuboyama,,,,,,,,
2952362,Luciano Dos Santos,Macarrao,1982-12-13,,68,,25,,
2952787,John Matua,,,,,Orthodox,,,
2952788,Jason Fairn,,,,,,,,
2952790,Melton Bowen,,,,,Orthodox,,,
2952798,Matt Kovacs,The Attack,1981-05-09,72.0,72,Orthodox,8108,USA,
2952816,Chris Culley,The Urban Legend,1986-03-25,,70,,1075,USA,Striker
2953050,Mike Richman,The Marine,1985-06-23,,68,,1350,,
2953475,Guto Inocente,,1986-05-29,77.5,75,Orthodox,1071,Brazil,
2953549,CJ Keith,,1986-08-09,,72,Orthodox,786,USA,Striker
2955854,Jose Tezanos,,,,,,,,
2957076,Marcus LeVesseur,The Prospect,1983-07-17,70.0,70,Southpaw,832,USA,
2957557,Kamil Lipski,,1983-07-29,,68,,10047,Germany,
2957596,Ilir Latifi,The Sledgehammer,1982-07-28,73.5,70,Orthodox,5961,Albania,Brazilian Jiu-Jitsu
2957827,Nelson Velasques,,,,69,,,,
2957831,Wagner Campos,,1981-07-31,,66,Southpaw,,Brazil,
2957832,Rafael Silva,,1985-03-20,,67,,3667,,Brazilian Jiu-Jitsu
2957840,Alvino Jose Torres,,,,,,,,
2957841,Felipe Alves,,,,,,,,
2957842,Alessandro Cordeiro,,,,,,,,
2958022,Hacran Dias,Barnabe,1984-05-16,69.0,68,Orthodox,301,Brazil,
2958594,Lee Doss,,,,,,,,
2958596,Harvey Harra,,,,,,,,
2958597,Andrew Fisher,,1985-05-15,68.5,70,,10687,England,
2958598,Martin Stapleton,.50 Cal,1983-05-09,,69,,,,
2958599,Steve Warris,,,,,,,,
2958600,David Johnson,,,,,,,,
2959234,Kevin Asplund,,,,,,,,
2959422,Chidi Njokuani,Bang Bang,1988-12-31,80.0,75,Orthodox,1001,USA,Striker
2959436,Edilson Florencio,,,,,,,,
2959437,Marco Adamballi,,,,,,,,
2959439,Arthit Hanchana,,,,,,,,
2959586,Derek Campos,The Stallion,1988-04-01,68.5,69,,1025,USA,
2959588,Philipe Lins,Monstro,1985-08-17,78.0,74,Orthodox,25,Brazil,Striker
2960675,Sam Sicilia,,1986-02-01,67.0,68,Orthodox,1365,USA,Striker
2960676,Myles Jury,Fury,1988-10-31,73.0,70,Orthodox,147,USA,Brazilian Jiu-Jitsu
2960677,Erik Perez,El Goyito,1989-11-19,68.0,68,Orthodox,81,Mexico,Brazilian Jiu-Jitsu
2960678,Chris Tickle,Bad Boy,1982-02-01,,69,,341,USA,Striker
2960679,Vinc Pichel,From Hell,1982-11-23,72.0,70,Orthodox,1005,USA,Striker
2960680,Al Iaquinta,Raging,1987-04-30,70.0,70,Orthodox,402,USA,Striker
2960681,Michael Chiesa,Maverick,1987-12-07,75.5,73,Southpaw,1365,USA,Wrestling
2960682,James Vick,The Texecutioner,1987-02-23,76.0,75,Orthodox,4067,USA,Brazilian Jiu-Jitsu
2960683,Joe Proctor,,1985-08-10,72.0,70,Orthodox,1305,USA,Brazilian Jiu-Jitsu
2960755,Leandro Issa,Brodinho,1983-09-19,69.0,66,Orthodox,1766,Brazil,Brazilian Jiu-Jitsu
2960757,Chris Barnett,Beastboy,1986-06-14,75.0,69,Orthodox,1029,Spain,Taekwondo
2960763,Ururahy Rodrigues,,,,,,,,
2960766,Gert Kocani,,,,,,,,
2960767,Ran Weathers,,,,70,,81,,
2960768,James King,,1981-11-11,,70,,,,
2960772,Orlean Smith,,,,,,,,
2960773,George Clay,,,,,,,,
2960774,Fabiano da Conceicao,,1988-02-18,,65,,1113,Brazil,
2960775,Juarez Harles,,,,,,,,
2960776,Arilson Paixao,,,,,,,,
2960777,Daniel Trindade,,,,,,,Brazil,
2960778,Elifrank Cariolano,,,,,,,Brazil,
2961147,Matt Coble,,,,,,,,
2961449,Jason Louck,,,,73,,,,
2961618,Wagner Prado,CALDEIRAO,1986-12-30,74.0,76,Southpaw,24,Brazil,Striker
2963933,Artur Guseinov,,1984-05-14,,70,,,Russia,
2963934,Jason Zentgraf,,1988-03-22,,75,,545,,
2964410,Andy Ogle,The Little Axe,1989-02-16,69.0,68,Orthodox,,England,Striker
2964412,Marcelo Guimaraes,Magrao,1983-06-25,73.0,72,Orthodox,1185,Brazil,Jiu-Jitsu
2964449,Matt Rider,,,,70,,,,
2964649,Sylvain Bynum,,,,,,,,
2964885,Lamar Silva,,,,,,,,
2964888,Fabricio Madeirada,,,,,,,,
2964889,Paulo Roberto Nogueira da Silva Junior,,1977-09-24,,67,,,,
2964890,Emerson Graxaim,,,,70,,,,
2964899,Everaldo Sadan,,,,,,,,
2964900,Paulo Teixeira,,,,,,,,
2964901,Hitoyo Kimura,,,,,,,,
2964902,Julio Cesar de Almeida,,1985-06-14,,67,,,,
2964903,Carlos Galvao,,,,,,,,
2964904,Pedro Irie,,,,69,,,,
2964909,Edval Pedroso,,,,,,,,
2964912,Dimitry Burgo,,,,,,,,
2965037,Garrett Griffen,,,,,,,,
2965038,Kirt Patterson,,1976-12-10,,,,,,
2965039,Tallon Torres,,,,,,,,
