bout_id,fighter_id,knockdowns_scored,total_strikes_landed,total_strikes_attempted,takedowns_landed,takedowns_slams_landed,takedowns_attempted,reversals_scored,significant_strikes_distance_head_landed,significant_strikes_distance_head_attempted,significant_strikes_distance_body_landed,significant_strikes_distance_body_attempted,significant_strikes_distance_leg_landed,significant_strikes_distance_leg_attempted,significant_strikes_clinch_head_landed,significant_strikes_clinch_head_attempted,significant_strikes_clinch_body_landed,significant_strikes_clinch_body_attempted,significant_strikes_clinch_leg_landed,significant_strikes_clinch_leg_attempted,significant_strikes_ground_head_landed,significant_strikes_ground_head_attempted,significant_strikes_ground_body_landed,significant_strikes_ground_body_attempted,significant_strikes_ground_leg_landed,significant_strikes_ground_leg_attempted,advances,advances_to_back,advances_to_half_guard,advances_to_mount,advances_to_side,submissions_attempted
160829,2488775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160829,2488904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160830,2473329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160832,2500342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160835,2479914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160835,2488775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160836,2501782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160842,2558106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160847,2488775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160849,2558106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160850,2558114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160853,2488775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160854,2479915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160855,2479914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160861,2335523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160863,2558114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160875,2499535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160875,2554931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160877,2499535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160881,2504616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160882,2555778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160883,2335256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160883,2335719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160884,2499535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160886,2354106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160888,2335791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160891,2431358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160895,2354106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160901,2951427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160902,2431334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160903,2500642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160905,2479918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160907,2501485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160910,2431358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160910,2951427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160912,2335703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160913,2447631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160915,2354106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160915,2511211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160916,2951427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160919,2354252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160921,2499033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160923,2500642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160927,2354106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160929,2553292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160930,2500627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160931,2431358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160933,2354129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160937,2354242,0,49,56,2,0,11,0,1,6,0,0,0,0,0,0,0,0,0,0,2,4,11,11,0,0,1,0,0,0,1,1
160940,2335498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160940,2498056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160942,2431258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160942,2431344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160949,2354277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160952,2495166,0,28,77,5,1,5,0,10,41,2,4,0,0,6,19,3,3,0,0,1,4,0,0,0,0,1,1,0,0,0,2
160956,2354193,0,73,164,1,0,6,0,36,118,5,9,5,6,2,4,6,8,1,1,0,0,0,0,0,0,0,0,0,0,0,1
160956,2504229,0,95,231,4,0,13,0,31,146,12,14,17,20,5,16,4,8,0,0,0,0,2,2,0,0,1,0,1,0,0,1
160957,2354277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160958,2335668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160962,2354204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160964,2335651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160968,2500569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160974,2354105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160976,2447638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160978,2502361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160982,2410623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160983,2354105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160985,2335523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160988,2502361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160993,2410623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160994,2447638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161004,2354118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161006,2557039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161019,2501989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161020,2951446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161023,2492783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161024,2473329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161033,2504179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161045,2951482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161047,2560798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161049,2354245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161049,2553295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161050,2431250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161057,2512090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161058,2951504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161060,2553222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161062,2335699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161067,2951126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161079,2556925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161081,2552406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161082,2553222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161083,2498882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161084,2499870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161087,2335518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161087,2354536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161089,2558229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161092,2410613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161097,2951166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161104,2504958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161105,2335703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161109,2506569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161109,2951249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161110,2499870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161116,2951126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161123,2552406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161123,2558494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161126,2354544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161127,2504943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161132,2558612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161135,2502024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161135,2951241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161137,2552406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161141,2553295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161142,2558612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161142,2951224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161148,2354277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161150,2354332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161151,2354284,0,71,100,2,0,6,2,5,20,2,2,6,7,1,2,4,4,1,1,32,43,2,2,0,0,7,1,1,3,2,0
161151,2504667,0,45,63,5,0,8,0,0,6,0,0,2,2,5,7,1,2,0,0,5,6,0,0,0,0,4,3,0,0,1,0
161157,2335749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161157,2553220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161158,2470334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161160,2554494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161165,2558612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161172,2504169,1,61,93,1,0,2,2,7,20,2,4,2,3,8,14,4,5,0,0,8,13,0,0,0,0,4,1,1,1,1,3
161172,2504229,0,19,40,2,0,7,0,9,22,1,3,2,3,0,1,0,0,0,0,0,1,0,0,2,3,1,0,1,0,0,2
161173,2512976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161178,2501338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161180,2517128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161180,2614777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161181,2502364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161183,2499933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161184,2499933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161185,2558395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161186,2502364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161206,2354241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161206,2509290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161246,2558198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161286,2335880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161346,2335449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161346,2335761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161386,2335448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161386,2447646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161406,2500722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161430,2511211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161431,2354055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161431,2504985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161432,2335701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161432,2431342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161433,2504669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161446,2500597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161468,2525099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161470,2447607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161470,2465554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161491,2335668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161491,2504988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161493,2596298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161506,2470338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161526,2614777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161527,2503656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161568,2447602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161587,2587852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161607,2335491,1,16,34,0,0,1,0,6,20,0,0,0,0,3,3,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0
161607,2486942,1,27,64,0,0,0,0,12,35,0,0,1,1,1,1,2,2,1,1,2,10,0,0,0,0,0,0,0,0,0,0
161608,2500572,0,94,172,1,1,11,0,8,60,5,9,13,18,8,16,22,27,1,1,0,1,0,0,0,0,0,0,0,0,0,0
161609,2335674,0,49,327,0,0,3,0,40,312,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161609,2335689,0,52,229,1,0,9,0,31,201,0,3,2,3,4,5,6,6,0,0,0,0,1,2,5,5,0,0,0,0,0,1
161646,2499933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161647,2552660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161706,2504173,0,49,145,0,0,4,0,32,123,5,8,8,9,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
161706,2504561,1,66,193,1,0,1,0,48,165,5,14,1,1,3,4,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0
161726,2335813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161746,2354242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161866,2500733,0,141,196,2,0,5,0,12,33,5,5,0,0,6,7,9,10,0,0,5,11,1,1,0,0,4,0,3,0,1,0
161866,2514828,0,54,118,1,0,3,2,15,62,2,3,4,4,2,4,0,0,0,0,5,7,0,0,0,0,1,1,0,0,0,0
161907,2501989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161907,2560088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161926,2335829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161946,2560712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161966,2611953,0,25,44,0,0,3,0,3,17,0,2,1,1,0,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,2
161967,2614933,1,119,268,0,0,0,0,77,209,26,36,2,2,4,8,4,5,0,0,5,7,0,0,0,0,0,0,0,0,0,0
161967,2615076,0,27,108,0,0,17,0,19,94,5,10,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161968,2611557,0,33,112,0,0,13,0,9,76,4,9,2,4,4,6,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
161986,2500946,2,30,46,0,0,0,0,9,14,0,0,0,0,7,12,1,1,0,0,9,15,0,0,0,0,0,0,0,0,0,0
161986,2615259,0,5,8,0,0,4,0,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161987,2504169,0,48,82,1,1,2,0,17,46,4,6,11,11,2,3,6,6,0,0,2,3,0,1,0,0,0,0,0,0,0,1
161988,2615270,0,81,158,0,0,0,0,21,88,5,10,2,5,4,5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
161989,2531643,0,89,158,1,0,2,1,14,72,4,5,2,2,3,9,13,13,2,3,3,5,0,0,0,0,1,0,1,0,0,1
161989,2610175,0,48,111,3,1,7,0,9,59,7,12,1,1,6,10,12,15,0,0,2,2,0,0,0,0,2,1,1,0,0,0
162006,2497723,0,117,149,3,1,10,0,4,12,0,1,1,3,1,2,2,2,10,11,13,19,1,1,0,0,0,0,0,0,0,0
162007,2499693,0,9,12,1,0,1,0,1,3,0,0,3,3,0,0,1,2,0,0,1,1,0,0,0,0,2,1,0,1,0,1
162008,2506560,0,114,150,3,0,7,0,7,24,10,12,2,5,1,5,6,6,0,0,7,9,1,2,1,1,0,0,0,0,0,0
162026,2503056,0,14,30,1,0,7,0,1,7,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162027,2335691,0,39,59,0,0,1,0,8,22,2,2,0,0,2,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162027,2488464,1,38,57,1,0,1,0,6,11,3,4,1,1,4,6,2,2,0,0,2,4,0,0,0,0,1,0,0,0,1,0
162028,2558166,0,18,146,0,0,0,0,13,139,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162028,2615273,0,26,132,0,0,7,0,12,105,4,15,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162046,2335716,0,89,184,0,0,1,0,43,131,8,8,9,10,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162046,2354128,0,96,234,4,0,8,0,28,139,19,31,16,17,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
162047,2335696,1,81,118,0,0,4,0,21,50,10,12,0,0,10,12,5,5,2,2,9,11,0,0,0,0,0,0,0,0,0,3
162047,2497724,0,90,127,2,0,8,0,15,42,5,10,5,7,8,9,2,2,20,20,3,3,0,0,14,14,0,0,0,0,0,0
162048,2500630,0,67,142,5,0,6,0,10,72,16,24,1,1,2,2,1,1,0,0,1,5,10,10,10,10,3,3,0,0,0,0
162048,2570368,0,21,63,0,0,2,0,11,47,6,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162049,2335489,0,32,65,2,0,9,0,6,26,1,4,1,1,2,4,1,3,1,1,2,4,0,0,0,0,0,0,0,0,0,0
162050,2335666,0,74,110,0,0,3,0,17,49,4,4,5,7,13,15,10,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
162051,2354087,1,51,115,0,0,1,0,34,86,2,4,4,5,1,2,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0
162052,2499693,0,47,96,0,0,3,0,13,58,6,8,18,20,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162052,2532871,0,88,149,0,0,3,0,30,82,4,4,10,11,1,1,1,1,17,17,0,3,0,0,0,0,0,0,0,0,0,0
162055,2516118,0,5,15,0,0,2,0,1,9,1,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162086,2335448,0,79,162,0,0,2,0,16,78,12,17,15,24,3,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162086,2447637,0,58,116,2,0,2,0,23,71,18,23,5,8,4,5,4,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0
162087,2335522,0,104,280,0,0,0,0,54,203,16,30,11,20,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162089,2335702,0,42,150,0,0,1,0,8,95,15,26,15,24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162090,2495166,0,33,92,1,0,11,1,5,49,2,6,9,13,1,2,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0
162092,2335778,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
162092,2335818,0,8,8,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
162093,2553304,0,53,173,0,0,2,0,36,151,4,7,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162107,2558049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162108,2526827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162111,2504179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162146,2504614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162146,2951471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162147,2335728,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162148,2951121,0,101,129,0,0,0,0,0,0,0,0,0,0,7,10,2,2,0,0,12,16,0,0,0,0,1,0,1,0,0,0
162149,2951121,0,20,51,0,0,0,0,2,22,0,1,4,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162149,2951335,0,12,28,0,0,3,0,2,3,2,2,5,12,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162166,2951323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162166,2951471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162206,2559762,0,23,50,0,0,5,0,2,11,0,0,0,0,3,16,3,3,6,6,1,5,0,0,0,0,1,0,1,0,0,0
162207,2335828,0,79,121,5,0,9,0,6,30,3,4,2,3,2,6,4,5,0,0,11,15,0,0,0,0,4,1,1,0,2,1
162207,2500664,0,64,103,0,0,0,0,8,34,9,13,5,5,6,10,3,3,0,0,7,11,0,0,0,0,0,0,0,0,0,0
162208,2504814,1,10,23,0,0,0,0,6,16,1,2,1,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
162208,2514828,0,7,20,0,0,0,0,5,16,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162209,2504179,0,82,146,3,0,9,0,4,31,0,0,0,1,1,3,3,3,0,0,3,7,0,0,0,0,5,3,1,1,0,1
162209,2614206,0,45,89,1,0,5,1,9,29,2,2,1,1,8,19,1,2,0,0,6,12,0,0,0,0,0,0,0,0,0,0
162210,2589005,0,29,52,3,0,8,1,5,21,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1
162211,2504639,0,146,350,0,0,4,0,68,237,16,27,22,27,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162211,2537491,0,71,143,0,0,7,0,41,104,10,11,15,20,0,0,2,2,0,0,0,0,0,0,0,0,2,0,1,0,1,0
162226,2512985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162326,2335519,0,90,94,2,0,2,1,8,9,4,4,0,0,0,0,0,0,0,0,23,24,11,11,2,2,3,0,3,0,0,0
162366,2559188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162367,2335635,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162369,2559190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162453,2556926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162454,2486964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162486,2335519,0,90,94,2,0,2,1,8,9,4,4,0,0,0,0,0,0,0,0,23,24,11,11,2,2,3,0,3,0,0,0
162529,2558395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162531,2527792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162533,2335685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162533,2447638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162535,2499918,0,63,78,2,1,2,0,2,3,0,0,0,0,6,12,4,4,1,1,15,20,2,2,0,0,1,0,1,0,0,1
162535,2951337,0,4,7,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162566,2335809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162566,2502455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162568,2552406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162568,2596298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162569,2552406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162586,2335447,1,16,31,0,0,0,0,2,10,1,2,0,0,1,3,2,2,0,0,8,12,1,1,0,0,0,0,0,0,0,0
162587,2335498,0,126,342,1,0,2,0,93,297,22,28,3,3,0,0,0,0,0,0,4,8,0,0,0,0,1,0,1,0,0,0
162606,2504178,0,86,123,0,0,1,1,14,44,9,9,5,12,1,1,1,1,1,1,0,0,1,1,4,4,0,0,0,0,0,4
162607,2335647,0,1,8,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162607,2553993,1,46,59,2,0,2,0,3,7,0,0,0,0,2,3,0,0,6,6,15,19,2,2,0,0,5,0,0,2,3,2
162608,2335711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162609,2465554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162611,2554494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162613,2527792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162626,2335694,1,70,186,2,0,6,0,25,121,16,26,20,29,3,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2
