id,pk,slug,name,nickname,date_of_birth,height_centimeters,reach_inches,leg_reach_inches,fighting_style,stance,nationality
RmlnaHRlck5vZGU6Mzc3ODk=,37789,steven-koslow-37789,Steven Koslow,Obi Won Shinobi The Pillow,1997-01-22,170.0,,,,,United States
RmlnaHRlck5vZGU6Mzc4,378,david-roberts-378,David Roberts,,1979-11-15,186.0,,,,,USA
RmlnaHRlck5vZGU6Mzc5,379,david-velasquez-379,David Velasquez,Little,,165.1,,,,,United States
RmlnaHRlck5vZGU6Mzc5OTQ=,37994,jaqueline-amorim-37994,Jaqueline Amorim,Jacque,1995-06-24,160.0,67.5,,BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6Mzcw,370,darrel-gholar-370,Darrel Gholar,,1964-07-16,173.0,,,,,USA
RmlnaHRlck5vZGU6MzcwMTc=,37017,hamdy-abdelwahab-37017,Hamdy Abdelwahab,The Hammer,1993-01-22,188.0,73.0,,Striker/ Wrestler,Orthodox,"Cairo, Egypt"
RmlnaHRlck5vZGU6MzcwOA==,3708,craig-white-3708,Craig White,The Thundercat,1990-07-01,188.0,76.0,,,,England
RmlnaHRlck5vZGU6Mzcx,371,dave-beneteau-371,Dave Beneteau,Dangerous,1968-07-16,188.0,,,,Orthodox,Canada
RmlnaHRlck5vZGU6MzcxMQ==,3711,cyril-asker-3711,Cyril Asker,,1985-12-24,188.0,74.0,41.0,Wrestler,Orthodox,France
RmlnaHRlck5vZGU6Mzcy,372,dave-berry-372,Dave Berry,,,,,,,,United States
RmlnaHRlck5vZGU6MzcyNw==,3727,danny-mitchell-3727,Danny Mitchell,The Cheesecake Assassin,1986-08-08,188.0,74.5,,Striker / BJJ Grappler,Orthodox,England
RmlnaHRlck5vZGU6MzcyOA==,3728,danny-roberts-3728,Danny Roberts,Hot Chocolate,1987-07-14,182.9,74.0,42.0,Striker,Southpaw,England
RmlnaHRlck5vZGU6Mzcz,373,dave-menne-373,Dave Menne,The Warrior,1974-07-29,178.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6MzczNjg=,37368,muhammad-mokaev-37368,Muhammad Mokaev,The Punisher,2000-07-30,170.1,70.0,,Grappler,Orthodox,"Buynaksk, Republic of Dagestan"
RmlnaHRlck5vZGU6MzczNzk=,37379,sam-patterson-37379,Sam Patterson,The Future,1996-04-30,193.0,78.0,,Striker,Orthodox,England
RmlnaHRlck5vZGU6MzczODg=,37388,anton-turkalj-37388,Anton Turkalj,The Pleasure Man,1996-06-10,193.0,78.0,,Grappler,Orthodox,Sweden
RmlnaHRlck5vZGU6MzczOTQ=,37394,felipe-lima-37394,Felipe Lima,D'Ouro,1998-05-07,168.0,68.0,,,,Brazil
RmlnaHRlck5vZGU6Mzg0,384,donnie-chappell-384,Donnie Chappell,,,,,,,,United States
RmlnaHRlck5vZGU6Mzg0Mg==,3842,ian-entwistle-3842,Ian Entwistle,Enty,1986-11-19,175.3,64.0,35.0,BJJ Grappler,Orthodox,England
RmlnaHRlck5vZGU6Mzg0OTc=,38497,azat-maksum-38497,Azat Maksum,Kazakh,1995-05-07,173.0,70.0,,Well Rounded,Orthodox,Kazakhstan
RmlnaHRlck5vZGU6Mzg1,385,dwayne-cason-385,Dwayne Cason,,,178.0,,,,,USA
RmlnaHRlck5vZGU6Mzg1MDk=,38509,juancamilo-ronderos-38509,Juancamilo Ronderos,100,,160.0,64.5,,Striker / Grappler,Southpaw,Colombia
RmlnaHRlck5vZGU6Mzg1MQ==,3851,ion-cutelaba-3851,Ion Cutelaba,The Hulk,1993-12-14,185.4,75.0,41.0,Sambo,Orthodox,Moldova
RmlnaHRlck5vZGU6Mzg2,386,ebenezer-fontes-braga-386,Ebenezer Fontes Braga,Pitbull,1969-04-14,183.0,,,,,Brazil
RmlnaHRlck5vZGU6Mzg2ODg=,38688,zygimantas-ramaska-38688,Zygimantas Ramaska,,,180.0,71.0,,,,Lithuania
RmlnaHRlck5vZGU6Mzg3,387,eldo-dias-xavier-387,Eldo Dias Xavier,,1964-07-16,180.0,,,,,Brazil
RmlnaHRlck5vZGU6Mzg4,388,elvis-sinosic-388,Elvis Sinosic,The King of Rock n Rumble,1971-02-13,190.0,77.0,,,Orthodox,Australia
RmlnaHRlck5vZGU6Mzg5,389,emmanuel-yarborough-389,Emmanuel Yarborough,Manny,1960-09-05,203.0,,,,,United States
RmlnaHRlck5vZGU6Mzg5MTU=,38915,daniel-marcos-38915,Daniel Marcos,Soncora,1993-03-07,170.0,68.0,,Striker,Orthodox,Peru
RmlnaHRlck5vZGU6Mzgw,380,dennis-hallman-380,Dennis Hallman,Superman,1975-12-02,175.0,72.0,,Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MzgwMTk=,38019,yilan-sha-38019,Yilan Sha,金刚狼,,171.0,70.9,,Striker / Grappler,Orthodox,China
RmlnaHRlck5vZGU6Mzgx,381,dieusel-berto-381,Dieusel Berto,Tiger,1960-07-16,175.3,,,,,Haiti
RmlnaHRlck5vZGU6Mzgy,382,dmitri-stepanov-382,Dmitri Stepanov,,,,,,,,
RmlnaHRlck5vZGU6Mzgz,383,don-frye-383,Don Frye,The Predator,1965-11-23,185.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6MzgzMjE=,38321,kevin-borjas-38321,Kevin Borjas,El Gallo Negro,,165.0,68.0,,Striker,Orthodox,Peru
RmlnaHRlck5vZGU6Mzk0,394,eugenio-tadeu-394,Eugenio Tadeu,,,173.0,,,,,USA
RmlnaHRlck5vZGU6Mzk0MjE=,39421,xiaocan-feng-39421,Xiaocan Feng,,,169.0,65.0,,Striker,Southpaw,China
RmlnaHRlck5vZGU6Mzk0MjQ=,39424,caio-borralho-39424,Caio Borralho,Cara de Kombi,1993-01-16,185.0,75.0,,Striker,Southpaw,Brazil
RmlnaHRlck5vZGU6Mzk0MjU=,39425,julia-polastri-39425,Julia Polastri,The Dragon,1998-03-05,157.0,62.6,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6Mzk0NDA=,39440,fatima-kline-39440,Fatima Kline,The Archangel,,167.6,67.5,,,,United States
RmlnaHRlck5vZGU6Mzk0NTE=,39451,piera-rodriguez-39451,Piera Rodriguez,La Fiera,1992-11-11,161.0,63.0,,Striker / Grappler,Orthodox,Venezuela
RmlnaHRlck5vZGU6Mzk1,395,evan-tanner-395,Evan Tanner,,1971-02-11,183.0,74.0,,,Orthodox,United States
RmlnaHRlck5vZGU6Mzk2,396,fabiano-iha-396,Fabiano Iha,King of Armbar,1970-07-28,173.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6Mzk3,397,fabio-gurgel-397,Fabio Gurgel,,1970-01-18,183.0,,,,Orthodox,Brazil
RmlnaHRlck5vZGU6Mzk3Mjg=,39728,mingyang-zhang-39728,Mingyang Zhang,Mountain Tiger,,189.0,77.2,,Striker,Orthodox,China
RmlnaHRlck5vZGU6Mzk4,398,felix-mitchell-398,Felix Mitchell,,,,,,,,United States
RmlnaHRlck5vZGU6Mzk5,399,flavio-luiz-moura-399,Flavio Luiz Moura,,1976-01-26,180.0,,,,,Brazil
RmlnaHRlck5vZGU6Mzk5MTA=,39910,esteban-ribovics-39910,Esteban Ribovics,El Gringo,1996-04-27,178.0,69.0,,Striker,Orthodox,Argentina
RmlnaHRlck5vZGU6Mzk=,39,dustin-jacoby-39,Dustin Jacoby,The Hanya,1988-04-04,193.0,77.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6Mzkw,390,enson-inoue-390,Enson Inoue,Yamato Damashi,1967-04-15,178.0,,,,Orthodox,Japan
RmlnaHRlck5vZGU6MzkwMQ==,3901,jim-alers-3901,Jim Alers,The Beast,1986-10-14,175.3,73.0,,,,United States
RmlnaHRlck5vZGU6MzkwMzg=,39038,cortavious-romious-39038,Cortavious Romious,Are You Not Entertained?,1994-01-06,160.0,67.0,,Striker / Grappler,Southpaw,United States
RmlnaHRlck5vZGU6Mzkx,391,eric-martin-391,Eric Martin,,,,,,,,United States
RmlnaHRlck5vZGU6MzkxNQ==,3915,john-phillips-3915,John Phillips,The White Mike Tyson,1985-06-09,181.0,75.0,42.0,Striker,Southpaw,Wales
RmlnaHRlck5vZGU6MzkxNTM=,39153,dione-barbosa-39153,Dione Barbosa,The Witch,1992-05-08,168.0,66.5,,Striker / Grappler,Orthodox,"Recife, Pernambuco, Brazil"
RmlnaHRlck5vZGU6Mzky,392,ernie-verdicia-392,Ernie Verdicia,,,,,,,,United States
RmlnaHRlck5vZGU6MzkyNw==,3927,joseph-duffy-3927,Joseph Duffy,Irish,1988-02-18,178.0,73.0,41.0,Well Rounded,Orthodox,Ireland
RmlnaHRlck5vZGU6Mzkz,393,eugene-jackson-393,Eugene Jackson,The Wolf,1969-12-31,173.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NDA0,404,fred-ettish-404,Fred Ettish,,,183.0,,,,,USA
RmlnaHRlck5vZGU6NDA1,405,gan-mcgee-405,Gan McGee,The Giant,1976-11-20,208.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NDA2,406,gerard-gordeau-406,Gerard Gordeau,,1959-03-30,196.0,,,,Orthodox,Netherlands
RmlnaHRlck5vZGU6NDA2Nzc=,40677,rafael-estevam-40677,Rafael Estevam,Macapá,,168.0,69.0,,Grappler,Orthodox,"Macapa, Amapa, Brazil"
RmlnaHRlck5vZGU6NDA2OTI=,40692,gabriel-bonfim-40692,Gabriel Bonfim,Marretinha,1997-08-20,183.0,74.0,,Striker / BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NDA3,407,gerry-harris-407,Gerry Harris,,,203.2,,,,,United States
RmlnaHRlck5vZGU6NDA3MDE=,40701,rodolfo-bellato-40701,Rodolfo Bellato,Trator,,191.0,75.5,,,,"
Sao Paulo, Sao Paulo, Brazil
"
RmlnaHRlck5vZGU6NDA3MDg=,40708,stephanie-luciano-40708,Stephanie Luciano,Rondinha,1999-12-16,165.0,66.5,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6NDA3MjA=,40720,kaue-fernandes-40720,Kaue Fernandes,,,175.0,73.0,,Striker / Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6NDA3MjM=,40723,gabriella-fernandes-40723,Gabriella Fernandes,Gabi,1993-08-13,167.6,66.9,,Striker,Southpaw,Brazil
RmlnaHRlck5vZGU6NDA3MzI=,40732,farid-basharat-40732,Farid Basharat,Ferocious,,172.0,71.0,,Striker,Orthodox,Afghanistan
RmlnaHRlck5vZGU6NDA3NDY=,40746,saimon-oliveira-40746,Saimon Oliveira,,1991-04-21,167.0,66.9,,Grappler,Orthodox,"Cocal do Sul, Santa Catarina, Brazil"
RmlnaHRlck5vZGU6NDA3NjA=,40760,vitor-petrino-40760,Vitor Petrino,Icão,1997-08-28,188.0,77.5,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6NDA4,408,geza-kalman-408,Geza Kalman,,,185.0,,,,,Canada
RmlnaHRlck5vZGU6NDA4NA==,4084,nad-narimani-4084,Nad Narimani,Smiler,1987-04-14,172.0,70.0,40.0,Striker / BJJ Grappler,Orthodox,England
RmlnaHRlck5vZGU6NDA4OA==,4088,neil-seery-4088,Neil Seery,2 Tap,1979-08-30,167.6,64.0,38.0,Striker,Orthodox,Ireland
RmlnaHRlck5vZGU6NDA5,409,greg-stott-409,Greg Stott,The Ranger,,170.0,,,,,USA
RmlnaHRlck5vZGU6NDA5NTQ=,40954,manuel-torres-40954,Manuel Torres,El Loco,1995-03-25,175.3,73.5,,Striker,Orthodox,Mexico
RmlnaHRlck5vZGU6NDA5OA==,4098,niklas-backstrom-4098,Niklas Backstrom,King in the North,1989-08-22,182.9,73.0,,,,Sweden
RmlnaHRlck5vZGU6NDA=,40,edwin-dewees-40,Edwin Dewees,Bam Bam,1982-08-07,185.0,70.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NDAw,400,francesco-maturi-400,Francesco Maturi,Fang,,,,,,,
RmlnaHRlck5vZGU6NDAwMjc=,40027,lucas-almeida-40027,Lucas Almeida,,1991-01-13,180.0,71.0,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6NDAwNA==,4004,marcin-wrzosek-4004,Marcin Wrzosek,The Polish Zombie,1987-10-14,175.3,70.0,,,,Poland
RmlnaHRlck5vZGU6NDAwOTE=,40091,michael-morales-40091,Michael Morales,Jon Jones,2000-06-24,191.0,79.0,,Striker,Orthodox,Ecuador
RmlnaHRlck5vZGU6NDAwOTM=,40093,vinicius-salvador-40093,Vinicius Salvador,Fenômeno,,170.0,70.5,,Striker,Southpaw,Brazil
RmlnaHRlck5vZGU6NDAwOTQ=,40094,aj-fletcher-40094,AJ Fletcher,The Ghost,1997-02-18,175.0,67.0,,Wrestler,Orthodox,"Baton Rouge, Louisiana, United States"
RmlnaHRlck5vZGU6NDAx,401,frank-caracci-401,Frank Caracci,,1970-02-16,167.0,,,,,United States
RmlnaHRlck5vZGU6NDAy,402,frank-hamaker-402,Frank Hamaker,,,,,,,,United States
RmlnaHRlck5vZGU6NDAyNg==,4026,martin-svensson-4026,Martin Svensson,,1985-04-25,185.4,,,,,Sweden
RmlnaHRlck5vZGU6NDAyNw==,4027,martin-buschkamp-4027,Martin Buschkamp,Martelinho,1991-01-06,175.3,,,,,Germany
RmlnaHRlck5vZGU6NDAz,403,frank-shamrock-403,Frank Shamrock,The Legend,1972-12-08,178.0,72.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NDAzNA==,4034,mats-nilsson-4034,Mats Nilsson,,1983-12-05,185.0,74.5,,BJJ Grappler,Orthodox,Sweden
RmlnaHRlck5vZGU6NDAzNjg=,40368,talita-alencar-40368,Talita Alencar,The Problem Child,1990-10-17,155.0,61.5,,Grappler,Orthodox,"Carutapera, Maranhão, Brazil"
RmlnaHRlck5vZGU6NDE0,414,he-man-gipson-414,He-Man Gipson,,1973-03-01,,,,,,United States
RmlnaHRlck5vZGU6NDE0OQ==,4149,richie-smullen-4149,Richie Smullen,,1991-08-17,175.0,71.0,,,,Ireland
RmlnaHRlck5vZGU6NDE1,415,houston-dorr-415,Houston Dorr,,,183.0,,,,,USA
RmlnaHRlck5vZGU6NDE1MzA=,41530,brady-hiestand-41530,Brady Hiestand,Bam-Bam,1999-04-30,173.0,71.0,,Grappler,Orthodox,"Spokane Valley, Washington, United States"
RmlnaHRlck5vZGU6NDE1NTA=,41550,micheal-gillmore-41550,Micheal Gillmore,The Gentleman,1987-03-28,180.0,72.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NDE2,416,hugo-duarte-416,Hugo Duarte,,1968-08-09,183.0,,,,Orthodox,Brazil
RmlnaHRlck5vZGU6NDE3,417,ian-freeman-417,Ian Freeman,The Machine,1966-11-10,180.0,,,,Orthodox,England
RmlnaHRlck5vZGU6NDE3Mg==,4172,roxanne-modafferi-4172,Roxanne Modafferi,The Happy Warrior,1982-09-24,172.0,68.0,,BJJ Grappler,Orthodox,Japan
RmlnaHRlck5vZGU6NDE4,418,igor-zinoviev-418,Igor Zinoviev,Houdini,,185.0,,,,Orthodox,Russia
RmlnaHRlck5vZGU6NDE4MzU=,41835,irina-alekseeva-41835,Irina Alekseeva,Russian Ronda,1990-06-27,173.0,66.0,,Striker / Grappler,Orthodox,Russia
RmlnaHRlck5vZGU6NDE4OA==,4188,scott-askham-4188,Scott Askham,,1988-05-28,190.5,75.0,43.0,Striker,Southpaw,England
RmlnaHRlck5vZGU6NDE4OTk=,41899,marnic-mann-41899,Marnic Mann,The Sawed-Off Savage,,152.4,64.0,,Grappler,Southpaw,United States
RmlnaHRlck5vZGU6NDE5,419,ikuhisa-minowa-419,Ikuhisa Minowa,The Punk,1976-01-12,175.0,70.5,,,Orthodox,Japan
RmlnaHRlck5vZGU6NDEw,410,guy-mezger-410,Guy Mezger,The Sandman,1968-01-01,185.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6NDEwMDQ=,41004,iasmin-lucindo-41004,Iasmin Lucindo,Yasmin,2002-01-08,158.0,66.0,,Grappler,Southpaw,"Fortaleza, Ceara, Brazil"
RmlnaHRlck5vZGU6NDEx,411,harold-howard-411,Harold Howard,,,188.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NDExMA==,4110,paddy-pimblett-4110,Paddy Pimblett,Paddy,1995-01-03,177.8,73.0,,MMA,Orthodox,England
RmlnaHRlck5vZGU6NDExNjc=,41167,joshua-weems-41167,Joshua Weems,Wide Open,1994-05-05,173.0,69.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NDExNw==,4117,paul-redmond-4117,Paul Redmond,Redser,1986-10-20,177.8,70.5,,,,Ireland
RmlnaHRlck5vZGU6NDEy,412,harry-moskowitz-412,Harry Moskowitz,Dirty,1968-07-16,196.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NDEyMjU=,41225,jarno-errens-41225,Jarno Errens,,1994-11-17,180.0,73.0,,Striker,Orthodox,"Heerlen, Limburg, The Netherlands"
RmlnaHRlck5vZGU6NDEzMDg=,41308,daniel-da-silva-41308,Daniel da Silva,Miojo,1996-06-05,168.0,70.0,,Striker / BJJ Grappler,Switch,Brazil
RmlnaHRlck5vZGU6NDI0,424,jason-fairn-424,Jason Fairn,Bonecracker,1973-07-16,185.4,,,,,"Vancouver, British Columbia, Canada"
RmlnaHRlck5vZGU6NDI0NDY=,42446,dariya-zheleznyakova-42446,Dariya Zheleznyakova,The Iron Lady,1996-01-23,175.0,,,Striker,Orthodox,Russia
RmlnaHRlck5vZGU6NDI1,425,jason-godsey-425,Jason Godsey,The Indianaderthal,1964-01-01,188.0,,,,,United States
RmlnaHRlck5vZGU6NDI1Mg==,4252,tom-breese-4252,Tom Breese,Fearless,1991-09-26,190.5,73.0,44.0,Well Rounded,Southpaw,England
RmlnaHRlck5vZGU6NDI1ODI=,42582,david-onama-42582,David Onama,Silent Assassin,1994-06-07,180.0,74.0,,Striker,Southpaw,Uganda
RmlnaHRlck5vZGU6NDI2,426,jeff-monson-426,Jeff Monson,The Snowman,1971-01-18,175.0,74.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NDI2Mjc=,42627,niushiyue-ji-42627,Niushiyue Ji,Little King Kong,,173.0,68.9,,,,China
RmlnaHRlck5vZGU6NDI3,427,jeremy-horn-427,Jeremy Horn,Gumby,1975-08-25,185.0,74.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NDI4,428,jermaine-andre-428,Jermaine Andre,Bam Bam,1973-07-16,170.0,,,,,USA
RmlnaHRlck5vZGU6NDI4MTc=,42817,yusaku-kinoshita-42817,Yusaku Kinoshita,Wonderboy,2000-08-21,183.0,71.5,,Striker,Southpaw,"Osaka, Japan"
RmlnaHRlck5vZGU6NDI5,429,jerry-bohlander-429,Jerry Bohlander,,1974-12-02,180.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NDI5Mzg=,42938,mike-mathetha-42938,Mike Mathetha,Blood Diamond,,180.0,74.4,,Striker,Orthodox,New Zealand
RmlnaHRlck5vZGU6NDIw,420,jack-mcglaughlin-420,Jack McGlaughlin,,1961-10-01,177.8,,,,,United States
RmlnaHRlck5vZGU6NDIx,421,jack-nilson-421,Jack Nilson,The Ripper,,,,,,,United States
RmlnaHRlck5vZGU6NDIy,422,jackie-lee-422,Jackie Lee,,,,,,,,
RmlnaHRlck5vZGU6NDIyNjE=,42261,mansur-abdul-malik-42261,Mansur Abdul-Malik,,1997-10-07,185.0,80.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NDIyNjI=,42262,trey-waters-42262,Trey Waters,Deep,1995-02-21,196.0,77.0,,Striker,Orthodox,"Jacksonville, Florida"
RmlnaHRlck5vZGU6NDIyOA==,4228,stevie-ray-4228,Stevie Ray,Braveheart,1990-03-28,178.0,70.0,39.0,Striker,Southpaw,Scotland
RmlnaHRlck5vZGU6NDIz,423,jason-delucia-423,Jason Delucia,,1969-07-24,180.0,,,,Southpaw,United States
RmlnaHRlck5vZGU6NDM0,434,joe-pardo-434,Joe Pardo,,,185.0,,,,,USA
RmlnaHRlck5vZGU6NDM1,435,joe-slick-435,Joe Slick,,1977-10-17,183.0,,,,Orthodox,USA
RmlnaHRlck5vZGU6NDM1NjM=,43563,mairon-santos-43563,Mairon Santos,A Lenda,,165.1,72.0,,,,"
Rio de Janeiro, Rio de Janeiro, Brazil
"
RmlnaHRlck5vZGU6NDM2,436,joe-son-436,Joe Son,,,163.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6NDM2ODE=,43681,karl-williams-43681,Karl Williams,,1990-01-06,191.0,79.0,,Striker / Wrestler,Orthodox,Virgin Islands (U.S.)
RmlnaHRlck5vZGU6NDM3,437,joel-sutton-437,Joel Sutton,,,178.0,,,,,United States
RmlnaHRlck5vZGU6NDM3Njk=,43769,jacqueline-cavalcanti-43769,Jacqueline Cavalcanti,The Nightmare,1997-08-29,175.3,70.0,,Striker,Orthodox,Portugal
RmlnaHRlck5vZGU6NDM4,438,joey-roberts-438,Joey Roberts,,1977-11-11,188.0,,,,,United States
RmlnaHRlck5vZGU6NDM5,439,john-alessio-439,John Alessio,The Natural,1979-07-05,175.0,73.0,,,Orthodox,Canada
RmlnaHRlck5vZGU6NDM5Mw==,4393,elvis-mutapcic-4393,Elvis Mutapcic,The King,1986-06-19,182.9,70.0,,,,United States
RmlnaHRlck5vZGU6NDMw,430,jim-mullen-430,Jim Mullen,,,185.0,,,,,USA
RmlnaHRlck5vZGU6NDMwOTU=,43095,tatsuro-taira-43095,Tatsuro Taira,,2000-01-27,170.0,70.0,,Grappler,Orthodox,"Naha, Okinawa, Japan"
RmlnaHRlck5vZGU6NDMx,431,joao-roque-431,Joao Roque,,1971-07-22,168.0,,,,,Angola
RmlnaHRlck5vZGU6NDMxMg==,4312,alex-garcia-4312,Alex Garcia,The Dominican Nightmare,1987-07-14,175.3,72.0,39.0,Striker / BJJ Grappler,Orthodox,Canada
RmlnaHRlck5vZGU6NDMxOA==,4318,anthony-hamilton-4318,Anthony Hamilton,,1980-04-14,193.0,79.0,45.0,Striker / Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6NDMy,432,joe-charles-432,Joe Charles,The Ghetto Man,1958-07-16,185.0,,,,,United States
RmlnaHRlck5vZGU6NDMyNTQ=,43254,loneer-kavanagh-43254,Lone'er Kavanagh,,1999-06-09,163.0,67.0,,Striker,Orthodox,England
RmlnaHRlck5vZGU6NDMz,433,joe-moreira-433,Joe Moreira,,1961-07-03,,,,,,Brazil
RmlnaHRlck5vZGU6NDQ0,444,john-matua-444,John Matua,,,188.0,,,,,United States
RmlnaHRlck5vZGU6NDQ0MzY=,44436,lucas-alexander-44436,Lucas Alexander,The Lion,1995-07-28,180.0,73.0,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6NDQ1,445,johnny-rhodes-445,Johnny Rhodes,,,183.0,,,,,USA
RmlnaHRlck5vZGU6NDQ2,446,jon-hess-446,Jon Hess,The Giant With Attitude,,201.0,82.0,,,,United States
RmlnaHRlck5vZGU6NDQ2MjA=,44620,dylan-budka-44620,Dylan Budka,The Mindless Hulk,2000-01-14,180.0,74.0,,Wrestler,Orthodox,"Baltimore City, Maryland"
RmlnaHRlck5vZGU6NDQ2Nw==,4467,kajan-johnson-4467,Kajan Johnson,Ragin,1984-04-21,180.3,74.0,43.0,Striker,Orthodox,Canada
RmlnaHRlck5vZGU6NDQ3,447,jorge-patino-447,Jorge Patino,Macaco,1973-05-08,172.7,69.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NDQ3MDM=,44703,robert-valentin-44703,Robert Valentin,Robzilla,1995-03-31,188.0,77.0,,,,"
Switzerland
"
RmlnaHRlck5vZGU6NDQ4,448,josh-stuart-448,Josh Stuart,,,175.0,,,,,United States
RmlnaHRlck5vZGU6NDQ5,449,julian-sanchez-449,Julian Sanchez,,,190.0,,,,,USA
RmlnaHRlck5vZGU6NDQ=,44,gary-goodridge-44,Gary Goodridge,Big Daddy,1966-01-17,190.0,,,,Orthodox,Canada
RmlnaHRlck5vZGU6NDQw,440,john-campetella-440,John Campetella,,,175.0,,,,,USA
RmlnaHRlck5vZGU6NDQwMDg=,44008,valentine-woodburn-44008,Valentine Woodburn,THE ANIMAL,1993-08-10,173.0,,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NDQx,441,john-dowdy-441,John Dowdy,,,,,,,,USA
RmlnaHRlck5vZGU6NDQxNjk=,44169,nora-cornolle-44169,Nora Cornolle,Wonder,,169.0,67.0,,Striker/ Grappler,Orthodox,France
RmlnaHRlck5vZGU6NDQy,442,john-lewis-442,John Lewis,,1969-07-16,183.0,,,,Southpaw,United States
RmlnaHRlck5vZGU6NDQyMDA=,44200,ailin-perez-44200,Ailin Perez,Fiona,1994-10-05,165.0,65.7,,Grappler,Orthodox,"Buenos Aires, Argentina"
RmlnaHRlck5vZGU6NDQz,443,john-lober-443,John Lober,The Machine,1968-02-26,180.0,,,,Orthodox,United States
RmlnaHRlck5vZGU6NDQzNDI=,44342,denise-gomes-44342,Denise Gomes,Dee,1999-12-30,157.0,64.0,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6NDU0,454,keiichiro-yamamiya-454,Keiichiro Yamamiya,Kei,1972-07-12,180.0,,,,Southpaw,Japan
RmlnaHRlck5vZGU6NDU0OTI=,45492,francis-marshall-45492,Francis Marshall,The Fire,,175.0,72.0,,Striker / Grappler,Orthodox,United States
RmlnaHRlck5vZGU6NDU0OTQ=,45494,steve-erceg-45494,Steve Erceg,AstroBoy,,174.0,68.5,,Striker / Grappler,Orthodox,Australia
RmlnaHRlck5vZGU6NDU1,455,keith-hackney-455,Keith Hackney,The Giant Killer,,180.0,,,,Sideways,USA
RmlnaHRlck5vZGU6NDU1MTI=,45512,mauricio-ruffy-45512,Mauricio Ruffy,One Shot,1993-06-17,180.0,75.0,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6NDU1Njk=,45569,hyun-sung-park-45569,Hyun Sung Park,Peace of Mind,1995-11-04,171.0,66.0,,Striker / BJJ Grappler,Orthodox,South Korea
RmlnaHRlck5vZGU6NDU1Nw==,4557,sheldon-westcott-4557,Sheldon Westcott,,1984-08-20,186.0,,,,,Canada
RmlnaHRlck5vZGU6NDU1NzI=,45572,seung-guk-choi-45572,Seung Guk Choi,,,167.6,64.0,,Striker,Orthodox,South Korea
RmlnaHRlck5vZGU6NDU2,456,keith-mielke-456,Keith Mielke,,,,,,,,United States
RmlnaHRlck5vZGU6NDU3,457,ken-shamrock-457,Ken Shamrock,The World's Most Dangerous Man,1964-02-11,183.0,73.0,,,Orthodox,United States
RmlnaHRlck5vZGU6NDU3MDI=,45702,cameron-smotherman-45702,Cameron Smotherman,The Baby-Faced Killer,,175.0,69.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NDU3MzQ=,45734,marquel-mederos-45734,Marquel Mederos,,,178.0,72.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6NDU3MzU=,45735,josh-van-45735,Josh Van,The Fearless,2001-10-10,165.0,65.0,,Striker,Orthodox,Myanmar
RmlnaHRlck5vZGU6NDU4,458,kenichi-yamamoto-458,Kenichi Yamamoto,,1976-07-11,180.0,,,,,Japan
RmlnaHRlck5vZGU6NDU5,459,kevin-jackson-459,Kevin Jackson,,,178.0,,,,Switch,USA
RmlnaHRlck5vZGU6NDUw,450,justin-martin-450,Justin Martin,,,183.0,,,,,USA
RmlnaHRlck5vZGU6NDUx,451,katsuhisa-fujii-451,Katsuhisa Fujii,Shamoji,1972-08-15,182.9,,,,Orthodox,Japan
RmlnaHRlck5vZGU6NDUxNzM=,45173,yamato-nishikawa-45173,Yamato Nishikawa,,2002-12-06,170.0,,,,,Japan
