id,pk,slug,name,nickname,date_of_birth,height_centimeters,reach_inches,leg_reach_inches,fighting_style,stance,nationality
RmlnaHRlck5vZGU6MTUxNg==,1516,brian-kelleher-1516,Brian Kelleher,Boom,1986-08-19,166.0,64.0,38.0,Striker / Bjj Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MTUyMjc=,15227,paulo-costa-15227,Paulo Costa,Borrachinha,1991-04-21,182.9,76.0,39.0,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6MTUyMw==,1523,bruno-santos-1523,Bruno Santos,Carioca,1987-07-17,176.0,71.0,,BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6MTUyMzA=,15230,gregory-rodrigues-15230,Gregory Rodrigues,Robocop,1992-02-17,190.0,76.0,,BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6MTUyMzQ=,15234,jordan-johnson-15234,Jordan Johnson,Big Swingin',1988-11-18,185.0,78.5,41.0,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6MTUyMzg=,15238,carlos-vera-15238,Carlos Vera,Pequeno,1987-11-05,168.0,69.5,,Striker / BJJ Grappler,Orthodox,"Manta, Ecuador"
RmlnaHRlck5vZGU6MTUyNDA=,15240,gavin-tucker-15240,Gavin Tucker,Guv'Nor,1986-06-17,170.2,66.0,,Striker,Southpaw,Canada
RmlnaHRlck5vZGU6MTUyNDI=,15242,jesse-butler-15242,Jesse Butler,,1992-05-24,178.0,72.0,,,,"West Monroe, Louisiana"
RmlnaHRlck5vZGU6MTUyNDM=,15243,marcel-fortuna-15243,Marcel Fortuna,,1985-10-22,185.0,74.0,42.0,BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MTUyODQ=,15284,sung-bin-jo-15284,Sung Bin Jo,Korean Falcon,1992-07-17,180.0,72.0,,Striker,Orthodox,South Korea
RmlnaHRlck5vZGU6MTUyOQ==,1529,carla-esparza-1529,Carla Esparza,Cookie Monster,1987-10-10,155.0,64.0,35.0,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6MTUz,153,brian-ortega-153,Brian Ortega,T City,1991-02-21,175.0,75.0,39.0,Well Rounded,Southpaw,United States
RmlnaHRlck5vZGU6MTUzOQ==,1539,chad-laprise-1539,Chad Laprise,,1986-07-23,177.8,71.0,39.0,Striker,Orthodox,Canada
RmlnaHRlck5vZGU6MTY0,164,chris-spang-164,Chris Spang,The Kiss,1987-11-26,188.0,76.5,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTY0Ng==,1646,eddie-alvarez-1646,Eddie Alvarez,The Silent Assassin,1984-01-11,173.0,68.0,40.0,Well Rounded,Orthodox,United States
RmlnaHRlck5vZGU6MTY1,165,chris-holdsworth-165,Chris Holdsworth,,,180.3,69.0,,Striker / BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MTY1Mg==,1652,elias-theodorou-1652,Elias Theodorou,The Spartan,1988-05-31,185.4,75.0,40.0,Grappler,Orthodox,Canada
RmlnaHRlck5vZGU6MTY1NjM=,16563,aleksander-doskalchuk-16563,Aleksander Doskalchuk,,1990-03-13,170.0,,,,,Ukraine
RmlnaHRlck5vZGU6MTY1ODQ=,16584,robert-bryczek-16584,Robert Bryczek,,1990-07-04,182.9,,,Striker,Orthodox,Poland
RmlnaHRlck5vZGU6MTY2MDk=,16609,bryan-battle-16609,Bryan Battle,Pooh Bear,,188.0,77.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTY2MTI=,16612,danilo-marques-16612,Danilo Marques,,1985-12-26,198.0,77.5,,Striker / BJJ Grappler,Orthodox,"Sao Paulo, Sao Paulo, Brazil"
RmlnaHRlck5vZGU6MTY2MTc=,16617,jerome-rivera-16617,Jerome Rivera,The Renegade,1995-04-22,177.8,72.5,,Grappler,Southpaw,United States
RmlnaHRlck5vZGU6MTY2MzI=,16632,sabina-mazo-16632,Sabina Mazo,Colombian Queen,1997-03-25,170.0,70.0,,Striker,Orthodox,"Medellín, Antioquia, Colombia"
RmlnaHRlck5vZGU6MTY2NjA=,16660,jose-mariscal-16660,Jose Mariscal,Machine Gun,1992-10-27,170.2,69.5,,,,United States
RmlnaHRlck5vZGU6MTY2NjU=,16665,said-nurmagomedov-16665,Said Nurmagomedov,,1992-04-05,172.7,70.0,,Striker / Grappler,Orthodox,Russia
RmlnaHRlck5vZGU6MTY2OQ==,1669,felice-herrig-1669,Felice Herrig,Lil Bulldog,1984-09-18,165.0,64.0,,Well Rounded,Orthodox,United States
RmlnaHRlck5vZGU6MTY3MTM=,16713,ismael-bonfim-16713,Ismael Bonfim,Marreta,1995-12-28,172.7,71.5,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6MTY3ODY=,16786,syuri-kondo-16786,Syuri Kondo,,1989-02-08,162.6,66.0,40.0,Striker,Orthodox,Japan
RmlnaHRlck5vZGU6MTY4NDU=,16845,azamat-murzakanov-16845,Azamat Murzakanov,The Professional,,180.3,71.0,,Striker,Southpaw,"Nalchik, Russia"
RmlnaHRlck5vZGU6MTY4NTA=,16850,petr-yan-16850,Petr Yan,No Mercy,1993-02-11,170.2,67.0,38.0,Striker,Orthodox,Russia
RmlnaHRlck5vZGU6MTY4NTE=,16851,ramazan-kuramagomedov-16851,Ramazan Kuramagomedov,,,182.9,72.5,,Striker / Grappler,Orthodox,Russia
RmlnaHRlck5vZGU6MTY4Njc=,16867,xiaonan-yan-16867,Xiaonan Yan,Fury,1989-06-16,165.1,63.0,,Striker,Orthodox,China
RmlnaHRlck5vZGU6MTY5Ng==,1696,heather-clark-1696,Heather Clark,Hurricane,1980-09-19,168.0,66.0,,Striker,,United States
RmlnaHRlck5vZGU6MTY5NjY=,16966,sergey-khandozhko-16966,Sergey Khandozhko,Honda,1992-05-19,185.4,74.0,,Striker,Orthodox,Russia
RmlnaHRlck5vZGU6MTY5OA==,1698,hector-urbina-1698,Hector Urbina,El Toro,1987-09-17,185.4,,,,,United States
RmlnaHRlck5vZGU6MTY=,16,antonio-rogerio-nogueira-16,Antonio Rogerio Nogueira,Little Nog,1976-06-02,188.0,75.0,,Well Rounded,Southpaw,Brazil
RmlnaHRlck5vZGU6MTYwNTE=,16051,david-dvorak-16051,David Dvorak,Killa Khroust,,165.1,68.0,,Striker,Orthodox,Czech Republic
RmlnaHRlck5vZGU6MTYxNTA=,16150,maki-pitolo-16150,Maki Pitolo,Coconut Bombz,1990-11-24,175.3,73.5,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTYxNTM=,16153,jeremiah-wells-16153,Jeremiah Wells,,1986-10-30,172.7,75.0,,Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MTYxOTg=,16198,deiveson-figueiredo-16198,Deiveson Figueiredo,Daico,1987-12-18,165.0,68.0,,Striker / Bjj Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6MTYyMDc=,16207,ludovit-klein-16207,Ľudovít Klein,Mr. Highlight,1995-02-22,175.0,72.0,,Striker,Southpaw,Slovakia
RmlnaHRlck5vZGU6MTYyMTM=,16213,james-bochnovic-16213,James Bochnovic,,1989-02-13,193.0,81.0,,,,United States
RmlnaHRlck5vZGU6MTYyMg==,1622,derrick-krantz-1622,Derrick Krantz,D-Rock,1988-01-13,177.8,74.0,,,Orthodox,United States
RmlnaHRlck5vZGU6MTYyNA==,1624,des-green-1624,Des Green,The Predator,1989-10-11,178.0,74.0,,Wrestler,Southpaw,United States
RmlnaHRlck5vZGU6MTYyNTk=,16259,gilbert-urbina-16259,Gilbert Urbina,The RGV Bad Boy,1996-04-05,190.5,74.0,,Grappler,Southpaw,"Archbold, Ohio"
RmlnaHRlck5vZGU6MTYyNjA=,16260,istela-nunes-16260,Istela Nunes,,1992-07-23,163.0,66.0,,Striker,Switch,"Atibaia, Sao Paulo, Brazil"
RmlnaHRlck5vZGU6MTYyNjM=,16263,ashkan-mokhtarian-16263,Ashkan Mokhtarian,The Assassin,1985-09-18,167.6,,,Striker / Bjj Grappler,Southpaw,Australia
RmlnaHRlck5vZGU6MTYyOA==,1628,dominique-steele-1628,Dominique Steele,Non-Stop Action Packed,1988-01-25,182.9,73.0,40.0,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTYyODc=,16287,rostem-akman-16287,Rostem Akman,Kurdimus Prime,1991-12-19,182.0,72.0,,Striker,Orthodox,Sweden
RmlnaHRlck5vZGU6MTYz,163,chidi-njokuani-163,Chidi Njokuani,Chidi Bang Bang,1988-12-31,186.0,80.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTYzMTM=,16313,jared-gordon-16313,Jared Gordon,Flash,1988-09-06,175.3,69.0,,Striker / Bjj Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MTYzNTI=,16352,cameron-vancamp-16352,Cameron VanCamp,The Invader,1993-04-27,185.4,74.0,,Striker / BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MTYzOQ==,1639,drew-dober-1639,Drew Dober,,1988-10-19,172.7,70.0,35.0,Striker,Southpaw,United States
RmlnaHRlck5vZGU6MTc0MTY=,17416,sergey-pavlovich-17416,Sergey Pavlovich,,1992-05-13,190.5,84.0,,Striker,Orthodox,Russia
RmlnaHRlck5vZGU6MTc0MzA=,17430,dalcha-lungiambula-17430,Dalcha Lungiambula,Champion,1985-07-31,177.8,76.0,,Striker / Wrestler,Orthodox,South Africa
RmlnaHRlck5vZGU6MTc0NTg=,17458,sergey-spivak-17458,Sergey Spivak,Polar Bear,1995-01-24,190.5,78.0,,Striker,Orthodox,Ukraine
RmlnaHRlck5vZGU6MTc0ODE=,17481,alex-da-silva-17481,Alex da Silva,Leko,1996-02-04,178.0,73.0,,Striker / BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6MTc1MDc=,17507,pat-sabatini-17507,Pat Sabatini,,1990-11-09,175.3,70.0,,Well Rounded,Orthodox,United States
RmlnaHRlck5vZGU6MTc1NTY=,17556,stefan-sekulic-17556,Stefan Sekulic,,1992-02-12,185.4,75.5,,Striker,Southpaw,Serbia
RmlnaHRlck5vZGU6MTc1ODQ=,17584,galore-bofando-17584,Galore Bofando,The Paranormal,,180.0,72.0,42.0,Striker,Southpaw,England
RmlnaHRlck5vZGU6MTc1OTE=,17591,michal-figlak-17591,Michal Figlak,Mad Dog,,177.8,70.0,,Well Rounded,Orthodox,Poland
RmlnaHRlck5vZGU6MTc2,176,dan-moret-176,Dan Moret,The Hitman,1986-11-21,182.9,72.5,,Wrestler,Southpaw,United States
RmlnaHRlck5vZGU6MTc2Mw==,1763,jessica-aguilar-1763,Jessica Aguilar,Jag,1982-03-08,163.0,61.0,,,,United States
RmlnaHRlck5vZGU6MTc2NA==,1764,jessica-pene-1764,Jessica Pene,,1983-01-30,166.0,67.0,38.0,BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MTc2Ng==,1766,jessica-rakoczy-1766,Jessica Rakoczy,Real Deal,1977-04-14,173.0,68.0,,Striker,Orthodox,Canada
RmlnaHRlck5vZGU6MTc2ODU=,17685,jafel-cavalcante-filho-17685,Jafel Cavalcante Filho,Pastor,1993-05-05,170.2,68.5,,Striker / BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6MTc3MA==,1770,jim-wallhead-1770,Jim Wallhead,Judo,1984-03-14,178.0,73.0,40.0,Striker / Bjj Grappler,Orthodox,England
RmlnaHRlck5vZGU6MTc3MQ==,1771,jimmy-flick-1771,Jimmy Flick,The Brick,1990-09-07,168.0,66.0,,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6MTc4MA==,1780,joe-soto-1780,Joe Soto,One Bad Mofo,1987-03-22,173.0,65.0,36.0,Well Rounded,Orthodox,United States
RmlnaHRlck5vZGU6MTc4NzY=,17876,carlo-pedersoli-17876,Carlo Pedersoli,Semento,1993-06-08,180.3,75.0,,,,United States
RmlnaHRlck5vZGU6MTc4Nzk=,17879,drako-rodriguez-17879,Drako Rodriguez,The Great Drakolini,1996-06-16,175.0,69.5,,Striker / BJJ Grappler,Orthodox,"Eagle Pass, Texas"
RmlnaHRlck5vZGU6MTc4ODQ=,17884,nadia-kassem-17884,Nadia Kassem,187,1995-11-15,173.0,66.0,,,,Australia
RmlnaHRlck5vZGU6MTc4ODg=,17888,dominick-reyes-17888,Dominick Reyes,The Devastator,1989-12-26,193.0,77.0,42.0,Striker,Southpaw,United States
RmlnaHRlck5vZGU6MTc4OTE=,17891,kyler-phillips-17891,Kyler Phillips,Matrix,1995-06-12,172.7,70.5,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTc4OTM=,17893,amanda-ribas-17893,Amanda Ribas,,1993-08-26,163.0,66.0,,Striker / BJJ Grappler,Orthodox,Brazil
RmlnaHRlck5vZGU6MTc5MTE=,17911,fernando-padilla-17911,Fernando Padilla,El Valiente,1996-12-15,185.4,76.0,,Striker / BJJ Grappler,Southpaw,Mexico
RmlnaHRlck5vZGU6MTc5NTk=,17959,maycee-barber-17959,Maycee Barber,The Future,1998-05-18,165.0,65.0,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6MTc5NjE=,17961,tanner-boser-17961,Tanner Boser,The Bulldozer,1991-08-02,188.0,75.5,,Striker,Switch,"Bonnyville, Alberta, Canada"
RmlnaHRlck5vZGU6MTcwMg==,1702,holly-holm-1702,Holly Holm,Hottie,1981-10-17,173.0,70.0,38.0,Striker,Southpaw,United States
RmlnaHRlck5vZGU6MTcwODc=,17087,bevon-lewis-17087,Bevon Lewis,The Extraordinary Gentleman,1991-05-05,180.0,79.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTcxMA==,1710,jack-hermansson-1710,Jack Hermansson,The Hammer,1988-06-10,185.0,75.0,46.0,Striker,Orthodox,Norway
RmlnaHRlck5vZGU6MTcxMzA=,17130,amir-albazi-17130,Amir Albazi,The Prince,1993-10-27,167.0,68.0,,Well Rounded,Orthodox,Sweden
RmlnaHRlck5vZGU6MTcxNDI=,17142,bruno-silva-17142,Bruno Silva,Bulldog,1990-03-16,160.0,66.0,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6MTcxNDQ=,17144,carls-john-de-tomas-17144,Carls John de Tomas,Golden Boy,1996-08-28,170.0,69.0,,Striker,Southpaw,Philippines
RmlnaHRlck5vZGU6MTcxNDU=,17145,casey-kenney-17145,Casey Kenney,,1991-03-20,170.0,68.0,,Striker / Grappler,Southpaw,United States
RmlnaHRlck5vZGU6MTcxNTI=,17152,deron-winn-17152,Deron Winn,,1989-06-13,167.6,71.0,,Wrestler,Orthodox,"Liberty, Missouri"
RmlnaHRlck5vZGU6MTcxNzQ=,17174,kyle-stewart-17174,Kyle Stewart,Gunz Up,1989-01-31,177.8,76.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTcxODU=,17185,naoki-inoue-17185,Naoki Inoue,,1997-06-14,173.0,71.0,,Striker / Bjj Grappler,Orthodox,"Toyohashi, Aichi, Japan"
RmlnaHRlck5vZGU6MTcxOTg=,17198,sean-omalley-17198,Sean O'Malley,Sugar,1994-10-24,180.3,72.0,39.0,Striker,Southpaw,United States
RmlnaHRlck5vZGU6MTcyMDY=,17206,tracy-cortez-17206,Tracy Cortez,,1993-12-10,160.0,67.0,,Striker,Orthodox,"Phoenix, Arizona"
RmlnaHRlck5vZGU6MTczNTI=,17352,sodiq-yusuff-17352,Sodiq Yusuff,Super,1993-05-19,172.7,71.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTg0NTA=,18450,damir-ismagulov-18450,Damir Ismagulov,Qazaq,1991-02-03,179.0,74.0,,Striker / Grappler,Orthodox,Kazakhstan
RmlnaHRlck5vZGU6MTg0OTA=,18490,aliaskhab-khizriev-18490,Aliaskhab Khizriev,The Black Wolf,1990-08-24,178.0,74.0,,Grappler,Southpaw,Russia
RmlnaHRlck5vZGU6MTg1MTI=,18512,alexey-kunchenko-18512,Alexey Kunchenko,Wolverine,1984-05-02,178.0,70.0,37.0,Striker,Orthodox,Russia
RmlnaHRlck5vZGU6MTg1NDg=,18548,zabit-magomedsharipov-18548,Zabit Magomedsharipov,,1991-03-01,185.0,73.0,42.0,Well Rounded,Orthodox,Russia
RmlnaHRlck5vZGU6MTg2Mg==,1862,kevin-aguilar-1862,Kevin Aguilar,The Angel of Death,1988-09-07,171.0,74.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTg3Mw==,1873,kyle-prepolec-1873,Kyle Prepolec,The Profesional,1989-08-30,177.8,70.0,,Striker,Southpaw,Canada
RmlnaHRlck5vZGU6MTg3NzU=,18775,adam-yandiev-18775,Adam Yandiev,Beard,1988-07-07,180.0,74.0,40.0,,Orthodox,Russia
RmlnaHRlck5vZGU6MTg4,188,derrick-lewis-188,Derrick Lewis,The Black Beast,1985-02-07,190.5,79.0,43.0,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTg4Mg==,1882,leslie-smith-1882,Leslie Smith,The Peacemaker,1982-08-17,175.3,66.0,39.0,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTg4MjA=,18820,khalid-murtazaliev-18820,Khalid Murtazaliev,,,185.0,76.0,,,,Russia
RmlnaHRlck5vZGU6MTg4MzU=,18835,tagir-ulanbekov-18835,Tagir Ulanbekov,,,170.0,70.0,,Grappler,Orthodox,Russia
RmlnaHRlck5vZGU6MTg4Mzk=,18839,zelim-imadaev-18839,Zelim Imadaev,,1995-01-25,182.9,76.0,,Striker,Orthodox,Russia
RmlnaHRlck5vZGU6MTg4NjM=,18863,asu-almabaev-18863,Asu Almabaev,Zulfikar,1994-01-25,165.0,65.0,,Grappler,Orthodox,Kazakhstan
RmlnaHRlck5vZGU6MTg5MQ==,1891,lisa-ellis-ward-1891,Lisa Ellis Ward,,1982-11-15,153.0,,,,,United States
RmlnaHRlck5vZGU6MTg5MTQ=,18914,roman-kopylov-18914,Roman Kopylov,,1991-05-04,186.0,75.0,,Striker,Southpaw,Russia
RmlnaHRlck5vZGU6MTgwNjU=,18065,guram-kutateladze-18065,Guram Kutateladze,Georgian Viking,1992-01-08,180.0,72.0,,Striker,Orthodox,Republic of Georgia
RmlnaHRlck5vZGU6MTgwOTM=,18093,khalid-taha-18093,Khalid Taha,The Warrior,1992-02-15,170.2,69.0,,Striker,Orthodox,Germany
RmlnaHRlck5vZGU6MTgxOTI=,18192,julio-arce-18192,Julio Arce,,1989-10-27,170.2,70.5,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6MTgyMzI=,18232,antonio-arroyo-18232,Antonio Arroyo,,1989-07-01,190.5,73.5,,Striker,Switch,Brazil
RmlnaHRlck5vZGU6MTgyMzM=,18233,vincent-cachero-18233,Vincent Cachero,The Anomaly,1989-11-07,168.0,68.0,,Striker,Orthodox,"Kaneohe, Hawaii"
RmlnaHRlck5vZGU6MTgyNzM=,18273,magomed-ankalaev-18273,Magomed Ankalaev,,1992-06-02,187.0,75.0,46.0,Well Rounded,Orthodox,Russia
RmlnaHRlck5vZGU6MTgyOA==,1828,josh-shockley-1828,Josh Shockley,Young Assasin,1989-11-15,185.4,74.0,,,Orthodox,United States
RmlnaHRlck5vZGU6MTgyOQ==,1829,josh-stansbury-1829,Josh Stansbury,The Sandman,1984-11-19,188.0,74.0,,Striker / Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6MTgzMDk=,18309,roman-bogatov-18309,Roman Bogatov,,,175.0,73.0,,Grappler,Orthodox,Russia
RmlnaHRlck5vZGU6MTgzNzM=,18373,movsar-evloev-18373,Movsar Evloev,,1994-02-11,174.0,72.5,,Well Rounded,Orthodox,Russia
RmlnaHRlck5vZGU6MTgzODM=,18383,artem-frolov-18383,Artem Frolov,,1991-09-07,180.0,70.9,,,,Russia
RmlnaHRlck5vZGU6MTk0MTM=,19413,jared-vanderaa-19413,Jared Vanderaa,The Mountain,1992-05-12,193.0,83.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTk0MTU=,19415,juan-adams-19415,Juan Adams,The Kraken,1992-01-16,196.0,81.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTk0MTk=,19419,rolando-dy-19419,Rolando Dy,The Incredible,1991-08-11,175.0,69.5,,Striker,Orthodox,Philippines
RmlnaHRlck5vZGU6MTk0Mg==,1942,matt-van-buren-1942,Matt Van Buren,Gutter,1986-06-12,195.6,75.0,,,,United States
RmlnaHRlck5vZGU6MTk0MjI=,19422,shannon-ross-19422,Shannon Ross,Turkish Delight,1989-05-12,168.0,66.0,,Striker,Orthodox,Australia
RmlnaHRlck5vZGU6MTk0NDU=,19445,askar-mozharov-19445,Askar Mozharov,No Mercy,1994-10-26,188.0,74.0,,Striker,Orthodox,Ukraine
RmlnaHRlck5vZGU6MTk0Ng==,1946,michael-chandler-1946,Michael Chandler,The Brute,1986-04-24,173.0,69.0,,Striker / Wrestler,Orthodox,"High Ridge, Missouri, United States"
RmlnaHRlck5vZGU6MTk0Njg=,19468,klidson-abreu-19468,Klidson Abreu,Russian Terror,1992-12-24,185.0,74.0,,BJJ Grappler,Southpaw,Brazil
RmlnaHRlck5vZGU6MTk0OA==,1948,michael-page-1948,Michael Page,Venom,1987-04-07,190.0,77.0,,Striker,Orthodox,England
RmlnaHRlck5vZGU6MTk1MA==,1950,michael-quinones-1950,Michael Quinones,El Capo,1984-12-22,180.3,73.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTk1MTg=,19518,gadzhi-omargadzhiev-19518,Gadzhi Omargadzhiev,,1993-02-24,185.4,71.0,,Grappler,Orthodox,"Moscow, Russia"
RmlnaHRlck5vZGU6MTk2,196,efrain-escudero-196,Efrain Escudero,Hecho en Mexico,1985-01-15,175.0,71.0,,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6MTk3Nzc=,19777,arjan-bhullar-19777,Arjan Bhullar,Singh,1986-05-13,183.0,75.5,,Wrestler,Orthodox,Canada
RmlnaHRlck5vZGU6MTk4MTU=,19815,nikolay-veretennikov-19815,Nikolay Veretennikov,,,182.9,74.0,,,,Kazakhstan
RmlnaHRlck5vZGU6MTk4MjA=,19820,martin-day-19820,Martin Day,The Spartan,1988-11-10,167.6,70.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTk4Mw==,1983,nathan-coy-1983,Nathan Coy,Soulforce,1978-07-24,183.0,71.0,39.0,Wrestler,Orthodox,United States
RmlnaHRlck5vZGU6MTk4Nw==,1987,nazareno-malegarie-1987,Nazareno Malegarie,Naza,1986-05-16,173.0,70.0,,,Orthodox,Brazil
RmlnaHRlck5vZGU6MTk4ODQ=,19884,khusein-askhabov-19884,Khusein Askhabov,Lion,1995-02-13,172.7,,,Striker / Grappler,Orthodox,Grozny (Chechnya)
RmlnaHRlck5vZGU6MTk5,199,elizabeth-phillips-199,Elizabeth Phillips,,1986-08-20,167.6,65.0,,,,United States
RmlnaHRlck5vZGU6MTk5NTE=,19951,jorge-gonzales-19951,Jorge Gonzales,George St.,,182.9,73.2,,Striker,Orthodox,Mexico
RmlnaHRlck5vZGU6MTk5OQ==,1999,nordine-taleb-1999,Nordine Taleb,,1981-06-10,180.3,74.0,42.0,Striker,Orthodox,Canada
RmlnaHRlck5vZGU6MTk5OTQ=,19994,amanda-lemos-19994,Amanda Lemos,Amandinha,1987-05-22,163.0,65.0,,Striker,Orthodox,Brazil
RmlnaHRlck5vZGU6MTk5OTk=,19999,bogdan-guskov-19999,Bogdan Guskov,Czarevitch,1992-09-12,190.0,76.0,,Striker,Orthodox,Uzbekistan
RmlnaHRlck5vZGU6MTkwMTE=,19011,jacob-malkoun-19011,Jacob Malkoun,Mamba,,185.0,73.0,,BJJ Grappler,Orthodox,Australia
RmlnaHRlck5vZGU6MTkwNA==,1904,luke-zachrich-1904,Luke Zachrich,,1981-10-01,188.0,,,Striker / BJJ Grappler,Orthodox,United States
RmlnaHRlck5vZGU6MTkwNQ==,1905,lyman-good-1905,Lyman Good,Cyborg,1985-05-26,183.0,73.0,41.0,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTkxMQ==,1911,marcin-held-1911,Marcin Held,,1992-01-18,176.0,71.0,39.0,BJJ Grappler,Orthodox,Poland
RmlnaHRlck5vZGU6MTkxNTQ=,19154,chan-mi-jeon-19154,Chan Mi Jeon,,1997-08-28,168.0,69.0,42.0,Striker / Bjj Grappler,Southpaw,"Seoul, South Korea"
RmlnaHRlck5vZGU6MTkxNTU=,19155,ji-yeon-kim-19155,Ji Yeon Kim,Fire Fist,1989-10-18,168.0,72.0,,Striker,Orthodox,South Korea
RmlnaHRlck5vZGU6MTkxNjA=,19160,dustin-stoltzfus-19160,Dustin Stoltzfus,,1991-11-15,180.3,75.0,,Striker,Switch,Germany
RmlnaHRlck5vZGU6MTkyMDY=,19206,jun-yong-park-19206,Jun Yong Park,The Iron Turtle,1991-02-27,182.9,73.0,,Striker,Orthodox,South Korea
RmlnaHRlck5vZGU6MTkyMQ==,1921,mark-godbeer-1921,Mark Godbeer,The Hand of,1983-11-22,193.0,77.0,44.0,Striker,Orthodox,England
RmlnaHRlck5vZGU6MTkyNjM=,19263,alexander-romanov-19263,Alexander Romanov,King Kong,1990-12-11,182.9,75.0,,Striker / Wrestler,Southpaw,"Comrat, Moldova"
RmlnaHRlck5vZGU6MTkyOQ==,1929,matt-bessette-1929,Matt Bessette,The Mangler,1984-12-28,177.8,67.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MTkz,193,dustin-ortiz-193,Dustin Ortiz,,1988-12-25,163.0,65.0,35.0,Well Rounded,Orthodox,United States
RmlnaHRlck5vZGU6MTkzMDQ=,19304,juan-espino-19304,Juan Espino,Trota,1980-10-09,193.0,80.0,,Grappler,Orthodox,Spain
RmlnaHRlck5vZGU6MTkzMDc=,19307,ivan-shtyrkov-19307,Ivan Shtyrkov,Ural Hulk,1988-09-06,182.9,74.0,,,,Russia
RmlnaHRlck5vZGU6MTkzMjk=,19329,ikram-aliskerov-19329,Ikram Aliskerov,,1992-12-07,182.9,76.0,,Grappler,Orthodox,Russia
RmlnaHRlck5vZGU6MTkzNTY=,19356,nursultan-ruziboev-19356,Nursultan Ruziboev,Black,1993-11-19,180.0,76.0,,,,Uzbekistan
RmlnaHRlck5vZGU6MjA0NDA=,20440,grigory-popov-20440,Grigory Popov,,1984-04-18,167.6,68.0,,Striker,Orthodox,Russia
RmlnaHRlck5vZGU6MjA1,205,fredson-paixao-205,Fredson Paixao,Death Troll,1979-05-13,168.0,66.0,,BJJ Grappler,Southpaw,Brazil
RmlnaHRlck5vZGU6MjA1MTg=,20518,gokhan-saki-20518,Gokhan Saki,The Rebel,1983-10-19,182.9,73.5,,,,Turkey
RmlnaHRlck5vZGU6MjA1MjM=,20523,punahele-soriano-20523,Punahele Soriano,Story Time,1992-11-22,183.0,74.5,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6MjA1MjQ=,20524,jeff-hughes-20524,Jeff Hughes,Lights Out,1988-05-17,188.0,77.0,,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MjA1NzI=,20572,brandon-davis-20572,Brandon Davis,KillerB,1990-05-08,178.0,72.0,39.0,Striker,Orthodox,United States
RmlnaHRlck5vZGU6MjA1ODM=,20583,karl-roberson-20583,Karl Roberson,Baby K,1990-10-04,183.0,75.0,,Striker,Southpaw,United States
RmlnaHRlck5vZGU6MjA2Mzk=,20639,nasrat-haqparast-20639,Nasrat Haqparast,,1995-08-22,177.8,72.0,41.0,Striker,Southpaw,Afghanistan
RmlnaHRlck5vZGU6MjA2Nzc=,20677,chad-anheliger-20677,Chad Anheliger,The Monster,1986-12-01,168.0,64.0,,Striker,Orthodox,Canada
RmlnaHRlck5vZGU6MjA4Mg==,2082,sabah-homasi-2082,Sabah Homasi,The Punisher,1988-10-19,183.0,72.0,,,Orthodox,United States
