id,name,date,location,is_ufc_event,event_order
679a9054e2815943,Sengoku - Second Battle,2008-05-18,"Tokyo, Japan",0,
2549d63da9c456cb,UFC 84: Ill Will,2008-05-24,"Las Vegas, Nevada, USA",1,109.0
2f732dd9210d301f,EliteXC - Primetime,2008-05-31,"Newark, New Jersey, USA",0,
c2a7623f398d9bd7,WEC 34: Faber vs. Pulver,2008-06-01,"Sacramento, California, USA",0,
2efbc83a6b9b7f86,UFC 85: Bedlam,2008-06-07,"London, England, United Kingdom",1,110.0
c8136ab8aa32c974,EliteXC - Return of the King,2008-06-14,"Oahu, Hawaii, USA",0,
01daf32100ed7517,DREAM 4: Middleweight Grand Prix 2008 2nd Round,2008-06-15,"Yokohama, Kanagawa, Japan",0,
2299605af59fd309,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,2008-06-21,"Las Vegas, Nevada, USA",1,111.0
775bad6d700d2302,Strikeforce - Melendez vs. Thomson,2008-06-27,"San Jose, California, USA",0,
bf12aca029bfcc47,UFC 86: Jackson vs Griffin,2008-07-05,"Las Vegas, Nevada, USA",1,112.0
46f11d15c0134fe3,UFC: Silva vs Irvin,2008-07-19,"Las Vegas, Nevada, USA",1,113.0
69b69c0178c4004d,Affliction - Banned,2008-07-19,"Anaheim, California, USA",0,
a56607a451e4c70d,DREAM 5: Lightweight Grand Prix 2008 Final Round,2008-07-21,"Osaka, Japan",0,
68dd7b3783c19f9c,EliteXC - Unfinished Business,2008-07-26,"Stockton, California, USA",0,
a85998eb79650b2c,WEC 35: Condit vs. Miura,2008-08-03,"Las Vegas, Nevada, USA",0,
19ffeb5e3fffd6d5,UFC 87: Seek And Destroy,2008-08-09,"Minneapolis, Minnesota, USA",1,114.0
0db70ca89e1c7374,UFC 88: Breakthrough,2008-09-06,"Atlanta, Georgia, USA",1,115.0
b9d0fd83bb8a147a,Strikeforce - Young Guns 3,2008-09-13,"San Jose, California, USA",0,
279093302a6f44b3,UFC Fight Night: Diaz vs Neer,2008-09-17,"Omaha, Nebraska, USA",1,116.0
e86bc32f5997a8f7,Strikeforce - At the Mansion 2,2008-09-20,"Beverly Hills, California, USA",0,
5f2f0da6fd6a84fd,DREAM 6: Middleweight Grand Prix 2008 Final Round,2008-09-23,"Saitama, Japan",0,
349aaa3da11eb587,Sengoku - Fifth Battle,2008-09-28,"Tokyo, Japan",0,
d468288756ae3982,Strikeforce - Payback,2008-10-03,"Denver, Colorado, USA",0,
782a2a17d3e38fdf,EliteXC - Heat,2008-10-04,"Sunrise, Florida, USA",0,
312f47c3d2f83ffa,UFC 89: Bisping vs Leben,2008-10-18,"Birmingham, England, United Kingdom",1,117.0
c670aa48827d6be6,UFC 90: Silva vs Cote,2008-10-25,"Rosemont, Illinois, USA",1,118.0
bc8f6b42767e28df,Sengoku - Sixth Battle,2008-11-01,"Saitama, Japan",0,
1c2f2571b18791b6,WEC 36: Faber vs. Brown,2008-11-05,"Hollywood, Florida, USA",0,
d8022d5526b1d937,Ultimate Glory 10: The Battle of Arnhem,2008-11-09,"Arnhem, Gelderland, Netherlands",0,
a2b06ca02bca14c0,UFC 91: Couture vs Lesnar,2008-11-15,"Las Vegas, Nevada, USA",1,119.0
8d26912cd2aeb366,Strikeforce - Destruction,2008-11-21,"San Jose, California, USA",0,
aebfb84d1f6d2d8c,WEC 37: Torres vs. Tapia,2008-12-03,"Las Vegas, Nevada, USA",0,
30cd319d39ee689b,UFC Fight Night - Fight for the Troops,2008-12-10,"Fayetteville, North Carolina, USA",1,120.0
68d76fd9ecf7431d,Adrenaline MMA 2: Miletich vs. Denny,2008-12-11,"Moline, Illinois, USA",0,
ea398c802d9998ee,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,"Las Vegas, Nevada, USA",1,121.0
23ab42947c1990e3,UFC 92: The Ultimate 2008,2008-12-27,"Las Vegas, Nevada, USA",1,122.0
492b202d2064e7a9,Dynamite!! 2008,2008-12-31,"Saitama, Japan",0,
a6959da32f0e6b5d,Sengoku - no Ran 2009,2009-01-04,"Saitama, Japan",0,
68c6cd5287b473a7,UFC 93: Franklin vs Henderson,2009-01-17,"Dublin, Leinster, Ireland",1,123.0
4f95f74620a6b7a4,Affliction - Day of Reckoning,2009-01-24,"Anaheim, California, USA",0,
2620f3eb21c79614,WEC 38: Varner vs. Cerrone,2009-01-25,"San Diego, California, USA",0,
2a542ee8a8b83559,UFC 94: St-Pierre vs Penn 2,2009-01-31,"Las Vegas, Nevada, USA",1,124.0
d1759b2b7be9be56,UFC Fight Night: Lauzon vs Stephens,2009-02-07,"Tampa, Florida, USA",1,125.0
7d21de9c6d7c98b2,UFC 95: Sanchez vs Stevenson,2009-02-21,"London, England, United Kingdom",1,126.0
59583ff832fe9d68,WEC 39: Brown vs. Garcia,2009-03-01,"Corpus Christi, Texas, USA",0,
29b5791e51e7e832,UFC 96: Jackson vs Jardine,2009-03-07,"Columbus, Ohio, USA",1,127.0
89b8d1bf1ff09d1d,DREAM 7: Featherweight Grand Prix 2009 1st Round,2009-03-08,"Saitama, Japan",0,
75bbd2206a15319f,Sengoku - Seventh Battle,2009-03-20,"Tokyo, Japan",0,
3c0437fbeda06962,Ultimate Gladiators,2009-03-29,"Nottingham, England, United Kingdom",0,
04d5718ed2661e8c,UFC Fight Night: Condit vs Kampmann,2009-04-01,"Nashville, Tennessee, USA",1,128.0
513c6f1715e547a8,DREAM 8: Welterweight Grand Prix 2009 1st Round,2009-04-05,"Nagoya, Aichi, Japan",0,
50cc91ce2982785d,WEC 40: Torres vs. Mizugaki,2009-04-05,"Chicago, Illinois, USA",0,
7215953cd5c6254d,Strikeforce - Shamrock vs. Diaz,2009-04-11,"San Jose, California, USA",0,
1652f3213655b935,UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",1,129.0
cd12227edd3f134b,WFC 8: D-Day,2009-04-18,"Ljubljana, Slovenia",0,
cd7bafbeee1f29a0,Jungle Fight 13,2009-05-09,"Fortaleza, Ceara, Brazil",0,
8ddf9c51c5fdea75,Strikeforce Challengers 1,2009-05-15,"Fresno, California, USA",0,
c4b6099f0d25f75e,UFC 98: Evans vs Machida,2009-05-23,"Las Vegas, Nevada, USA",1,130.0
60029bcf496bd707,DREAM 9: Featherweight Grand Prix 2009 2nd Round,2009-05-26,"Yokohama, Kanagawa, Japan",0,
9fa3bd637edd9aa2,Strikeforce - Lawler vs. Shields,2009-06-06,"St. Louis, Missouri, USA",0,
5eedbf1e9601be35,WEC 41: Brown vs. Faber 2,2009-06-07,"Sacramento, California, USA",0,
cb6783c39c01d896,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",1,131.0
56b8b24f65f9f057,Strikeforce Challengers 2,2009-06-19,"Kent, Washington, USA",0,
4908c5ee68a50ee5,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,"Las Vegas, Nevada, USA",1,132.0
0ee783aa00e468f0,UFC 100,2009-07-11,"Las Vegas, Nevada, USA",1,133.0
6ef58dabef8beb15,DREAM 10: Welterweight Grand Prix 2009 Final Round,2009-07-20,"Saitama, Japan",0,
48d1f690b763934c,UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",1,134.0
d26934530dc5b248,WEC 42: Torres vs. Bowles,2009-08-09,"Las Vegas, Nevada, USA",0,
6da99156486ed6c2,Strikeforce - Carano vs. Cyborg,2009-08-15,"San Jose, California, USA",0,
0359313549d230a1,M-1 Global - Breakthrough,2009-08-28,"Kansas City, Kansas, USA",0,
c6a33ff198aaaeeb,UFC 102: Couture vs Nogueira,2009-08-29,"Portland, Oregon, USA",1,135.0
a8ea84cbe1655f0a,UFC Fight Night: Diaz vs Guillard,2009-09-16,"Oklahoma City, Oklahoma, USA",1,136.0
896c322f56b8be5a,UFC 103: Franklin vs Belfort,2009-09-19,"Dallas, Texas, USA",1,137.0
8c3f3c43c8ceb778,Strikeforce Challengers 3,2009-09-25,"Tulsa, Oklahoma, USA",0,
d43a048a880efdff,DREAM 11: Featherweight Grand Prix 2009 Final Round,2009-10-06,"Yokohama, Kanagawa, Japan",0,
ccba80d4820ef557,WEC 43: Cerrone vs. Henderson,2009-10-10,"San Antonio, Texas, USA",0,
4d44f37107f01b9b,Ultimate Glory 11: A Decade of Fights,2009-10-17,"Amsterdam, Noord-Holland, Netherlands",0,
7c0847d3854a95f2,UFC 104: Machida vs Shogun,2009-10-24,"Los Angeles, California, USA",1,138.0
da97d6c97d09c030,DREAM 12,2009-10-25,"Osaka, Japan",0,
93ce4ac89e3d7652,Strikeforce Challengers 4,2009-11-06,"Fresno, California, USA",0,
42078a86d3dd037b,Strikeforce - Fedor vs. Rogers,2009-11-07,"Hoffman Estates, Illinois, USA",0,
fa8b9e6b0c2269f8,UFC 105: Couture vs Vera,2009-11-14,"Manchester, England, United Kingdom",1,139.0
a95a0504fd73bd3e,WEC 44: Brown vs. Aldo,2009-11-18,"Las Vegas, Nevada, USA",0,
725a834930c2b5bf,Strikeforce Challengers 5,2009-11-20,"Kansas City, Kansas, USA",0,
84a067c46306a737,UFC 106: Ortiz vs Griffin 2,2009-11-21,"Las Vegas, Nevada, USA",1,140.0
91d73ee59347ac16,The Ultimate Fighter: Heavyweights Finale,2009-12-05,"Las Vegas, Nevada, USA",1,141.0
821cd80aab70d5f9,UFC 107: Penn vs Sanchez,2009-12-12,"Memphis, Tennessee, USA",1,142.0
ff2c606c8bc365e3,Strikeforce - Evolution,2009-12-19,"San Jose, California, USA",0,
31123249b0bbf52e,WEC 45: Cerrone vs. Ratcliff,2009-12-19,"Las Vegas, Nevada, USA",0,
cbf94e4c4af4ff6d,Dynamite!! 2009,2009-12-31,"Saitama, Japan",0,
a6d8bfe9e0c8153b,UFC 108: Evans vs Silva,2010-01-02,"Las Vegas, Nevada, USA",1,143.0
9583662df31d943f,WEC 46: Varner vs. Henderson,2010-01-10,"Sacramento, California, USA",0,
58bc81376286b3d3,UFC Fight Night: Maynard vs Diaz,2010-01-11,"Fairfax, Virginia, USA",1,144.0
f2c8ebbeafd45f2b,Strikeforce - Miami,2010-01-30,"Miami, Florida, USA",0,
15edcf67ccf5be84,UFC 109: Relentless,2010-02-06,"Las Vegas, Nevada, USA",1,145.0
49efbdc6c9f650c4,UFC 110: Nogueira vs Velasquez,2010-02-20,"Sydney, New South Wales, Australia",1,146.0
d0d7160824278840,Strikeforce Challengers 6,2010-02-26,"San Jose, California, USA",0,
aa03a3ca00ac6827,WEC 47: Bowles vs. Cruz,2010-03-06,"Columbus, Ohio, USA",0,
3795fca327cbcf23,UFC Live: Vera vs Jones,2010-03-21,"Broomfield, Colorado, USA",1,147.0
7d3caf0f96f1b33d,DREAM 13,2010-03-22,"Yokohama, Kanagawa, Japan",0,
22d1e00e1aabb7c9,Strikeforce Challengers 7,2010-03-26,"Fresno, California, USA",0,
c80095f6092271a7,UFC 111: St-Pierre vs Hardy,2010-03-27,"Newark, New Jersey, USA",1,148.0
3ed134d85dfbd7b4,UFC Fight Night: Florian vs Gomi,2010-03-31,"Charlotte, North Carolina, USA",1,149.0
24b033b3daf1c9df,UFC 112: Invincible,2010-04-10,"Abu Dhabi, United Arab Emirates",1,150.0
7f955f71fa2ce7ac,Strikeforce - Nashville,2010-04-17,"Nashville, Tennessee, USA",0,
b18fb36a4aa00093,WEC 48: Aldo vs. Faber,2010-04-24,"Sacramento, California, USA",0,
d0c29452d3272603,UFC 113: Machida vs Shogun 2,2010-05-08,"Montreal, Quebec, Canada",1,151.0
dc0f07928009a127,Strikeforce - Heavy Artillery,2010-05-15,"St. Louis, Missouri, USA",0,
cf9d24e4bd0cf2ce,Strikeforce Challengers 8,2010-05-21,"Portland, Oregon, USA",0,
bfc2fc38a0e20211,UFC 114: Rampage vs Evans,2010-05-29,"Las Vegas, Nevada, USA",1,152.0
2067a177a2842fbf,DREAM 14,2010-05-29,"Saitama, Japan",0,
cfb65863d5099327,UFC 115: Liddell vs Franklin,2010-06-12,"Vancouver, British Columbia, Canada",1,153.0
37b1696e6d115957,Strikeforce - Los Angeles,2010-06-16,"Los Angeles, California, USA",0,
9bcf8603ceb25680,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,"Las Vegas, Nevada, USA",1,154.0
f2688492b9a525a3,WEC 49: Varner vs. Shalorus,2010-06-20,"Edmonton, Alberta, Canada",0,
c47df9303d318c67,Strikeforce - Fedor vs. Werdum,2010-06-26,"San Jose, California, USA",0,
140745cbbcb023ac,UFC 116: Lesnar vs Carwin,2010-07-03,"Las Vegas, Nevada, USA",1,155.0
473ce3aa581251a2,Impact FC 1,2010-07-10,"Brisbane, Queensland, Australia",0,
82e7929bf6c2b689,DREAM 15,2010-07-10,"Saitama, Japan",0,
f8fe2053d73d7bcf,Strikeforce Challengers 9,2010-07-23,"Everett, Washington, USA",0,
f12f979b657ab876,UFC Live: Jones vs Matyushenko,2010-08-01,"San Diego, California, USA",1,156.0
2f3f12002564bb55,UFC 117: Silva vs Sonnen,2010-08-07,"Oakland, California, USA",1,157.0
cbe79765d44bd172,Strikeforce Challengers 10,2010-08-13,"Phoenix, Arizona, USA",0,
9f1641c08cf8fbe2,WEC 50: Cruz vs. Benavidez,2010-08-18,"Las Vegas, Nevada, USA",0,
79899ecf62020f6d,Strikeforce - Houston,2010-08-21,"Houston, Texas, USA",0,
054defd5420a551f,UFC 118: Edgar vs Penn 2,2010-08-28,"Boston, Massachusetts, USA",1,158.0
acff437707625fc7,UFC Fight Night: Marquardt vs Palhares,2010-09-15,"Austin, Texas, USA",1,159.0
ad32471f01e7b1a5,UFC 119: Mir vs Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",1,160.0
7f0b4a75ef3039a3,DREAM 16,2010-09-25,"Nagoya, Aichi, Japan",0,
234f3767ff0e5701,WEC 51: Aldo vs. Gamburyan,2010-09-30,"Broomfield, Colorado, USA",0,
0597a4528ebd1307,Strikeforce - Diaz vs. Noons 2,2010-10-09,"San Jose, California, USA",0,
d512d9f204059f57,UFC 120: Bisping vs Akiyama,2010-10-16,"London, England, United Kingdom",1,161.0
d35c3ed553b71fa2,Strikeforce Challengers 11,2010-10-22,"Fresno, California, USA",0,
afdb76fbd86f6d11,UFC 121: Lesnar vs Velasquez,2010-10-23,"Anaheim, California, USA",1,162.0
02500fb9fd79a974,DEEP 50 - Impact,2010-10-24,"Tokyo, Japan",0,
484acc7b0f856ce9,WEC 52: Faber vs. Mizugaki,2010-11-11,"Las Vegas, Nevada, USA",0,
0ff11cc094e887bc,UFC 122: Marquardt vs Okami,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",1,163.0
231926533134ec1f,Strikeforce Challengers 12,2010-11-19,"Jackson, Mississippi, USA",0,
dd992d569aaebee6,UFC 123: Rampage vs Machida,2010-11-20,"Auburn Hills, Michigan, USA",1,164.0
5d7bdab5e03e3216,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,"Las Vegas, Nevada, USA",1,165.0
daf1b84aebd6602b,Strikeforce - Henderson vs. Babalu,2010-12-04,"St. Louis, Missouri, USA",0,
132f860d02953f4c,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,"Montreal, Quebec, Canada",1,166.0
c0ab242c40decc55,WEC 53: Henderson vs. Pettis,2010-12-16,"Glendale, Arizona, USA",0,
d74cba8566291bfa,Dynamite!! 2010,2010-12-31,"Saitama, Japan",0,
d1152823307d7e7c,UFC 125: Resolution,2011-01-01,"Las Vegas, Nevada, USA",1,167.0
3bad7ef643840f67,Strikeforce Challengers 13,2011-01-07,"Nashville, Tennessee, USA",0,
282fa667ff9c51ed,UFC Fight Night: Fight for the Troops 2,2011-01-22,"Killeen, Texas, USA",1,168.0
5114f1b5ad4cdf72,Strikeforce - Diaz vs. Cyborg,2011-01-29,"San Jose, California, USA",0,
65ddc8a9ac4e8531,UFC 126: Silva vs Belfort,2011-02-05,"Las Vegas, Nevada, USA",1,169.0
20bcc9966affb19c,Strikeforce - Fedor vs. Silva,2011-02-12,"East Rutherford, New Jersey, USA",0,
947eccadb72f4f6f,Strikeforce Challengers 14,2011-02-18,"Cedar Park, Texas, USA",0,
88a9bc81271ccd89,UFC 127: Penn vs Fitch,2011-02-26,"Sydney, New South Wales, Australia",1,170.0
a54fc2d6fc224dc3,UFC Live: Sanchez vs Kampmann,2011-03-03,"Louisville, Kentucky, USA",1,171.0
63def5a5662a6917,Strikeforce - Feijao vs. Henderson,2011-03-05,"Columbus, Ohio, USA",0,
1411c630ba711b64,UFC 128: Shogun vs Jones,2011-03-19,"Newark, New Jersey, USA",1,172.0
8a59d346dc976a10,UFC Fight Night: Nogueira vs Davis,2011-03-26,"Seattle, Washington, USA",1,173.0
33011768c3c4dc9a,Strikeforce Challengers 15,2011-04-01,"Stockton, California, USA",0,
6776260cb0aef647,Strikeforce - Diaz vs. Daley,2011-04-09,"San Diego, California, USA",0,
2db7fa8db6bc9632,UFC 129: St-Pierre vs Shields,2011-04-30,"Toronto, Ontario, Canada",1,174.0
b732b326c362fb62,UFC 130: Rampage vs Hamill,2011-05-28,"Las Vegas, Nevada, USA",1,175.0
a149d6bc670cdb60,DREAM - Fight for Japan,2011-05-29,"Saitama, Japan",0,
3ba3b5cc94498437,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,2011-06-04,"Las Vegas, Nevada, USA",1,176.0
aac5ac38148f0528,UFC 131: Dos Santos vs Carwin,2011-06-11,"Vancouver, British Columbia, Canada",1,177.0
8355922d564b152c,Strikeforce - Overeem vs. Werdum,2011-06-18,"Dallas, Texas, USA",0,
eff47295daf721a6,Strikeforce Challengers 16,2011-06-24,"Kent, Washington, USA",0,
d023ae89a2a4a41e,UFC Live: Kongo vs Barry,2011-06-26,"Pittsburgh, Pennsylvania, USA",1,178.0
83fd97284f4bb4a4,UFC 132: Cruz vs Faber,2011-07-02,"Las Vegas, Nevada, USA",1,179.0
c32fdfe75cda5b22,DREAM - Japan GP Final,2011-07-16,"Tokyo, Japan",0,
07f72a2a7591b409,Strikeforce Challengers 17,2011-07-22,"Las Vegas, Nevada, USA",0,
5731cc327790b731,Titan Fighting Championship 19,2011-07-29,"Kansas City, Kansas, USA",0,
a0b91014e9d16a76,Strikeforce - Fedor vs. Henderson,2011-07-30,"Hoffman Estates, Illinois, USA",0,
f1f9e48a0d150757,UFC 133: Evans vs Ortiz 2,2011-08-06,"Philadelphia, Pennsylvania, USA",1,180.0
184b955181bdef52,Strikeforce Challengers 18,2011-08-12,"Las Vegas, Nevada, USA",0,
4c8d6fde2dde07c4,UFC Live: Hardy vs Lytle,2011-08-14,"Milwaukee, Wisconsin, USA",1,181.0
18968f97ad34f15c,UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",1,182.0
b05086131c6f5dc5,ProElite 1: Arlovski vs. Lopez,2011-08-27,"Honolulu, Hawaii, USA",0,
b3bbe88fecd6a0d2,Strikeforce - Barnett vs. Kharitonov,2011-09-10,"Cincinnati, Ohio, USA",0,
1ffc38f67785797b,UFC Fight Night: Shields vs Ellenberger,2011-09-17,"New Orleans, Louisiana, USA",1,183.0
31c01fbc2586a5eb,Strikeforce Challengers 19,2011-09-23,"Las Vegas, Nevada, USA",0,
73ef22f25d0f70e2,UFC 135: Jones vs Rampage,2011-09-24,"Denver, Colorado, USA",1,184.0
2a7afe14b3a0a058,DREAM 17,2011-09-24,"Saitama, Japan",0,
44f9c777fed7ca03,UFC Live: Cruz vs Johnson,2011-10-01,"Washington, DC, USA",1,185.0
7d5b12de1625984e,UFC 136: Edgar vs Maynard 3,2011-10-08,"Houston, Texas, USA",1,186.0
8788beb528894f33,UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",1,187.0
e780ccc79a209985,UFC 138: Leben vs Munoz,2011-11-05,"Birmingham, England, United Kingdom",1,188.0
1c061eb6e29eaa0a,UFC on FOX: Velasquez vs Dos Santos,2011-11-12,"Anaheim, California, USA",1,189.0
453ee00c3e1ae9dd,Strikeforce Challengers 20,2011-11-18,"Las Vegas, Nevada, USA",0,
0ec821423baa26bd,UFC 139: Shogun vs Henderson,2011-11-19,"San Jose, California, USA",1,190.0
3e514f437c51ce0a,M-1 Global - Fedor vs. Monson,2011-11-20,"Moscow, Russia",0,
1f5f75658551f2d3,The Ultimate Fighter: Team Bisping vs Team Miller Finale,2011-12-03,"Las Vegas, Nevada, USA",1,191.0
6d7886b094b471ac,UFC 140: Jones vs Machida,2011-12-10,"Toronto, Ontario, Canada",1,192.0
2f1700b3a4a09bc7,Strikeforce - Melendez vs. Masvidal,2011-12-17,"San Diego, California, USA",0,
91720876db0ee468,UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",1,193.0
3e03cec9767d37e6,DREAM - New Year! 2011,2011-12-31,"Saitama, Japan",0,
440c9dbab63528fb,Strikeforce - Rockhold vs. Jardine,2012-01-07,"Las Vegas, Nevada, USA",0,
18524b46c570730b,UFC 142: Aldo vs Mendes,2012-01-14,"Rio de Janeiro, Brazil",1,194.0
4d74641fac830182,UFC on FX: Guillard vs Miller,2012-01-20,"Nashville, Tennessee, USA",1,195.0
36a432f22144843e,ProElite 3: Da Spyder vs. Minowaman,2012-01-21,"Honolulu, Hawaii, USA",0,
c3c23c99477c041b,UFC on FOX: Evans vs Davis,2012-01-28,"Chicago, Illinois, USA",1,196.0
df2cf66d8c0123db,UFC 143: Diaz vs Condit,2012-02-04,"Las Vegas, Nevada, USA",1,197.0
0a97691039c4bbfb,UFC on FUEL TV: Sanchez vs Ellenberger,2012-02-15,"Omaha, Nebraska, USA",1,198.0
8377c5572cb356f3,UFC 144: Edgar vs Henderson,2012-02-25,"Saitama, Japan",1,199.0
b5ea750025697880,UFC on FX: Alves vs Kampmann,2012-03-02,"Sydney, New South Wales, Australia",1,200.0
baa5358456803df8,Strikeforce - Tate vs. Rousey,2012-03-03,"Columbus, Ohio, USA",0,
ec33146e43e58933,ONE FC 3: War of the Lions,2012-03-31,"Singapore, Singapore",0,
21f2974fd08085e3,UFC on FUEL TV: Gustafsson vs Silva,2012-04-14,"Stockholm, Sweden",1,201.0
155bfc7ed36622df,UFC 145: Jones vs Evans,2012-04-21,"Atlanta, Georgia, USA",1,202.0
8332a607df696345,Invicta FC 1: Coenen vs. Ruyssen,2012-04-28,"Kansas City, Kansas, USA",0,
5898357a45a73674,UFC on FOX: Diaz vs Miller,2012-05-05,"East Rutherford, New Jersey, USA",1,203.0
8caca5857ce0e30b,UFC on FUEL TV: Korean Zombie vs Poirier,2012-05-15,"Fairfax, Virginia, USA",1,204.0
6e02c318762f52f1,Strikeforce - Barnett vs Cormier,2012-05-19,"San Jose, California, USA",0,
4985113c0928aa62,UFC 146: Dos Santos vs Mir,2012-05-26,"Las Vegas, Nevada, USA",1,205.0
96087e90d900f0ef,The Ultimate Fighter: Live Finale,2012-06-01,"Las Vegas, Nevada, USA",1,206.0
49590e0508b2c19f,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",1,207.0
c8cca8f3de5be4b4,M-1 Global - Fedor vs. Rizzo,2012-06-21,"Saint Petersburg, Russia",0,
505934897b8b4824,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",1,208.0
3da19339ee7051d5,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",1,209.0
e8efeb9cf33b1941,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",1,210.0
d3b5ad3b15a64a18,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",1,211.0
237187ed9f419285,Strikeforce - Rockhold vs Kennedy,2012-07-14,"Portland, Oregon, USA",0,
abbc4fc02e0d84b3,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",1,212.0
219a254e15d60135,Invicta FC 2: McMann vs. Baszler,2012-07-28,"Kansas City, Kansas, USA",0,
f62850b3c7480db9,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",1,213.0
3c48019bc387b80c,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",1,214.0
be9d259be012e8a4,Strikeforce - Rousey vs Kaufman,2012-08-18,"San Diego, California, USA",0,
53e533db1b8e9712,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",1,215.0
6cbb7661c3258617,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",1,216.0
6a0b80a24f22e152,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",1,217.0
eef9b891edbd4604,Invicta FC 3: Penne vs. Sugiyuma,2012-10-06,"Kansas City, Kansas, USA",0,
96d173b7f92aa520,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",1,218.0
319fa1bd3176bded,UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",1,219.0
d41937647eae9a34,UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",1,220.0
d1e6a6536ee62517,UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",1,221.0
e8c170a64dc920ac,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",1,222.0
c6da1c24fe473418,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",1,223.0
c6e6926a81adcd00,UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",1,224.0
6b7bc7eaf2465387,DREAM 18,2012-12-31,"Saitama, Japan",0,
7ca4c3f8aa8bacae,Strikeforce - Marquardt vs Saffiedine,2013-01-12,"Oklahoma City, Oklahoma, USA",0,
56f4b81ec4db61af,UFC on FX: Belfort vs Bisping,2013-01-19,"Sao Paulo, Brazil",1,225.0
738acab0c6934dd8,UFC on FOX: Johnson vs Dodson,2013-01-26,"Chicago, Illinois, USA",1,226.0
601cf40c09090853,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",1,227.0
4679a38cced7c64a,UFC on FUEL TV: Barao vs McDonald,2013-02-16,"London, England, United Kingdom",1,228.0
09c44b317c98bf96,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",1,229.0
83c6c3e0f8bde8ee,UFC on FUEL TV: Silva vs. Stann,2013-03-02,"Saitama, Japan",1,230.0
f1b2a4365799c48b,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",1,231.0
df9e9c1f65805d29,Invicta FC 5: Penne vs. Waterson,2013-04-05,"Kansas City, Kansas, USA",0,
6291ac0a3726732f,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,"Stockholm, Sweden",1,232.0
ce47f49e5c386a9c,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,"Las Vegas, Nevada, USA",1,233.0
aa79d5399571068e,UFC on FOX: Henderson vs Melendez,2013-04-20,"San Jose, California, USA",1,234.0
ea0ad155451ed1f5,UFC 159: Jones vs Sonnen,2013-04-27,"Newark, New Jersey, USA",1,235.0
030f08370fd1c2bb,UFC on FX: Belfort vs. Rockhold,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",1,236.0
3c241737a6069b9f,UFC 160: Velasquez vs Silva 2,2013-05-25,"Las Vegas, Nevada, USA",1,237.0
7865707fd684d77b,UFC on FUEL TV: Nogueira vs. Werdum,2013-06-08,"Fortaleza, Ceara, Brazil",1,238.0
8fd1f27e86661ede,UFC 161: Evans vs Henderson,2013-06-15,"Winnipeg, Manitoba, Canada",1,239.0
e0b74df14f52cd15,UFC 162: Silva vs Weidman,2013-07-06,"Las Vegas, Nevada, USA",1,240.0
