id,name,date,location,is_ufc_event,event_order
81f38d1640c4e70d,Invicta FC 6: Coenen vs. Cyborg,2013-07-13,"Kansas City, Kansas, USA",0,
5330fe7e4c3af81c,UFC on FOX: Johnson vs Moraga,2013-07-27,"Seattle, Washington, USA",1,241.0
ebc5af72ad5a28cb,UFC 163: Aldo vs Jung,2013-08-03,"Rio de Janeiro, Brazil",1,242.0
cf1a88371c8cb690,UFC Fight Night: Shogun vs Sonnen,2013-08-17,"Boston, Massachusetts, USA",1,243.0
e5c38954c006f15c,UFC Fight Night: Condit vs Kampmann 2,2013-08-28,"Indianapolis, Indiana, USA",1,244.0
980b4e712489098e,UFC 164: Henderson vs Pettis 2,2013-08-31,"Milwaukee, Wisconsin, USA",1,245.0
b23fca14c7b79935,UFC Fight Night: Teixeira vs Bader,2013-09-04,"Belo Horizonte, Minas Gerais, Brazil",1,246.0
df5a77121ba84a5d,UFC 165: Jones vs Gustafsson,2013-09-21,"Toronto, Ontario, Canada",1,247.0
43612456979e5d5e,UFC Fight Night: Maia vs Shields,2013-10-09,"Barueri, Sao Paulo, Brazil",1,248.0
eae4aec1a5a8ff01,UFC 166: Velasquez vs Dos Santos 3,2013-10-19,"Houston, Texas, USA",1,249.0
60884f31ead1609c,UFC Fight Night: Machida vs Munoz,2013-10-26,"Manchester, England, United Kingdom",1,250.0
35dc6220b113b7ec,UFC Fight Night: Fight for the Troops 3,2013-11-06,"Fort Campbell, Kentucky, USA",1,251.0
5d7c18191b8aa432,UFC Fight Night: Belfort vs Henderson 2,2013-11-09,"Goiania, Goias, Brazil",1,252.0
28f3c2258a1d8874,UFC 167: St-Pierre vs Hendricks,2013-11-16,"Las Vegas, Nevada, USA",1,253.0
9a967e8e43dcef63,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,"Las Vegas, Nevada, USA",1,254.0
ee457ef1e1c326c1,UFC Fight Night: Hunt vs Bigfoot,2013-12-06,"Brisbane, Queensland, Australia",1,255.0
480b702debcb5433,UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,"Sacramento, California, USA",1,256.0
83d0de122f2f9664,UFC 168: Weidman vs Silva 2,2013-12-28,"Las Vegas, Nevada, USA",1,257.0
e5c9de15bb58b1c6,UFC Fight Night: Saffiedine vs Lim,2014-01-04,"Singapore, Singapore",1,258.0
30a09e43f15f1d75,UFC Fight Night: Rockhold vs Philippou,2014-01-15,"Duluth, Georgia, USA",1,259.0
a8d521d913df4e31,UFC on FOX: Henderson vs Thomson,2014-01-25,"Chicago, Illinois, USA",1,260.0
fc31f896cde2bc2e,UFC 169: Barao vs Faber 2,2014-02-01,"Newark, New Jersey, USA",1,261.0
51b0bb73a1da34bc,UFC Fight Night: Machida vs Mousasi,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",1,262.0
3138fab619faf4d1,UFC 170: Rousey vs McMann,2014-02-22,"Las Vegas, Nevada, USA",1,263.0
a26198ba5093147e,UFC Fight Night: Kim vs Hathaway,2014-03-01,"Macau, China",1,264.0
ebc1f40e00e0c481,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,"London, England, United Kingdom",1,265.0
179f1948dc234f1f,UFC 171: Hendricks vs Lawler,2014-03-15,"Dallas, Texas, USA",1,266.0
d5f820c11a121050,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,"Natal, Rio Grande do Norte, Brazil",1,267.0
d632d156c0549e07,UFC Fight Night: Minotauro vs Nelson,2014-04-11,"Abu Dhabi, United Arab Emirates",1,268.0
f9f07bb5a43535ed,UFC Fight Night: Bisping vs Kennedy,2014-04-16,"Quebec City, Quebec, Canada",1,269.0
a421465acbe59c77,UFC on FOX: Werdum vs Browne,2014-04-19,"Orlando, Florida, USA",1,270.0
4f2fcbefb668689d,UFC 172: Jones vs Teixeira,2014-04-26,"Baltimore, Maryland, USA",1,271.0
579fcdfcabd23a7b,UFC Fight Night: Brown vs Silva,2014-05-10,"Cincinnati, Ohio, USA",1,272.0
9ca265dfe8323db3,UFC 173: Barao vs Dillashaw,2014-05-24,"Las Vegas, Nevada, USA",1,273.0
b757c73f443d4fca,UFC Fight Night: Munoz vs Mousasi,2014-05-31,"Berlin, Germany",1,274.0
59aaf2730b84698a,UFC Fight Night: Miocic vs Maldonado,2014-05-31,"Sao Paulo, Brazil",1,275.0
1fcfc3709fe58151,UFC Fight Night: Henderson vs Khabilov,2014-06-07,"Albuquerque, New Mexico, USA",1,276.0
5b5307450405abf0,UFC 174: Johnson vs Bagautinov,2014-06-14,"Vancouver, British Columbia, Canada",1,277.0
ac9521250dc1a14c,UFC Fight Night: Te Huna vs Marquardt,2014-06-28,"Auckland, New Zealand",1,278.0
c0ed7b208197e8de,UFC Fight Night: Swanson vs Stephens,2014-06-28,"San Antonio, Texas, USA",1,279.0
53adf5b845d91e4a,UFC 175: Weidman vs Machida,2014-07-05,"Las Vegas, Nevada, USA",1,280.0
1c5879330d42255f,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,"Las Vegas, Nevada, USA",1,281.0
79ded75550efc139,UFC Fight Night: Cowboy vs Miller,2014-07-16,"Atlantic City, New Jersey, USA",1,282.0
073eee4e62f0d988,UFC Fight Night: McGregor vs Brandao,2014-07-19,"Dublin, Leinster, Ireland",1,283.0
05fbfe628658c538,UFC on FOX: Lawler vs Brown,2014-07-26,"San Jose, California, USA",1,284.0
fd7acf42bd6e7e95,UFC Fight Night: Bader vs Saint Preux,2014-08-16,"Bangor, Maine, USA",1,285.0
770b9d4813c25902,UFC Fight Night: Bisping vs Le,2014-08-23,"Macau, China",1,286.0
063649e21bc9d6d5,UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,"Tulsa, Oklahoma, USA",1,287.0
269d103c96a4c3a5,UFC 177: Dillashaw vs Soto,2014-08-30,"Sacramento, California, USA",1,288.0
9bcfb40dbcd50568,UFC Fight Night: Jacare vs Mousasi,2014-09-05,"Ledyard, Connecticut, USA",1,289.0
a71feb7ea7592a71,UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,"Brasilia, Distrito Federal, Brazil",1,290.0
2dea80c069847321,UFC Fight Night: Hunt vs Nelson,2014-09-20,"Saitama, Japan",1,291.0
3bb030257966b022,UFC 178: Johnson vs Cariaso,2014-09-27,"Las Vegas, Nevada, USA",1,292.0
8dc4f34c1f50d00d,UFC Fight Night: Nelson vs Story,2014-10-04,"Stockholm, Sweden",1,293.0
0313bf497de9c470,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,"Halifax, Nova Scotia, Canada",1,294.0
53f02bbc41d99432,UFC 179: Aldo vs Mendes 2,2014-10-25,"Rio de Janeiro, Brazil",1,295.0
371a1c91b24dec2b,UFC Fight Night: Rockhold vs Bisping,2014-11-07,"Sydney, New South Wales, Australia",1,296.0
6ca68b636fbc1f18,UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,"Uberlandia, Minas Gerais, Brazil",1,297.0
59851163aaf1aed8,UFC 180: Werdum vs Hunt,2014-11-15,"Mexico City, Distrito Federal, Mexico",1,298.0
155a02a8b4311057,UFC Fight Night: Edgar vs Swanson,2014-11-22,"Austin, Texas, USA",1,299.0
dfdd0c5dd0d4bc23,UFC 181: Hendricks vs Lawler II,2014-12-06,"Las Vegas, Nevada, USA",1,300.0
222d6b547de2e035,The Ultimate Fighter: A Champion Will Be Crowned Finale,2014-12-12,"Las Vegas, Nevada, USA",1,301.0
d4a12dfa4067742f,UFC on FOX: Dos Santos vs Miocic,2014-12-13,"Phoenix, Arizona, USA",1,302.0
4e5bbc4566049cbf,UFC Fight Night: Machida vs Dollaway,2014-12-20,"Barueri, Sao Paulo, Brazil",1,303.0
a72d260b436924c4,UFC 182: Jones vs Cormier,2015-01-03,"Las Vegas, Nevada, USA",1,304.0
f9aa6376ae16bfb4,UFC Fight Night: McGregor vs Siver,2015-01-18,"Boston, Massachusetts, USA",1,305.0
706404da0775dcbc,UFC on FOX: Gustafsson vs Johnson,2015-01-24,"Stockholm, Sweden",1,306.0
43563a32c3f10e95,UFC 183: Silva vs Diaz,2015-01-31,"Las Vegas, Nevada, USA",1,307.0
f9c7fe2682af3802,UFC Fight Night: Henderson vs Thatch,2015-02-14,"Broomfield, Colorado, USA",1,308.0
0577808d22dfe79c,UFC Fight Night: Bigfoot vs Mir,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",1,309.0
ad4e9055bf8cd04d,UFC 184: Rousey vs Zingano,2015-02-28,"Los Angeles, California, USA",1,310.0
f54200f1dfb9b5d4,UFC 185: Pettis vs Dos Anjos,2015-03-14,"Dallas, Texas, USA",1,311.0
fa534853eb195270,UFC Fight Night: Maia vs LaFlare,2015-03-21,"Rio de Janeiro, Brazil",1,312.0
16d09e800ad7ec79,UFC Fight Night: Mendes vs Lamas,2015-04-04,"Fairfax, Virginia, USA",1,313.0
5de61b03868035ff,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",1,314.0
bc7cf284c1c2f16e,UFC on FOX: Machida vs Rockhold,2015-04-18,"Newark, New Jersey, USA",1,315.0
997b4f52f76a0b53,UFC 186: Johnson vs Horiguchi,2015-04-25,"Montreal, Quebec, Canada",1,316.0
8a1b4330c7957961,UFC Fight Night: Miocic vs Hunt,2015-05-09,"Adelaide, South Australia, Australia",1,317.0
b1605ea39fba6af6,UFC Fight Night: Edgar vs Faber,2015-05-16,"Manila, Philippines",1,318.0
4f7e290e71d60f87,UFC 187: Johnson vs Cormier,2015-05-23,"Las Vegas, Nevada, USA",1,319.0
aae0897825336b1a,UFC Fight Night: Condit vs Alves,2015-05-30,"Goiania, Goias, Brazil",1,320.0
06dc1a58663579d2,UFC Fight Night: Boetsch vs Henderson,2015-06-06,"New Orleans, Louisiana, USA",1,321.0
a58114c6dd0add64,UFC 188: Velasquez vs Werdum,2015-06-13,"Mexico City, Distrito Federal, Mexico",1,322.0
194fc025f9355db6,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,"Berlin, Berlin, Germany",1,323.0
86e388ed20761ad9,UFC Fight Night: Machida vs Romero,2015-06-27,"Hollywood, Florida, USA",1,324.0
3be081c29bf734d9,UFC 189: Mendes vs McGregor,2015-07-11,"Las Vegas, Nevada, USA",1,325.0
a890f9a791ed615d,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,"Las Vegas, Nevada, USA",1,326.0
36877f0e62b25b96,UFC Fight Night: Mir vs Duffee,2015-07-15,"San Diego, California, USA",1,327.0
ef7fa30364cbe7f2,UFC Fight Night: Bisping vs Leites,2015-07-18,"Glasgow, Scotland, United Kingdom",1,328.0
0c3838c8f7c620c2,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,"Chicago, Illinois, USA",1,329.0
a9c45a8b21eabadc,UFC 190: Rousey vs Correia,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",1,330.0
b71667c778b6d9e5,UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,"Nashville, Tennessee, USA",1,331.0
2ce6541127b0e232,UFC Fight Night: Holloway vs Oliveira,2015-08-23,"Saskatoon, Saskatchewan, Canada",1,332.0
82f5c81f4e3c3eb5,UFC 191: Johnson vs Dodson 2,2015-09-05,"Las Vegas, Nevada, USA",1,333.0
a4dd5c9a75763295,UFC Fight Night: Barnett vs Nelson,2015-09-26,"Saitama, Japan",1,334.0
119ebea97e914dcf,UFC 192: Cormier vs Gustafsson,2015-10-03,"Houston, Texas, USA",1,335.0
f3155a94ca420126,UFC Fight Night: Holohan vs Smolka,2015-10-24,"Dublin, Leinster, Ireland",1,336.0
5345f86680378fc1,UFC Fight Night: Belfort vs Henderson 3,2015-11-07,"Sao Paulo, Sao Paulo, Brazil",1,337.0
8d04923f2db59b7f,UFC 193: Rousey vs Holm,2015-11-14,"Melbourne, Victoria, Australia",1,338.0
243b07fc65ccbb16,UFC Fight Night: Magny vs Gastelum,2015-11-21,"Monterrey, Nuevo Leon, Mexico",1,339.0
4d636c3aa1105950,UFC Fight Night: Henderson vs Masvidal,2015-11-28,"Seoul, South Korea",1,340.0
dd39f1ca787a3d9d,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,"Las Vegas, Nevada, USA",1,341.0
20fbff570c678e1c,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,"Las Vegas, Nevada, USA",1,342.0
354808cf38d9d73c,UFC 194: Aldo vs McGregor,2015-12-12,"Las Vegas, Nevada, USA",1,343.0
80d918336163b80c,UFC on FOX: Dos Anjos vs. Cowboy 2,2015-12-19,"Orlando, Florida, USA",1,344.0
380e8b023290d091,UFC 195: Lawler vs Condit,2016-01-02,"Las Vegas, Nevada, USA",1,345.0
c6becb722706c7d8,UFC Fight Night: Dillashaw vs Cruz,2016-01-17,"Boston, Massachusetts, USA",1,346.0
b3fb8d2293e17a59,UFC on FOX: Johnson vs. Bader,2016-01-30,"Newark, New Jersey, USA",1,347.0
de99da2c0d18d34a,UFC Fight Night: Hendricks vs Thompson,2016-02-06,"Las Vegas, Nevada, USA",1,348.0
d56bb6dff2ae77eb,UFC Fight Night: Cowboy vs Cowboy,2016-02-21,"Pittsburgh, Pennsylvania, USA",1,349.0
39c568f8c579913e,UFC Fight Night: Silva vs Bisping,2016-02-27,"London, England, United Kingdom",1,350.0
db1f2ed63b54b9a7,UFC 196: McGregor vs Diaz,2016-03-05,"Las Vegas, Nevada, USA",1,351.0
e60201cfab7d656d,UFC Fight Night: Hunt vs Mir,2016-03-19,"Brisbane, Queensland, Australia",1,352.0
4887e5bc4dbb73ff,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,"Zagreb, Croatia",1,353.0
e7e970d508529bf3,UFC on FOX: Teixeira vs Evans,2016-04-16,"Tampa, Florida, USA",1,354.0
3d481aa374c954a1,UFC 197: Jones vs Saint Preux,2016-04-23,"Las Vegas, Nevada, USA",1,355.0
a314687f372b2cec,UFC Fight Night: Overeem vs Arlovski,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",1,356.0
a4bf17bd3ba3423b,UFC 198: Werdum vs Miocic,2016-05-14,"Curitiba, Parana, Brazil",1,357.0
990060b2a68a7b82,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",1,358.0
ff4c3ab594c7fac3,UFC 199: Rockhold vs. Bisping 2,2016-06-04,"Los Angeles, California, USA",1,359.0
563d051c9e769b24,UFC Fight Night: MacDonald vs Thompson,2016-06-18,"Ottawa, Ontario, Canada",1,360.0
45a2ba3ef82b9700,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,"Las Vegas, Nevada, USA",1,361.0
cd42bbe8887bba90,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,2016-07-08,"Las Vegas, Nevada, USA",1,362.0
aa5b4eff51bdc7d1,UFC 200: Tate vs Nunes,2016-07-09,"Las Vegas, Nevada, USA",1,363.0
5e7a28f20927d64a,UFC Fight Night: McDonald vs. Lineker,2016-07-13,"Sioux Falls, South Dakota, USA",1,364.0
8a028648f3f0761d,UFC on FOX: Holm vs. Shevchenko,2016-07-23,"Chicago, Illinois, USA",1,365.0
72cbe507644a587c,UFC 201: Lawler vs. Woodley,2016-07-30,"Atlanta, Georgia, USA",1,366.0
232c582f29f8f65e,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,"Salt Lake City, Utah, USA",1,367.0
5da4e8dc02e50ac0,UFC 202: Diaz vs. McGregor 2,2016-08-20,"Las Vegas, Nevada, USA",1,368.0
cfbccfed4e4796fe,UFC on FOX: Maia vs. Condit,2016-08-27,"Vancouver, British Columbia, Canada",1,369.0
2b4faacc16d66898,UFC Fight Night: Arlovski vs. Barnett,2016-09-03,"Hamburg, Hamburg, Germany",1,370.0
2dc7f1762dc0a7ef,UFC 203: Miocic vs. Overeem,2016-09-10,"Cleveland, Ohio, USA",1,371.0
d6455cb4bee503ce,UFC Fight Night: Poirier vs. Johnson,2016-09-17,"Hidalgo, Texas, USA",1,372.0
e18012194473e8b0,UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,"Brasilia, Distrito Federal, Brazil",1,373.0
a196332ee4aa8a82,UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Portland, Oregon, USA",1,374.0
154a6b3ffae264cd,UFC 204: Bisping vs. Henderson,2016-10-08,"Manchester, England, United Kingdom",1,375.0
6083f497c22cc075,UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,"Mexico City, Distrito Federal, Mexico",1,376.0
4956f60b7fa57c1a,UFC 205: Alvarez vs McGregor,2016-11-12,"New York City, New York, USA",1,377.0
6810d8d2dd557cf9,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,"Belfast, Northern Ireland, United Kingdom",1,378.0
5cde96e0a1a1fffe,UFC Fight Night: Bader vs. Nogueira,2016-11-19,"Sao Paulo, Sao Paulo, Brazil",1,379.0
73e09f837f3b5ecc,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,"Melbourne, Victoria, Australia",1,380.0
bd4389b71fdc0ce2,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,"Las Vegas, Nevada, USA",1,381.0
7139cd2ae4bf6a29,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",1,382.0
6e3282d57d2467a0,UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",1,383.0
32541eb5d12668b4,UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",1,384.0
4b2390cfaceb91d8,UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",1,385.0
46effbd1135423c5,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",1,386.0
4512e46543b960ad,UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",1,387.0
6a8a06b542e1516d,UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",1,388.0
865aa315ea62c511,UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",1,389.0
b4ad3a06ee4d660c,UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",1,390.0
20e403a1acfef130,UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",1,391.0
47b7e4e60813b7b2,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",1,392.0
c0231720fe516994,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",1,393.0
e7bfdb5e0112891e,UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",1,394.0
ed069a95aaaf4f56,UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",1,395.0
bc7f7f0ba3db74d2,UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",1,396.0
5df10509264586e5,UFC 211: Miocic vs. Dos Santos,2017-05-13,"Dallas, Texas, USA",1,397.0
1c7cce2f5c17160d,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",1,398.0
1507214bbc7a79e2,UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Rio de Janeiro, Brazil",1,399.0
90e7447d8b7f3f35,UFC Fight Night: Lewis vs. Hunt,2017-06-10,"Auckland, New Zealand",1,400.0
353de740bb6c7e75,UFC Fight Night: Holm vs. Correia,2017-06-17,"Kallang, Singapore",1,401.0
99bf06f20491cb54,UFC Fight Night: Chiesa vs. Lee,2017-06-25,"Oklahoma City, Oklahoma, USA",1,402.0
23bd78c3f89bdb54,The Ultimate Fighter: Redemption Finale,2017-07-07,"Las Vegas, Nevada, USA",1,403.0
686cccbf1a4de453,UFC 213: Romero vs. Whittaker,2017-07-08,"Las Vegas, Nevada, USA",1,404.0
88b250ba222c3a98,DWCS 1.1,2017-07-11,"Las Vegas, Nevada, USA",0,
d7907a9a968e4d29,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,"Glasgow, Scotland, United Kingdom",1,405.0
b0c95dc8e858452c,DWCS 1.2,2017-07-18,"Las Vegas, Nevada, USA",0,
9f3d6ddef3d3cccc,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,"Uniondale, New York, USA",1,406.0
55b8dc4e54fe2c59,DWCS 1.3,2017-07-25,"Las Vegas, Nevada, USA",0,
ff9578cdbfabd323,UFC 214: Cormier vs. Jones 2,2017-07-29,"Anaheim, California, USA",1,407.0
5f2197acaba7d5ef,DWCS 1.4,2017-08-01,"Las Vegas, Nevada, USA",0,
f4a031ac205ac580,UFC Fight Night: Pettis vs. Moreno,2017-08-05,"Mexico City, Distrito Federal, Mexico",1,408.0
d30415ec5e8783cd,DWCS 1.5,2017-08-08,"Las Vegas, Nevada, USA",0,
3a7513372f79c8c8,DWCS 1.6,2017-08-15,"Las Vegas, Nevada, USA",0,
06c60fc2c8dcd7bd,DWCS 1.7,2017-08-22,"Las Vegas, Nevada, USA",0,
22af3546bd967280,DWCS 1.8,2017-08-29,"Las Vegas, Nevada, USA",0,
a3244e3238541482,UFC Fight Night: Volkov vs. Struve,2017-09-02,"Rotterdam, Zuid-Holland, Netherlands",1,409.0
d86e913c548c07c2,UFC 215: Nunes vs Shevchenko 2,2017-09-09,"Edmonton, Alberta, Canada",1,410.0
1979c80150f630c4,UFC Fight Night: Rockhold vs. Branch,2017-09-16,"Pittsburgh, Pennsylvania, USA",1,411.0
9211aae062b799d6,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,"Saitama, Saitama, Japan",1,412.0
cc5834a495d1ea08,UFC 216: Ferguson vs. Lee,2017-10-07,"Las Vegas, Nevada, USA",1,413.0
d6b68eaf4b68b160,UFC Fight Night: Cerrone vs. Till,2017-10-21,"Gdansk, Poland",1,414.0
a7724f51e32e763e,UFC Fight Night: Brunson vs. Machida,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",1,415.0
a25b71fe5e31fa97,UFC 217: Bisping vs. St-Pierre,2017-11-04,"New York City, New York, USA",1,416.0
d856a0080ac09ed7,UFC Fight Night: Poirier vs. Pettis,2017-11-11,"Norfolk, Virginia, USA",1,417.0
caced97768818230,UFC Fight Night: Werdum vs. Tybura,2017-11-18,"Sydney, New South Wales, Australia",1,418.0
e7bc606d269896aa,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,"Shanghai, Hebei, China",1,419.0
30e8b4505f5ccf92,The Ultimate Fighter: A New World Champion Finale,2017-12-01,"Las Vegas, Nevada, USA",1,420.0
9e30f69cc0869301,UFC 218: Holloway vs. Aldo 2,2017-12-02,"Detroit, Michigan, USA",1,421.0
bcd124bcd3d5be46,UFC Fight Night: Swanson vs. Ortega,2017-12-09,"Fresno, California, USA",1,422.0
eaa0a728cc91ef60,UFC Fight Night: Lawler vs. Dos Anjos,2017-12-16,"Winnipeg, Manitoba, Canada",1,423.0
04076783ca83d6ae,UFC 219: Cyborg vs. Holm,2017-12-30,"Las Vegas, Nevada, USA",1,424.0
fc1868f56d3036eb,UFC Fight Night: Stephens vs. Choi,2018-01-14,"St. Louis, Missouri, USA",1,425.0
02177caefe7c07d4,UFC 220: Miocic vs. Ngannou,2018-01-20,"Boston, Massachusetts, USA",1,426.0
602bb270f2bdbf02,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,"Charlotte, North Carolina, USA",1,427.0
7cf20446453f852b,UFC Fight Night: Machida vs. Anders,2018-02-03,"Belem, Para, Brazil",1,428.0
15515e797aedc137,UFC 221: Romero vs. Rockhold,2018-02-10,"Perth, Western Australia, Australia",1,429.0
d181689653115b6a,UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,"Austin, Texas, USA",1,430.0
daa89f01e1c0f42a,UFC Fight Night: Emmett vs. Stephens,2018-02-24,"Orlando, Florida, USA",1,431.0
7929be8290289a47,UFC 222: Cyborg vs. Kunitskaya,2018-03-03,"Las Vegas, Nevada, USA",1,432.0
eed2b71d77d95416,UFC Fight Night: Werdum vs. Volkov,2018-03-17,"London, England, United Kingdom",1,433.0
49e7e05f902479ca,UFC 223: Khabib vs. Iaquinta,2018-04-07,"Brooklyn, New York, USA",1,434.0
620be7e0712d431b,UFC Fight Night: Poirier vs. Gaethje,2018-04-14,"Glendale, Arizona, USA",1,435.0
ad99fa5325519169,UFC Fight Night: Barboza vs. Lee,2018-04-21,"Atlantic City, New Jersey, USA",1,436.0
67ec58d7cf599835,UFC 224: Nunes vs. Pennington,2018-05-12,"Rio de Janeiro, Rio de Janeiro, Brazil",1,437.0
3144121470023e9a,UFC Fight Night: Maia vs. Usman,2018-05-19,"Santiago, Chile",1,438.0
f5990c11974d8e9c,UFC Fight Night: Thompson vs. Till,2018-05-27,"Liverpool, England, United Kingdom",1,439.0
d29b5c4f22c6357d,UFC Fight Night: Rivera vs. Moraes,2018-06-01,"Utica, New York, USA",1,440.0
2eae41f61776c60f,UFC 225: Whittaker vs. Romero 2,2018-06-09,"Chicago, Illinois, USA",1,441.0
3bbcd63a016d9715,DWCS 2.1,2018-06-12,"Las Vegas, Nevada, USA",0,
edd8d5d8089a35f8,DWCS 2.2,2018-06-19,"Las Vegas, Nevada, USA",0,
ac5f67109accb482,UFC Fight Night: Cowboy vs. Edwards,2018-06-23,"Kallang, Singapore",1,442.0
5b407acfe0ef9b76,DWCS 2.3,2018-06-26,"Las Vegas, Nevada, USA",0,
8215e4fe24e8e81b,The Ultimate Fighter: Undefeated Finale,2018-07-06,"Las Vegas, Nevada, USA",1,443.0
35585d970300d45a,UFC 226: Miocic vs. Cormier,2018-07-07,"Las Vegas, Nevada, USA",1,444.0
a8e133139286df84,DWCS 2.4,2018-07-10,"Las Vegas, Nevada, USA",0,
b45d6b73f4ca4467,UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,"Boise, Idaho, USA",1,445.0
d227958e8a0c1466,DWCS 2.5,2018-07-17,"Las Vegas, Nevada, USA",0,
4f732e58ed907eff,UFC Fight Night: Shogun vs. Smith,2018-07-22,"Hamburg, Hamburg, Germany",1,446.0
af70d268e5352186,DWCS 2.6,2018-07-24,"Las Vegas, Nevada, USA",0,
322a56923b396b4d,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",1,447.0
b35d1650c78c2948,DWCS 2.7,2018-07-31,"Las Vegas, Nevada, USA",0,
03b1e846b09f721d,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",1,448.0
478c8706bdb92440,DWCS 2.8,2018-08-07,"Las Vegas, Nevada, USA",0,
fe1fdc6be470f773,DWCS Brazil 1.1,2018-08-10,"Las Vegas, Nevada, USA",0,
c9b7071f15ac838c,DWCS Brazil 1.2,2018-08-11,"Las Vegas, Nevada, USA",0,
7a9ca95a92d7b64c,DWCS Brazil 1.3,2018-08-12,"Las Vegas, Nevada, USA",0,
c0342805a1948cbb,UFC Fight Night: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",1,449.0
d5ae8074631762fc,UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",1,450.0
8d49545dadf9b919,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,"Moscow, Moscow, Russia",1,451.0
852454c572675334,UFC Fight Night: Marreta vs. Anders,2018-09-22,"Sao Paulo, Sao Paulo, Brazil",1,452.0
1ef0eae31904e534,UFC 229: Khabib vs. McGregor,2018-10-06,"Las Vegas, Nevada, USA",1,453.0
33a331684283900f,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,"Moncton, New Brunswick, Canada",1,454.0
20821819c401ced8,UFC 230: Cormier vs. Lewis,2018-11-03,"New York City, New York, USA",1,455.0
