id,name,nickname,height_inches,reach_inches,stance,date_of_birth
3df223aeaacecf3f,Lucas Fernando,,75.0,80.0,,1997-01-10
3df5493bb279226f,Amanda Lemos,,64.0,65.0,Southpaw,1987-05-22
3e03cec9767d37e6,He-Man Gipson,,,,,
3e36811b7bc1f6ad,John Salgado,Greco,70.0,,,
3e38b1ea16bd4d86,Antonio Monteiro,Junior Negao,67.0,70.0,Orthodox,1995-07-02
3e514f437c51ce0a,Steven Graham,,73.0,,Orthodox,
3e61082025db8137,Yosdenis Cedeno,Pink Panther,68.0,69.0,Orthodox,1985-02-12
3e708ce33b6b18e6,Victor Martinez,The Brick,68.0,70.0,Orthodox,1991-07-17
3e8118c1ab52f211,Tuco Tokkos,,76.0,76.0,Orthodox,1990-06-30
3eb4dc9a7d4ac906,Ramona Pascual,,67.0,66.0,Southpaw,1988-09-23
3ec1e4ba98c9c85a,JC Cottrell,,69.0,,Orthodox,1989-11-04
3ecd936bd8814108,Cat Zingano,Alpha,66.0,68.0,Southpaw,1982-07-01
3edf45e1717fa764,Jaimelene Nievera,Queenie,65.0,,Orthodox,1984-10-28
3f11b5d4bd76a6d9,Damian Grabowski,The Polish Pitbull,73.0,75.0,Orthodox,1980-05-12
3f11fd1751fa83b1,Yizha,,67.0,71.0,Orthodox,1997-01-08
3f1d23b01c552a13,Michael Graves,,70.0,71.0,Orthodox,1991-01-08
3f24c96753dbd9f9,Scott Bessac,,76.0,,,
3f3550bf126a5721,Nikolajus Cilkinas,,,,Orthodox,
3f4c3bc822bea45d,Melissa Martinez,Super Mely,62.0,66.0,Southpaw,1997-08-18
3f52ce18fb98008f,Akira Corassani,,68.0,68.0,Orthodox,1982-08-27
3f56b99447f00607,Paul Redmond,Redser,70.0,,Orthodox,1986-10-20
3f7c14c7eca7195d,Roy Nelson,Big Country,72.0,73.0,Orthodox,1976-06-20
3f7dab21b6c971bc,Dequan Townsend,The Tarantula,75.0,79.0,Orthodox,1986-05-11
3f87218a7aca84c4,Toby Misech,2 Quick,68.0,,Southpaw,1988-03-07
3fa7688bfe48a493,Yoshinori Horie,,68.0,70.0,Orthodox,1995-05-10
3fa97913cfd205d3,Alessandro Costa,Nono,64.0,67.0,Orthodox,1996-01-28
3fed746acfd026dd,Todd Butler,,73.0,,Southpaw,
3feed7d02711d8b7,Courtney Buck,,70.0,,Orthodox,1982-03-19
3ff0d0dc7a14bb50,Micah Miller,Maverick,72.0,,Orthodox,1987-02-14
40093d1d2d78394e,Charles Rosa,Boston Strong,69.0,69.0,Switch,1986-08-24
400c7b43c86d27d3,Nikk Covert,The Brick,68.0,,,1969-08-04
402ea3b5ee233852,Lumumba Sayers,,72.0,,,1978-06-30
40389d39a92f5bfa,Wagnney Fabiano,The Silencer,66.0,69.0,Southpaw,1975-07-14
404ecb2700844072,DeAnna Bennett,The Argentine Assassin,64.0,68.0,Orthodox,1984-11-18
4078de7181a19142,James Wallace,Jesse,70.0,69.0,Orthodox,1992-11-17
40a456a25d52ee65,Rolando Bedoya,The Machine,71.0,74.0,Orthodox,1997-01-13
40a604761ca7d64d,Din Thomas,Dinyero,69.0,,Orthodox,1976-09-28
40cb680ae1cd331f,Yazmin Jauregui,,63.0,64.0,Orthodox,1999-02-28
40d8b74488743800,Carlton Minus,Clutch,70.0,75.0,Orthodox,1993-04-26
40f3cb27fc7305a1,Themba Gorimbo,The Answer,73.0,77.0,Orthodox,1991-01-23
40ff198adda94b9f,Mark Eddiva,,68.0,68.0,Orthodox,1986-02-16
4100c7a09497ad41,Kay Hansen,,62.0,63.0,Orthodox,1999-08-14
410898e8dd6ca9b6,Ernie Juarez,The Young Titan,68.0,70.0,,1998-01-12
411539901068522f,Jodie Esquibel,,61.0,64.0,Orthodox,1986-05-07
411d012af19ecb59,Chris Spang,The Kiss,74.0,,Orthodox,1987-11-26
4122da4f791b2f4f,Kolton Englund,White Assassin,70.0,69.0,Orthodox,1993-07-09
4123fd4dcc1fe937,David Terrell,The Soul Assassin,73.0,,Southpaw,1978-01-09
4126a78111c0855a,Caio Borralho,The Natural,73.0,75.0,Southpaw,1993-01-16
4130a743d9d22163,Alan Belcher,The Talent,74.0,75.0,Orthodox,1984-04-24
4144798612ef96e5,Edmen Shahbazyan,The Golden Boy,75.0,75.0,Orthodox,1997-11-20
4145caa2c999fbac,Dennis Dombrow,,,,,1986-03-17
4148802ae4a50768,Daniel Zellhuber,Golden Boy,73.0,77.0,Switch,1999-07-07
41498c2d1a87b154,Zviad Lazishvili,,66.0,69.0,Orthodox,1991-10-25
414bddf0c80c41e1,Josh Diekmann,The Freight Train,64.0,,,1976-10-09
41904fc4d3f5bffc,Ariel Gandulla,,71.0,,Orthodox,1968-05-07
41cc71cbf210e0fe,Hyder Amil,The Hurricane,69.0,70.0,Switch,1990-05-28
41dca66f9dadfc86,Miika Mehmet,,,,Orthodox,
41e77dc504a192c6,Chris Condo,,72.0,,Orthodox,
41e83a89929d1327,Jailton Almeida,Malhadinho,75.0,79.0,Orthodox,1991-06-26
41f3cfdab0b22236,Achilles Estremadura,,70.0,68.0,Orthodox,1992-03-11
41f90012b86a11bf,Raphael Pessoa,Bebezao,75.0,78.0,Orthodox,1989-03-09
42078a86d3dd037b,Rob Yundt,Monster,73.0,,Orthodox,1980-05-05
421ccfc6ddb17958,Sam Liera,,,,,
4234f0097c83fa62,Sijara Eubanks,SarJ,64.0,67.0,Orthodox,1985-04-27
42775dc893603154,Brian Davidson,,66.0,,,
427b5953ac8e3a27,Demian Maia,,73.0,72.0,Southpaw,1977-11-06
42883268854b78be,Derek Getzel,The Pretzel,72.0,,,
429e7d3725852ce9,Royce Gracie,,73.0,,Southpaw,1966-12-12
42a7e90605df3c8a,Damian Stasiak,Webster,65.0,70.0,Orthodox,1990-02-20
42ac4020cba261ad,Caolan Loughran,The Don,66.0,68.0,Orthodox,1996-05-18
42c96a9c4802e2e1,Kultar Gill,Black Mamba,72.0,,Orthodox,1979-03-24
4304992c2acc187b,Bart Palaszewski,Bartimus,69.0,70.0,Orthodox,1983-05-30
430c533614d45813,Patricia Alujas,The Angel,64.0,64.0,Orthodox,1996-05-08
431262bbc69215dc,Jair Farias,Chosen,73.0,76.0,Orthodox,1993-03-16
43292ecf0e72c143,Georgi Karakhanyan,Insane,68.0,,,1985-05-29
4333a8e70a672eb7,Brogan Walker,The Bear,64.0,67.0,Switch,1988-08-02
43563a32c3f10e95,Cyrille Diabate,The Snake,78.0,81.0,Southpaw,1973-10-06
43612456979e5d5e,Steve Byrnes,The Sergeant,72.0,,Orthodox,
436cdea7bdfdc016,Yokthai Sithoar,,67.0,,,1974-12-25
436f970c9ea9169c,Gabriel Benitez,Moggly,68.0,71.0,Southpaw,1988-06-15
43a59ce3bb40449e,Mizuki,,63.0,65.0,Orthodox,1994-08-19
43db649da89fac4b,Rilley Dutro,,68.0,,Orthodox,1987-09-03
4408865b4e65e374,Maria Silva,Viuva Negra,63.0,64.0,Orthodox,1995-12-19
440c9dbab63528fb,Paul Herrera,The Bone Crusher,70.0,,Orthodox,
4417980b3e798abf,Reuben Duran,,67.0,71.0,Orthodox,1983-07-02
441eacbe20e0e80b,Augusto Sakai,,75.0,77.0,Orthodox,1991-05-09
44260175069b6276,Jens Pulver,Little Evil,67.0,70.0,Southpaw,1974-12-06
442c9011034ae1fd,Ian Machado Garry,The Future,75.0,74.0,Orthodox,1997-11-17
443835675e8fc6ca,Travis Johnson,,,,,
4438482bd1d5a029,Jaime Alvarez,,68.0,69.0,Orthodox,1988-03-08
443f60bec7c3c3d5,Michael McBride,,73.0,,Orthodox,1986-03-09
44470bfd9483c7ad,Katsunori Kikuno,,68.0,66.0,Orthodox,1981-10-31
445a98acb8985970,Falaniko Vitale,Niko,70.0,,Orthodox,1974-07-14
4461d7e47375a895,Tatsuro Taira,,67.0,70.0,Orthodox,2000-01-27
447f9858ae78f921,Muslim Salikhov,King of Kung Fu,71.0,70.0,Orthodox,1984-06-09
4498b382c65a7faa,Roxanne Modafferi,The Happy Warrior,67.0,69.0,Orthodox,1982-09-24
449c890bd90f3374,Hector Sandoval,Kid Alex,62.0,64.0,Orthodox,1986-07-19
44a1dd0ef4373edc,Jeri Sitzes,,65.0,,,
44a94bbde42246e4,Gleidson Cutis,Poney,69.0,,Orthodox,1989-02-07
44aa652b181bcf68,Marcelo Aguiar,,70.0,,Orthodox,
44bc27bfa76dcd9e,Renee Forte,,67.0,71.0,Orthodox,1987-03-27
44c233770075cea1,Shingo Kohara,,66.0,,,
44f234a36324e6c8,Mario Piazzon,,69.0,73.0,Orthodox,1998-04-06
44f9c777fed7ca03,Frank Caracci,,,,,
450bacdacd706bcd,Pawan Maan,,67.0,70.0,Orthodox,1986-04-06
4512e46543b960ad,Pedro Otavio,Te Pedro,75.0,,Orthodox,
45230be0641f3f53,Leonardo Morales,Chimy,68.0,,Southpaw,1992-12-22
453ee00c3e1ae9dd,Ron Faircloth,,69.0,,Orthodox,1979-08-16
454c1f0b638972ab,Armando Villarreal,La Lumbre,67.0,66.0,Southpaw,1989-08-08
454c3e9d4cd4a1b3,Joe Duarte,,,,,1977-01-25
4565d435005319c0,Minoki Ichihara,,67.0,,Orthodox,
456c02115efc4a01,Bruno Carvalho,,68.0,,,1982-06-07
459e4dc69ec669b2,Jason Novelli,Flipside,72.0,,Orthodox,1979-06-08
45a2ba3ef82b9700,Henry Miller,Sentoryu,67.0,,Southpaw,1969-07-16
45b82ebf0b9e0fd2,Ivan Valenzuela,Bam Bam,74.0,77.0,Orthodox,1992-11-17
45bc8f98d62bd096,Jordan Radev,,67.0,,Southpaw,1976-09-28
45e738622ea2c02c,Timur Valiev,Lucky,66.0,67.0,Orthodox,1990-01-19
45f0cc9d18f35137,Chris Gutierrez,El Guapo,69.0,67.0,Orthodox,1991-04-22
45f7cb591c3ab00b,Sean Brady,,70.0,72.0,Orthodox,1992-11-23
45fe6765c56d8018,Andre Galvao,,67.0,,Orthodox,1982-09-29
4604ab1de9058474,Mark Robinson,White Rhino,72.0,,Orthodox,
4638cc6479cc0afe,Masio Fullen,Lobo,70.0,70.0,Orthodox,1986-10-06
4665cbf36b08193b,Chris Avila,,70.0,,Orthodox,1993-01-16
4665f9f909cd7214,Shinsho Anzai,Animal,67.0,70.0,Orthodox,1985-12-01
4679a38cced7c64a,Yuri Vaulin,,76.0,,Southpaw,
4682bc59d5f55145,Sean Woodson,The Sniper,74.0,78.0,Orthodox,1992-06-07
4690d47bf725fd98,Gokhan Saki,The Rebel,72.0,73.0,Orthodox,1983-10-19
46a17755f80f63e8,Hugo Cunha,Silverback,75.0,79.0,Orthodox,1993-02-04
46a2f24feb258ae0,Valerie Letourneau,Trouble,67.0,68.0,Orthodox,1983-04-29
46baf0f57edfa4df,Joey Beltran,The Mexicutioner,73.0,75.0,Orthodox,1981-12-08
46c8ec317aff28ac,Patrick Smith,,74.0,,Orthodox,1963-08-28
46d0a888d87d91ac,Abu Azaitar,Captain Morocco,69.0,76.0,Orthodox,1986-03-10
46e0d677f91bacc0,Miles Johns,Chapo,67.0,66.0,Orthodox,1994-03-30
46e2011d92463b7e,Oumar Sy,,76.0,83.0,Orthodox,1995-11-21
46e2ca71fd5089cb,Reese Andy,Riptide,72.0,,Orthodox,1973-03-31
46effbd1135423c5,Sean O'Haire,,77.0,,Orthodox,1971-02-25
46f11d15c0134fe3,Larry Cureton,,74.0,,Orthodox,
46f557bd44da630e,Richard Jacobi,,76.0,75.0,Orthodox,1993-09-28
46fd223e3ced39b3,Ryan Couture,,70.0,73.0,Orthodox,1982-08-27
470fedbc8563ac47,Daniel Omielanczuk,,72.0,74.0,Southpaw,1982-08-31
4729c93ba705a3bf,Kiefer Crosbie,BDK,71.0,70.0,Switch,1990-04-05
472f6f6e6d962f40,Barb Honchak,Little Warrior,64.0,65.0,Orthodox,1979-08-30
473ce3aa581251a2,Dan Hardy,The Outlaw,72.0,74.0,Orthodox,1982-05-17
476414d2f18cd059,Andy Wang,,66.0,,Orthodox,1977-05-28
476fe566d2df676e,Modestas Bukauskas,The Baltic Gladiator,75.0,78.0,Switch,1994-02-10
4784a5b4a452464a,Janaina Silva,Jana-Iron-Hand,61.0,60.0,Orthodox,1992-02-16
478c8706bdb92440,Tatsuya Mizuno,,73.0,,Southpaw,1981-06-02
4793a2d90f5ab8ae,Jeremy Umphries,,,,,
4798e823ada58fe9,Veronica Hardy,,64.0,64.0,Southpaw,1995-10-30
47b63240018d5d86,Rose Namajunas,Thug,65.0,65.0,Orthodox,1992-06-29
47b7e4e60813b7b2,Shungo Oyama,,71.0,,Southpaw,1974-04-11
47b9e0e7703a4868,Jorge Masvidal,Gamebred,71.0,74.0,Orthodox,1984-11-12
47cd337b86b1af92,Zak Ottow,The Barbarian,71.0,72.0,Orthodox,1986-12-22
47fcdcaccb58ca80,Elias Urbina,,75.0,77.0,Southpaw,1993-10-09
480779d7f9a424d3,Mairon Santos,The Legend,67.0,72.0,Orthodox,2000-06-10
480b702debcb5433,Dan Cramer,,74.0,,Orthodox,1985-10-31
4834ff149dc9542a,Norifumi Yamamoto,Kid,64.0,66.0,Southpaw,1977-03-15
483a953b18d73bb3,Deron Winn,,66.0,70.0,Orthodox,1989-06-13
484acc7b0f856ce9,Ben Saunders,Killa B,74.0,77.0,Orthodox,1983-04-13
48544433372ecfa6,Cory Devela,The One,60.0,,Orthodox,
487c170da059857d,Junya Kudo,,,,Orthodox,
48812daf291a4e23,Mateus Mendonca,Bocao,66.0,71.0,Orthodox,1999-01-17
4887e5bc4dbb73ff,Alexandru Lungu,,72.0,,Orthodox,1974-09-03
489413d3be819647,David Gomez,,,,,1983-08-08
48a9a128784d53d1,Elves Brener,,70.0,72.0,Orthodox,1997-09-27
48d1f690b763934c,Chael Sonnen,,73.0,73.0,Southpaw,1977-04-03
48e093ea1f43a053,Takeya Mizugaki,,67.0,69.0,Orthodox,1983-12-16
48e96d9cea6d4ab0,Josh Clopton,The Gentleman,66.0,,Orthodox,1981-07-11
4908c5ee68a50ee5,Brad Imes,Hillbilly Heartthrob,79.0,,Orthodox,1977-03-13
4920292f5d9b76df,Will Santiago,The Brown Bomber,67.0,,Orthodox,1983-02-08
492b202d2064e7a9,Fabricio Werdum,Vai Cavalo,76.0,77.0,Orthodox,1977-07-30
4948e412fa6ab67d,Ravena Oliveira,Kenoudy,65.0,65.0,Orthodox,1997-02-20
494b0bfdbac74502,Brendan O'Reilly,Badger,67.0,69.0,Orthodox,1987-06-24
4955c524c2a71469,Yazan Hajeh,Yazzle Dazzle,69.0,,Orthodox,1992-09-04
4956f60b7fa57c1a,Hans Nijman,,72.0,,Switch,1959-10-23
49590e0508b2c19f,David Levicki,,77.0,,,
4959f10a62f3fec3,Cheyanne Vlismas,The Warrior Princess,63.0,63.0,Switch,1995-06-25
495add4fbede0a44,Gennaro Strangis,,,,,
497ba5b12a4bfc47,Jason Brilz,Hitman,71.0,71.0,Orthodox,1975-07-07
4985113c0928aa62,Jackie Lee,,,,,
49858bf46dabf6fb,Nordine Taleb,,73.0,74.0,Orthodox,1981-06-10
49a74b9fb2e45fdf,Neil Seery,2Tap,64.0,64.0,Orthodox,1979-08-30
49b130de1da2e1bf,Sarah Alpar,Too Sweet,64.0,63.0,Southpaw,1991-06-01
49bddfee9ed54cf3,Louis Taylor,Handgunz,71.0,,Orthodox,1979-05-12
49c29e57d4e2be6f,Justin McElfresh,,78.0,,Orthodox,1980-01-04
49c7236c737d7e59,Chance Farrar,,69.0,,Southpaw,1975-09-11
49d2a08964c5eb11,Nursulton Ruziboev,Black,77.0,76.0,Orthodox,1993-11-19
49d78120e0a4f607,Greg Rebello,Ribz,72.0,73.0,Southpaw,1982-06-13
49dea784f6cfed71,Ashiek Ajim,Peak Physique,68.0,71.0,Switch,1994-06-19
49e49b54e5901d0d,Eddie Mendez,,70.0,,,1984-01-16
49e7e05f902479ca,Tadao Yasuda,,76.0,,Orthodox,1963-10-09
49e96ff8ab781589,Tyson Pedro,,75.0,79.0,Orthodox,1991-09-17
49edd0d90f60fb7d,Brendson Ribeiro,The Gorilla,75.0,81.0,Orthodox,1996-09-08
49ee5024966efc0d,Mounir Lazzez,The Sniper,73.0,76.0,Orthodox,1987-11-16
49efbdc6c9f650c4,Icho Larenas,,75.0,,Orthodox,1980-03-12
49f4171f14f54220,Masuto Kawana,Mast,66.0,69.0,Orthodox,1995-01-30
49f4b511932f71e9,David Michaud,BullDawg,69.0,,Orthodox,1988-11-10
49f78022126bf4a4,Cesar Arzamendia,Goku,71.0,,Orthodox,1991-01-31
4a01dc8376736ef5,John Lewis,,72.0,,Southpaw,
4a043165cf47cab2,Juancamilo Ronderos,100,63.0,64.0,Southpaw,1995-02-17
4a1329cc8eb0928a,Maximo Blanco,Maxi,68.0,71.0,Orthodox,1983-10-16
4a191f4ea2fce7fc,Anvar Boynazarov,The Uzbek,69.0,,Orthodox,1989-01-10
4a1a492f299581d9,Andy Uhrich,,72.0,,,
4a28cb716c19157a,Stephen Thompson,Wonderboy,72.0,75.0,Orthodox,1983-02-11
4a35913bd9aa4161,Dennis Reed,,,,Orthodox,
4a482a0100cfcd0a,Justin Wilcox,Silverback,66.0,,Orthodox,1979-03-12
4a57ebb14315b251,Randa Markos,Quiet Storm,64.0,63.0,Orthodox,1985-08-10
4a9120fa47bafef0,Jinnosuke Kashimura,,67.0,71.0,Southpaw,2001-08-12
4a9e305633f3ef47,Rolando Perez,,68.0,,Orthodox,
4aa58269d0664b5b,Matthew Semelsberger,Semi The Jedi,73.0,75.0,Switch,1992-11-23
4ab36d70d1b28b58,Christian Lohsen,Hollywood,74.0,77.0,Southpaw,1995-01-24
4ac1ecf8ce59ef23,Jason Saggo,,71.0,71.0,Orthodox,1985-11-23
4acb99524a9a81ab,Maurice Eazel,,67.0,,,
4ae4049426e0161d,Alexis Dufresne,Sneaky Zebra,69.0,,Orthodox,1990-08-31
4b1d46a1b5c0fd11,Alberto Mina,Soldier of God,72.0,77.0,Orthodox,1982-05-02
4b2390cfaceb91d8,Naoya Ogawa,,76.0,,Orthodox,1968-03-31
4b37a0bc2ab4cae1,Pablo Alfonso,The Hurricane,68.0,,,1983-05-09
4b450aa602611baa,Angel De Anda,The Dream,69.0,,Orthodox,1985-05-28
4b4753d19489297f,Anthony Perosh,The Hippo,75.0,75.0,Orthodox,1972-10-05
4b47e71384a9522f,Tim Means,The Dirty Bird,74.0,75.0,Orthodox,1984-02-20
4b4fc3ddc307bc73,James Zikic,The Messenger,74.0,,Orthodox,1977-03-01
4b8fb0453a596b8e,Hector Urbina,El Toro,71.0,73.0,Orthodox,1987-09-17
4b90384d7c3519b8,Vince Murdock,,66.0,64.0,Orthodox,1991-03-21
4b93a88f3b1de35b,Michael Chandler,Iron,68.0,71.0,Orthodox,1986-04-24
4ba8d454f762005d,Zak Cummings,,72.0,75.0,Southpaw,1984-08-02
4bb0f74d5e26f89a,Ty Flores,Big Medicine,75.0,73.0,Switch,1993-12-22
4bb9d7a32d02a03e,Craig Oxley,,69.0,,,1973-02-14
4bcb6eb12b4ad4aa,Vitor Miranda,Lex Luthor,73.0,77.0,Orthodox,1979-03-10
4bd6b4800070b069,Chas Skelly,The Scrapper,71.0,72.0,Orthodox,1985-05-11
4bdedbdeedff7d1d,Bolaji Oki,The Zulu Warrior,70.0,73.0,Orthodox,1995-11-15
4bf6b225ff6099c4,Domingo Pilarte,Son of Fire,72.0,73.0,Southpaw,1990-01-05
4c12aa7ca246e7a4,Yuhi Sano,,71.0,,Orthodox,1965-02-02
4c27ca8c8481f79a,Alexandre Franca Nogueira,Pequeno,67.0,,Orthodox,1978-01-15
4c288a2b250bb576,Luke Jumeau,The Jedi,71.0,72.0,Orthodox,1988-02-12
4c2d90e335e6df19,Alexis Davis,,66.0,68.0,Orthodox,1984-10-04
4c7781da8c6cae93,Ryan LaFlare,,73.0,74.0,Southpaw,1983-10-01
4c78fc005a53831d,Eldari Kurtanidze,,66.0,,Orthodox,1972-04-16
4c7afd56ef1947ac,Li Yunfeng,,68.0,68.0,Orthodox,1999-03-08
4c805f5f58a75df0,Mikey Burnett,The Eastside Assassin,66.0,,Orthodox,1974-04-12
4c88a1db5a46c6a4,Jai Herbert,Black Country Banger,73.0,77.0,Orthodox,1988-05-13
4c8d6fde2dde07c4,Dan Lauzon,The Upgrade,70.0,,Orthodox,1988-03-30
4c9b84d559822830,Emiliano Sordi,He-Man,74.0,,Orthodox,1991-02-15
4cb79988b2a9bd07,Marilia Santos,Chocolate,64.0,,Orthodox,1992-12-12
4cd8b03aee1d0138,Shane Young,Smokin',68.0,72.0,Orthodox,1993-07-31
4d25497994da569c,Lazar Stojadinovic,The Bronx Bomber,67.0,68.0,Southpaw,1989-03-22
4d44f37107f01b9b,Tom Lawlor,Filthy,72.0,74.0,Southpaw,1983-05-15
4d5197f331c47290,Paige VanZant,12 Gauge,64.0,65.0,Orthodox,1994-03-26
4d74641fac830182,Brad Gumm,,71.0,,Orthodox,
4d8fa64202cee4c1,Jalin Turner,The Tarantula,75.0,77.0,Southpaw,1995-05-18
4dc496aa0cfc0d95,Harry Moskowitz,Dirty,77.0,,Orthodox,
4dcfb28c011c11b2,Wellington Turman,The Prodigy,72.0,72.0,Orthodox,1996-07-22
4debc6c4c6249690,Patrik White,Primetime,72.0,72.0,Orthodox,1993-06-11
4e06913c91da5200,Krzysztof Jotko,,73.0,77.0,Southpaw,1989-08-19
4e0692ad070976e4,Lyman Good,Cyborg,72.0,74.0,Orthodox,1985-05-26
4e30e4250cb08b61,Loma Lookboonmee,,61.0,61.0,Orthodox,1996-01-18
4e33534d1e036444,Jhonata Silva,,65.0,66.0,Orthodox,1997-04-24
4e5bbc4566049cbf,Branko Cikatic,,73.0,,Orthodox,1954-10-03
4e6738062d469256,Sedriques Dumas,The Reaper,74.0,79.0,Orthodox,1995-08-06
4e77d070239699e2,Maiju Kujala,,,,,
4e9fb05d7e5e61b8,Wesley Correira,Cabbage,75.0,,Orthodox,1978-11-11
4eccb78d628b2238,Jinensibieke Asikeerbai,,66.0,69.0,Orthodox,1988-07-10
4f11e9ce318ffbcb,Anthony Christodoulou,,69.0,,Orthodox,1987-07-30
4f140403000158b5,Herbert Burns,The Blaze,69.0,73.0,Orthodox,1988-02-02
4f2fcbefb668689d,Jake Rosholt,,73.0,,Orthodox,1982-02-09
4f3064faf17aa711,Tamires Vidal,Tractor,66.0,68.0,Orthodox,1998-07-27
4f4dac51adc1af4f,Diego Saraiva,The Octopus,66.0,,Orthodox,1982-04-23
4f670b7972fa0a2e,Sherron Leggett,Rob Roy,68.0,,Southpaw,1978-10-27
4f732e58ed907eff,Ross Pearson,The Real Deal,68.0,69.0,Orthodox,1984-09-26
4f736494fc733095,Carlos Eduardo Rocha,Ta Danado,70.0,73.0,Orthodox,1981-07-12
4f74c8be51db8a37,Daiju Takase,,72.0,,Southpaw,1978-04-20
4f7e290e71d60f87,Rulon Gardner,,75.0,,Orthodox,1971-08-16
4f853e98886283cf,Carlo Prater,Neo,71.0,72.0,Switch,1981-06-25
4f95f74620a6b7a4,David Heath,,71.0,72.0,Orthodox,1976-02-10
4fcf6e0c4e0e6664,Izabela Badurek,,65.0,,Orthodox,1991-07-11
4fd140eea593526e,Pat Pytlik,,72.0,73.0,Orthodox,1989-04-24
4fe9492959834bf7,Chad W. Saunders,,70.0,,Orthodox,
501b07aec9b8fc2d,Sam Stout,Hands of Stone,69.0,70.0,Orthodox,1984-04-23
505934897b8b4824,Thaddeus Luster,,75.0,,,
5078e1dacf9d25f4,Luana Santos,,66.0,67.0,Orthodox,2000-04-16
5095b0920a3602aa,Blake Bilder,El Animal,68.0,68.0,Switch,1990-07-12
509697e08673d2e5,Hiromitsu Miura,,69.0,71.0,Orthodox,1981-09-22
50a28b9f8314e008,Saidyokub Kakhramonov,,68.0,69.0,Orthodox,1995-11-14
50c469e0cb73be10,Yura Naito,2 FACE,72.0,74.0,Orthodox,1996-04-26
50cc91ce2982785d,Ricco Rodriguez,Suave,76.0,,Orthodox,1977-08-19
50d2f0018bcf9eef,Pat Healy,Bam Bam,72.0,72.0,Orthodox,1983-07-20
50db8711c70196cd,Ovince Saint Preux,,75.0,80.0,Southpaw,1983-04-08
51018a31ddf31eb2,Molly McCann,Meatball,64.0,62.0,Orthodox,1990-05-04
5108b169b5fe1f86,Josh LaBerge,,70.0,,,
5114f1b5ad4cdf72,Shane Primm,,75.0,,Orthodox,1984-07-30
511e82663651438d,Michael Johnson,The Menace,70.0,73.0,Southpaw,1986-06-04
513c6f1715e547a8,Brock Lesnar,,75.0,81.0,Orthodox,1977-07-12
513e84bfe65ff509,Luis Gomez,Tiger Junior,67.0,68.0,Orthodox,1995-01-28
5140122c3eecd307,Daichi Abe,,71.0,71.0,Orthodox,1991-11-27
518e5202a91980d4,Nate Moore,,72.0,,,
519e4fe37ce9ff75,Drew Dober,,68.0,70.0,Southpaw,1988-10-19
51a0c09cbe9b8472,Liz Carmouche,Girlrilla,66.0,66.0,Orthodox,1984-02-19
51b0bb73a1da34bc,Mike Ciesnolevicz,,72.0,,Orthodox,1979-10-28
51b1e2fd9872005b,Mackens Semerzier,Da Menace,69.0,72.0,Orthodox,1980-11-03
51c655162e462ceb,Shannon Ross,The Turkish Delight,66.0,66.0,Switch,1989-05-12
51d2aaaca56e5b40,Yurij Kiseliov,Playboy,68.0,,Orthodox,
51e86de150ee8be6,Thibault Gouti,GT,70.0,72.0,Orthodox,1987-02-27
523af801b3429015,Allan Zuniga,Tigre,67.0,70.0,Orthodox,1992-04-04
523f6ad11dbe9b53,Hans Stringer,,75.0,,Orthodox,1987-07-06
523fa774700d7d3f,Court McGee,The Crusher,71.0,75.0,Orthodox,1984-12-12
528b071cf3da7c56,Luana Carolina,Dread,66.0,69.0,Orthodox,1993-06-11
528c24b99fbaab79,Johnny Eduardo,,67.0,71.0,Orthodox,1978-08-03
52b3ec072ad497a4,Dominic Brown,,71.0,,,1982-06-04
52ba464d9068d871,Elias Silverio,Xuxu,71.0,73.0,Orthodox,1986-09-22
52c2ae6d2f2d2613,Youssef Zalal,The Moroccan Devil,70.0,72.0,Switch,1996-09-04
52cae54377b433b7,Nate Quarry,Rock,72.0,72.0,Open Stance,1972-03-18
52d92050a046bc17,Crosley Gracie,,69.0,,Orthodox,1979-07-18
52e76bb4b3e852f3,Antonio Carlos Junior,Cara de Sapato,74.0,79.0,Orthodox,1990-03-16
52ef95b5860fb28c,Jean Silva,Lord,67.0,69.0,Orthodox,1996-12-27
53278852bcd91e11,Igor Pokrajac,The Duke,72.0,74.0,Orthodox,1979-01-02
5330fe7e4c3af81c,Floyd Sword,,72.0,,Orthodox,1976-08-24
5331b25a60417ffb,Anthony Rocco Martin,,72.0,73.0,Orthodox,1989-12-11
5345f86680378fc1,Ken Kaneko,,72.0,,Orthodox,
539ed332b3078821,Sarah Moras,Cheesecake,67.0,67.0,Orthodox,1988-04-30
53adf5b845d91e4a,Bertrand Amoussou,,68.0,,Orthodox,
53bb0d40905b87c0,Jay Silva,,74.0,,Southpaw,
53c10176e3bc7416,Felipe Bunes,Felipinho,67.0,69.0,Orthodox,1989-10-29
53c943c873cffe90,Philipe Lins,Monstro,74.0,78.0,Orthodox,1985-08-17
53e4e21f4c688801,Hiroshi Izumi,,,,Orthodox,1982-06-22
53e533db1b8e9712,Jack Nilson,,,,,
53ec9cb470e1a4ea,Jon Tuck,Super Saiyan,71.0,73.0,Orthodox,1984-08-28
53f84637dfffab7a,Eric Wisely,Little Lee,68.0,,Southpaw,1984-07-25
542db012217ecb83,Tetsuji Kato,,,,Orthodox,
5431dccc09118234,Lance Benoist,,71.0,72.0,Southpaw,1988-08-26
5442f1bc4b47eaf3,Chris Curtis,Action-Man,70.0,75.0,Orthodox,1987-07-15
