cutoff_year,best_params,log_loss
2016,"{""k"": 76, ""n_estimators"": 819, ""num_leaves"": 32, ""max_depth"": 4, ""min_child_samples"": 103, ""subsample"": 0.4911449666590045, ""subsample_freq"": 5, ""colsample_bytree"": 0.51405696907504, ""reg_alpha"": 0.19136601420019098, ""reg_lambda"": 0.003352387946915718}",0.6042479463377743
2017,"{""k"": 77, ""n_estimators"": 818, ""num_leaves"": 22, ""max_depth"": 5, ""min_child_samples"": 148, ""subsample"": 0.5344290388965613, ""subsample_freq"": 1, ""colsample_bytree"": 0.5003698971892415, ""reg_alpha"": 0.126701469092905, ""reg_lambda"": 0.2811235593387262}",0.6098017628942087
2018,"{""k"": 65, ""n_estimators"": 839, ""num_leaves"": 10, ""max_depth"": 5, ""min_child_samples"": 112, ""subsample"": 0.4506285378656036, ""subsample_freq"": 2, ""colsample_bytree"": 0.9195572220244977, ""reg_alpha"": 0.1819859466398164, ""reg_lambda"": 0.42778079888547854}",0.6074950062437827
2019,"{""k"": 100, ""n_estimators"": 994, ""num_leaves"": 18, ""max_depth"": 5, ""min_child_samples"": 215, ""subsample"": 0.8417046109610741, ""subsample_freq"": 5, ""colsample_bytree"": 0.4363916387736544, ""reg_alpha"": 0.052284349072330316, ""reg_lambda"": 0.001147529911856331}",0.6126150009755366
2020,"{""k"": 98, ""n_estimators"": 890, ""num_leaves"": 12, ""max_depth"": 3, ""min_child_samples"": 123, ""subsample"": 0.5110682945894601, ""subsample_freq"": 8, ""colsample_bytree"": 0.8493919713073568, ""reg_alpha"": 0.024908895409316397, ""reg_lambda"": 0.003600519248816135}",0.6121901217923036
2021,"{""k"": 98, ""n_estimators"": 1000, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 104, ""subsample"": 0.6763207000659641, ""subsample_freq"": 5, ""colsample_bytree"": 0.5858848253613699, ""reg_alpha"": 0.0019254176387895868, ""reg_lambda"": 0.12108107028634638}",0.6136340721463962
2022,"{""k"": 88, ""n_estimators"": 949, ""num_leaves"": 19, ""max_depth"": 3, ""min_child_samples"": 123, ""subsample"": 0.5322953776717899, ""subsample_freq"": 6, ""colsample_bytree"": 0.7917084924100426, ""reg_alpha"": 0.08243781646506229, ""reg_lambda"": 8.00599133292393}",0.6118584095787312
2023,"{""k"": 92, ""n_estimators"": 999, ""num_leaves"": 17, ""max_depth"": 4, ""min_child_samples"": 139, ""subsample"": 0.6818736010348992, ""subsample_freq"": 2, ""colsample_bytree"": 0.9885878167402735, ""reg_alpha"": 0.02091306031161876, ""reg_lambda"": 3.818500985711433}",0.6151760258697447
