id,name,promotion,date,country,is_ufc_event,event_order
58262,La Onda - Fight Night 3,La Onda,2011-10-30,DE,0,
57911,NOWC - Night of World Champions,Night of World Champions,2011-11-01,BR,0,
107414,Next Japan - Gekitotsu 4,Gekitotsu,2011-11-03,JP,0,
243788,Ukraine MMA Federation - Battle for Nikolaev,Ukraine MMA Federation,2011-11-03,UA,0,
56078,SCC - Superior Cage Combat 3,Superior Cage Combat,2011-11-04,US,0,
57812,Disorderly Conduct 4 - Turf War,Disorderly Conduct,2011-11-04,US,0,
152318,Boji Wang - King of Fighting,Boji Wang,2011-11-04,CN,0,
58184,Fight King - Doomsday,Fight Kings,2011-11-04,US,0,
56675,CPWC - Central Pennsylvania Warrior Challenge 14,CPWC,2011-11-04,US,0,
74042,WF - Wazari Fight,Wazari Fight,2011-11-04,BR,0,
73184,Fight Night 28 - Fort Knox,Fight Night (Australia),2011-11-04,AU,0,
67214,UAMA - Warriors Honor 6,Ukranian Assoc. of Martial Arts,2011-11-04,UA,0,
57905,SF - Showfight 10,Showfight (Portugal),2011-11-04,PT,0,
54473,UFC 138 - Leben vs. Munoz,UFC,2011-11-05,UK,1,188
55877,ProElite 2 - Big Guns,ProElite,2011-11-05,US,0,
55340,MMAA - MMA Attack,MMA Attack,2011-11-05,PL,0,
57404,Hoosier FC 9 - Fall Brawl,Hoosier Fight Club,2011-11-05,US,0,
52061,Shooto - Shooto the Shoot 2011,Shooto,2011-11-05,JP,0,
58481,TCF - Rumble at the Ranch 2,Trilogy Championship Fighting,2011-11-05,US,0,
58670,Fight Nights - Battle of Moscow 5,Fight Nights Global,2011-11-05,RU,0,
57956,Bushido Lithuania - vol. 47,Bushido Lithuania,2011-11-05,UK,0,
58046,WUFC - Memorial 7,World Ultimate Full Contact,2011-11-05,CH,0,
57818,UFF - X,United Fighting Federation,2011-11-05,US,0,
48128,URCC 20 - XX,URCC,2011-11-05,PH,0,
57929,IF - Iron Fist 4,Iron Fist Poland,2011-11-05,PL,0,
71636,Shamrock Events - Night of Mayhem 3,Shamrock Events,2011-11-05,AU,0,
61388,CE - Chihuahua Extremo,Chihuahua Extremo,2011-11-05,MX,0,
57953,PMMAF - Polish MMA Championships Finals,Polish MMA Federation,2011-11-05,PL,0,
58256,BFC 3 - Rogers vs. Lobov,Budo Warriors,2011-11-05,UK,0,
57581,WOCS - Watch Out Combat Show 16,Watch Out,2011-11-05,BR,0,
68120,SS - Sportfight Scotland 14,Sportfight Scotland,2011-11-05,UK,0,
57803,WBFN - Wild Bills Fight Night 41,Wild Bills,2011-11-05,US,0,
57752,AFC 7 - Break Out,Armageddon FC,2011-11-05,CA,0,
58064,MSG - Memorijal Gidra Stojanovic,Memorijal Gidra Stojanovic,2011-11-05,ME,0,
57920,Driller Promotions - Evolution at Epic,Ignite Fights (Driller Promotions),2011-11-05,US,0,
57959,NoF 2 - Laincz vs. Jakopic,Night of Fights,2011-11-05,SK,0,
63218,Brave FC - Gold Edition,Brave Fighting Championship,2011-11-05,BR,0,
57917,Ultimate Cage Combat 5 - The Comeback,Ultimate Cage Combat,2011-11-05,US,0,
61904,XCF - Underground Fist 2,Xtreme Cage Fight,2011-11-05,CZ,0,
58109,AFC - Aracruz Fighting Championship,Aracruz Fighting Championship,2011-11-05,BR,0,
57797,Top Combat: Mayhem in Maunabo,Top Combat Championship,2011-11-05,US,0,
124970,GFC 5 - Afogado Fight,Garanhuns Fight,2011-11-05,BR,0,
67760,GUFF - Georgian Championship 3rd Tour,Georgian Universal Fighting Federation,2011-11-05,US,0,
57515,Cage 17 - Northern Storm,Cage MMA Finland,2011-11-05,FI,0,
57848,Fury MMA 3 - Aarts vs. Blackler,Fury MMA (Australia),2011-11-05,AU,0,
90092,AC - Arena Combate 4,Arena Combate (Rio Grande do Sul),2011-11-05,BR,0,
136400,TC - Torneio Balada Fight,Torrao Combate,2011-11-05,BR,0,
57800,SCS 8 - Sugar Creek Showdown 8,Sugar Creek Showdown,2011-11-05,US,0,
57809,HRMMA - Hardrock MMA 41,Hardrock MMA,2011-11-05,US,0,
57908,RC - Rookies Challenge 3,Rookies Challenge,2011-11-05,PT,0,
150115790,MMA en Venado Tuerto,,2011-11-05,AR,0,
312179,Jorge Zeki Academy - La Gran Batalla,Jorge Zeki Academy,2011-11-05,AR,0,
65732,US - Ultra Shock,UltraShock,2011-11-05,BR,0,
57323,UCMMA - Dominican Republic,Ultimate Chal. UK,2011-11-06,DO,0,
63044,Gladiator - Gladiator 26,Gladiator FC,2011-11-06,JP,0,
94400,GPF - Guararema Pro Fight 1,Guararema Pro Fight,2011-11-06,BR,0,
53450,ZST: SWAT! Gx9,Zst,2011-11-06,JP,0,
71384,TFC 9 - Top of the Forbidden City 9,,2011-11-08,CN,0,
57305,ProFC - ProFC 37,Professional Fighting Championships (ProFC),2011-11-09,RU,0,
67898,MAO - Martial Arts Olympiad,Martial Arts Olympiad,2011-11-09,TR,0,
57791,MF - Max Fight 10,Max Fight MMA,2011-11-10,BR,0,
57989,UAF - Ultimate Alliance Fights 1,Ultimate Alliance Fights,2011-11-10,US,0,
55847,EFC Africa - Extreme Fighting Championship Africa 11,Extreme FC Africa,2011-11-10,ZA,0,
54137,HKFC - School of Hard Knocks 17,Hard Knocks FC,2011-11-10,CA,0,
75926,MF - Maxi Fight 3,Maxi Fight,2011-11-10,FR,0,
58364,Gladiatorian FT - Gladiatorian Fight Tournament,Gladiatorian Fight Tournament,2011-11-10,BR,0,
58151,FMMMA - Fight Me MMA,Fight Me MMA,2011-11-11,US,0,
53648,SF 21 - Shark Fights 21,Shark Fight,2011-11-11,US,0,
58202,Spartan FC 10 - Annihilation,Spartan Fighting Championship,2011-11-11,US,0,
57992,STFC 18 - Salinas vs. Rubalcava 2,South Texas Fight League,2011-11-11,US,0,
106706,CF - Currais Fight,Currais Fight,2011-11-11,BR,0,
60578,TCF Select 8 - Tournament of Champions,TriState Cage Fights,2011-11-11,US,0,
133898,RSF 8 - Roraima Show Fight 8,Roraima Show Fight,2011-11-11,BR,0,
57974,AX Combat 2 - Calgary,AX Combat,2011-11-11,CA,0,
58112,Shoot Boxing / Rise / Sustain - SRS 2011 for Japan,Shooto,2011-11-11,JP,0,
57995,PA Caged Combat - Valley Fight Series 2,United Fight Nation,2011-11-11,US,0,
76526,XK 4 - Xtreme Kombat 4,Xtreme Kombat,2011-11-11,MX,0,
63002,Carpina FC - Carpina Fighting Championship 1,Carpina Fighting Championship,2011-11-11,BR,0,
85748,MFC - Maraba Fight Championship,Maraba Fight Championship,2011-11-11,BR,0,
59060,FEFoMP - Battle of Amur 3,Modern Fighting Pankration,2011-11-11,RU,0,
55604,UFC on Fox 1 - Velasquez vs. Dos Santos,UFC,2011-11-12,US,1,189
56843,Victory Promotions - Clementi vs. Rogers,Victory Promotions,2011-11-12,US,0,
58130,OMMAC 12 - Bad Vibes,Olympian MMA Championships 1,2011-11-12,UK,0,
56387,BFC - Bellator Fighting Championships 57,BellatorFC,2011-11-12,CA,0,
60218,Ringside Ticket - Caged Conflict,Ringside Ticket,2011-11-12,US,0,
58124,R1 - Round 1,Round 1,2011-11-12,PL,0,
63332,MFC - Malaysian Fighting Championship 2,Malaysian Fighting Championship,2011-11-12,MY,0,
58241,KOTC - Cage Quest,KOTC,2011-11-12,US,0,
58193,Paraguay Fighting Championship 4 - International,Paraguay Fighting Championship,2011-11-12,PY,0,
58166,CDMMA - Complete Devastation 2,Complete Devastation MMA,2011-11-12,US,0,
57866,M-1 Challenge 28 - Emelianenko vs. Malikov,M-1 Mix-FC,2011-11-12,RU,0,
58790,OG2F - One Gate 2 Far,One Gate 2 Far,2011-11-12,NL,0,
60098,FFC - Fearless Fighting Championship 9,Fearless Fighting Championship,2011-11-12,US,0,
61436,Senkai Promotions - Battlezone 4: Night of the Champions,Senkai Promotions,2011-11-12,IE,0,
78818,SFC - Spartan Fighting Championship,Spartan Fighting Championship (Northern Ireland),2011-11-12,UK,0,
58343,MAXFIGHT - Warriors 25,Bulgarian MMA,2011-11-12,BG,0,
53003,Pancrase - Impressive Tour 11,Pancrase,2011-11-12,JP,0,
58145,ProFC / GM Fight - Ukraine Cup Finals,Professional Fighting Championships (ProFC),2011-11-12,UA,0,
89948,K.O. - Fight 5,K.O. Fight Midway Championship,2011-11-12,BR,0,
59318,100% Fight - Fight 7,Les Contenders,2011-11-12,FR,0,
48590,KOTC - Underground 72,KOTC,2011-11-12,US,0,
58376,POTC - Pain on the Cane 3,Pain on the Cane,2011-11-12,US,0,
76994,MOF - Monster Octagon Fighting 1,Monster Octagon Fighting,2011-11-12,BR,0,
58001,Prestige Fights - Bayou Brawl 5,Prestige Fights,2011-11-12,US,0,
72218,SFI - Show Fight Itaituba 6,Show Fight Itaituba,2011-11-12,BR,0,
58121,Shooters FC - Champions vs. Champions,Shooters Fight Club,2011-11-12,DE,0,
67646,OFC - Octagon Fighting Championship 2,Octagon Fighting Championship,2011-11-12,BR,0,
77318,M-1 Belarus 13 - Belarus Fighting Championship,M-1 Mix-FC,2011-11-12,BY,0,
55754,Shuriken MMA - Rising Soldiers,Shuriken MMA,2011-11-12,NZ,0,
58244,MTC - Fight Night 2,Miedzychod Town Council,2011-11-12,PL,0,
150119957,Hombres De Honor 31,Hombres de Honor,2011-11-12,ES,0,
79826,CC - Cage Control 6,Cage Control,2011-11-12,UK,0,
58784,German FFA Heroes  - West German Championships,Free Fight Germany,2011-11-12,DE,0,
62798,FCC - Full Contact Championship 4,Full Contact Championship,2011-11-12,IN,0,
67292,SFN - Samurai Fight Night 4,Samurai Fight Night,2011-11-12,UK,0,
72896,IF - Irapua Fight 5,Irapua Fight,2011-11-12,BR,0,
124232,PFC - Paraiso Fight Championship,Paraiso Fight Championship,2011-11-12,BR,0,
58673,SA - Sport Art,Sport Art,2011-11-12,NL,0,
75428,Rings Holland - The Honored Society,Rings Holland,2011-11-12,NL,0,
57260,CF - Cage Fighters 1,Cage Fighters,2011-11-13,PT,0,
58127,OEF - Carphatian Primus Belt Round 1,Olimp Extreme Fight,2011-11-13,PL,0,
94982,CC - Cruzeiro Combat,Cruzeiro Combat,2011-11-13,BR,0,
58247,UB - Ultimate Bushido 1,Ultimate Bushido,2011-11-13,FR,0,
50864,Rings - The Outsider 19,Rings,2011-11-13,JP,0,
73754,FPMMA - Combat,Federation of Paulista Mixed Martial Arts,2011-11-13,BR,0,
60554,PPF - Pi Pro Fight 3,Pi Pro Fighter,2011-11-13,BR,0,
77282,MHF - Mun-Ha Fight 2,Mun-Ha Fight,2011-11-13,BR,0,
59096,Crazy Circus - Premium 4,Crazy Circus,2011-11-13,JP,0,
61154,GGG - Glory Nights,Golden Glory Germany,2011-11-13,DE,0,
61238,Cagemasters - Brawl at the Hall,Cagemasters MMA,2011-11-15,US,0,
172316,Chelyabinsk Regional Federation of Thai Boxing - Adrenalin 2,Adrenalin (Russia),2011-11-15,RU,0,
58430,AFC - Alaska Fighting Championship 86,AlaskaFC,2011-11-16,US,0,
145580,Desafio Sanda vs. Muay Thai - Sanda vs. Muay Thai Challenge,Desafio Sanda vs. Muay Thai,2011-11-16,BR,0,
243422,Zhekpe Zhek - Zhekpe Zhek Cup,Zhekpe Zhek,2011-11-16,KZ,0,
79796,MFC - Maceio Fighting Championship,Maceio Fighting Championship,2011-11-17,BR,0,
52829,ROC 38 - Ring of Combat 38,RoC,2011-11-18,US,0,
58229,NAFC - Unleashed,NAFC,2011-11-18,US,0,
56831,Showdown Fights - Evolution,ThrowdownETC,2011-11-18,US,0,
57788,GC - Golden Combat,Golden Combat,2011-11-18,BR,0,
55889,Strikeforce - Challengers 20,Strike Force,2011-11-18,US,0,
58268,FC - Battle of Warsaw,Fight Cup,2011-11-18,PL,0,
57707,XFL - Xtreme Fight Night 5,ExtremeFL,2011-11-18,US,0,
57422,CES MMA - Undisputed,Classic Entertainment and Sports (CES MMA),2011-11-18,US,0,
58154,KOTC - Obsession,KOTC (Canada),2011-11-18,CA,0,
57839,DH - Dragon House 8,Dragon House MMA,2011-11-18,US,0,
102680,FF - Ferreira Fight,Ferreira Fight,2011-11-18,BR,0,
57383,NMEF - Annihilation 36,No Mercy Fighting,2011-11-18,US,0,
68996,CFC - Champions Fight Combat,Champions Fight Combat,2011-11-18,BR,0,
53654,UFC 139 - Shogun vs. Henderson,UFC,2011-11-19,US,1,190
50552,BFC - Bellator Fighting Championships 58,BellatorFC,2011-11-19,US,0,
58301,M-1 Challenge 29 - Samoilov vs. Miranda,M-1 Mix-FC,2011-11-19,RU,0,
58226,KOTC - High Performance,KOTC,2011-11-19,US,0,
58451,PFE - Power Fight Extreme 6,Power Fight Extreme,2011-11-19,BR,0,
49358,BFW 13 - Brace For War 13,Brace For War,2011-11-19,AU,0,
89024,WGP - Wako Grand Prix 3,Wako Grand Prix,2011-11-19,BR,0,
47861,TC 44 - Total Combat 44,MMA Total Combat,2011-11-19,UK,0,
48134,URCC - Rogue Magazines Black Tie Brawl 2011,URCC,2011-11-19,PH,0,
58370,RITC - Respect in the Cage,Respect in the Cage,2011-11-19,US,0,
58322,CFL 2 - Cage Fight Live,Cage Fight Live,2011-11-19,DK,0,
57749,Xplode Fight Series - Hillside Havoc,XPlode Fight Series,2011-11-19,US,0,
58331,Fight UK MMA - Fight UK 5,Fight UK,2011-11-19,UK,0,
58367,DF - Demo Fight 6,Demo Fight,2011-11-19,BR,0,
58235,GFC - Gameness Fighting Championship 10,Gameness Fighting Championships,2011-11-19,US,0,
57461,FWC - Fightworld Cup 10,FightWorld Cup,2011-11-19,AU,0,
58220,PFC 6 - Pennsylvania Fighting Championship 6,Pennsylvania Fighting Championship,2011-11-19,US,0,
57962,IFL 39 - Caged Apocalypse,Impact Fight League,2011-11-19,US,0,
57968,Bushido Lithuania - Heros Lithuania 2011,Bushido Lithuania,2011-11-19,LT,0,
59906,Tear Up 7 - Murch vs. Paul,Tear Up Fighting Championship,2011-11-19,UK,0,
57833,Caged In Promotions - Cage vs. Cons 2,Caged In Promotions,2011-11-19,US,0,
58625,Union of Veterans of Sport - Russia vs. Europe,Union of Veterans of Sport,2011-11-19,RU,0,
81848,CFX 18 - Rumble in the Jungle,Cage Fighting Xtreme (Mass.),2011-11-19,US,0,
58217,EC - Extreme Challenge 199,Extreme Chal.,2011-11-19,US,0,
58334,AFFC 2 - The Final Chapter,Adrenalin Free Fight Challenge,2011-11-19,SI,0,
58676,OQ - Octagon Quest,Octagon Quest,2011-11-19,BE,0,
56903,Fight Night - Round 17 - Clash at the College,Fight Night Entertainment,2011-11-19,US,0,
59192,Shooto Finland - Chicago Collision 9,Shooto Euro,2011-11-19,FI,0,
120728,WNXFA - Warrior Nation XFA 2,Warrior Nation Xtreme Fighters Alliance,2011-11-19,US,0,
88262,XFMMA - X-Fight MMA 2,X-Fight MMA,2011-11-19,BR,0,
58211,OneWorld MMA - DC Max 7: The Legacy Fight Series,OneWorld MMA,2011-11-19,US,0,
58964,F1 FS - World Championship Fight Night,F1 Fight Series,2011-11-19,UK,0,
58310,XFS - Night of Champions 2,X Fights Series,2011-11-19,PL,0,
56984,AAMMA 20 - Battle Against Breast Cancer 2,Absolute Action MMA,2011-11-19,US,0,
58649,PFC - Phoenix Fighting Championships 1,Phoenix Fighting Championships,2011-11-19,UK,0,
58700,MMA Italy - Grand Prix,MMA Italy,2011-11-19,IT,0,
62132,BUT - Battle Under The Tower,Battle Under The Tower,2011-11-19,NL,0,
187814,"RSBI - ""Invincible State"" Martial Arts Spartakiad",Russian Martial Arts Union,2011-11-19,RU,0,
68654,BFN - Balans Fight Night,Balans Fight Night,2011-11-19,NL,0,
58778,OC 27 - Outsider Cup 27,Outsider Cup,2011-11-19,DE,0,
57932,Kickdown 97 - Fight Feast,Kickdown Classic,2011-11-19,US,0,
63560,ITC 4 - Championship Challenge,Into the Cage,2011-11-19,UK,0,
58325,PAMMA - Susz MMA Night 2,Polish Amateur MMA Association,2011-11-19,PL,0,
58340,WFCA - Klondaika Fight Arena,World Full Contact Association,2011-11-19,LV,0,
90698,KoW - King of Warriors,King of Warriors,2011-11-19,ES,0,
59498,LAW 3 - November to Remember,Latin American Warrior,2011-11-19,MX,0,
104888,MF - Mococa Fight,Mococa Fight,2011-11-19,BR,0,
58223,HRMMA - Hardrock MMA 42,Hardrock MMA,2011-11-19,US,0,
58232,PCF 5 - Purgatory Championship Fights 5,Purgatory Championship Fighting,2011-11-19,US,0,
81878,Shooto Germany - German Championship 2011,Shooto Euro,2011-11-19,DE,0,
129254,BTCB 1 - Black Tie Charity Brawl 1,Black Tie Charity Brawl,2011-11-19,CN,0,
73634,IAGMA - Havoc MMA: The Ultimate Showdown,Iloilo Alliance Group of Martial Arts,2011-11-19,PH,0,
56795,Tribelate - vol. 35,TRIBELATE,2011-11-19,JP,0,
56057,M-1 Global - Fedor vs. Monson,M-1 Mix-FC,2011-11-20,RU,0,
57971,CFS 6 - Weinpolter vs. Guelmino,Cage Fight Series (Austria),2011-11-20,AT,0,
57536,LBFN 13 - Long Beach Fight Night 13,Long Beach Fight Night,2011-11-20,US,0,
60980,SFC - Supremacy Fight Challenge 4,Supremacy Fight Challenge,2011-11-20,UK,0,
58346,VOK - The Uprising 1,Valley of Kings,2011-11-20,UK,0,
58502,BOTB - Battle of the Brawlers 4,Battle of the Brawlers,2011-11-20,UK,0,
69962,SFC 2 - The Uprising,Staydown Fighting Championship,2011-11-20,UK,0,
58796,CCS 4 - Combat Challenge Serbia,Combat Challenge Serbia,2011-11-20,RS,0,
70958,KL - Evil Is Born: Event 1,Kombat League,2011-11-20,IT,0,
57947,BC - Battle Code 3,Battle Code,2011-11-20,JP,0,
58646,CC - Ultimate Showdown,Cage Clash,2011-11-20,UK,0,
60452,Training Academy - Training Cup,Training Academy,2011-11-20,BR,0,
58406,EC - Extreme Challenge 200,Extreme Chal.,2011-11-23,US,0,
58460,MCC 37 - Thanksgiving Throwdown 4,Midwest Cage,2011-11-23,US,0,
57263,NAAFS - Night of Champions 2011,NAAFS,2011-11-23,US,0,
53453,Zst - Zst 30,Zst,2011-11-23,JP,0,
58052,Demolition Xigma - High Speed,Demolition Xigma,2011-11-23,JP,0,
55217,AFO - Thanksgiving Massacre 4,American Fighting Organization,2011-11-24,US,0,
58409,PACF - PA Cage Fight 9,Northeast MMA,2011-11-25,US,0,
60404,FMC - Fighting Marcou Challenge 5,Fighting Marcou Challenge,2011-11-25,FR,0,
58412,KZ 32 - Black Friday Beatdown,Kombat Zone,2011-11-25,US,0,
58418,ASF - Arnolds Amateur MMA Festival,Arnold Sports Festival,2011-11-25,US,0,
186728,Er-Taymash Kulatuu - Valetudo Fight Night,Er-Taymash Kulatuu,2011-11-25,KG,0,
58814,FWR - Fights With Rules 3,Fights With Rules,2011-11-25,RU,0,
54140,HKFC - School of Hard Knocks 18,Hard Knocks FC,2011-11-25,CA,0,
245084,RFS 2 - Romanian Fighting Series 2,Romanian Fighting Series,2011-11-25,RO,0,
65966,DFC - Khayal Cup,Derbent Fighting Championship,2011-11-25,RU,0,
187358,APF - Professional Pankration World Championship 2011,Asian Pankration Federation,2011-11-25,KZ,0,
58352,CFM 3 - Winnipeg,Cage Fighting Manitoba,2011-11-25,CA,0,
56708,UWF 1 - Huerta vs. War Machine,Ultimate Warrior Fighting,2011-11-26,US,0,
56126,KSW 17 - Revenge,KSW,2011-11-26,PL,0,
58421,Duel for Domination - MMA Extravaganza,Duel for Domination,2011-11-26,US,0,
56150,BFC - Bellator Fighting Championships 59,BellatorFC,2011-11-26,US,0,
58349,RITC - Rumble in the Cage 45,Rumble in the Cage,2011-11-26,CA,0,
58400,Driller Promotions / SEG - Downtown Showdown 1,Ignite Fights (Driller Promotions),2011-11-26,US,0,
58190,PXC - Pacific Xtreme Combat 28,PacificXC,2011-11-26,PH,0,
66362,BTF - Black Trunk Fight 3,Black Trunk Fight,2011-11-26,BR,0,
57983,Spartan MMA - Spartan MMA 2011,Spartan Mixed Martial Arts,2011-11-26,BR,0,
66380,SF - Spartans Fighters,Spartans Fighters,2011-11-26,BR,0,
54302,JF - Jungle Fight 34,Jungle Fight,2011-11-26,BR,0,
58760,Flash Academy MMA - Fight Night Explosion,Flash Academy MMA,2011-11-26,US,0,
57248,Superior FC/M-1 Global - M-1 Fighter Europe,Superior Fighting Championship,2011-11-26,DE,0,
88448,BCMMA - Beginners Championship MMA,Beginners Championship MMA,2011-11-26,BR,0,
110438,Gladiadores de Venezuela 2 - Total Elimination Absolute,Gladiadores de Venezuela,2011-11-26,VE,0,
58679,BB - Belgium Beatdown 2,Belgium Beatdown,2011-11-26,BE,0,
58316,ROTK - Rumble of the Kings 6,Rumble of the Kings,2011-11-26,SE,0,
58523,FEFoMP - Cup of Vladivostok in Pankration,Modern Fighting Pankration,2011-11-26,RU,0,
58490,OFC 3 - Combat MMA in the Cage,Octagon Fighting Club,2011-11-26,BE,0,
58415,TWEF - Turf Wars 4,Turf Wars Extreme Fighting,2011-11-26,US,0,
58685,BoG - Battle of Gabrovo,Battle of Gabrovo,2011-11-26,BG,0,
58724,EF - Equinocio Fight,Equinocio Fight,2011-11-26,BR,0,
79808,ADCA Thai Boxe - ADCA Fight 1,ADCA Thai Boxe,2011-11-26,BR,0,
61370,LKO - London KO 5,London KO,2011-11-26,UK,0,
59054,TKOTC - The King of the Cage,The King of the Cage,2011-11-26,BR,0,
58319,MUCF - Titans Rumble,Midwest Ultimate Cage Fights,2011-11-26,US,0,
66902,MF - Mega Fight 6.0,Mega Fight (Brazil),2011-11-26,BR,0,
58355,EFC 11 - Cold Lake,Evolution FC (Canada),2011-11-26,CA,0,
136556,TC - Fight Brazil 2011,Torrao Combate,2011-11-26,BR,0,
150120842,New Order FC 3: November Rain,,2011-11-26,RU,0,
79268,Mayhem Inc. - Night of Champions 2,Mayhem Inc.,2011-11-26,US,0,
62114,BoP - Battle of Porvoo 2,Battle of Porvoo,2011-11-26,FI,0,
70622,Desafio de Gigantes - Interstate,Desafio de Gigantes,2011-11-26,BR,0,
57584,ACF - Alaska Cage Fighting,Alaska Cage Fighting,2011-11-26,US,0,
133022,Head to Head - Clash of the Titans,Head to Head Promotions,2011-11-26,UK,0,
64772,IF - Iron Fighter,Iron Fighter,2011-11-26,IT,0,
59234,MCC - Max Cage Championship 4,Max Cage Championship,2011-11-26,BR,0,
58694,FG - Fight Gala,Fight Gala,2011-11-26,IT,0,
109520,ZC - Zhirinovsky Cup,Zhirinovsky Cup,2011-11-26,RU,0,
58850,Ultimate Beatdown 5 - MMA Unleashed,Ultimate Fight Night (Malaysia),2011-11-26,MY,0,
150121466,WPFL: Panfight Championship 6,,2011-11-26,RU,0,
87896,CBKK - 1st Brazilian Kyokushinkaikan MMA Championship,Brazilian Confederation of Kyokushinkaikan Karate,2011-11-26,BR,0,
110342,EMMA 4: La Batalla Final,Extreme MMA (Ecuador),2011-11-26,EC,0,
82916,OVO - One vs. One Fight,One vs. One Fight,2011-11-26,BR,0,
89540,RDC 14 - La Resa dei Conti 14,La Resa Dei Conti,2011-11-26,IT,0,
58529,Danger-Fire Promotions - Armory Armageddon,Danger Fire Promotions,2011-11-26,US,0,
58958,DB 4 - Return of Gladiators,Den Bojovnikov,2011-11-26,CZ,0,
58517,Freon - JFX Fights,Freon,2011-11-26,LV,0,
58388,MMAAD - MMA Against Dengue,MMA Against Dengue,2011-11-27,BR,0,
53006,Pancrase - Impressive Tour 12,Pancrase,2011-11-27,JP,0,
76496,XK 5 - Xtreme Kombat 5,Xtreme Kombat,2011-11-27,MX,0,
57965,Shooto - Spirit Aomori,Shooto,2011-11-27,JP,0,
57740,Deep - Cage Impact 2011 in Toyama,DEEP,2011-11-27,JP,0,
110156,Dojo Serpiente - Club de la Pelea,Club de la Pelea (Argentina),2011-11-27,AR,0,
58934,TF - Thai Fight 3,Thai Fight,2011-11-29,BR,0,
57944,Peru FC - Peru Fighting Championship 8,Peru Fighting Championship,2011-11-30,PE,0,
265340,Republic Fighter 1 - Robles vs. Medina,Republic Fighter,2011-11-30,,0,
76580,GEX - Old Jacks Fight Night,GEX Cage Tournament,2011-11-30,MX,0,
61964,LPBL - Honolulu Profi Boxing,Lithuanian Professional Boxing League,2011-11-30,LT,0,
58982,SPF - Super Pitbull Fight 28,Super Pitbull Fight / Pit Bull Fight Championship,2011-12-01,BR,0,
135254,6RAR - Fight for the Troops,6RAR,2011-12-01,AU,0,
58946,FCOC - Fight Club OC,Fight Club OC,2011-12-01,US,0,
59156,MFC - Mix Fight Combat,Mix Fight Combat,2011-12-01,RU,0,
265577,JFL - Jasaji Fighting League,Jasaji Fighting League,2011-12-01,MX,0,
58556,Instinct MMA - Instinct Fighting 2,Instinct MMA,2011-12-02,CA,0,
53672,XFC 15 - Tribute,X-treme FC,2011-12-02,US,0,
47468,TPF 11 - Redemption,Tachi Palace Fights,2011-12-02,US,0,
57986,Shooto - Brazil 27,Shooto Americas,2011-12-02,BR,0,
58580,Fight Game - Premier Event,Fight Game,2011-12-02,US,0,
58892,The Cage 2 - USA vs. New Zealand,The Cage,2011-12-02,NZ,0,
86444,AT Fight - Alto Tiete Fight,Alto Tiete Fight,2011-12-02,BR,0,
59576,BOC - Battle of Champions 6,Battle of Champions (Russia),2011-12-02,RU,0,
60482,Art of War Cage Fights 6 - Bedlam Brawl,Art of War Cage Fights,2011-12-02,US,0,
58595,RMMA 22 - Destruction in December,Renaissance MMA,2011-12-02,US,0,
58952,IFC - Tsunami Tournament 3,IFC (Poland),2011-12-02,PL,0,
121538,Unifight Combat - MMA,Unifight Combat,2011-12-02,BR,0,
53273,UFC - The Ultimate Fighter 14 Finale,UFC,2011-12-03,US,1,191
51305,Pancrase - Impressive Tour 13,Pancrase,2011-12-03,JP,0,
58397,SFS 3 - Meltdown in the Valley,Score Fighting Series,2011-12-03,CA,0,
62582,CSFC - Caged Steel Fighting Championships 1,Caged Steel,2011-12-03,UK,0,
58598,Premier FC - Premier Fighting Championship 7,Premier Fighting Championship,2011-12-03,US,0,
56816,Road FC 5 - Night of Champions,Road Fighting Championship,2011-12-03,KR,0,
48359,GCF 7 - Redemption,Gladiator Championship Fighting,2011-12-03,CZ,0,
58391,BFFC - Beija-Flor Fight Combat,Beija-Flor Fight Combat,2011-12-03,BR,0,
58826,RCF - Pride & Honor 4,Real Cage Fight,2011-12-03,DE,0,
58619,Impact Fighting Championship - Kings,Impact FC (US),2011-12-03,US,0,
45569,CS - CageSport 17,CageSport MMA,2011-12-03,US,0,
58169,SF - Showtime Fights 2,Showtime Fights,2011-12-03,BR,0,
58832,SFC 5 - Rivals,Scottish Fight Challenge,2011-12-03,UK,0,
59240,Blufight MMA - Blufight,Blufight MMA,2011-12-03,BR,0,
58916,XKO - Xtreme Knockout 13,Back Alley Promotions,2011-12-03,US,0,
58940,Brutaal Fight Night - All American Cage Fights,Brutaal Fight Night,2011-12-03,US,0,
58820,XCage - Extreme Cage 3,XCage (Poland),2011-12-03,PL,0,
58172,GF - Golden Fight 3,Golden Fight (Croatia),2011-12-03,BR,0,
52502,UCMMA 25 - The Beatdown,Ultimate Chal. UK,2011-12-03,UK,0,
123728,DMMA - Dangerzone 2,Dangerzone MMA,2011-12-03,UK,0,
58601,Conflict MMA - Fight Night at the Point 3,Conflict MMA Promotions,2011-12-03,US,0,
58574,XFE - Cage Wars 12,Xtreme Fight Events,2011-12-03,US,0,
63536,EB - New Beginnings,Extreme Brawl,2011-12-03,UK,0,
74132,CG - Cage Gladiator 5,Cage Gladiator,2011-12-03,MX,0,
60434,Iron Fist - Vendetta 2,Vendetta Fight Nights,2011-12-03,AT,0,
58469,Kickdown 98 - Conquer,Kickdown Classic,2011-12-03,US,0,
123146,FFI - Beatdown 5,Fight Force International,2011-12-03,US,0,
