Bet,betsite,dates,odds,fighter1,fighter2,class,url
Ovince St. Preux,5Dimes,1505795227000,-555,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1505824031000,-540,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1505824385000,-500,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1505867226000,-550,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1505949667000,-515,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1505949847000,-500,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1505955968000,-490,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506009074000,-440,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506013927000,-430,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506024013000,-440,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506078552000,-420,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506101768000,-440,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506117788000,-450,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506127332000,-440,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506133988000,-430,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506141187000,-410,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,5Dimes,1506141547000,-430,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BetDSI,1505829246000,-475,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BetDSI,1505884867000,-485,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BetDSI,1506140108000,-476,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BetDSI,1506142268000,-480,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BookMaker,1505828526000,-475,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BookMaker,1505884184000,-485,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BookMaker,1506139570000,-476,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BookMaker,1506139749000,-485,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BookMaker,1506139930000,-476,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BookMaker,1506141369000,-480,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
Ovince St. Preux,BookMaker,1506141548000,-476,Ovince St. Preux,Yushin Okami,even,https://www.bestfightodds.com/events/ufc-fight-night-117-saint-preux-vs-okami-1332
